tu_id,start,end,type,utterance,text
q5nc3g.1,0.0000,0.5369,,1,okay
q5nc3g.3,0.5369,0.6291,,,
q5nc3g.4,0.6291,1.0359,,1,ehm
q5nc3g.6,1.0359,2.1607,,,
q5nc3g.7,2.1607,2.3731,,1,you've
q5nc3g.9,2.3732,2.4621,,1,got
q5nc3g.10,2.4621,2.5395,,1,your
q5nc3g.11,2.5395,2.9315,,1,starting
q5nc3g.12,2.9315,3.1634,,1,point
q5nc3g.13,3.1634,3.2484,,,at
q5nc3g.13.1,3.2484,3.4106,,,the
q5nc3g.14,3.4106,3.9163,,1,top
q5nc3g.16,3.9163,4.4938,,,
q5nc3g.17,4.4939,4.5826,,3,can
q5nc3g.18,4.5826,4.6344,,3,you
q5nc3g.19,4.6344,4.8032,,3,see
q5nc3g.20,4.8032,4.8732,,3,a
q5nc3g.21,4.8732,5.2223,,3,diamond
q5nc3g.21.1,5.2223,5.4949,,3,mine
q5nc3g.23,5.4949,6.8174,,,
q5nc3g.24,6.8174,6.8717,lipsmack,,
q5nc3g.25,6.8717,7.0150,inbreath,,
q5nc3g.26,7.0150,7.1023,,,
q5nc3g.27,7.1023,7.3263,,5,right
q5nc3g.29,7.3263,7.3905,,5,i
q5nc3g.30,7.3905,7.5223,,5,want
q5nc3g.31,7.5223,7.6408,,5,you
q5nc3g.32,7.6408,7.7478,,5,to
q5nc3g.33,7.7479,7.8912,,5,go
q5nc3g.34,7.8912,8.2122,,5,straight
q5nc3g.35,8.2123,8.6257,,5,down
q5nc3g.37,8.6257,9.1511,,,
q5nc3g.38,9.1511,9.3569,,5,about
q5nc3g.39,9.3569,9.5957,,5,three
q5nc3g.40,9.5957,9.9580,,5,inches
q5nc3g.41,9.9580,10.2907,,5,past
q5nc3g.42,10.2907,10.3784,,5,that
q5nc3g.43,10.3784,10.6530,,5,diamond
q5nc3g.43.1,10.6530,10.9017,,5,mine
q5nc3g.45,10.9017,11.5522,,,
q5nc3g.46,11.5522,11.7455,,5,on
q5nc3g.47,11.7455,11.9919,,5,the
q5nc3g.48,11.9919,12.7874,,,
q5nc3g.49,12.7874,13.1744,,5,left-hand
q5nc3g.50,13.1744,13.4972,,5,side
q5nc3g.51,13.4972,13.5812,,5,of
q5nc3g.52,13.5812,13.7360,,5,it
q5nc3g.54,13.7360,15.4784,,,
q5nc3g.55,15.4785,15.9116,,7,okay
q5nc3g.57,15.9116,16.4090,,,
q5nc3g.58,16.4090,16.8405,,7,ehm
q5nc3g.60,16.8405,17.0240,,,
q5nc3g.61,17.0240,17.1121,,7,can
q5nc3g.62,17.1122,17.1740,,7,you
q5nc3g.63,17.1740,17.2999,,7,see
q5nc3g.64,17.2999,17.3625,,7,a
q5nc3g.65,17.3625,17.9826,,7,graveyard
q5nc3g.67,17.9826,19.5274,,,
q5nc3g.68,19.5274,19.8913,,9,right
q5nc3g.70,19.8913,20.1482,,,
q5nc3g.71,20.1482,20.3541,,9,that's
q5nc3g.73,20.3541,20.6159,,9,okay
q5nc3g.75,20.6159,20.8357,inbreath,,
q5nc3g.76,20.8357,21.2813,,9,ehm
q5nc3g.78,21.2813,21.8520,,,
q5nc3g.79,21.8520,21.9782,,,could
q5nc3g.80,21.9783,22.0538,,,you
q5nc3g.81,22.0538,22.2804,,9,just
q5nc3g.82,22.2805,22.7059,,9,head
q5nc3g.83,22.7059,23.8801,,,
q5nc3g.84,23.8801,24.4269,,9,right
q5nc3g.85,24.4269,24.8567,,,
q5nc3g.86,24.8567,25.5500,,9,about
q5nc3g.88,25.5500,25.8629,,9,f--
q5nc3g.89,25.8630,26.1463,,9,sic--
q5nc3g.90,26.1463,26.5943,,,
q5nc3g.91,26.5943,26.8379,,9,five
q5nc3g.92,26.8380,27.3485,,9,inches
q5nc3g.93,27.3485,27.6960,nonvocal,,
q5nc3g.94,27.6960,28.1044,,,
q5nc3g.95,28.1044,28.2609,,9,to
q5nc3g.96,28.2609,28.3597,,9,the
q5nc3g.97,28.3597,28.7105,,9,right
q5nc3g.98,28.7105,29.3363,,,
q5nc3g.99,29.3363,29.6542,,9,once
q5nc3g.100,29.6542,29.8008,,9,you've
q5nc3g.102,29.8008,29.9885,,,
q5nc3g.103,29.9885,30.2619,,9,once
q5nc3g.104,30.2619,30.3624,,9,you're
q5nc3g.106,30.3624,30.5451,,9,about
q5nc3g.107,30.5451,30.6126,,9,an
q5nc3g.108,30.6127,30.8564,,9,inch
q5nc3g.109,30.8564,31.0954,,9,past
q5nc3g.110,31.0954,31.2087,,9,the
q5nc3g.111,31.2087,31.5020,,9,diamond
q5nc3g.111.1,31.5020,31.7968,,9,mine
q5nc3g.113,31.7968,32.0817,,,
q5nc3g.114,32.0817,32.3551,,9,turn
q5nc3g.115,32.3551,32.6631,,9,right
q5nc3g.117,32.6631,38.6733,,,
q5nc3g.117.1,38.6733,38.8810,lipsmack,,
q5nc3g.117.2,38.8810,39.1076,inbreath,,
q5nc3g.117.3,39.1076,39.3478,,,
q5nc3g.118,39.3479,39.8403,,11,okay
q5nc3g.120,39.8403,40.3920,,11,ehm
q5nc3g.120.1,40.3920,40.6988,outbreath,,
q5nc3g.122,40.6988,40.9487,,,
q5nc3g.123,40.9487,41.1348,,11,now
q5nc3g.124,41.1348,41.2606,,11,can
q5nc3g.125,41.2606,41.3554,,11,you
q5nc3g.126,41.3554,41.6395,,11,go
q5nc3g.127,41.6395,42.1236,,,
q5nc3g.128,42.1237,42.3493,,11,up
q5nc3g.129,42.3493,42.7620,,11,again
q5nc3g.130,42.7620,43.0335,,11,about
q5nc3g.131,43.0336,43.1234,,11,an
q5nc3g.132,43.1234,43.6207,,11,inch
q5nc3g.134,43.6207,46.5365,,,
q5nc3g.135,46.5365,46.7729,,13,right
q5nc3g.137,46.7729,47.2521,,,
q5nc3g.137.1,47.2521,47.3701,lipsmack,,
q5nc3g.137.2,47.3702,47.4729,,,
q5nc3g.138,47.4729,47.8813,,13,ehm
q5nc3g.140,47.8813,48.0032,,13,can
q5nc3g.141,48.0032,48.0402,,13,you
q5nc3g.142,48.0402,48.1868,,13,see
q5nc3g.143,48.1868,48.2494,,13,a
q5nc3g.144,48.2494,48.6652,,13,fast
q5nc3g.145,48.6652,48.9254,,13,flowing
q5nc3g.146,48.9254,49.1560,,13,river
q5nc3g.148,49.1560,49.2326,lowamp,,
q5nc3g.149,49.2326,50.6950,,,
q5nc3g.150,50.6950,50.8844,,15,right
q5nc3g.152,50.8844,51.3982,,15,ehm
q5nc3g.154,51.3982,51.6336,,,could
q5nc3g.155,51.6336,51.6903,,,you
q5nc3g.156,51.6903,52.0982,,,sort of
q5nc3g.157,52.0982,52.3057,,15,go
q5nc3g.158,52.3057,52.6828,,15,round
q5nc3g.159,52.6828,52.9776,,15,that
q5nc3g.160,52.9776,53.2065,,,
q5nc3g.161,53.2065,53.4848,,15,in
q5nc3g.162,53.4848,53.6940,,,
q5nc3g.163,53.6940,53.9707,,15,sort
q5nc3g.163.1,53.9707,54.1008,,15,of
q5nc3g.164,54.1008,54.1749,,15,a
q5nc3g.165,54.1749,54.8106,,15,curve
q5nc3g.166,54.8106,54.8946,,,
q5nc3g.167,54.8946,54.9605,nonvocal,,
q5nc3g.168,54.9605,55.0198,,,
q5nc3g.169,55.0198,55.3047,,15,around
q5nc3g.170,55.3047,55.4628,,15,the
q5nc3g.171,55.4628,55.7247,,15,top
q5nc3g.172,55.7247,55.7625,,15,of
q5nc3g.173,55.7625,55.9371,,15,that
q5nc3g.175,55.9371,58.6529,,,
q5nc3g.176,58.6529,58.9691,,17,aye
q5nc3g.178,58.9691,62.5083,,,
q5nc3g.179,62.5083,62.8277,,19,now
q5nc3g.180,62.8278,63.3003,,,
q5nc3g.181,63.3003,63.5458,,19,keep
q5nc3g.182,63.5458,63.8785,,19,going
q5nc3g.183,63.8785,64.2935,,19,down
q5nc3g.184,64.2935,64.7596,,,
q5nc3g.185,64.7596,65.0643,,19,about
q5nc3g.186,65.0643,65.3244,,19,three
q5nc3g.187,65.3244,65.8761,,19,inches
q5nc3g.189,65.8762,69.0877,,,
q5nc3g.190,69.0877,69.1938,,21,can
q5nc3g.191,69.1938,69.2374,,21,you
q5nc3g.192,69.2375,69.4335,,21,see
q5nc3g.193,69.4335,69.5323,,21,an
q5nc3g.194,69.5323,69.9753,,21,apache
q5nc3g.195,69.9753,70.4776,,21,village
q5nc3g.197,70.4776,71.5061,,,
q5nc3g.198,71.5061,71.9096,,23,eh
q5nc3g.199,71.9096,72.2027,,23,could
q5nc3g.200,72.2027,72.2949,,23,you
q5nc3g.201,72.2950,72.5355,,23,go
q5nc3g.202,72.5355,72.8071,,23,sort
q5nc3g.202.1,72.8071,73.1052,,23,of
q5nc3g.203,73.1052,74.2943,,,
q5nc3g.204,74.2943,74.6484,,23,just
q5nc3g.205,74.6484,75.7543,,,
q5nc3g.206,75.7543,75.8301,,23,at
q5nc3g.207,75.8301,75.8975,,23,a
q5nc3g.208,75.8976,76.1438,,23,sort
q5nc3g.208.1,76.1438,76.2385,,23,of
q5nc3g.209,76.2385,76.6626,,23,angle
q5nc3g.210,76.6626,77.2793,,,
q5nc3g.211,77.2793,77.3732,,23,at
q5nc3g.212,77.3732,77.4391,,23,a
q5nc3g.213,77.4391,77.6483,,23,right
q5nc3g.214,77.6483,77.9759,,23,angle
q5nc3g.215,77.9760,78.3811,,23,down
q5nc3g.216,78.3811,78.6248,,,
q5nc3g.217,78.6248,78.8702,,23,the
q5nc3g.218,78.8702,79.3363,,23,eh
q5nc3g.220,79.3363,79.7843,,23,left-hand
q5nc3g.221,79.7843,80.0980,,23,side
q5nc3g.222,80.0980,80.1482,,23,of
q5nc3g.223,80.1482,80.2956,,23,that
q5nc3g.225,80.2956,86.1058,,,
q5nc3g.226,86.1059,86.2879,,25,well
q5nc3g.228,86.2879,86.5679,,25,no
q5nc3g.229,86.5679,86.8338,,25,sort
q5nc3g.229.1,86.8338,86.9631,,25,of
q5nc3g.230,86.9631,87.1484,,25,at
q5nc3g.231,87.1484,87.2102,,25,an
q5nc3g.232,87.2102,87.6712,,25,angle
q5nc3g.234,87.6713,88.0336,nonvocal,,
q5nc3g.235,88.0336,88.0854,,,a
q5nc3g.235.1,88.0854,88.5721,,,sort of
q5nc3g.236,88.5721,89.0744,,,
q5nc3g.237,89.0744,89.1304,,25,at
q5nc3g.238,89.1304,89.4795,,25,a
q5nc3g.239,89.4796,90.9305,,,
q5nc3g.240,90.9305,91.0340,,,you know
q5nc3g.242,91.0340,91.1273,,27,what
q5nc3g.243,91.1273,91.1668,,27,i
q5nc3g.244,91.1668,91.4451,,27,mean
q5nc3g.246,91.4451,91.5085,lowamp,,
q5nc3g.247,91.5085,91.9729,,,
q5nc3g.248,91.9729,92.2092,,29,aye
q5nc3g.250,92.2093,92.8384,inbreath,,
q5nc3g.251,92.8384,92.9998,,,
q5nc3g.252,92.9998,93.4601,,29,eh
q5nc3g.255,93.4601,93.6520,,29,can
q5nc3g.256,93.6520,93.6948,,29,you
q5nc3g.257,93.6948,93.8792,,29,see
q5nc3g.258,93.8792,93.9360,,29,the
q5nc3g.259,93.9360,94.1896,,29,carved
q5nc3g.260,94.1897,94.5026,,29,wooden
q5nc3g.261,94.5026,94.8122,,29,pole
q5nc3g.263,94.8122,96.5781,,,
q5nc3g.264,96.5781,96.8136,,31,right
q5nc3g.266,96.8136,97.2089,,31,ehm
q5nc3g.268,97.2089,98.3519,,,
q5nc3g.269,98.3519,98.4408,,31,you
q5nc3g.270,98.4408,98.6072,,31,should
q5nc3g.271,98.6072,98.6286,lowamp,,
q5nc3g.272,98.6286,98.7537,,31,be
q5nc3g.273,98.7537,98.8756,,31,at
q5nc3g.274,98.8756,99.0815,,,
q5nc3g.275,99.0815,99.2099,,31,at
q5nc3g.276,99.2099,99.5558,,31,about
q5nc3g.277,99.5558,99.5985,,31,a
q5nc3g.278,99.5986,99.9889,,31,level
q5nc3g.279,99.9889,100.1849,,31,with
q5nc3g.280,100.1849,100.2590,,31,the
q5nc3g.281,100.2590,100.5855,,,
q5nc3g.282,100.5855,100.9095,,31,bottom
q5nc3g.283,100.9095,101.1038,,31,of
q5nc3g.284,101.1038,101.1520,,31,the
q5nc3g.285,101.1520,101.5995,,31,apache
q5nc3g.286,101.5995,101.8910,,31,camp
q5nc3g.287,101.8911,102.1464,,31,now
q5nc3g.289,102.1464,102.2253,lowamp,,
q5nc3g.290,102.2254,103.1230,,,
q5nc3g.291,103.1230,103.3321,,33,right
q5nc3g.293,103.3321,103.5149,,31,well
q5nc3g.294,103.5149,103.9958,,31,just
q5nc3g.296,103.9958,104.4207,,31,ehm
q5nc3g.297,104.4207,104.7913,,,
q5nc3g.298,104.7913,105.0331,,31,keep
q5nc3g.299,105.0331,105.2689,,31,heading
q5nc3g.300,105.2689,105.5983,,31,along
q5nc3g.301,105.5983,105.8041,,31,about
q5nc3g.302,105.8041,106.1631,,31,six
q5nc3g.303,106.1631,106.6753,,31,inches
q5nc3g.305,106.6753,107.1891,,,
q5nc3g.306,107.1891,107.4098,,35,to
q5nc3g.307,107.4098,107.5921,,35,the
q5nc3g.308,107.5921,108.0916,,35,left
q5nc3g.310,108.0916,111.2306,,,
q5nc3g.311,111.2306,111.2751,,37,you
q5nc3g.312,111.2751,111.4727,,37,see
q5nc3g.313,111.4727,111.5501,,37,the
q5nc3g.314,111.5501,111.7658,,37,walled
q5nc3g.315,111.7659,112.2534,,37,city
q5nc3g.317,112.2534,113.2234,,,
