tu_id,start,end,type,utterance,text
q1ec5g.1,0.0000,0.2635,,,
q1ec5g.2,0.2635,0.5830,,,okay
q1ec5g.4,0.5830,0.6456,,,
q1ec5g.5,0.6456,1.1644,inbreath,,
q1ec5g.6,1.1644,1.4394,,,
q1ec5g.7,1.4394,1.5810,,2,now
q1ec5g.8,1.5810,1.6568,,2,you're
q1ec5g.10,1.6568,2.4177,,2,starting
q1ec5g.12,2.4177,2.5149,,,
q1ec5g.13,2.5149,3.0780,,2,ehm
q1ec5g.15,3.0781,3.1242,,,
q1ec5g.16,3.1242,3.4503,,2,above
q1ec5g.17,3.4503,3.5524,,2,the
q1ec5g.18,3.5524,4.0185,,2,diamond
q1ec5g.18.1,4.0185,4.4795,,2,mine
q1ec5g.20,4.4796,5.0922,,,
q1ec5g.21,5.0922,5.1976,lipsmack,,
q1ec5g.22,5.1976,5.2256,,,
q1ec5g.23,5.2256,5.7822,,4,and
q1ec5g.25,5.7823,6.9220,,,
q1ec5g.26,6.9220,6.9381,lipsmack,,
q1ec5g.27,6.9382,7.3650,,4,er
q1ec5g.29,7.3650,7.4752,,4,the
q1ec5g.30,7.4753,7.8755,,4,desert
q1ec5g.31,7.8755,8.0600,,4,is
q1ec5g.32,8.0600,8.3695,,4,below
q1ec5g.33,8.3696,8.5244,,4,to
q1ec5g.34,8.5244,8.6100,,4,your
q1ec5g.35,8.6100,9.1650,,4,left
q1ec5g.37,9.1650,9.6772,,,
q1ec5g.38,9.6772,9.8221,,6,right
q1ec5g.40,9.8221,9.8649,,,
q1ec5g.41,9.8650,9.9226,nonvocal,,
q1ec5g.42,9.9226,9.9654,,,
q1ec5g.43,9.9654,10.3953,inbreath,,
q1ec5g.44,10.3953,10.4546,,,
q1ec5g.45,10.4546,10.5797,,6,now
q1ec5g.46,10.5797,10.7592,,6,go
q1ec5g.47,10.7592,11.2467,,,
q1ec5g.48,11.2467,11.4888,,6,go
q1ec5g.49,11.4888,12.1344,,6,south
q1ec5g.50,12.1344,12.6861,,,
q1ec5g.51,12.6861,13.0270,,6,from
q1ec5g.52,13.0270,13.0764,,6,the
q1ec5g.53,13.0764,13.4773,,6,diamond
q1ec5g.53.1,13.4773,13.7648,,6,mine
q1ec5g.55,13.7648,13.8949,lowamp,,
q1ec5g.56,13.8949,14.2803,,,
q1ec5g.57,14.2803,14.9605,inbreath,,
q1ec5g.58,14.9605,15.3673,,,
q1ec5g.59,15.3673,15.9380,,6,until
q1ec5g.60,15.9380,16.0705,lowamp,,
q1ec5g.61,16.0705,16.1866,,,
q1ec5g.62,16.1866,16.5646,,6,you
q1ec5g.63,16.5646,16.6774,lowamp,,
q1ec5g.64,16.6774,17.6416,,,
q1ec5g.65,17.6416,18.0382,,6,are
q1ec5g.66,18.0382,18.2189,,,
q1ec5g.67,18.2189,18.5466,,6,still
q1ec5g.68,18.5466,18.8924,,6,above
q1ec5g.69,18.8925,18.9238,,6,the
q1ec5g.70,18.9238,19.5612,,6,desert
q1ec5g.72,19.5612,19.6714,lowamp,,
q1ec5g.73,19.6715,20.6712,,,
q1ec5g.74,20.6712,20.6822,lipsmack,,
q1ec5g.75,20.6822,20.7176,,,
q1ec5g.76,20.7177,21.0557,,6,okay
q1ec5g.78,21.0557,21.1413,lowamp,,
q1ec5g.79,21.1413,21.3817,,,
q1ec5g.80,21.3818,21.7268,inbreath,,
q1ec5g.81,21.7268,21.8157,,8,now
q1ec5g.82,21.8157,21.8964,,8,if
q1ec5g.83,21.8964,21.9705,,8,you
q1ec5g.84,21.9705,22.1335,,8,tell
q1ec5g.85,22.1336,22.2052,,8,me
q1ec5g.86,22.2052,22.5000,,8,what's
q1ec5g.88,22.5000,22.5667,,8,to
q1ec5g.89,22.5667,22.7339,,8,your
q1ec5g.90,22.7339,23.2519,,8,right
q1ec5g.91,23.2519,23.3037,,,
q1ec5g.92,23.3037,23.5936,inbreath,,
q1ec5g.93,23.5936,23.8060,,,
q1ec5g.94,23.8060,24.1263,,8,at
q1ec5g.95,24.1263,24.3709,,8,the
q1ec5g.96,24.3709,24.4887,lowamp,,
q1ec5g.97,24.4887,25.1565,,,
