tu_id,start,end,type,utterance,text
q8nc8g.1,0.0000,0.0988,,,
q8nc8g.2,0.0988,0.5830,,1,ehm
q8nc8g.4,0.5830,0.8696,,,
q8nc8g.5,0.8696,1.0508,,1,do
q8nc8g.6,1.0508,1.1363,,1,you
q8nc8g.7,1.1364,1.2813,,1,have
q8nc8g.8,1.2813,1.3636,,1,the
q8nc8g.9,1.3636,1.6930,,1,start
q8nc8g.11,1.6930,1.9647,,1,yeah
q8nc8g.13,1.9647,2.0866,outbreath,,
q8nc8g.14,2.0866,2.5000,,,
q8nc8g.15,2.5000,2.6795,,3,and
q8nc8g.16,2.6795,2.7487,,3,the
q8nc8g.17,2.7487,3.0797,,3,diamond
q8nc8g.17.1,3.0797,3.3481,,3,mine
q8nc8g.19,3.3481,6.1594,,,
q8nc8g.20,6.1594,6.3735,,5,yeah
q8nc8g.22,6.3735,6.8593,,,
q8nc8g.23,6.8593,6.9746,,,ah
q8nc8g.24,6.9746,7.2299,inbreath,,
q8nc8g.25,7.2299,7.8228,,,
q8nc8g.26,7.8228,7.9447,,7,right
q8nc8g.28,7.9447,8.2197,inbreath,,
q8nc8g.29,8.2197,8.2609,,,
q8nc8g.30,8.2609,8.4322,,7,if
q8nc8g.31,8.4322,8.4832,,7,you
q8nc8g.32,8.4832,8.7187,,7,come
q8nc8g.33,8.7187,9.0481,,7,down
q8nc8g.34,9.0481,9.1486,lowamp,,
q8nc8g.35,9.1486,9.2424,,,
q8nc8g.36,9.2424,9.4960,,7,to
q8nc8g.37,9.4960,9.6080,,7,the
q8nc8g.38,9.6080,10.0461,,,
q8nc8g.39,10.0461,10.2651,,7,just
q8nc8g.40,10.2651,10.8580,,7,below
q8nc8g.41,10.8580,11.0342,,,
q8nc8g.42,11.0342,11.4097,,7,the
q8nc8g.43,11.4097,11.7588,,,
q8nc8g.44,11.7589,11.8319,lipsmack,,
q8nc8g.45,11.8319,12.2348,,7,"""d"""
q8nc8g.46,12.2348,12.2974,lowamp,,
q8nc8g.47,12.2974,12.6877,,,
q8nc8g.48,12.6877,12.8211,,7,in
q8nc8g.49,12.8211,12.9067,,7,the
q8nc8g.50,12.9068,13.4964,,7,diamond
q8nc8g.52,13.4964,14.4854,outbreath,,
q8nc8g.53,14.4854,14.7217,,,
q8nc8g.54,14.7217,14.9819,,9,yeah
q8nc8g.56,14.9819,17.2250,,,
q8nc8g.57,17.2250,17.4045,,9,and
q8nc8g.58,17.4045,17.8607,,9,then
q8nc8g.59,17.8607,18.1670,,,
q8nc8g.60,18.1670,18.8439,,9,along
q8nc8g.61,18.8439,18.9575,,9,do
q8nc8g.62,18.9575,19.0168,,9,you
q8nc8g.63,19.0168,19.1700,,9,have
q8nc8g.64,19.1700,19.2491,,9,the
q8nc8g.65,19.2491,20.0362,,9,springboks
q8nc8g.67,20.0362,21.0474,,,
q8nc8g.68,21.0474,21.3685,,11,no
q8nc8g.70,21.3686,21.9467,inbreath,,
q8nc8g.71,21.9467,22.0520,,11,do
q8nc8g.72,22.0520,22.1047,,11,you
q8nc8g.73,22.1047,22.2513,,11,have
q8nc8g.74,22.2513,22.3064,,11,the
q8nc8g.75,22.3064,22.6133,,11,highest
q8nc8g.76,22.6133,23.0253,,11,viewpoint
q8nc8g.78,23.0253,24.3531,,,
q8nc8g.79,24.3532,24.3768,nonvocal,,
q8nc8g.80,24.3768,25.4628,,,
q8nc8g.81,25.4628,25.6736,,13,yeah
q8nc8g.83,25.6736,26.0837,inbreath,,
q8nc8g.84,26.0837,26.2319,,13,right
q8nc8g.86,26.2319,26.2994,,,
q8nc8g.87,26.2994,26.5382,,13,if
q8nc8g.88,26.5382,26.7441,,13,you
q8nc8g.89,26.7441,27.0982,,,
