tu_id,start,end,type,utterance,text
q1ec6f.1,0.0000,1.0106,,,
q1ec6f.2,1.0106,1.0688,nonvocal,,
q1ec6f.3,1.0688,2.2074,,,
q1ec6f.4,2.2074,2.4019,nonvocal,,
q1ec6f.5,2.4019,2.6978,,,
q1ec6f.6,2.6978,2.8042,nonvocal,,
q1ec6f.7,2.8042,3.5672,,,
q1ec6f.8,3.5672,4.9751,breath,,
q1ec6f.9,4.9751,5.1230,,,
q1ec6f.10,5.1230,5.4887,,2,okay
q1ec6f.12,5.4887,5.7547,,,
q1ec6f.13,5.7547,6.0788,breath,,
q1ec6f.14,6.0788,6.2966,,,yeah
q1ec6f.15,6.2966,6.4494,,,
q1ec6f.16,6.4495,7.4020,outbreath,,
q1ec6f.17,7.4020,8.2629,,,
q1ec6f.18,8.2630,8.7500,,4,mmhmm
q1ec6f.20,8.7500,10.1213,,,
q1ec6f.21,10.1213,10.6349,,6,past
q1ec6f.22,10.6350,10.7313,,6,a
q1ec6f.23,10.7313,11.0322,,6,what
q1ec6f.25,11.0322,11.3065,,,
q1ec6f.26,11.3065,11.3414,nonvocal,,
q1ec6f.27,11.3414,13.1950,,,
q1ec6f.28,13.1950,13.2596,nonvocal,,
q1ec6f.29,13.2596,20.1054,,,
q1ec6f.30,20.1054,20.3030,nonvocal,,
q1ec6f.31,20.3030,20.4654,,,
q1ec6f.32,20.4654,21.2034,,8,underneath
q1ec6f.34,21.2035,21.3835,,8,what
q1ec6f.36,21.3835,22.0312,,8,wheatfields
q1ec6f.38,22.0313,22.4302,lowamp,,
q1ec6f.39,22.4302,22.8854,,,
q1ec6f.40,22.8854,23.1466,inbreath,,
q1ec6f.41,23.1466,23.2962,,,
q1ec6f.42,23.2962,23.3795,,8,so
q1ec6f.43,23.3795,23.4783,,8,i
q1ec6f.44,23.4783,23.5705,,8,go
q1ec6f.45,23.5705,23.8331,,8,straight
q1ec6f.46,23.8331,24.7972,,,
q1ec6f.47,24.7972,24.9473,,10,not
q1ec6f.48,24.9473,25.0856,,10,as
q1ec6f.49,25.0857,25.2636,,10,far
q1ec6f.50,25.2636,25.4413,,10,down
q1ec6f.51,25.4414,25.5468,,10,as
q1ec6f.52,25.5468,25.7131,,10,that
q1ec6f.54,25.7131,25.8894,,,
q1ec6f.55,25.8894,26.0805,,12,right
q1ec6f.57,26.0805,26.2781,,,
q1ec6f.58,26.2781,26.5942,inbreath,,
q1ec6f.59,26.5942,26.7703,,,
q1ec6f.60,26.7703,26.9299,,12,and
q1ec6f.61,26.9299,27.0030,,12,do
q1ec6f.62,27.0030,27.0822,,12,a
q1ec6f.63,27.0822,27.4045,,12,loop
q1ec6f.65,27.4045,27.7009,lowamp,,
q1ec6f.66,27.7009,31.3331,,,
q1ec6f.67,31.3331,32.2739,outbreath,,
q1ec6f.68,32.2739,33.1620,,,
q1ec6f.69,33.1621,33.3968,,14,right
q1ec6f.71,33.3968,33.8646,,,
q1ec6f.72,33.8647,33.9394,nonvocal,,
q1ec6f.73,33.9394,34.0741,,,
q1ec6f.74,34.0741,34.0957,lipsmack,,
q1ec6f.75,34.0957,34.1555,,,
q1ec6f.76,34.1556,34.2293,,16,and
q1ec6f.77,34.2293,34.3152,,16,am
q1ec6f.78,34.3152,34.4039,,16,i
q1ec6f.79,34.4039,34.6080,,16,going to
q1ec6f.80,34.6080,34.8786,,16,come
q1ec6f.82,34.8787,35.1318,,16,like
q1ec6f.84,35.1318,35.7414,,,
q1ec6f.85,35.7414,36.2748,,16,between
q1ec6f.86,36.2748,36.4624,,16,these
q1ec6f.87,36.4625,36.8545,,16,cliffs
q1ec6f.88,36.8545,37.0296,,16,and
q1ec6f.89,37.0296,37.3859,,16,pine
q1ec6f.90,37.3859,37.7042,,16,or
q1ec6f.91,37.7043,40.8611,,,
q1ec6f.92,40.8611,41.1265,,18,right
q1ec6f.94,41.1265,41.1726,,,
q1ec6f.95,41.1726,41.5243,,20,okay
q1ec6f.97,41.5243,44.3185,,,
q1ec6f.98,44.3185,44.5652,,22,right
q1ec6f.100,44.5652,44.8682,,22,okay
q1ec6f.102,44.8683,45.1879,lowamp,,
q1ec6f.103,45.1879,47.0718,,,
q1ec6f.104,47.0718,47.4473,,24,east
q1ec6f.105,47.4473,47.7240,,24,again
q1ec6f.107,47.7240,50.2899,,,
q1ec6f.108,50.2899,50.4480,,26,right
q1ec6f.110,50.4480,50.7576,,26,okay
q1ec6f.112,50.7576,50.8202,,,
q1ec6f.113,50.8202,51.0112,,26,right
q1ec6f.115,51.0112,51.1462,,,
q1ec6f.116,51.1463,51.4230,,28,sorry
q1ec6f.118,51.4230,53.0385,laugh,,
q1ec6f.119,53.0386,53.2972,,28,right
q1ec6f.121,53.2972,53.6298,,,
q1ec6f.122,53.6298,53.6918,nonvocal,,
q1ec6f.123,53.6918,54.3182,,,
q1ec6f.124,54.3182,54.4005,nonvocal,,
q1ec6f.125,54.4005,54.9176,,,
q1ec6f.126,54.9177,54.9968,nonvocal,,
q1ec6f.127,54.9968,55.3590,,,
q1ec6f.128,55.3590,55.4189,nonvocal,,
q1ec6f.129,55.4189,55.8465,,,
q1ec6f.130,55.8465,56.2055,nonvocal,,
q1ec6f.131,56.2055,56.4943,,,
q1ec6f.132,56.4943,56.5711,nonvocal,,
q1ec6f.133,56.5712,56.6473,,,
q1ec6f.134,56.6473,56.7155,nonvocal,,
q1ec6f.135,56.7155,57.1941,,,
q1ec6f.136,57.1942,57.2723,nonvocal,,
q1ec6f.137,57.2723,57.3654,,,
q1ec6f.138,57.3654,57.9842,nonvocal,,
q1ec6f.139,57.9842,60.6522,,,
q1ec6f.140,60.6522,60.9980,,30,right
q1ec6f.142,60.9980,61.2088,,30,okay
