tu_id,start,end,type,utterance,text
q7ec6g.1,0.0000,0.4872,,,right
q7ec6g.2,0.4872,0.8698,,,
q7ec6g.3,0.8698,0.9862,,,do
q7ec6g.4,0.9862,1.1104,,1,you
q7ec6g.5,1.1104,1.2201,,1,have
q7ec6g.6,1.2201,1.7021,,1,crest
q7ec6g.6.1,1.7021,2.1775,,1,falls
q7ec6g.8,2.1775,2.2939,lowamp,,
q7ec6g.9,2.2939,3.1782,,,
q7ec6g.10,3.1782,3.4741,,,mmhmm
q7ec6g.12,3.4741,3.7434,,,
q7ec6g.13,3.7434,4.1689,inbreath,,
q7ec6g.14,4.1689,4.3384,,,
q7ec6g.15,4.3384,4.5246,,3,well
q7ec6g.17,4.5246,5.0731,,,
q7ec6g.18,5.0731,5.1130,lipsmack,,
q7ec6g.19,5.1130,5.9042,,,
q7ec6g.20,5.9043,5.9542,lipsmack,,
q7ec6g.21,5.9542,6.0738,,,
q7ec6g.22,6.0738,6.3165,,3,on
q7ec6g.23,6.3165,6.4694,,3,the
q7ec6g.24,6.4694,7.8890,,,
q7ec6g.25,7.8890,8.0187,,3,the
q7ec6g.26,8.0187,8.4874,,3,eastern
q7ec6g.27,8.4874,9.0393,,3,side
q7ec6g.28,9.0393,9.5911,,,
q7ec6g.29,9.5911,9.7640,,3,of
q7ec6g.30,9.7640,9.8538,,3,the
q7ec6g.31,9.8538,10.2028,,3,water
q7ec6g.32,10.2028,10.2826,lowamp,,
q7ec6g.33,10.2826,10.4089,,3,bit
q7ec6g.34,10.4089,11.1336,,,
q7ec6g.35,11.1336,11.1801,,,you
q7ec6g.36,11.1802,11.3232,,3,see
q7ec6g.37,11.3232,11.4262,,3,where
q7ec6g.38,11.4262,11.5027,,3,the
q7ec6g.39,11.5027,11.8152,,3,water
q7ec6g.40,11.8152,12.0412,,3,is
q7ec6g.42,12.0412,15.9076,,,
q7ec6g.43,15.9076,16.0572,,5,no
q7ec6g.45,16.0572,16.1303,,5,at
q7ec6g.46,16.1303,16.2167,,5,the
q7ec6g.47,16.2168,16.6257,,5,top
q7ec6g.49,16.6257,17.7427,,,
q7ec6g.50,17.7427,17.7826,lipsmack,,
q7ec6g.51,17.7826,18.0053,,,
q7ec6g.52,18.0053,18.1017,cough,,
q7ec6g.53,18.1017,18.2480,,5,right
q7ec6g.55,18.2480,18.6702,,,
q7ec6g.56,18.6702,18.8531,,5,see
q7ec6g.57,18.8531,18.9695,,5,how
q7ec6g.58,18.9695,19.0791,,5,there's
q7ec6g.60,19.0791,19.1057,,5,a
q7ec6g.61,19.1057,19.1456,,,
q7ec6g.62,19.1456,19.2686,,5,bit
q7ec6g.63,19.2686,19.4149,,5,of
q7ec6g.64,19.4149,19.4481,,,
q7ec6g.65,19.4481,19.6775,inbreath,,
q7ec6g.66,19.6775,19.8670,,,
q7ec6g.67,19.8670,20.2826,,5,rock
q7ec6g.68,20.2826,20.3391,,5,at
q7ec6g.69,20.3391,20.3690,,,
q7ec6g.70,20.3690,20.4388,,5,the
q7ec6g.71,20.4388,21.1103,,5,sides
q7ec6g.72,21.1104,21.3298,,,
q7ec6g.73,21.3298,21.4096,,5,at
q7ec6g.74,21.4096,21.5260,,5,the
q7ec6g.75,21.5260,21.7885,,5,top
q7ec6g.77,21.7886,22.6862,,,
