tu_id,start,end,type,utterance,text
q4ec5f.1,0.0000,7.8327,,,
q4ec5f.2,7.8327,7.9093,lipsmack,,
q4ec5f.3,7.9093,8.1302,inbreath,,
q4ec5f.4,8.1302,8.3744,,,
q4ec5f.5,8.3744,8.8093,,2,right
q4ec5f.7,8.8093,9.9116,,,
q4ec5f.8,9.9116,10.1442,,4,yeah
q4ec5f.10,10.1442,10.3529,,4,i
q4ec5f.11,10.3529,10.4762,,4,i've
q4ec5f.14,10.4762,10.5860,,4,got
q4ec5f.15,10.5860,10.6488,,4,a
q4ec5f.16,10.6488,10.8372,,4,burnt
q4ec5f.17,10.8372,11.1302,,4,forest
q4ec5f.19,11.1302,11.2349,,4,but
q4ec5f.20,11.2349,11.3326,,4,i've
q4ec5f.22,11.3326,11.4000,,4,got
q4ec5f.23,11.4000,11.5326,,4,a
q4ec5f.24,11.5326,11.9977,,4,carpenter's
q4ec5f.26,11.9977,12.3675,,4,cottage
q4ec5f.27,12.3675,12.7093,,4,underneath
q4ec5f.28,12.7093,12.9349,,4,that
q4ec5f.30,12.9349,28.0442,,,
q4ec5f.31,28.0442,28.3791,,6,mmhmm
q4ec5f.33,28.3791,37.1280,,,
q4ec5f.34,37.1280,37.5186,,8,between
q4ec5f.35,37.5186,37.5767,,8,the
q4ec5f.36,37.5767,37.7325,,8,two
q4ec5f.38,37.7326,37.8761,lowamp,,
q4ec5f.39,37.8761,38.1745,,,
q4ec5f.40,38.1745,38.4348,,10,yeah
q4ec5f.42,38.4349,38.6372,,,
q4ec5f.43,38.6372,38.9860,inbreath,,
q4ec5f.44,38.9860,39.2744,,,
q4ec5f.45,39.2744,39.6418,,12,okay
q4ec5f.47,39.6419,45.1116,,,
q4ec5f.53,45.1116,45.3512,,14,right
q4ec5f.55,45.3512,51.6110,,,
q4ec5f.56,51.6110,51.6598,lipsmack,,
q4ec5f.57,51.6598,51.8791,,16,no
q4ec5f.59,51.8791,51.9372,,16,i
q4ec5f.60,51.9372,52.0930,,16,don't
q4ec5f.61,52.0930,52.2272,,16,have
q4ec5f.62,52.2272,52.2784,,16,a
q4ec5f.63,52.2784,52.5203,,16,remote
