tu_id,start,end,type,utterance,text
q5ec3f.1,0.0000,0.7740,,,
q5ec3f.2,0.7740,1.1297,inbreath,,
q5ec3f.3,1.1298,1.3110,,2,right
q5ec3f.5,1.3110,1.6930,nonvocal,,
q5ec3f.6,1.6930,2.4341,inbreath,,
q5ec3f.7,2.4341,4.4137,,,
q5ec3f.8,4.4137,4.7365,,4,right
q5ec3f.10,4.7365,16.5876,,,
q5ec3f.11,16.5876,16.8841,,6,uh-huh
q5ec3f.13,16.8841,21.3340,,,
q5ec3f.14,21.3340,21.3883,,8,the
q5ec3f.15,21.3883,21.6814,,8,diamond
q5ec3f.15.1,21.6815,21.8528,,8,mine
q5ec3f.16,21.8528,21.9483,,8,on
q5ec3f.17,21.9483,22.1558,,8,my
q5ec3f.18,22.1558,22.4424,,8,graph
q5ec3f.19,22.4424,22.6366,,8,makes
q5ec3f.20,22.6367,22.7586,,8,me
q5ec3f.21,22.7586,22.8567,,8,on
q5ec3f.22,22.8567,22.9660,,8,my
q5ec3f.23,22.9661,23.2049,,8,right
q5ec3f.24,23.2049,23.4437,,,
q5ec3f.25,23.4437,23.5244,,8,on
q5ec3f.26,23.5244,23.6035,,,it
q5ec3f.27,23.6035,23.6726,,,
q5ec3f.28,23.6726,23.7796,,8,on
q5ec3f.29,23.7796,23.9278,,8,its
q5ec3f.30,23.9279,24.0300,,,on
q5ec3f.31,24.0300,24.1025,,8,my
q5ec3f.32,24.1025,24.3149,,8,right
q5ec3f.34,24.3149,27.7404,,,
q5ec3f.35,27.7404,27.8046,,10,if
q5ec3f.36,27.8047,27.8969,,10,i
q5ec3f.37,27.8969,28.0632,,10,come
q5ec3f.38,28.0632,28.2938,,,straight
q5ec3f.39,28.2938,28.4799,,10,down
q5ec3f.40,28.4799,28.5260,,10,in
q5ec3f.41,28.5260,28.6018,,10,a
q5ec3f.42,28.6018,28.7780,,10,straight
q5ec3f.43,28.7780,28.9213,,10,line
q5ec3f.44,28.9213,29.0613,,10,from
q5ec3f.45,29.0613,29.1041,,10,the
q5ec3f.46,29.1041,29.4368,,10,start
q5ec3f.47,29.4368,30.6703,,,
q5ec3f.48,30.6703,30.9585,,12,then
q5ec3f.49,30.9585,31.2895,,,
q5ec3f.50,31.2895,31.3455,,12,the
