tu_id,start,end,type,utterance,text
q6ec6g.1,0.0000,0.0661,,,
q6ec6g.2,0.0661,0.3590,,1,ehm
q6ec6g.4,0.3590,0.8664,,,
q6ec6g.5,0.8664,1.0151,lipsmack,,
q6ec6g.6,1.0151,1.4163,,,
q6ec6g.7,1.4163,1.5876,,1,have
q6ec6g.8,1.5876,1.6650,,1,you
q6ec6g.9,1.6650,1.8396,,1,got
q6ec6g.10,1.8396,2.2744,,,
q6ec6g.11,2.2744,2.3469,,1,a
q6ec6g.12,2.3469,2.8277,,1,start
q6ec6g.13,2.8277,2.9512,,1,at
q6ec6g.14,2.9512,3.0912,,1,the
q6ec6g.15,3.0912,3.2389,,1,top
q6ec6g.16,3.2389,3.2872,,1,of
q6ec6g.17,3.2872,3.3350,,1,the
q6ec6g.18,3.3350,3.8357,,1,page
q6ec6g.20,3.8357,4.0728,lowamp,,
q6ec6g.21,4.0728,4.1733,,,
q6ec6g.22,4.1733,4.7497,inbreath,,
q6ec6g.23,4.7498,5.7543,,,
q6ec6g.24,5.7543,6.1827,,3,right
q6ec6g.26,6.1827,6.3338,,,
q6ec6g.27,6.3338,6.6172,,3,go
q6ec6g.28,6.6173,7.1172,,3,down
q6ec6g.29,7.1172,7.3411,,3,so
q6ec6g.30,7.3411,7.4835,,3,you're
q6ec6g.32,7.4835,8.0797,,3,left
q6ec6g.33,8.0797,8.5670,,3,of
q6ec6g.34,8.5670,8.6981,,3,the
q6ec6g.35,8.6982,9.1785,,3,diamond
q6ec6g.35.1,9.1785,9.5184,,3,mine
q6ec6g.36,9.5184,10.1676,,,
q6ec6g.37,10.1676,10.2526,lipsmack,,
q6ec6g.38,10.2526,10.5460,,,
q6ec6g.39,10.5460,10.7206,,5,so
q6ec6g.40,10.7206,10.8458,,5,you're
q6ec6g.42,10.8458,11.2312,,5,beneath
q6ec6g.43,11.2312,11.5572,,5,it
q6ec6g.45,11.5572,12.1293,,,
q6ec6g.46,12.1294,12.2994,inbreath,,
q6ec6g.47,12.2994,13.4709,,,
q6ec6g.48,13.4709,13.5285,lipsmack,,
q6ec6g.49,13.5286,13.6686,,7,so
q6ec6g.50,13.6686,13.7246,,7,that
q6ec6g.51,13.7246,13.8550,,7,you're
q6ec6g.53,13.8551,14.1709,,7,underneath
q6ec6g.54,14.1709,14.3735,,7,it
q6ec6g.55,14.3735,14.7703,,9,yes
q6ec6g.57,14.7704,16.1884,,,
q6ec6g.58,16.1884,16.9755,nonvocal,,
q6ec6g.59,16.9755,17.4235,,,
q6ec6g.60,17.4235,17.7463,,11,mmhmm
q6ec6g.62,17.7463,17.9462,,,
q6ec6g.63,17.9462,18.4018,inbreath,,
q6ec6g.64,18.4018,18.5006,,,
q6ec6g.65,18.5006,18.7707,,11,then
q6ec6g.66,18.7707,19.0902,,11,go
q6ec6g.67,19.0902,19.3405,,,
q6ec6g.68,19.3405,19.8313,,11,right
q6ec6g.69,19.8313,20.0685,,11,'til
q6ec6g.70,20.0685,20.2233,,11,you're
q6ec6g.72,20.2233,20.4126,,11,three
q6ec6g.73,20.4126,20.8243,,11,quarters
q6ec6g.74,20.8243,21.1850,,11,along
q6ec6g.75,21.1850,22.0447,,,
q6ec6g.76,22.0447,22.1172,,11,the
q6ec6g.77,22.1172,22.6310,,11,page
q6ec6g.79,22.6310,24.3602,,,
q6ec6g.80,24.3602,24.6435,lipsmack,,
q6ec6g.81,24.6435,26.8130,,,
q6ec6g.82,26.8130,26.9788,,13,oh
q6ec6g.84,26.9788,27.4004,,,
q6ec6g.85,27.4004,27.6310,,13,avoid
q6ec6g.86,27.6310,27.7380,,13,the
q6ec6g.87,27.7380,28.1728,,13,cactus
q6ec6g.89,28.1728,28.3260,,13,go
q6ec6g.90,28.3260,28.5582,,13,above
q6ec6g.91,28.5582,28.6323,,13,it
q6ec6g.93,28.6323,35.6279,,,
q6ec6g.94,35.6280,36.3409,inbreath,,
q6ec6g.95,36.3409,36.4759,,,
q6ec6g.96,36.4759,36.7723,,15,um
q6ec6g.98,36.7724,37.0557,lipsmack,,
q6ec6g.99,37.0557,37.4311,,15,go
q6ec6g.100,37.4311,37.7101,,15,right
q6ec6g.101,37.7101,37.7605,,15,up
q6ec6g.102,37.7605,37.8988,,15,to
q6ec6g.103,37.8989,37.9714,,15,the
q6ec6g.104,37.9714,38.1821,,15,top
q6ec6g.105,38.1821,38.2513,,15,of
q6ec6g.106,38.2513,38.2974,,15,the
q6ec6g.107,38.2974,38.6811,,15,page
q6ec6g.108,38.6811,38.8573,nonvocal,,
q6ec6g.109,38.8573,41.9900,,,
q6ec6g.110,41.9901,42.1199,lipsmack,,
q6ec6g.111,42.1199,42.2845,,17,oh
q6ec6g.113,42.2846,42.4081,,,
q6ec6g.114,42.4081,42.4674,,17,you
q6ec6g.115,42.4674,42.5860,,17,don't
q6ec6g.116,42.5860,42.6699,,17,want
q6ec6g.117,42.6699,42.7885,,17,to
q6ec6g.118,42.7885,42.9021,,17,be
q6ec6g.119,42.9022,43.0735,,17,that
q6ec6g.120,43.0735,43.2743,,17,far
q6ec6g.121,43.2744,43.5017,,17,along
q6ec6g.123,43.5017,43.8359,inbreath,,
q6ec6g.124,43.8360,43.8887,,,
q6ec6g.125,43.8887,43.9957,,17,you
q6ec6g.126,43.9957,44.1719,,17,want
q6ec6g.127,44.1719,44.2197,,17,to
q6ec6g.128,44.2197,44.3284,,17,go
q6ec6g.129,44.3284,44.4971,,17,up
q6ec6g.130,44.4972,44.6726,,17,so
q6ec6g.131,44.6726,44.8109,,17,you're
q6ec6g.133,44.8109,45.0497,,17,to
q6ec6g.134,45.0497,45.1123,,17,the
q6ec6g.135,45.1123,45.3848,,17,left
q6ec6g.136,45.3848,45.4485,,,of
q6ec6g.137,45.4485,45.5311,,,the
q6ec6g.138,45.5312,45.8145,,17,rift
q6ec6g.139,45.8145,46.0427,,17,valley
q6ec6g.141,46.0428,46.1614,lowamp,,
q6ec6g.142,46.1614,49.5688,,,
q6ec6g.143,49.5688,50.0003,lipsmack,,
q6ec6g.144,50.0003,50.2539,,19,then
q6ec6g.145,50.2539,50.4647,,19,go
q6ec6g.146,50.4647,50.8797,,19,right
q6ec6g.147,50.8798,51.1137,,,
q6ec6g.148,51.1137,51.3244,,21,'til
q6ec6g.149,51.3244,51.4100,,21,you're
q6ec6g.151,51.4101,51.8745,,21,halfway
q6ec6g.152,51.8745,52.1841,,21,along
q6ec6g.153,52.1841,52.2434,,21,the
q6ec6g.154,52.2434,52.4871,,21,rift
q6ec6g.155,52.4871,52.8889,,21,valley
q6ec6g.157,52.8890,53.4588,nonvocal,,
q6ec6g.158,53.4588,54.1209,,,
q6ec6g.159,54.1209,54.3646,nonvocal,,
q6ec6g.160,54.3646,55.0135,,,
q6ec6g.161,55.0135,55.1304,lipsmack,,
q6ec6g.162,55.1304,55.2786,inbreath,,
q6ec6g.163,55.2786,55.3675,,,
q6ec6g.164,55.3676,55.6212,,23,then
q6ec6g.165,55.6212,55.8089,,23,go
q6ec6g.166,55.8089,56.3837,,23,down
q6ec6g.167,56.3837,56.5628,,,
q6ec6g.168,56.5628,56.8136,,23,'til
q6ec6g.169,56.8136,57.2352,,23,you're
q6ec6g.171,57.2352,57.5712,,23,above
q6ec6g.172,57.5712,57.8610,,,
q6ec6g.173,57.8610,57.9779,,23,have
q6ec6g.174,57.9779,58.0306,,23,you
q6ec6g.175,58.0306,58.1492,,23,got
q6ec6g.176,58.1492,58.2711,,23,any
q6ec6g.177,58.2711,58.9019,,23,rocks
q6ec6g.179,58.9019,59.5019,,,
q6ec6g.180,59.5019,59.9575,,,alright
q6ec6g.181,59.9575,61.7345,,,
q6ec6g.182,61.7345,61.8498,,25,yeah
q6ec6g.184,61.8498,62.2592,,,
q6ec6g.185,62.2592,62.3678,lipsmack,,
q6ec6g.186,62.3678,62.5732,,25,and
q6ec6g.187,62.5732,62.7668,,25,you
q6ec6g.188,62.7668,62.9335,,25,end
q6ec6g.189,62.9335,63.1212,,25,up
q6ec6g.190,63.1212,63.4440,,27,just
q6ec6g.191,63.4440,63.7059,,27,above
q6ec6g.192,63.7059,63.7537,,27,the
q6ec6g.193,63.7537,64.4074,,27,rocks
q6ec6g.194,64.4074,65.9720,,,
q6ec6g.195,65.9720,66.3178,,,uh-huh
q6ec6g.196,66.3179,66.7362,,,
q6ec6g.197,66.7362,66.9239,lipsmack,,
q6ec6g.198,66.9239,67.2994,inbreath,,
q6ec6g.199,67.2994,67.8528,,29,then
q6ec6g.200,67.8528,68.1163,,,
q6ec6g.201,68.1163,68.7454,,29,go
q6ec6g.202,68.7454,69.1341,outbreath,,
q6ec6g.203,69.1341,69.3614,,29,to
q6ec6g.204,69.3614,69.4469,,29,the
q6ec6g.205,69.4470,69.8521,,29,left
q6ec6g.206,69.8521,69.9970,,29,of
q6ec6g.207,69.9970,70.0629,,29,the
q6ec6g.208,70.0629,70.4483,,29,rocks
q6ec6g.210,70.4483,71.5321,,,
q6ec6g.211,71.5321,72.3752,inbreath,,
q6ec6g.212,72.3752,72.4411,,,
q6ec6g.213,72.4411,72.6238,,,so
q6ec6g.214,72.6238,72.6238,,,you're beneath
q6ec6g.217,72.8857,73.1229,,31,them
q6ec6g.219,73.1229,74.8307,,,
q6ec6g.220,74.8307,74.8933,lipsmack,,
q6ec6g.221,74.8933,75.0942,inbreath,,
q6ec6g.222,75.0942,77.1726,,,
q6ec6g.223,77.1726,77.3966,,33,well
q6ec6g.225,77.3966,77.7385,,,
q6ec6g.226,77.7385,77.8626,,33,go
q6ec6g.227,77.8626,77.9960,,33,to
q6ec6g.228,77.9960,78.0306,,33,the
q6ec6g.229,78.0306,78.2453,,33,left
q6ec6g.230,78.2453,78.3093,,,of
q6ec6g.231,78.3093,78.4282,,,them
q6ec6g.231.1,78.4283,78.5198,,,so
q6ec6g.231.2,78.5198,78.6448,,,that
q6ec6g.231.3,78.6448,78.7149,,,you're
q6ec6g.232,78.7149,78.9565,,,beneath
q6ec6g.233,78.9566,79.0731,,,them
q6ec6g.234,79.0731,80.5010,nonvocal,,
q6ec6g.235,80.5010,84.0287,,,
