tu_id,start,end,type,utterance,text
q5nc6f.1,0.0000,7.2695,,,
q5nc6f.1.1,7.2695,7.3205,,2,a--
q5nc6f.2,7.3205,9.2182,,,
q5nc6f.3,9.2182,9.3662,,4,yeah
q5nc6f.5,9.3662,9.4662,,4,i've
q5nc6f.7,9.4662,9.6162,,4,got
q5nc6f.8,9.6162,9.6402,,4,a
q5nc6f.9,9.6402,9.8882,,4,start
q5nc6f.10,9.8882,10.2022,,4,point
q5nc6f.12,10.2022,10.2542,,,
q5nc6f.13,10.2542,10.4302,outbreath,,
q5nc6f.14,10.4302,10.9242,,,
q5nc6f.15,10.9242,11.1882,,6,mmhmm
q5nc6f.17,11.1882,12.1709,outbreath,,
q5nc6f.18,12.1709,14.0559,,,
q5nc6f.19,14.0559,15.4322,outbreath,,
q5nc6f.20,15.4322,19.2952,,,
q5nc6f.21,19.2952,21.1237,laugh,,
q5nc6f.22,21.1237,22.7162,,,
q5nc6f.23,22.7162,23.5681,,9,right
q5nc6f.25,23.5681,23.7621,outbreath,,
q5nc6f.26,23.7621,26.7619,,,
q5nc6f.27,26.7620,27.1609,laugh,,
q5nc6f.28,27.1609,27.5199,,,
q5nc6f.29,27.5199,27.9155,inbreath,,
q5nc6f.30,27.9156,31.5023,,,
q5nc6f.31,31.5023,31.6183,,11,is
q5nc6f.32,31.6183,31.8643,,11,this
q5nc6f.33,31.8643,31.9463,,,
q5nc6f.34,31.9463,32.2223,,11,before
q5nc6f.35,32.2223,32.3283,,11,or
q5nc6f.36,32.3283,32.6823,,11,after
q5nc6f.37,32.6823,32.7543,,11,the
q5nc6f.38,32.7543,33.1323,,11,backward
q5nc6f.39,33.1323,33.4503,,11,"""s"""
q5nc6f.41,33.4503,34.8471,,,
q5nc6f.42,34.8471,35.0532,inbreath,,
q5nc6f.43,35.0532,35.1345,,,
q5nc6f.44,35.1345,35.2968,,13,right
q5nc6f.46,35.2968,35.8338,,,
q5nc6f.47,35.8338,36.0361,inbreath,,
q5nc6f.48,36.0361,36.1603,,,
q5nc6f.49,36.1603,36.3506,,15,right
q5nc6f.51,36.3507,36.4128,,,
q5nc6f.52,36.4128,36.5210,,15,go
q5nc6f.53,36.5210,36.6192,,,
q5nc6f.54,36.6192,37.2784,,15,downwards
q5nc6f.56,37.2784,37.3791,,,
q5nc6f.57,37.3791,37.4411,,17,for
q5nc6f.58,37.4411,37.5811,,17,about
q5nc6f.59,37.5811,37.6271,,17,a
q5nc6f.60,37.6271,38.3291,,17,centimetre
q5nc6f.62,38.3291,38.3971,lowamp,,
q5nc6f.63,38.3971,52.9761,,,
q5nc6f.64,52.9761,53.3561,,19,yeah
q5nc6f.66,53.3561,59.8046,,,
q5nc6f.67,59.8047,60.2567,,21,right
q5nc6f.69,60.2567,60.4147,,,
q5nc6f.70,60.4147,61.0771,outbreath,,
q5nc6f.71,61.0771,61.3327,,23,mmhmm
q5nc6f.73,61.3327,62.6662,outbreath,,
q5nc6f.74,62.6662,63.7001,inbreath,,
q5nc6f.75,63.7001,66.9415,,,
q5nc6f.76,66.9415,67.4015,,25,towards
q5nc6f.77,67.4015,67.5015,,25,the
q5nc6f.78,67.5015,67.7095,,25,end
q5nc6f.79,67.7095,67.7995,,25,of
q5nc6f.80,67.7995,67.8675,,25,the
q5nc6f.81,67.8675,68.3595,,25,page
q5nc6f.83,68.3595,68.7035,outbreath,,
q5nc6f.84,68.7035,69.0041,,,
q5nc6f.85,69.0041,69.2841,inbreath,,
q5nc6f.86,69.2841,69.3621,,,
q5nc6f.87,69.3621,69.5821,,27,so
q5nc6f.89,69.5821,71.4993,,,
q5nc6f.90,71.4993,73.5970,laugh,,
q5nc6f.91,73.5971,74.8006,,,
q5nc6f.92,74.8006,75.2848,,29,right
q5nc6f.94,75.2848,75.4091,,,
q5nc6f.95,75.4091,75.7840,,29,okay
q5nc6f.97,75.7840,75.8268,,,
q5nc6f.98,75.8268,75.9810,inbreath,,
q5nc6f.99,75.9811,76.0325,,,
q5nc6f.100,76.0325,76.4331,,31,so
q5nc6f.102,76.4331,76.7480,,31,ehm
q5nc6f.103,76.7480,76.7780,,,
q5nc6f.104,76.7780,76.9044,inbreath,,
q5nc6f.105,76.9044,76.9751,,,
q5nc6f.106,76.9751,77.1361,,31,would
q5nc6f.107,77.1362,77.2522,,,that
q5nc6f.108,77.2522,77.4308,,,
q5nc6f.109,77.4308,77.8491,,31,starting
q5nc6f.110,77.8491,77.8942,,31,at
q5nc6f.111,77.8943,77.9640,,31,the
q5nc6f.112,77.9640,78.3414,,31,bottom
q5nc6f.113,78.3414,78.4070,,31,of
q5nc6f.114,78.4070,78.4583,,31,the
q5nc6f.115,78.4583,78.8849,,31,cliffs
q5nc6f.116,78.8850,79.1332,,,
q5nc6f.117,79.1332,79.1577,,31,a
q5nc6f.118,79.1578,79.4450,,31,half
q5nc6f.119,79.4450,79.8338,,31,circle
q5nc6f.120,79.8338,80.5006,,31,towards
q5nc6f.121,80.5006,80.8666,,31,the
q5nc6f.122,80.8666,81.3146,,31,left-hand
q5nc6f.123,81.3146,81.5145,,31,side
q5nc6f.124,81.5145,81.5665,,31,of
q5nc6f.125,81.5666,81.6166,,31,the
q5nc6f.126,81.6166,82.0712,,31,page
q5nc6f.128,82.0712,84.6663,,,
q5nc6f.129,84.6663,85.4603,,33,right
q5nc6f.131,85.4604,85.6949,outbreath,,
q5nc6f.132,85.6949,89.7973,,,
