tu_id,start,end,type,utterance,text
q6ec2g.1,0.0000,0.1426,,,
q6ec2g.2,0.1426,0.4777,,,um
q6ec2g.3,0.4777,0.6132,,,
q6ec2g.4,0.6132,0.7347,,1,are
q6ec2g.5,0.7347,0.7979,,1,you
q6ec2g.6,0.7979,0.8843,,1,at
q6ec2g.7,0.8843,0.9209,,1,the
q6ec2g.8,0.9209,1.4029,,1,start
q6ec2g.10,1.4029,1.8417,outbreath,,
q6ec2g.11,1.8418,3.2713,,,
q6ec2g.12,3.2713,3.3777,lipsmack,,
q6ec2g.13,3.3777,3.8697,inbreath,,
q6ec2g.14,3.8697,4.9634,,,
q6ec2g.15,4.9634,5.1030,lipsmack,,
q6ec2g.16,5.1031,6.1370,,,
q6ec2g.17,6.1370,6.2467,lipsmack,,
q6ec2g.18,6.2467,7.4668,,,
q6ec2g.19,7.4668,7.5832,lipsmack,,
q6ec2g.20,7.5832,7.9488,inbreath,,
q6ec2g.21,7.9488,8.1815,,,
q6ec2g.22,8.1815,8.5638,,1,um
q6ec2g.23,8.5638,8.9528,outbreath,,
q6ec2g.24,8.9528,9.2287,,,
q6ec2g.25,9.2287,9.6243,,1,move
q6ec2g.26,9.6243,9.9368,outbreath,,
q6ec2g.27,9.9368,10.3690,,,
q6ec2g.28,10.3690,10.9741,,1,downwards
q6ec2g.29,10.9741,11.1503,,1,on
q6ec2g.30,11.1503,11.2301,,1,the
q6ec2g.31,11.2301,11.6822,,1,map
q6ec2g.32,11.6822,11.9016,,,
q6ec2g.33,11.9016,12.1842,,1,so
q6ec2g.34,12.1842,12.5798,,1,that
q6ec2g.35,12.5798,12.8125,,1,the
q6ec2g.36,12.8125,12.9023,,,
q6ec2g.37,12.9023,13.1450,inbreath,,
q6ec2g.38,13.1450,13.3111,,,
q6ec2g.39,13.3112,13.9229,,1,telephone
q6ec2g.40,13.9229,14.7141,,1,kiosk
q6ec2g.41,14.7141,14.9202,,,
q6ec2g.42,14.9202,15.1529,,,you're
q6ec2g.44,15.1529,15.3258,,1,to
q6ec2g.45,15.3258,15.4156,,1,the
q6ec2g.46,15.4156,15.9075,,1,left
q6ec2g.47,15.9076,16.0173,,1,of
q6ec2g.48,16.0173,16.1004,,1,the
q6ec2g.49,16.1004,16.5957,,1,telephone
q6ec2g.50,16.5957,17.1010,,1,kiosk
q6ec2g.52,17.1011,19.3750,,,
q6ec2g.53,19.3750,19.7274,inbreath,,
q6ec2g.54,19.7274,19.9169,,,
q6ec2g.55,19.9169,20.3690,,3,and
q6ec2g.56,20.3690,20.7613,,3,continue
q6ec2g.57,20.7613,20.8677,,3,to
q6ec2g.58,20.8677,21.0206,,3,move
q6ec2g.59,21.0206,21.5691,,3,downwards
q6ec2g.60,21.5691,21.6223,,,
q6ec2g.61,21.6223,21.7254,lipsmack,,
q6ec2g.62,21.7254,21.8152,,,
q6ec2g.63,21.8152,22.5333,,3,until
q6ec2g.64,22.5333,22.6230,,,
q6ec2g.65,22.6230,22.8790,,3,you
q6ec2g.66,22.8790,23.2646,,3,are
q6ec2g.67,23.2646,23.3710,lowamp,,
q6ec2g.68,23.3710,24.3750,,,
q6ec2g.69,24.3750,24.7241,,3,para--
q6ec2g.70,24.7241,24.9269,,,
q6ec2g.71,24.9269,25.2826,,3,level
q6ec2g.72,25.2826,25.5153,,3,with
q6ec2g.73,25.5153,25.5618,,3,the
q6ec2g.74,25.5618,25.9075,,3,stone
q6ec2g.75,25.9076,26.2899,,3,circle
q6ec2g.77,26.2899,28.1483,,,
q6ec2g.78,28.1483,28.2048,,5,you
q6ec2g.79,28.2048,28.3577,,5,don't
q6ec2g.80,28.3577,28.6203,,5,have
q6ec2g.81,28.6203,28.7034,,5,a
q6ec2g.82,28.7035,28.9861,,5,stone
q6ec2g.83,28.9861,29.3484,,5,circle
q6ec2g.85,29.3484,29.7207,,,
q6ec2g.86,29.7207,29.8204,lipsmack,,
q6ec2g.87,29.8205,29.8803,,,
q6ec2g.88,29.8803,30.2095,,7,okay
q6ec2g.90,30.2095,30.4654,,,
q6ec2g.91,30.4654,30.5568,,7,do
q6ec2g.92,30.5568,30.6283,,7,you
q6ec2g.93,30.6283,30.6915,,7,have
q6ec2g.94,30.6915,30.7480,,7,a
q6ec2g.95,30.7480,31.0788,,7,stone
q6ec2g.96,31.0788,31.4063,,7,circle
q6ec2g.97,31.4063,31.5392,,7,on
q6ec2g.98,31.5392,31.6024,,7,the
q6ec2g.99,31.6024,31.8035,,7,map
q6ec2g.100,31.8035,31.9016,,7,at
q6ec2g.101,31.9016,32.0512,,7,all
q6ec2g.103,32.0512,35.4438,,,
q6ec2g.104,35.4438,35.8062,inbreath,,
q6ec2g.105,35.8062,35.8710,,,
q6ec2g.106,35.8710,36.0921,,9,fine
q6ec2g.108,36.0921,36.2217,,,
q6ec2g.109,36.2217,36.6406,inbreath,,
q6ec2g.110,36.6406,36.6988,,,
q6ec2g.111,36.6988,37.0728,,9,um
q6ec2g.112,37.0728,37.5382,,,
q6ec2g.113,37.5382,37.6562,,9,do
q6ec2g.114,37.6562,37.7642,,9,you
q6ec2g.115,37.7643,37.9156,,9,have
q6ec2g.116,37.9156,38.1034,,9,any
q6ec2g.117,38.1034,38.7284,,9,obstacle
q6ec2g.118,38.7284,39.0326,lowamp,,
q6ec2g.119,39.0326,39.1373,,,
q6ec2g.120,39.1373,39.6476,,9,below
q6ec2g.121,39.6476,39.7573,,9,the
q6ec2g.122,39.7573,40.2859,,9,telephone
q6ec2g.123,40.2859,40.8311,,9,kiosk
q6ec2g.125,40.8311,41.0405,lowamp,,
q6ec2g.126,41.0406,41.2002,,,
q6ec2g.127,41.2002,41.6090,inbreath,,
q6ec2g.128,41.6090,41.6622,,,
q6ec2g.129,41.6622,41.7320,lipsmack,,
q6ec2g.130,41.7320,41.7852,,,
q6ec2g.131,41.7852,41.8417,,11,a
q6ec2g.132,41.8417,42.2207,,,brok--
q6ec2g.133,42.2207,42.5665,,,
q6ec2g.134,42.5665,42.6463,,13,a
q6ec2g.135,42.6463,43.0020,,13,broken
q6ec2g.136,43.0020,43.4009,,13,gate
q6ec2g.138,43.4009,43.5704,,,
