tu_id,start,end,type,utterance,text
q4nc7g.1,0.0000,0.8893,lipsmack,,
q4nc7g.2,0.8893,1.2813,inbreath,,
q4nc7g.3,1.2813,1.3686,,,
q4nc7g.4,1.3686,1.4855,,1,you
q4nc7g.5,1.4855,1.6139,,1,got
q4nc7g.6,1.6140,1.6898,,1,an
q4nc7g.7,1.6898,2.0718,,1,extinct
q4nc7g.8,2.0718,2.5955,,1,volcano
q4nc7g.10,2.5955,3.6396,,,
q4nc7g.11,3.6396,3.7285,lipsmack,,
q4nc7g.12,3.7286,3.9262,,3,right
q4nc7g.14,3.9262,3.9773,lowamp,,
q4nc7g.15,3.9773,4.0217,,3,you
q4nc7g.16,4.0217,4.0612,,3,got
q4nc7g.17,4.0612,4.1271,,3,a
q4nc7g.18,4.1271,4.4104,,3,cross
q4nc7g.19,4.4104,4.6443,,3,above
q4nc7g.20,4.6443,4.7430,,3,it
q4nc7g.22,4.7431,4.8188,lowamp,,
q4nc7g.23,4.8188,5.3557,,,
q4nc7g.24,5.3557,5.4084,lipsmack,,
q4nc7g.25,5.4084,5.4479,,,
q4nc7g.26,5.4479,5.8283,,5,start
q4nc7g.28,5.8284,6.4229,,,
q4nc7g.29,6.4229,6.5596,,7,right
q4nc7g.31,6.5596,6.6864,,7,you have
q4nc7g.33,6.6864,6.7605,,7,got
q4nc7g.34,6.7605,6.8264,,7,a
q4nc7g.35,6.8264,7.1591,,7,tribal
q4nc7g.36,7.1591,7.7206,,7,settlement
q4nc7g.37,7.7206,7.8524,,7,down
q4nc7g.38,7.8524,7.8985,,7,at
q4nc7g.39,7.8985,7.9479,,7,the
q4nc7g.40,7.9479,8.3481,,7,left-hand
q4nc7g.41,8.3481,8.4881,,7,side
q4nc7g.42,8.4881,8.5556,,7,of
q4nc7g.43,8.5556,8.6412,,7,your
q4nc7g.44,8.6413,9.0119,,7,page
q4nc7g.46,9.0119,10.2355,,,
q4nc7g.47,10.2355,11.1676,inbreath,,
q4nc7g.48,11.1676,11.2203,lipsmack,,
q4nc7g.49,11.2203,11.3092,,,
q4nc7g.50,11.3093,11.5432,,9,right
q4nc7g.52,11.5432,12.0932,,,
q4nc7g.53,12.0932,12.1294,lipsmack,,
q4nc7g.54,12.1294,12.2612,inbreath,,
q4nc7g.55,12.2612,12.3534,,9,what
q4nc7g.56,12.3534,12.4308,,9,you're
q4nc7g.58,12.4308,12.6762,,,going to
q4nc7g.60,12.6762,12.8919,,9,do
q4nc7g.61,12.8919,13.2097,,9,is
q4nc7g.62,13.2097,13.9179,inbreath,,
q4nc7g.63,13.9179,14.0595,,,
q4nc7g.64,14.0596,14.1864,,9,you're
q4nc7g.66,14.1864,14.5142,,,going to
q4nc7g.68,14.5142,14.6327,lowamp,,
q4nc7g.69,14.6327,14.6887,,,
q4nc7g.70,14.6887,14.9094,,9,from
q4nc7g.71,14.9094,14.9522,,9,the
q4nc7g.72,14.9522,15.4150,,9,start
q4nc7g.73,15.4150,16.1272,,,
q4nc7g.74,16.1272,16.2128,,9,you're
q4nc7g.76,16.2129,16.4295,,,going to
q4nc7g.78,16.4295,16.5834,,9,go
q4nc7g.79,16.5834,17.1680,,9,left
q4nc7g.80,17.1681,17.2777,,,
q4nc7g.81,17.2777,17.3815,,9,and
q4nc7g.82,17.3815,17.4423,,9,you're
q4nc7g.84,17.4424,17.6466,,,going to
q4nc7g.86,17.6466,17.7964,,9,go
q4nc7g.87,17.7964,18.2352,,9,down
q4nc7g.88,18.2353,19.3923,,,
q4nc7g.89,19.3923,19.7975,,9,down
q4nc7g.90,19.7975,19.8962,,9,you
q4nc7g.91,19.8962,20.0576,,9,know
q4nc7g.92,20.0576,20.3178,,9,like
q4nc7g.93,20.3178,20.4627,,,
q4nc7g.94,20.4627,20.5632,,9,you're
q4nc7g.96,20.5632,20.8677,,,going to
q4nc7g.98,20.8677,21.2251,,9,go
q4nc7g.99,21.2251,21.6220,,9,across
q4nc7g.100,21.6220,21.6500,,9,a
q4nc7g.101,21.6500,21.8954,,9,bit
q4nc7g.102,21.8954,22.0321,,9,and
q4nc7g.103,22.0321,22.3302,,9,down
q4nc7g.104,22.3302,22.5525,,9,to
q4nc7g.105,22.5525,22.6233,,9,the
q4nc7g.106,22.6233,23.0400,,9,bottom
q4nc7g.107,23.0400,23.0581,,9,of
q4nc7g.108,23.0581,23.0877,,9,the
q4nc7g.109,23.0877,23.4105,,9,extinct
q4nc7g.110,23.4105,23.8980,,9,volcano
q4nc7g.112,23.8980,24.0018,lowamp,,
q4nc7g.113,24.0018,24.0430,,,
q4nc7g.114,24.0430,24.1714,,9,know
q4nc7g.115,24.1714,24.2274,,9,what
q4nc7g.116,24.2274,24.3130,,9,i
q4nc7g.117,24.3130,24.5238,,9,mean
q4nc7g.119,24.5238,28.0284,,,
q4nc7g.120,28.0284,28.0778,lipsmack,,
q4nc7g.121,28.0779,28.3546,,11,no
q4nc7g.123,28.3546,30.1958,,,
q4nc7g.124,30.1958,30.5680,breath,,
q4nc7g.125,30.5680,30.6141,lipsmack,,
q4nc7g.126,30.6141,30.8447,,13,uh-huh
q4nc7g.128,30.8447,32.8374,,,
q4nc7g.129,32.8374,33.1832,inbreath,,
q4nc7g.130,33.1833,33.3710,,,right
q4nc7g.132,33.3710,33.4830,,,you're
q4nc7g.134,33.4830,33.9425,,15,just
q4nc7g.135,33.9425,34.4662,,15,heading
q4nc7g.136,34.4662,34.9076,,,down
q4nc7g.137,34.9076,35.4313,,,
q4nc7g.138,35.4313,35.5910,,15,to
q4nc7g.139,35.5911,35.6685,,15,the
q4nc7g.140,35.6685,35.9304,,15,left
q4nc7g.141,35.9304,36.6451,,15,diagonally
q4nc7g.143,36.6451,36.8691,,15,down
q4nc7g.144,36.8691,36.9811,,15,to
q4nc7g.145,36.9811,37.0305,,15,the
q4nc7g.146,37.0305,37.3072,,15,bottom
q4nc7g.147,37.3072,37.3137,,15,of
q4nc7g.148,37.3137,37.3450,,15,the
q4nc7g.149,37.3450,37.6596,,15,extinct
q4nc7g.150,37.6596,38.2097,,15,volcano
q4nc7g.151,38.2097,38.5604,,,
q4nc7g.152,38.5604,38.7201,,15,'til
q4nc7g.153,38.7202,38.7943,,15,you're
q4nc7g.155,38.7943,38.9178,,15,about
q4nc7g.156,38.9178,38.9754,,15,a
q4nc7g.157,38.9755,39.7067,,15,centimetre
q4nc7g.158,39.7067,40.0130,inbreath,,
q4nc7g.159,40.0130,40.0806,,,
q4nc7g.160,40.0806,40.4676,,15,left
q4nc7g.161,40.4676,40.6306,,15,of
q4nc7g.162,40.6306,40.7525,,15,the
q4nc7g.163,40.7525,41.0391,,15,"""e"""
q4nc7g.164,41.0391,41.1197,lowamp,,
q4nc7g.165,41.1197,41.3996,,,
q4nc7g.166,41.3997,41.4343,,15,in
q4nc7g.167,41.4343,41.8114,,15,extinct
q4nc7g.168,41.8114,42.2297,,15,volcano
q4nc7g.170,42.2298,44.4119,,,
q4nc7g.171,44.4119,44.5321,inbreath,,
q4nc7g.172,44.5321,44.7149,,17,okay
q4nc7g.174,44.7149,44.9339,,17,see
q4nc7g.175,44.9339,45.0936,,17,your
q4nc7g.176,45.0937,45.3605,,17,"""e"""
q4nc7g.178,45.3605,45.5746,lowamp,,
q4nc7g.179,45.5746,45.8200,,,
q4nc7g.180,45.8200,46.4672,inbreath,,
q4nc7g.181,46.4672,46.5347,,,
q4nc7g.182,46.5348,46.7752,,19,right
q4nc7g.184,46.7752,47.0403,,,
q4nc7g.185,47.0403,47.2017,,19,go
q4nc7g.186,47.2017,47.6974,,19,along
q4nc7g.187,47.6974,47.8045,lowamp,,
q4nc7g.188,47.8045,48.2442,,,
q4nc7g.189,48.2442,48.4616,,19,about
q4nc7g.190,48.4616,48.4896,,19,a
q4nc7g.191,48.4896,49.2010,,19,centimetre
q4nc7g.192,49.2011,49.5848,lowamp,,
q4nc7g.193,49.5848,49.7281,,,
q4nc7g.194,49.7281,49.7446,lipsmack,,
q4nc7g.195,49.7446,49.8253,,,
q4nc7g.196,49.8253,49.8945,,19,and
q4nc7g.197,49.8945,50.0344,,19,draw
q4nc7g.198,50.0344,50.1200,,19,a
q4nc7g.199,50.1200,50.3851,,19,dot
q4nc7g.201,50.3852,50.6322,lowamp,,
q4nc7g.202,50.6322,51.2168,,,
q4nc7g.203,51.2169,51.2614,lipsmack,,
q4nc7g.204,51.2614,51.4985,,21,uh-huh
q4nc7g.206,51.4985,51.6517,,21,to
q4nc7g.207,51.6517,51.6995,,21,the
q4nc7g.208,51.6995,52.1441,,21,left
q4nc7g.210,52.1441,53.3842,,,
q4nc7g.211,53.3842,53.4929,lipsmack,,
q4nc7g.212,53.4929,53.8025,,,
q4nc7g.213,53.8025,54.0627,,23,no
q4nc7g.214,54.0628,54.2192,,,
q4nc7g.215,54.2192,54.2427,,,b--
q4nc7g.216,54.2427,54.3048,,,
q4nc7g.217,54.3048,54.5024,,25,just
q4nc7g.218,54.5024,54.7675,,,d--
q4nc7g.219,54.7676,54.9801,,,st--
q4nc7g.220,54.9801,55.3489,,25,across
