tu_id,start,end,type,utterance,text
q1nc4f.1,0.0000,2.4028,,,
q1nc4f.2,2.4028,2.8112,,2,uh-huh
q1nc4f.4,2.8112,5.6011,,,
q1nc4f.5,5.6011,5.7271,,4,to
q1nc4f.6,5.7271,5.7823,,4,the
q1nc4f.7,5.7823,6.0812,,4,right
q1nc4f.9,6.0812,6.3077,,4,uh-huh
q1nc4f.11,6.3077,6.4410,lowamp,,
q1nc4f.12,6.4410,6.5678,,,
q1nc4f.13,6.5678,6.9202,,,stas--
q1nc4f.14,6.9203,7.0833,,,
q1nc4f.15,7.0833,7.0989,lipsmack,,
q1nc4f.16,7.0989,7.6490,,4,sandstone
q1nc4f.17,7.6490,8.0401,,4,cliffs
q1nc4f.19,8.0401,9.1913,,,
q1nc4f.20,9.1913,9.4120,nonvocal,,
q1nc4f.21,9.4120,13.2271,,,
q1nc4f.22,13.2271,13.6075,,6,er
q1nc4f.24,13.6075,13.6874,,,
q1nc4f.25,13.6874,13.9402,,6,no
q1nc4f.27,13.9402,14.2317,outbreath,,
q1nc4f.28,14.2317,14.2695,nonvocal,,
q1nc4f.29,14.2695,22.7264,,,
q1nc4f.30,22.7264,24.2481,nonvocal,,
q1nc4f.31,24.2481,25.8947,,,
q1nc4f.32,25.8947,26.2804,,8,uh-huh
q1nc4f.34,26.2804,26.4994,,8,how
q1nc4f.35,26.4994,26.8008,,8,far
q1nc4f.36,26.8008,27.0413,,8,down
q1nc4f.38,27.0413,29.9201,,,
q1nc4f.39,29.9201,30.1622,,10,right
q1nc4f.41,30.1622,30.4290,lowamp,,
q1nc4f.42,30.4290,39.4919,,,
q1nc4f.43,39.4919,39.7159,,12,s--
q1nc4f.44,39.7159,39.7784,,,
q1nc4f.45,39.7784,39.8512,,,so
q1nc4f.46,39.8513,40.0881,,12,how
q1nc4f.47,40.0881,40.3376,,12,far
q1nc4f.48,40.3376,40.4391,,12,am
q1nc4f.49,40.4391,40.5179,,12,i
q1nc4f.50,40.5179,40.6704,,12,from
q1nc4f.51,40.6704,40.7315,,12,the
q1nc4f.52,40.7316,41.0057,,12,left
q1nc4f.53,41.0057,41.1277,,,of the
q1nc4f.55,41.1277,41.5538,,12,page
q1nc4f.57,41.5538,41.7148,lowamp,,
q1nc4f.58,41.7148,52.7129,,,
q1nc4f.59,52.7129,53.0900,,14,right
q1nc4f.61,53.0900,53.6862,outbreath,,
q1nc4f.62,53.6862,54.8193,,,
q1nc4f.63,54.8193,55.0745,,16,no
q1nc4f.65,55.0745,55.2691,,16,hold
q1nc4f.66,55.2691,55.3942,,16,on
q1nc4f.67,55.3942,55.4367,,16,a
q1nc4f.68,55.4367,55.6312,,16,minute
q1nc4f.70,55.6312,62.3093,,,
q1nc4f.71,62.3093,63.0685,nonvocal,,
q1nc4f.72,63.0685,69.4931,,,
q1nc4f.73,69.4931,69.7187,,18,right
q1nc4f.75,69.7187,69.9246,,18,hold
q1nc4f.76,69.9246,70.0349,,18,on
q1nc4f.78,70.0349,70.2404,inbreath,,
q1nc4f.79,70.2405,70.3360,,,
q1nc4f.80,70.3360,70.4101,,18,wait
q1nc4f.81,70.4101,70.4348,,18,a
q1nc4f.82,70.4348,70.5583,,18,minute
q1nc4f.84,70.5583,70.6365,,,
q1nc4f.85,70.6366,70.6539,phongesture,,
q1nc4f.86,70.6539,70.8392,,,
q1nc4f.87,70.8392,70.9396,,18,am
q1nc4f.88,70.9396,71.0401,,18,i
q1nc4f.89,71.0401,71.2911,,18,right
q1nc4f.90,71.2912,71.5827,,18,under
q1nc4f.91,71.5827,71.6972,,18,the
q1nc4f.92,71.6972,72.2850,,18,sandstone
q1nc4f.93,72.2851,72.7487,,18,cliffs
q1nc4f.95,72.7487,73.5729,,,
q1nc4f.96,73.5729,73.8858,,20,no
q1nc4f.98,73.8859,76.9409,,,
q1nc4f.99,76.9409,77.2867,,22,mmhmm
q1nc4f.101,77.2867,77.4415,lowamp,,
q1nc4f.102,77.4415,80.2923,,,
q1nc4f.103,80.2923,80.5706,,24,right
q1nc4f.105,80.5706,80.9692,,24,okay
q1nc4f.107,80.9692,84.6533,,,
q1nc4f.108,84.6533,84.9909,,26,uh-huh
q1nc4f.110,84.9909,88.7376,,,
q1nc4f.111,88.7376,89.1740,,28,right
q1nc4f.113,89.1741,97.6491,,,
q1nc4f.114,97.6491,98.0213,,30,straight
q1nc4f.115,98.0213,98.3704,,30,down
q1nc4f.116,98.3704,98.6001,,30,under
q1nc4f.117,98.6001,98.6907,,30,the
q1nc4f.118,98.6907,99.1428,,30,start
q1nc4f.120,99.1428,100.9074,,,
q1nc4f.121,100.9074,101.2944,,32,right
q1nc4f.123,101.2945,102.2505,,,
q1nc4f.124,102.2505,102.3123,nonvocal,,
q1nc4f.125,102.3123,107.2860,,,
q1nc4f.126,107.2860,107.7001,,34,okay
q1nc4f.128,107.7001,107.8517,lowamp,,
q1nc4f.129,107.8517,109.8087,,,
q1nc4f.130,109.8088,110.0972,,36,uh-huh
q1nc4f.132,110.0972,110.2174,lowamp,,
q1nc4f.133,110.2174,110.3508,,,
q1nc4f.134,110.3508,110.4529,,36,in
q1nc4f.135,110.4529,110.5105,,36,the
q1nc4f.136,110.5106,110.9174,,36,right
q1nc4f.138,110.9174,112.1278,,,
q1nc4f.139,112.1278,112.2727,,36,kind
q1nc4f.139.1,112.2727,112.5148,,36,of
q1nc4f.140,112.5149,112.8116,,36,towards
q1nc4f.141,112.8116,112.8714,,36,the
q1nc4f.142,112.8714,113.1011,,36,middle
q1nc4f.143,113.1011,113.1591,,36,a
q1nc4f.144,113.1591,113.3103,,36,bit
q1nc4f.146,113.3103,113.8735,,,
q1nc4f.147,113.8735,113.9295,phongesture,,
q1nc4f.148,113.9295,114.6541,,,
q1nc4f.149,114.6542,114.9144,,38,uh-huh
q1nc4f.151,114.9144,115.0412,lowamp,,
q1nc4f.152,115.0412,117.9216,,,
q1nc4f.153,117.9216,118.1620,nonvocal,,
q1nc4f.154,118.1621,118.4569,,40,right
q1nc4f.156,118.4569,119.8362,,,
q1nc4f.157,119.8362,120.1400,,42,uh-huh
q1nc4f.159,120.1400,120.3739,lowamp,,
q1nc4f.160,120.3739,127.0455,,,
q1nc4f.161,127.0455,127.3682,,44,right
q1nc4f.163,127.3683,127.8501,,,
q1nc4f.164,127.8501,128.1407,,44,right
q1nc4f.165,128.1407,128.5063,,44,up
q1nc4f.166,128.5063,128.5714,,,
q1nc4f.167,128.5714,128.7880,,44,over
q1nc4f.168,128.7880,128.8810,,44,the
q1nc4f.169,128.8810,129.2095,,44,pine
q1nc4f.171,129.2095,129.4220,,,
q1nc4f.172,129.4220,129.6460,inbreath,,
