tu_id,start,end,type,utterance,text
q3nc7f.1,0.0000,1.0356,,,
q3nc7f.2,1.0356,1.2766,,4,mmhmm
q3nc7f.4,1.2766,1.7021,outbreath,,
q3nc7f.5,1.7021,3.0734,,,
q3nc7f.6,3.0735,3.3444,,,mmhmm
q3nc7f.8,3.3444,4.1872,outbreath,,
q3nc7f.9,4.1872,5.4771,,,
q3nc7f.10,5.4771,6.8833,outbreath,,
q3nc7f.11,6.8833,8.2812,,,
q3nc7f.12,8.2813,9.0027,outbreath,,
q3nc7f.13,9.0027,10.4189,,,
q3nc7f.14,10.4189,11.7670,breath,,
q3nc7f.15,11.7670,12.9671,,,
q3nc7f.16,12.9671,13.9927,outbreath,,
q3nc7f.17,13.9927,14.9734,,,
q3nc7f.18,14.9734,16.2384,outbreath,,
q3nc7f.19,16.2384,17.3804,,,
q3nc7f.20,17.3804,17.4152,lipsmack,,
q3nc7f.21,17.4152,17.4634,,,
q3nc7f.22,17.4634,17.5515,,6,the
q3nc7f.23,17.5515,17.8448,,6,what
q3nc7f.25,17.8448,18.2364,outbreath,,
q3nc7f.26,18.2364,18.4824,,,
q3nc7f.27,18.4824,18.7367,,8,no
q3nc7f.29,18.7367,19.0974,outbreath,,
q3nc7f.30,19.0974,20.6034,,,
q3nc7f.31,20.6034,22.3005,outbreath,,
q3nc7f.32,22.3005,23.4009,,,
q3nc7f.33,23.4009,23.4225,nonvocal,,
q3nc7f.34,23.4225,23.6768,,10,mmhmm
q3nc7f.36,23.6769,24.5396,outbreath,,
q3nc7f.37,24.5396,25.7913,,,
q3nc7f.38,25.7913,27.2939,outbreath,,
q3nc7f.39,27.2939,28.6370,,,
q3nc7f.40,28.6370,29.5994,outbreath,,
q3nc7f.41,29.5994,33.8231,,,
q3nc7f.42,33.8231,34.5512,outbreath,,
q3nc7f.43,34.5512,39.5795,,,
q3nc7f.44,39.5795,39.9801,,12,right
q3nc7f.46,39.9801,46.1836,,,
q3nc7f.47,46.1836,46.4478,,14,mmhmm
q3nc7f.48,46.4478,47.3421,outbreath,,
q3nc7f.49,47.3421,48.8464,,,
q3nc7f.50,48.8464,49.5661,outbreath,,
q3nc7f.51,49.5662,50.4854,,,
q3nc7f.52,50.4854,50.7165,,16,nope
q3nc7f.53,50.7165,51.3763,outbreath,,
q3nc7f.54,51.3763,52.7144,,,
q3nc7f.55,52.7144,53.9960,outbreath,,
q3nc7f.56,53.9960,54.8005,,,
q3nc7f.57,54.8005,55.1130,,18,mmhmm
q3nc7f.59,55.1130,55.3923,lowamp,,
q3nc7f.60,55.3923,57.1277,,,
q3nc7f.61,57.1277,58.4724,outbreath,,
q3nc7f.62,58.4724,59.7939,,,
q3nc7f.63,59.7939,60.8976,outbreath,,
q3nc7f.64,60.8976,62.2872,,,
q3nc7f.65,62.2872,63.6585,outbreath,,
q3nc7f.66,63.6586,64.8670,,,
q3nc7f.67,64.8670,65.7713,outbreath,,
q3nc7f.68,65.7713,67.0911,,,
q3nc7f.69,67.0911,68.0053,outbreath,,
q3nc7f.70,68.0053,69.5678,,,
q3nc7f.71,69.5678,69.6790,,20,say
q3nc7f.72,69.6790,69.7696,,20,that
q3nc7f.73,69.7696,70.0074,,20,again
q3nc7f.75,70.0075,70.6923,breath,,
q3nc7f.76,70.6923,79.3974,,,
q3nc7f.77,79.3974,79.7165,,22,yeah
q3nc7f.79,79.7166,85.3707,,,
q3nc7f.80,85.3707,86.2035,outbreath,,
q3nc7f.81,86.2035,89.5080,,,
q3nc7f.82,89.5080,89.7407,,,mmhmm
q3nc7f.84,89.7407,91.2699,,,
q3nc7f.85,91.2699,92.2274,outbreath,,
q3nc7f.86,92.2274,92.9787,,,
q3nc7f.87,92.9787,93.4042,nonvocal,,
q3nc7f.88,93.4043,93.5705,,24,mmhmm
q3nc7f.89,93.5705,93.6602,,,
q3nc7f.90,93.6602,94.3301,outbreath,,
q3nc7f.91,94.3301,96.5941,,,
q3nc7f.92,96.5941,97.7261,outbreath,,
q3nc7f.93,97.7261,100.1613,,,
q3nc7f.94,100.1613,101.1968,outbreath,,
q3nc7f.95,101.1968,102.8657,,,
q3nc7f.96,102.8657,103.0968,nonvocal,,
q3nc7f.97,103.0968,103.4690,,,
q3nc7f.98,103.4691,103.7234,,28,past
q3nc7f.99,103.7234,103.7633,,28,the
q3nc7f.100,103.7633,104.0774,,28,totem
q3nc7f.101,104.0774,104.2752,,28,pole
q3nc7f.103,104.2753,104.7507,outbreath,,
q3nc7f.104,104.7507,107.3670,,,
q3nc7f.105,107.3670,109.0259,breath,,
q3nc7f.106,109.0259,110.2992,,,
q3nc7f.107,110.2992,111.8251,outbreath,,
q3nc7f.108,111.8251,112.2263,,,right
q3nc7f.110,112.2264,112.4668,outbreath,,
q3nc7f.111,112.4668,115.7064,,,
q3nc7f.112,115.7064,115.8909,,34,nope
q3nc7f.114,115.8909,117.5697,,,
q3nc7f.115,117.5698,117.8806,,36,right
q3nc7f.117,117.8806,118.4707,,,now
q3nc7f.118,118.4707,118.5904,,,
q3nc7f.119,118.5904,119.0724,outbreath,,
q3nc7f.120,119.0725,119.1996,,36,oh
q3nc7f.121,119.1996,119.2952,,38,wait
q3nc7f.122,119.2952,119.3185,,38,a
q3nc7f.123,119.3185,119.5353,,38,minute
q3nc7f.125,119.5354,119.6509,,38,wait
q3nc7f.126,119.6509,119.6833,,38,a
q3nc7f.127,119.6833,119.8379,,38,minute
q3nc7f.128,119.8379,119.9102,,38,i've
q3nc7f.130,119.9102,120.0498,,38,got
q3nc7f.131,120.0498,120.0897,,38,a
q3nc7f.132,120.0897,120.3091,,38,trout
q3nc7f.133,120.3092,120.6001,,38,farm
q3nc7f.135,120.6001,120.7762,outbreath,,
q3nc7f.136,120.7762,122.8980,,,
q3nc7f.137,122.8980,123.3352,outbreath,,
q3nc7f.138,123.3352,123.4948,,,but
q3nc7f.139,123.4948,124.2029,,,
q3nc7f.140,124.2029,124.3691,,40,where
q3nc7f.141,124.3691,124.5719,,40,is
q3nc7f.142,124.5719,124.6542,,40,it
q3nc7f.144,124.6542,124.8653,,,
q3nc7f.145,124.8653,124.9958,,40,your
q3nc7f.146,124.9958,125.1662,,40,trout
q3nc7f.147,125.1662,125.4396,,40,farm
q3nc7f.149,125.4396,125.6067,outbreath,,
q3nc7f.150,125.6067,126.7652,,,
q3nc7f.151,126.7653,127.4434,breath,,
q3nc7f.152,127.4434,127.7941,,,
q3nc7f.153,127.7941,128.0301,,42,mmhmm
q3nc7f.155,128.0302,128.2629,outbreath,,
q3nc7f.156,128.2629,128.8963,,,
q3nc7f.157,128.8963,129.0592,laugh,,
q3nc7f.158,129.0592,133.3527,,,
q3nc7f.159,133.3527,136.9764,laugh,,
q3nc7f.160,136.9764,138.3410,,,
q3nc7f.161,138.3410,138.6103,,44,sort
q3nc7f.161.1,138.6103,138.8380,,44,of
q3nc7f.163,138.8380,139.1289,,,
q3nc7f.164,139.1289,139.2520,,44,i'm
q3nc7f.166,139.2520,139.3865,,44,no
q3nc7f.167,139.3866,139.6775,,44,sure
q3nc7f.168,139.6775,139.7781,,,
q3nc7f.169,139.7781,139.8637,,44,how
q3nc7f.170,139.8637,140.1098,,44,much
q3nc7f.171,140.1098,140.1662,,44,an
q3nc7f.172,140.1662,140.4280,,44,inch
q3nc7f.173,140.4280,140.8161,,44,is
q3nc7f.175,140.8161,140.8892,,,
q3nc7f.176,140.8892,141.0272,,44,to
q3nc7f.177,141.0272,141.1061,,44,be
q3nc7f.178,141.1061,141.5017,,44,honest
q3nc7f.179,141.5017,141.7320,,44,but
q3nc7f.180,141.7321,141.9165,,44,there
q3nc7f.181,141.9165,141.9881,,44,we
q3nc7f.182,141.9881,142.1526,,44,go
q3nc7f.184,142.1526,142.2539,,,
q3nc7f.185,142.2539,143.5330,inbreath,,
q3nc7f.186,143.5330,145.4313,,,
q3nc7f.187,145.4313,145.7662,,46,right
q3nc7f.189,145.7662,148.1066,,,
q3nc7f.190,148.1066,148.2758,,48,no
q3nc7f.190.1,148.2759,148.3868,,48,i--
q3nc7f.191,148.3868,148.5505,,48,well
q3nc7f.192,148.5505,148.6709,,48,it's
q3nc7f.194,148.6709,148.7899,,48,kind
q3nc7f.194.1,148.7899,148.8962,,48,of
q3nc7f.195,148.8962,149.3201,,48,opposite
q3nc7f.196,149.3201,149.4215,,48,it
q3nc7f.198,149.4215,150.0232,breath,,
q3nc7f.199,150.0233,152.2373,,,
q3nc7f.200,152.2373,152.3237,,,b--
q3nc7f.201,152.3237,152.4642,,,
q3nc7f.202,152.4642,152.6977,,48,below
q3nc7f.203,152.6977,152.8008,,48,it
q3nc7f.205,152.8008,153.1515,outbreath,,
q3nc7f.206,153.1515,153.4241,,,
q3nc7f.207,153.4241,154.1206,outbreath,,
q3nc7f.208,154.1206,156.4261,,,
q3nc7f.209,156.4261,156.8185,,52,mmhmm
q3nc7f.211,156.8185,157.1874,outbreath,,
q3nc7f.212,157.1874,158.3011,,,
q3nc7f.213,158.3011,158.5837,,54,oops
q3nc7f.215,158.5837,161.0770,,,
q3nc7f.216,161.0770,162.8764,breath,,
q3nc7f.217,162.8764,163.1464,,,right
q3nc7f.219,163.1464,163.5172,inbreath,,
q3nc7f.220,163.5172,165.6719,,,
q3nc7f.221,165.6719,165.9623,,58,towards
q3nc7f.222,165.9623,166.0155,,58,the
q3nc7f.223,166.0155,166.2815,,58,cattle
q3nc7f.224,166.2815,166.7593,,58,stockade
q3nc7f.226,166.7593,166.8516,lowamp,,
q3nc7f.227,166.8516,170.0564,,,
q3nc7f.228,170.0564,170.3115,,60,mmhmm
q3nc7f.230,170.3116,170.4512,lowamp,,
q3nc7f.231,170.4512,171.9406,,,
q3nc7f.232,171.9406,172.5680,outbreath,,
q3nc7f.233,172.5680,175.8227,,,
q3nc7f.234,175.8227,177.2056,breath,,
q3nc7f.235,177.2057,177.4617,laugh,,
q3nc7f.236,177.4617,178.0061,,,
q3nc7f.237,178.0061,178.2538,,62,right
q3nc7f.239,178.2538,179.0000,,,
q3nc7f.240,179.0001,179.0865,breath,,
q3nc7f.241,179.0865,182.3578,,,
q3nc7f.242,182.3578,182.7907,,64,underneath
q3nc7f.243,182.7907,182.9335,,64,it
q3nc7f.245,182.9336,187.4483,,,
q3nc7f.246,187.4483,187.7118,,66,mmhmm
q3nc7f.248,187.7118,188.1739,outbreath,,
q3nc7f.249,188.1740,189.9526,,,
q3nc7f.250,189.9526,191.4835,outbreath,,
q3nc7f.251,191.4835,192.7859,,,
q3nc7f.252,192.7859,194.0334,outbreath,,
q3nc7f.253,194.0334,194.1689,,,
q3nc7f.254,194.1689,194.3399,outbreath,,
q3nc7f.255,194.3399,195.2176,,,
q3nc7f.256,195.2176,195.7030,outbreath,,
q3nc7f.257,195.7030,196.8300,,,
q3nc7f.258,196.8300,197.5864,outbreath,,
q3nc7f.259,197.5864,200.3490,,,
q3nc7f.260,200.3490,200.5335,,68,what
q3nc7f.261,200.5335,200.8161,,68,tree
q3nc7f.263,200.8161,201.3180,outbreath,,
q3nc7f.264,201.3180,202.7501,,,
q3nc7f.265,202.7501,202.8324,,70,the
q3nc7f.266,202.8324,203.4215,,,cactus
q3nc7f.268,203.4215,205.5759,laugh,,
q3nc7f.269,205.5759,205.6449,,,
