tu_id,start,end,type,utterance,text
q3nc8g.1,0.0000,0.2292,,,right
q3nc8g.3,0.2292,0.3524,,1,have
q3nc8g.4,0.3524,0.4729,,1,you
q3nc8g.5,0.4729,0.6358,,1,got
q3nc8g.6,0.6358,0.6682,,1,the
q3nc8g.7,0.6682,0.9250,,1,start
q3nc8g.8,0.9250,1.1802,,1,above
q3nc8g.9,1.1802,1.2367,,1,the
q3nc8g.10,1.2367,1.8416,,1,haystack
q3nc8g.12,1.8416,2.9588,,,
q3nc8g.13,2.9588,3.2996,,3,right
q3nc8g.15,3.2996,3.4225,,,
q3nc8g.16,3.4226,4.0443,inbreath,,
q3nc8g.17,4.0443,4.1705,,,
q3nc8g.18,4.1706,4.2687,,3,if
q3nc8g.19,4.2687,4.3542,,3,you
q3nc8g.20,4.3542,4.5985,,3,want
q3nc8g.21,4.5986,4.6800,,3,to
q3nc8g.22,4.6800,4.8344,,3,sort
q3nc8g.22.1,4.8345,5.0581,,3,of
q3nc8g.23,5.0581,5.8718,,,
q3nc8g.24,5.8719,5.9309,lipsmack,,
q3nc8g.25,5.9309,6.6723,,,
q3nc8g.26,6.6723,7.1941,lipsmack,,
q3nc8g.27,7.1942,7.2142,,,
q3nc8g.28,7.2142,8.1433,,3,ehm
q3nc8g.29,8.1433,9.4581,,,
q3nc8g.30,9.4581,10.0349,inbreath,,
q3nc8g.31,10.0349,10.7040,,,
q3nc8g.32,10.7040,10.7414,nonvocal,,
q3nc8g.33,10.7414,11.4869,breath,,
q3nc8g.34,11.4869,11.8393,,3,head
q3nc8g.35,11.8393,12.0471,,3,down
q3nc8g.36,12.0471,12.4967,,3,towards
q3nc8g.37,12.4967,12.5524,,3,the
q3nc8g.38,12.5524,13.1458,,3,haystack
q3nc8g.40,13.1458,13.1923,,,
q3nc8g.41,13.1923,13.3710,,3,right
q3nc8g.43,13.3710,13.4633,,,
q3nc8g.44,13.4633,13.8597,,3,pass
q3nc8g.45,13.8597,13.9428,,3,it
