tu_id,start,end,type,utterance,text
q1nc6f.1,0.0000,1.4013,,,
q1nc6f.2,1.4013,1.5153,,2,right
q1nc6f.4,1.5153,1.6092,,2,aye
q1nc6f.6,1.6093,1.7253,,2,i've
q1nc6f.8,1.7253,1.8972,,2,got
q1nc6f.9,1.8973,1.9453,,2,the
q1nc6f.10,1.9453,2.1832,,2,start
q1nc6f.11,2.1833,2.3573,,2,marked
q1nc6f.12,2.3573,2.5773,,2,down
q1nc6f.14,2.5773,3.1192,,,
q1nc6f.15,3.1193,3.2913,inbreath,,
q1nc6f.16,3.2913,4.5844,,,
q1nc6f.17,4.5844,4.8670,inbreath,,
q1nc6f.18,4.8670,5.5319,,,
q1nc6f.19,5.5319,6.0379,,4,sandstone
q1nc6f.20,6.0379,6.4659,,4,cliffs
q1nc6f.22,6.4659,7.2519,,,
q1nc6f.23,7.2519,7.4619,,6,mmhmm
q1nc6f.25,7.4619,9.3085,,,
q1nc6f.26,9.3085,9.5744,,8,no
q1nc6f.28,9.5744,12.3936,,,
q1nc6f.29,12.3936,12.5163,,10,right
q1nc6f.31,12.5163,12.8576,,10,directly
q1nc6f.32,12.8576,13.1395,,10,down
q1nc6f.34,13.1395,13.8008,,,
q1nc6f.35,13.8008,14.0467,inbreath,,
q1nc6f.36,14.0467,14.3392,,12,besi--
q1nc6f.37,14.3392,14.4367,,,is
q1nc6f.38,14.4367,14.4876,,,it
q1nc6f.39,14.4876,14.7473,,,beside
q1nc6f.40,14.7473,14.7972,,12,an
q1nc6f.41,14.7972,14.9069,,12,old
q1nc6f.42,14.9069,15.2959,,12,pine
q1nc6f.44,15.2959,16.1636,outbreath,,
q1nc6f.45,16.1636,23.2447,,,
q1nc6f.46,23.2447,23.5140,inbreath,,
q1nc6f.47,23.5140,23.5938,,,
q1nc6f.48,23.5938,23.7898,,14,uh-huh
q1nc6f.50,23.7898,23.8418,,,
q1nc6f.51,23.8418,24.0338,inbreath,,
q1nc6f.52,24.0338,24.0838,,,
q1nc6f.53,24.0838,24.2417,,16,so
q1nc6f.54,24.2417,24.3397,,,ju--
q1nc6f.55,24.3397,24.4597,,16,hang
q1nc6f.56,24.4597,24.5417,,16,on
q1nc6f.57,24.5418,24.5898,,16,you
q1nc6f.58,24.5898,24.8097,,16,see
q1nc6f.59,24.8098,25.0438,,16,this
q1nc6f.60,25.0438,25.3437,,16,ehm
q1nc6f.62,25.3438,27.2973,,,
q1nc6f.63,27.2973,27.3304,lipsmack,,
q1nc6f.64,27.3305,27.5233,,,
q1nc6f.65,27.5233,27.7521,,18,well
q1nc6f.67,27.7521,27.8677,,18,is
q1nc6f.68,27.8677,28.0797,,18,this
q1nc6f.69,28.0797,28.2210,,18,is
q1nc6f.70,28.2211,28.3646,,18,this
q1nc6f.71,28.3646,28.6557,,18,next
q1nc6f.72,28.6558,28.6986,,18,to
q1nc6f.73,28.6986,28.8506,,18,the
q1nc6f.74,28.8507,29.2233,,,
q1nc6f.75,29.2233,29.3239,,18,is
q1nc6f.76,29.3239,29.4053,,18,it
q1nc6f.77,29.4053,29.8171,,,
q1nc6f.79,29.8171,29.8333,,18,beside
q1nc6f.80,29.8333,29.9125,,18,the
q1nc6f.81,29.9125,30.0323,,18,old
q1nc6f.82,30.0323,30.3897,,18,pine
q1nc6f.84,30.3898,30.9259,,,
q1nc6f.85,30.9259,31.0620,,18,sort
q1nc6f.85.1,31.0620,31.1676,,18,of
q1nc6f.86,31.1676,31.2143,,18,or
q1nc6f.87,31.2143,31.3016,,18,is
q1nc6f.88,31.3016,31.3889,,18,it
q1nc6f.89,31.3889,31.5371,,18,on
q1nc6f.90,31.5372,31.6915,,18,a
q1nc6f.91,31.6915,31.8479,,18,sort
q1nc6f.91.1,31.8479,32.0246,,18,of
q1nc6f.92,32.0246,36.0207,,,
q1nc6f.93,36.0207,36.2267,,20,right
q1nc6f.95,36.2268,39.7840,,,
q1nc6f.96,39.7840,39.8833,,20,where
q1nc6f.97,39.8833,39.9733,,20,it
q1nc6f.98,39.9733,40.2233,,20,is
q1nc6f.100,40.2233,40.5618,,,
q1nc6f.101,40.5618,40.7613,,24,right
q1nc6f.103,40.7613,45.2792,,,
q1nc6f.104,45.2792,45.5319,,26,mmhmm
q1nc6f.106,45.5319,48.1416,,,
q1nc6f.107,48.1416,48.4375,,28,mmhmm
q1nc6f.109,48.4375,50.6317,,,
q1nc6f.110,50.6317,50.6683,lipsmack,,
q1nc6f.111,50.6683,50.7002,,30,a
q1nc6f.112,50.7002,50.9702,,30,bay
q1nc6f.114,50.9703,51.0343,,30,a
q1nc6f.115,51.0343,51.3023,,30,green
q1nc6f.116,51.3023,51.5143,,30,bay
q1nc6f.118,51.5143,51.6642,,30,uh-huh
q1nc6f.120,51.6643,52.3239,outbreath,,
q1nc6f.121,52.3239,53.2381,,,
q1nc6f.122,53.2381,53.3312,,32,oh
q1nc6f.124,53.3312,53.5339,,32,right
q1nc6f.126,53.5339,56.5758,,,
q1nc6f.127,56.5758,56.8517,,34,uh-huh
q1nc6f.129,56.8518,58.7035,,,
q1nc6f.130,58.7035,58.9461,,36,mmhmm
q1nc6f.132,58.9461,62.5332,,,
q1nc6f.133,62.5333,62.8225,,38,mmhmm
q1nc6f.135,62.8225,63.4940,,,
q1nc6f.136,63.4940,63.6500,,36,round
q1nc6f.137,63.6500,63.7020,,36,to
q1nc6f.138,63.7020,63.8820,,36,green
q1nc6f.139,63.8820,64.0180,,36,bay
q1nc6f.141,64.0180,66.2234,,,
q1nc6f.142,66.2234,66.3032,,40,the
q1nc6f.143,66.3032,66.6888,,40,left-hand
q1nc6f.144,66.6888,67.0545,,40,side
q1nc6f.146,67.0545,67.2274,,40,right
q1nc6f.148,67.2274,67.5731,,,
q1nc6f.149,67.5731,67.8258,,42,mmhmm
q1nc6f.151,67.8258,68.8364,,,
q1nc6f.152,68.8364,69.1157,,44,mmhmm
q1nc6f.154,69.1157,79.5313,,,
q1nc6f.155,79.5313,79.8404,,46,right
q1nc6f.157,79.8404,80.2094,outbreath,,
q1nc6f.158,80.2094,80.4321,,46,mmhmm
q1nc6f.160,80.4322,80.8411,outbreath,,
q1nc6f.161,80.8411,84.3684,,,
q1nc6f.162,84.3684,84.5579,,48,right
q1nc6f.164,84.5579,85.9542,,,
q1nc6f.165,85.9542,86.2267,,50,right
q1nc6f.167,86.2267,88.3876,,,
q1nc6f.168,88.3876,88.7134,,52,no
q1nc6f.170,88.7134,92.9920,,,
q1nc6f.171,92.9920,93.2812,,54,mmhmm
q1nc6f.173,93.2812,96.1768,,,
q1nc6f.174,96.1769,96.4794,,56,mmhmm
q1nc6f.176,96.4794,98.0020,,,
q1nc6f.177,98.0020,98.2546,,58,mmhmm
q1nc6f.179,98.2546,103.6003,,,
q1nc6f.180,103.6004,103.8763,,60,right
q1nc6f.182,103.8763,104.2287,,,
q1nc6f.183,104.2288,104.5047,,62,mmhmm
q1nc6f.185,104.5047,107.1808,,,
q1nc6f.186,107.1809,107.4934,,64,mmhmm
q1nc6f.188,107.4934,110.1696,,,
q1nc6f.189,110.1696,110.4555,,66,down
q1nc6f.191,110.4555,111.0738,,,
q1nc6f.192,111.0738,111.3497,,66,mmhmm
q1nc6f.194,111.3498,112.7826,,,
q1nc6f.195,112.7826,113.0253,,68,right
q1nc6f.197,113.0253,113.2679,,68,mmhmm
q1nc6f.199,113.2679,118.4175,,,
q1nc6f.200,118.4176,118.6156,,70,no
q1nc6f.202,118.6156,118.7016,,70,i've
q1nc6f.204,118.7016,118.8336,,70,got
q1nc6f.205,118.8336,118.9456,,70,them
q1nc6f.206,118.9456,119.0256,,70,up
q1nc6f.207,119.0256,119.2596,,70,beside
q1nc6f.208,119.2596,119.3276,,70,the
q1nc6f.209,119.3276,119.4936,,70,old
q1nc6f.210,119.4936,119.7636,,70,pine
q1nc6f.212,119.7636,120.2328,nonvocal,,
q1nc6f.213,120.2328,122.5864,,,
q1nc6f.214,122.5864,122.8324,,72,no
q1nc6f.216,122.8324,123.4807,,,
q1nc6f.217,123.4807,123.6004,,72,don't
q1nc6f.218,123.6004,123.8065,,72,have
q1nc6f.219,123.8065,123.9195,,72,them
q1nc6f.220,123.9196,124.0958,,,
q1nc6f.221,124.0958,124.8105,inbreath,,
q1nc6f.222,124.8105,124.9900,,,
q1nc6f.223,124.9900,125.0360,,72,have
q1nc6f.224,125.0360,125.0620,,72,you
q1nc6f.225,125.0620,125.1580,,72,got
q1nc6f.226,125.1580,125.1940,,72,a
q1nc6f.227,125.1940,125.4660,,72,rocket
q1nc6f.228,125.4660,126.0280,,72,warehouse
q1nc6f.230,126.0280,126.0971,,,
q1nc6f.231,126.0971,126.6057,outbreath,,
q1nc6f.232,126.6057,128.8364,,,
q1nc6f.233,128.8364,129.1489,,76,mmhmm
q1nc6f.235,129.1489,129.5478,outbreath,,
q1nc6f.236,129.5479,133.3378,,,
q1nc6f.237,133.3378,133.6203,,78,mmhmm
q1nc6f.239,133.6204,136.0273,,,
q1nc6f.240,136.0273,136.2633,,80,uh-huh
q1nc6f.242,136.2633,136.5459,outbreath,,
q1nc6f.243,136.5459,144.0725,,,
q1nc6f.244,144.0725,144.2986,,82,right
q1nc6f.246,144.2986,152.4668,,,
q1nc6f.247,152.4668,152.5827,,84,to
q1nc6f.248,152.5828,152.6488,,84,the
q1nc6f.249,152.6488,153.0308,,84,left-hand
