tu_id,start,end,type,utterance,text
q4ec5g.1,0.0000,0.3612,,,okay
q4ec5g.2,0.3612,0.5146,,,
q4ec5g.3,0.5146,1.0288,,1,ehm
q4ec5g.5,1.0289,1.2741,lowamp,,
q4ec5g.6,1.2741,1.5628,,,
q4ec5g.7,1.5628,1.5995,lipsmack,,
q4ec5g.8,1.5995,1.7324,,,
q4ec5g.9,1.7324,1.8836,,1,right
q4ec5g.11,1.8836,2.0532,,1,take
q4ec5g.12,2.0532,2.1357,,1,your
q4ec5g.13,2.1357,2.3396,,1,line
q4ec5g.14,2.3396,2.5458,,1,from
q4ec5g.15,2.5458,2.6054,,1,the
q4ec5g.16,2.6054,3.1118,,1,start
q4ec5g.17,3.1118,3.1462,,,
q4ec5g.18,3.1462,3.4624,inbreath,,
q4ec5g.19,3.4624,3.6887,,,
q4ec5g.20,3.6887,3.8124,,1,and
q4ec5g.21,3.8124,4.0782,,1,go
q4ec5g.22,4.0783,4.2897,,,
q4ec5g.23,4.2897,4.9656,,1,vertically
q4ec5g.24,4.9656,5.3872,,1,down
q4ec5g.26,5.3872,5.5453,,,
q4ec5g.27,5.5454,5.8525,,1,past
q4ec5g.28,5.8525,6.2185,,1,burnt
q4ec5g.29,6.2185,6.7232,,1,forest
q4ec5g.31,6.7232,9.2438,,,
q4ec5g.32,9.2438,9.3555,,3,you
q4ec5g.33,9.3555,9.5509,,3,have
q4ec5g.35,9.5509,13.0775,,,
q4ec5g.36,13.0775,13.1646,lipsmack,,
q4ec5g.37,13.1646,13.5243,inbreath,,
q4ec5g.38,13.5243,13.5701,,,
q4ec5g.39,13.5701,13.6503,phongesture,,
q4ec5g.40,13.6503,13.7030,,,
q4ec5g.41,13.7030,13.9620,,5,okay
q4ec5g.43,13.9620,14.2003,,5,it's
q4ec5g.45,14.2003,14.5555,,5,underneath
q4ec5g.47,14.5555,14.6311,,5,right
q4ec5g.49,14.6311,14.7182,,5,i
q4ec5g.50,14.7182,14.8374,,5,want
q4ec5g.51,14.8374,14.9404,,5,you
q4ec5g.52,14.9404,15.0710,,5,to
q4ec5g.53,15.0710,15.1741,,5,c--
q4ec5g.54,15.1741,15.4445,,,
q4ec5g.55,15.4446,15.5042,,5,i
q4ec5g.56,15.5042,15.5774,,5,want
q4ec5g.57,15.5775,15.6600,,5,you
q4ec5g.58,15.6600,15.7355,,5,to
q4ec5g.59,15.7356,15.8731,,5,take
q4ec5g.60,15.8731,15.9762,,5,your
q4ec5g.61,15.9762,16.2145,,5,line
q4ec5g.62,16.2145,16.8905,,5,vertically
q4ec5g.63,16.8905,17.1975,,5,down
q4ec5g.65,17.1975,17.3006,,,
q4ec5g.66,17.3006,17.6970,,5,past
q4ec5g.67,17.6971,17.8392,,,
q4ec5g.68,17.8392,17.8735,lipsmack,,
q4ec5g.69,17.8735,18.0545,,,
q4ec5g.70,18.0545,18.1278,lipsmack,,
q4ec5g.71,18.1279,18.3960,,5,burnt
q4ec5g.72,18.3960,19.0926,,5,forest
q4ec5g.73,19.0926,19.2415,,5,and
q4ec5g.74,19.2415,19.8419,,5,past
q4ec5g.75,19.8419,20.2750,inbreath,,
q4ec5g.76,20.2750,20.3300,,,
q4ec5g.77,20.3300,20.3988,,5,the
q4ec5g.78,20.3988,21.0152,,5,carpenter's
q4ec5g.80,21.0152,21.5629,,5,cottage
q4ec5g.82,21.5629,21.7690,,5,right
q4ec5g.84,21.7691,21.8654,,,
q4ec5g.85,21.8654,21.9501,,5,and
q4ec5g.87,21.9501,22.1466,,5,just
q4ec5g.88,22.1466,22.3625,,5,listen
q4ec5g.89,22.3625,22.4335,,5,for
q4ec5g.90,22.4336,22.4794,,5,a
q4ec5g.91,22.4794,22.6284,,5,minute
q4ec5g.93,22.6284,22.6903,,,
q4ec5g.94,22.6903,23.0683,inbreath,,
q4ec5g.95,23.0683,23.2860,,,
q4ec5g.96,23.2860,23.3731,,5,and
q4ec5g.97,23.3731,23.5633,,5,then
q4ec5g.98,23.5633,23.6435,,5,the
q4ec5g.99,23.6435,24.1522,,5,carpenter's
q4ec5g.101,24.1522,24.7686,,5,cottage
q4ec5g.102,24.7686,25.1925,,,
q4ec5g.103,25.1925,25.3392,,5,is
q4ec5g.104,25.3392,25.4423,,5,to
q4ec5g.105,25.4423,25.6021,,5,the
q4ec5g.106,25.6021,26.1526,,5,left
q4ec5g.107,26.1526,26.4207,,,
q4ec5g.108,26.4208,26.5119,,5,of
q4ec5g.109,26.5119,26.6155,,5,a
q4ec5g.110,26.6155,27.1557,,5,ravine
q4ec5g.112,27.1557,28.3891,,,
q4ec5g.113,28.3891,28.4464,,7,i
q4ec5g.114,28.4464,28.5518,,7,want
q4ec5g.115,28.5518,28.6366,,7,you
q4ec5g.116,28.6366,28.6962,,7,to
q4ec5g.117,28.6962,28.9024,,7,take
q4ec5g.118,28.9024,28.9941,,7,the
q4ec5g.119,28.9941,29.3401,,7,line
q4ec5g.120,29.3401,29.4432,,,
q4ec5g.121,29.4432,29.9886,,7,underneath
q4ec5g.122,29.9886,30.1261,,7,the
q4ec5g.123,30.1261,30.4905,,,
q4ec5g.124,30.4905,31.0954,,7,carpenter's
q4ec5g.126,31.0954,31.6155,,7,cottage
q4ec5g.127,31.6155,32.0853,inbreath,,
q4ec5g.128,32.0853,32.4909,,,
q4ec5g.129,32.4909,32.5797,,7,and
q4ec5g.130,32.5797,32.8066,,7,then
q4ec5g.131,32.8066,33.1250,,7,go
q4ec5g.132,33.1250,33.2190,,,
q4ec5g.133,33.2190,33.7369,,7,vertically
