transaction_id,type,map_start_point,map_end_point,children
q7ec8.transaction.1,irrelevant,,,"id(q7ec8.g.move.1)..id(q7ec8.g.move.2.5), id(q7ec8.f.move.2), id(q7ec8.g.move.3), id(q7ec8.f.move.6.5), id(q7ec8.g.move.3.5)..id(q7ec8.g.move.7.5), id(q7ec8.f.move.7)"
q7ec8.transaction.2,normal,1,2,"id(q7ec8.g.move.8)..id(q7ec8.g.move.10.5), id(q7ec8.f.move.10)..id(q7ec8.f.move.11.5), id(q7ec8.g.move.11), id(q7ec8.f.move.12), id(q7ec8.g.move.12.5), id(q7ec8.f.move.13.5), id(q7ec8.g.move.13)..id(q7ec8.g.move.14.5), id(q7ec8.f.move.14)..id(q7ec8.f.move.15.5), id(q7ec8.g.move.15)..id(q7ec8.g.move.16.5), id(q7ec8.f.move.16)..id(q7ec8.f.move.20.5), id(q7ec8.g.move.17)..id(q7ec8.g.move.20), id(q7ec8.f.move.21), id(q7ec8.g.move.21.5), id(q7ec8.f.move.22.5), id(q7ec8.g.move.22)..id(q7ec8.g.move.23.5), id(q7ec8.f.move.23)..id(q7ec8.f.move.26.5), id(q7ec8.g.move.24)..id(q7ec8.g.move.27.5), id(q7ec8.f.move.27)..id(q7ec8.f.move.28.5), id(q7ec8.g.move.28)..id(q7ec8.g.move.29.5), id(q7ec8.f.move.29)..id(q7ec8.f.move.32.5), id(q7ec8.g.move.30)..id(q7ec8.g.move.33.5), id(q7ec8.f.move.33)..id(q7ec8.f.move.34.5), id(q7ec8.g.move.34)..id(q7ec8.g.move.35.5), id(q7ec8.f.move.35)..id(q7ec8.f.move.36.5), id(q7ec8.g.move.36)..id(q7ec8.g.move.37.5), id(q7ec8.f.move.37)..id(q7ec8.f.move.38.5), id(q7ec8.g.move.38)..id(q7ec8.g.move.39.5), id(q7ec8.f.move.39)..id(q7ec8.f.move.40.5), id(q7ec8.g.move.40)..id(q7ec8.g.move.42.5), id(q7ec8.f.move.41)..id(q7ec8.f.move.44.5), id(q7ec8.g.move.43)..id(q7ec8.g.move.45.5), id(q7ec8.f.move.45)..id(q7ec8.f.move.46.5), id(q7ec8.g.move.46)..id(q7ec8.g.move.47.5), id(q7ec8.f.move.47)..id(q7ec8.f.move.48.5), id(q7ec8.g.move.48)..id(q7ec8.g.move.49.5), id(q7ec8.f.move.49)..id(q7ec8.f.move.50.5), id(q7ec8.g.move.50)..id(q7ec8.g.move.51.5), id(q7ec8.f.move.51)..id(q7ec8.f.move.55.5), id(q7ec8.g.move.52)..id(q7ec8.g.move.58.5), id(q7ec8.f.move.56)..id(q7ec8.f.move.59.5), id(q7ec8.g.move.59)..id(q7ec8.g.move.60.5), id(q7ec8.f.move.60)..id(q7ec8.f.move.61.5), id(q7ec8.g.move.61)..id(q7ec8.g.move.64.5), id(q7ec8.f.move.62)..id(q7ec8.f.move.67.5), id(q7ec8.g.move.65)..id(q7ec8.g.move.68.5), id(q7ec8.f.move.68)..id(q7ec8.f.move.70.5), id(q7ec8.g.move.69)..id(q7ec8.g.move.73.5), id(q7ec8.f.move.71)..id(q7ec8.f.move.75.5), id(q7ec8.g.move.74)..id(q7ec8.g.move.76.5), id(q7ec8.f.move.76), id(q7ec8.g.move.77)..id(q7ec8.g.move.78)"
q7ec8.transaction.3,review,1,2,"id(q7ec8.g.move.79)..id(q7ec8.g.move.82.5), id(q7ec8.f.move.82), id(q7ec8.g.move.83), id(q7ec8.f.move.86.5), id(q7ec8.g.move.83.5)..id(q7ec8.g.move.88.5), id(q7ec8.f.move.87)..id(q7ec8.f.move.89.5), id(q7ec8.g.move.89), id(q7ec8.f.move.90), id(q7ec8.g.move.90.5), id(q7ec8.f.move.93.5), id(q7ec8.g.move.91)..id(q7ec8.g.move.94.5), id(q7ec8.f.move.94)..id(q7ec8.f.move.95.5), id(q7ec8.g.move.95)..id(q7ec8.g.move.96.5), id(q7ec8.f.move.96)..id(q7ec8.f.move.97.5), id(q7ec8.g.move.97)..id(q7ec8.g.move.98.5), id(q7ec8.f.move.98)..id(q7ec8.f.move.99.5), id(q7ec8.g.move.99), id(q7ec8.f.move.100)..id(q7ec8.f.move.101), id(q7ec8.g.move.101.5), id(q7ec8.f.move.104.5), id(q7ec8.g.move.102)..id(q7ec8.g.move.104), id(q7ec8.f.move.105), id(q7ec8.g.move.107.5), id(q7ec8.f.move.105.5)..id(q7ec8.f.move.108.5), id(q7ec8.g.move.108), id(q7ec8.f.move.109), id(q7ec8.g.move.109.5), id(q7ec8.f.move.112.5), id(q7ec8.g.move.110), id(q7ec8.f.move.113), id(q7ec8.g.move.114.5), id(q7ec8.f.move.115.5)..id(q7ec8.f.move.117.5), id(q7ec8.g.move.115)..id(q7ec8.g.move.118.5), id(q7ec8.f.move.118)..id(q7ec8.f.move.120.5), id(q7ec8.g.move.119)..id(q7ec8.g.move.120), id(q7ec8.f.move.121)"
q7ec8.transaction.4,normal,2,3,"id(q7ec8.g.move.122)..id(q7ec8.g.move.123), id(q7ec8.f.move.124)"
q7ec8.transaction.5,normal,3,4,"id(q7ec8.g.move.125)..id(q7ec8.g.move.126.5), id(q7ec8.f.move.126)..id(q7ec8.f.move.129.5), id(q7ec8.g.move.127)..id(q7ec8.g.move.130.5), id(q7ec8.f.move.130)..id(q7ec8.f.move.132), id(q7ec8.g.move.131)..id(q7ec8.g.move.133), id(q7ec8.f.move.133.5), id(q7ec8.g.move.134.5), id(q7ec8.f.move.134), id(q7ec8.g.move.135), id(q7ec8.f.move.136.5), id(q7ec8.g.move.135.5)..id(q7ec8.g.move.137.5), id(q7ec8.f.move.137)..id(q7ec8.f.move.138.5), id(q7ec8.g.move.138), id(q7ec8.f.move.139), id(q7ec8.g.move.139.5), id(q7ec8.f.move.140.5), id(q7ec8.g.move.140)..id(q7ec8.g.move.141.5), id(q7ec8.f.move.141)..id(q7ec8.f.move.142.5), id(q7ec8.g.move.142)..id(q7ec8.g.move.143.5), id(q7ec8.f.move.143), id(q7ec8.g.move.144)..id(q7ec8.g.move.145)"
q7ec8.transaction.6,review,1,2,"id(q7ec8.f.move.146)..id(q7ec8.f.move.150.5), id(q7ec8.g.move.147)..id(q7ec8.g.move.151.5), id(q7ec8.f.move.151)..id(q7ec8.f.move.152.5), id(q7ec8.g.move.152)..id(q7ec8.g.move.153.5), id(q7ec8.f.move.153), id(q7ec8.g.move.154), id(q7ec8.f.move.157.5), id(q7ec8.g.move.154.5)..id(q7ec8.g.move.158.5), id(q7ec8.f.move.158)..id(q7ec8.f.move.159.5), id(q7ec8.g.move.159)..id(q7ec8.g.move.160.5), id(q7ec8.f.move.160)..id(q7ec8.f.move.161.5), id(q7ec8.g.move.161)..id(q7ec8.g.move.162.5), id(q7ec8.f.move.162)..id(q7ec8.f.move.165.5), id(q7ec8.g.move.163)..id(q7ec8.g.move.164.5), id(q7ec8.f.move.166)..id(q7ec8.f.move.169.5), id(q7ec8.g.move.165)..id(q7ec8.g.move.170.5), id(q7ec8.f.move.170)..id(q7ec8.f.move.171.5), id(q7ec8.g.move.171), id(q7ec8.f.move.172)..id(q7ec8.f.move.174), id(q7ec8.g.move.172.5), id(q7ec8.f.move.177.5), id(q7ec8.g.move.173)"
q7ec8.transaction.7,review,1,2,"id(q7ec8.g.move.175)..id(q7ec8.g.move.180.5), id(q7ec8.f.move.178)..id(q7ec8.f.move.182.5), id(q7ec8.g.move.181)..id(q7ec8.g.move.183.5), id(q7ec8.f.move.183)..id(q7ec8.f.move.184.5), id(q7ec8.g.move.184)..id(q7ec8.g.move.187.5), id(q7ec8.f.move.185)..id(q7ec8.f.move.186.5), id(q7ec8.g.move.188)..id(q7ec8.g.move.189.5), id(q7ec8.f.move.187)..id(q7ec8.f.move.191.5), id(q7ec8.g.move.190)..id(q7ec8.g.move.193.5), id(q7ec8.f.move.192)..id(q7ec8.f.move.194.5), id(q7ec8.g.move.194)..id(q7ec8.g.move.195.5), id(q7ec8.f.move.195)..id(q7ec8.f.move.196.5), id(q7ec8.g.move.196)..id(q7ec8.g.move.197.5), id(q7ec8.f.move.197)..id(q7ec8.f.move.200.5), id(q7ec8.g.move.198)"
q7ec8.transaction.8,review,2,3,"id(q7ec8.g.move.200)..id(q7ec8.g.move.202.5), id(q7ec8.f.move.201)..id(q7ec8.f.move.203.5), id(q7ec8.g.move.203), id(q7ec8.f.move.204)..id(q7ec8.f.move.206), id(q7ec8.g.move.206.5), id(q7ec8.f.move.207.5), id(q7ec8.g.move.207)..id(q7ec8.g.move.208.5), id(q7ec8.f.move.208)..id(q7ec8.f.move.209.5), id(q7ec8.g.move.209), id(q7ec8.f.move.210), id(q7ec8.g.move.210.5), id(q7ec8.f.move.212.5), id(q7ec8.g.move.211), id(q7ec8.f.move.213)..id(q7ec8.f.move.213.4), id(q7ec8.g.move.212), id(q7ec8.f.move.213.9)..id(q7ec8.f.move.214), id(q7ec8.g.move.214.5), id(q7ec8.f.move.216.5), id(q7ec8.g.move.215)..id(q7ec8.g.move.216), id(q7ec8.f.move.217)"
q7ec8.transaction.9,review,3,4,"id(q7ec8.g.move.218)..id(q7ec8.g.move.221.5), id(q7ec8.f.move.220)..id(q7ec8.f.move.224.5), id(q7ec8.g.move.222)..id(q7ec8.g.move.225.5), id(q7ec8.f.move.225)..id(q7ec8.f.move.226.5), id(q7ec8.g.move.226)..id(q7ec8.g.move.229.5), id(q7ec8.f.move.227)..id(q7ec8.f.move.230.5), id(q7ec8.g.move.230), id(q7ec8.f.move.231)"
q7ec8.transaction.10,normal,4,5,"id(q7ec8.g.move.232)..id(q7ec8.g.move.234.5), id(q7ec8.f.move.234)..id(q7ec8.f.move.235.5), id(q7ec8.g.move.235), id(q7ec8.f.move.236)..id(q7ec8.f.move.238.5), id(q7ec8.g.move.238), id(q7ec8.f.move.239)"
