transaction_id,type,map_start_point,map_end_point,children
q4ec1.transaction.1,normal,1,2,"id(q4ec1.g.move.1)..id(q4ec1.g.move.4.5), id(q4ec1.f.move.4)..id(q4ec1.f.move.5.5), id(q4ec1.g.move.5)..id(q4ec1.g.move.7.5), id(q4ec1.f.move.6)..id(q4ec1.f.move.8.5), id(q4ec1.g.move.8)..id(q4ec1.g.move.10.5), id(q4ec1.f.move.9)..id(q4ec1.f.move.10), id(q4ec1.g.move.11)"
q4ec1.transaction.2,normal,2,3,"id(q4ec1.g.move.12)..id(q4ec1.g.move.13.5), id(q4ec1.f.move.13)..id(q4ec1.f.move.14.5), id(q4ec1.g.move.14)..id(q4ec1.g.move.15.5), id(q4ec1.f.move.15)..id(q4ec1.f.move.16.5), id(q4ec1.g.move.16)..id(q4ec1.g.move.17.5), id(q4ec1.f.move.17)..id(q4ec1.f.move.19.5), id(q4ec1.g.move.18), id(q4ec1.f.move.20)"
q4ec1.transaction.3,normal,3,4,"id(q4ec1.g.move.21)..id(q4ec1.g.move.22.5), id(q4ec1.f.move.22)..id(q4ec1.f.move.23.5), id(q4ec1.g.move.23)..id(q4ec1.g.move.24.5), id(q4ec1.f.move.24)..id(q4ec1.f.move.26.5), id(q4ec1.g.move.25)"
q4ec1.transaction.4,normal,4,5,"id(q4ec1.g.move.26)..id(q4ec1.g.move.27.5), id(q4ec1.f.move.27)..id(q4ec1.f.move.28.5), id(q4ec1.g.move.28)..id(q4ec1.g.move.29.5), id(q4ec1.f.move.29)..id(q4ec1.f.move.30.5), id(q4ec1.g.move.30)..id(q4ec1.g.move.31.5), id(q4ec1.f.move.31)..id(q4ec1.f.move.33.5), id(q4ec1.g.move.32)..id(q4ec1.g.move.34.5), id(q4ec1.f.move.34)..id(q4ec1.f.move.35.5), id(q4ec1.g.move.35)..id(q4ec1.g.move.36.5), id(q4ec1.f.move.36), id(q4ec1.g.move.37)"
q4ec1.transaction.5,normal,5,6,"id(q4ec1.g.move.38)..id(q4ec1.g.move.39.5), id(q4ec1.f.move.39)..id(q4ec1.f.move.40.5), id(q4ec1.g.move.40)..id(q4ec1.g.move.43.5), id(q4ec1.f.move.41)..id(q4ec1.f.move.44.5), id(q4ec1.g.move.44)..id(q4ec1.g.move.45.5), id(q4ec1.f.move.45)..id(q4ec1.f.move.46.5), id(q4ec1.g.move.46), id(q4ec1.f.move.47)"
q4ec1.transaction.6,normal,6,7,"id(q4ec1.g.move.48)..id(q4ec1.g.move.49.5), id(q4ec1.f.move.49)..id(q4ec1.f.move.51.5), id(q4ec1.g.move.50)..id(q4ec1.g.move.52.5), id(q4ec1.f.move.52)..id(q4ec1.f.move.53.5), id(q4ec1.g.move.53)..id(q4ec1.g.move.54.5), id(q4ec1.f.move.54), id(q4ec1.g.move.55)..id(q4ec1.g.move.56)"
q4ec1.transaction.7,normal,7,8,"id(q4ec1.g.move.57)..id(q4ec1.g.move.58.5), id(q4ec1.f.move.58)..id(q4ec1.f.move.59.5), id(q4ec1.g.move.59)..id(q4ec1.g.move.60.5), id(q4ec1.f.move.60)..id(q4ec1.f.move.62.5), id(q4ec1.g.move.61)..id(q4ec1.g.move.62), id(q4ec1.f.move.63)"
q4ec1.transaction.8,normal,8,9,"id(q4ec1.g.move.64)..id(q4ec1.g.move.65.5), id(q4ec1.f.move.65)"
q4ec1.transaction.9,normal,9,10,"id(q4ec1.g.move.66)..id(q4ec1.g.move.67.5), id(q4ec1.f.move.67), id(q4ec1.g.move.68)..id(q4ec1.g.move.69), id(q4ec1.f.move.69.5), id(q4ec1.g.move.70.5), id(q4ec1.f.move.70), id(q4ec1.g.move.71)"
q4ec1.transaction.10,normal,10,11,"id(q4ec1.g.move.72)..id(q4ec1.g.move.73.5), id(q4ec1.f.move.73)..id(q4ec1.f.move.74.5), id(q4ec1.g.move.74)..id(q4ec1.g.move.75.5), id(q4ec1.f.move.75)..id(q4ec1.f.move.76.5), id(q4ec1.g.move.76), id(q4ec1.f.move.77)"
