transaction_id,type,map_start_point,map_end_point,children
q4ec6.transaction.1,normal,1,2,"id(q4ec6.g.move.1)..id(q4ec6.g.move.4.5), id(q4ec6.f.move.4)..id(q4ec6.f.move.5.5), id(q4ec6.g.move.5)..id(q4ec6.g.move.6.5), id(q4ec6.f.move.6), id(q4ec6.g.move.7)"
q4ec6.transaction.2,normal,2,3,"id(q4ec6.g.move.8)..id(q4ec6.g.move.9.5), id(q4ec6.f.move.9), id(q4ec6.g.move.10), id(q4ec6.f.move.11.5), id(q4ec6.g.move.10.5)..id(q4ec6.g.move.12.5), id(q4ec6.f.move.12)..id(q4ec6.f.move.14.5), id(q4ec6.g.move.13)..id(q4ec6.g.move.14), id(q4ec6.f.move.15)..id(q4ec6.f.move.15.1), id(q4ec6.g.move.16)..id(q4ec6.g.move.16.5), id(q4ec6.f.move.15.2)..id(q4ec6.f.move.17.5), id(q4ec6.g.move.17)..id(q4ec6.g.move.18.5), id(q4ec6.f.move.18)..id(q4ec6.f.move.20.5), id(q4ec6.g.move.19)..id(q4ec6.g.move.19.5), id(q4ec6.f.move.21)"
q4ec6.transaction.3,normal,3,4,"id(q4ec6.g.move.20)..id(q4ec6.g.move.22), id(q4ec6.f.move.23), id(q4ec6.g.move.24.5), id(q4ec6.f.move.26.5), id(q4ec6.g.move.25)..id(q4ec6.g.move.27.5), id(q4ec6.f.move.27)..id(q4ec6.f.move.28.5), id(q4ec6.g.move.28)..id(q4ec6.g.move.30.5), id(q4ec6.f.move.29)..id(q4ec6.f.move.32.5), id(q4ec6.g.move.31)..id(q4ec6.g.move.33.5), id(q4ec6.f.move.33)..id(q4ec6.f.move.34.5), id(q4ec6.g.move.34)..id(q4ec6.g.move.38.5), id(q4ec6.f.move.35)..id(q4ec6.f.move.39.5), id(q4ec6.g.move.39), id(q4ec6.f.move.40)"
q4ec6.transaction.4,normal,4,5,"id(q4ec6.g.move.42)..id(q4ec6.g.move.44.5), id(q4ec6.f.move.43)..id(q4ec6.f.move.45.5), id(q4ec6.g.move.45)..id(q4ec6.g.move.46.5), id(q4ec6.f.move.46)..id(q4ec6.f.move.48.5), id(q4ec6.g.move.47)..id(q4ec6.g.move.49.5), id(q4ec6.f.move.49)..id(q4ec6.f.move.50.5), id(q4ec6.g.move.50), id(q4ec6.f.move.51)"
q4ec6.transaction.5,normal,5,6,"id(q4ec6.g.move.53)..id(q4ec6.g.move.55), id(q4ec6.f.move.54)"
q4ec6.transaction.6,normal,6,7,"id(q4ec6.g.move.56)..id(q4ec6.g.move.57.5), id(q4ec6.f.move.57)"
q4ec6.transaction.7,normal,7,8,id(q4ec6.g.move.58)
q4ec6.transaction.8,normal,8,9,"id(q4ec6.g.move.59)..id(q4ec6.g.move.60.5), id(q4ec6.f.move.60), id(q4ec6.g.move.61), id(q4ec6.f.move.63.5), id(q4ec6.g.move.61.5)..id(q4ec6.g.move.64.5), id(q4ec6.f.move.64)..id(q4ec6.f.move.66.5), id(q4ec6.g.move.65)..id(q4ec6.g.move.67.5), id(q4ec6.f.move.67)..id(q4ec6.f.move.69.5), id(q4ec6.g.move.68)..id(q4ec6.g.move.70.5), id(q4ec6.f.move.70)..id(q4ec6.f.move.71.5), id(q4ec6.g.move.71)..id(q4ec6.g.move.74.5), id(q4ec6.f.move.72)..id(q4ec6.f.move.76.5), id(q4ec6.g.move.75)..id(q4ec6.g.move.77.5), id(q4ec6.f.move.77)..id(q4ec6.f.move.79.5), id(q4ec6.g.move.78)..id(q4ec6.g.move.79), id(q4ec6.f.move.80)"
q4ec6.transaction.9,normal,9,10,"id(q4ec6.g.move.82), id(q4ec6.f.move.83), id(q4ec6.g.move.84.5), id(q4ec6.f.move.87.5), id(q4ec6.g.move.85)..id(q4ec6.g.move.88.5), id(q4ec6.f.move.88)..id(q4ec6.f.move.90.5), id(q4ec6.g.move.89)..id(q4ec6.g.move.91.5), id(q4ec6.f.move.91)..id(q4ec6.f.move.92.5), id(q4ec6.g.move.92)..id(q4ec6.g.move.94.5), id(q4ec6.f.move.93)..id(q4ec6.f.move.95.5), id(q4ec6.g.move.95)..id(q4ec6.g.move.96.5), id(q4ec6.f.move.96)..id(q4ec6.f.move.97.5), id(q4ec6.g.move.97)..id(q4ec6.g.move.98.5), id(q4ec6.f.move.98)..id(q4ec6.f.move.99.5), id(q4ec6.g.move.99), id(q4ec6.f.move.100)..id(q4ec6.f.move.100.9)"
q4ec6.transaction.10,normal,10,11,"id(q4ec6.g.move.102), id(q4ec6.f.move.103)"
q4ec6.transaction.11,normal,11,12,"id(q4ec6.g.move.105)..id(q4ec6.g.move.108.5), id(q4ec6.f.move.106)..id(q4ec6.f.move.109.5), id(q4ec6.g.move.109)..id(q4ec6.g.move.111.5), id(q4ec6.f.move.110)..id(q4ec6.f.move.112.5), id(q4ec6.g.move.112)..id(q4ec6.g.move.113.5), id(q4ec6.f.move.113)..id(q4ec6.f.move.114.5), id(q4ec6.g.move.114), id(q4ec6.f.move.115)..id(q4ec6.f.move.115.9)"
q4ec6.transaction.12,normal,12,13,"id(q4ec6.g.move.117)..id(q4ec6.g.move.119.5), id(q4ec6.f.move.118)..id(q4ec6.f.move.120.5), id(q4ec6.g.move.120)..id(q4ec6.g.move.121.5), id(q4ec6.f.move.121)..id(q4ec6.f.move.122.5), id(q4ec6.g.move.122)..id(q4ec6.g.move.125.5), id(q4ec6.f.move.123)..id(q4ec6.f.move.126.5), id(q4ec6.g.move.126), id(q4ec6.f.move.127)..id(q4ec6.f.move.130)"
