transaction_id,type,map_start_point,map_end_point,children
q7ec5.transaction.1,normal,1,2,"id(q7ec5.g.move.1), id(q7ec5.f.move.2)..id(q7ec5.f.move.2.9), id(q7ec5.g.move.2.5), id(q7ec5.f.move.4.5), id(q7ec5.g.move.3)..id(q7ec5.g.move.5.5), id(q7ec5.f.move.5), id(q7ec5.g.move.6), id(q7ec5.f.move.7.5), id(q7ec5.g.move.6.5)..id(q7ec5.g.move.9.5), id(q7ec5.f.move.8)..id(q7ec5.f.move.9), id(q7ec5.g.move.10), id(q7ec5.f.move.10.5)..id(q7ec5.f.move.11)"
q7ec5.transaction.2,normal,2,3,"id(q7ec5.g.move.12)..id(q7ec5.g.move.14.5), id(q7ec5.f.move.13)..id(q7ec5.f.move.17.5), id(q7ec5.g.move.15)..id(q7ec5.g.move.17), id(q7ec5.f.move.18)..id(q7ec5.f.move.20.5), id(q7ec5.g.move.19.5)..id(q7ec5.g.move.20), id(q7ec5.f.move.21)..id(q7ec5.f.move.23)"
q7ec5.transaction.3,normal,3,4,"id(q7ec5.g.move.24)..id(q7ec5.g.move.26.5), id(q7ec5.f.move.26), id(q7ec5.g.move.27), id(q7ec5.f.move.30.5), id(q7ec5.g.move.27.5)..id(q7ec5.g.move.31.5), id(q7ec5.f.move.31)..id(q7ec5.f.move.32.5), id(q7ec5.g.move.32)..id(q7ec5.g.move.33.5), id(q7ec5.f.move.33)..id(q7ec5.f.move.34.5), id(q7ec5.g.move.34), id(q7ec5.f.move.35), id(q7ec5.g.move.35.5), id(q7ec5.f.move.37.5), id(q7ec5.g.move.36)..id(q7ec5.g.move.37), id(q7ec5.f.move.38), id(q7ec5.g.move.39.5), id(q7ec5.f.move.40.5), id(q7ec5.g.move.40), id(q7ec5.f.move.41)"
q7ec5.transaction.4,normal,4,5,"id(q7ec5.g.move.42)..id(q7ec5.g.move.45.5), id(q7ec5.f.move.43)..id(q7ec5.f.move.46.5), id(q7ec5.g.move.46)..id(q7ec5.g.move.47.5), id(q7ec5.f.move.47)..id(q7ec5.f.move.48.5), id(q7ec5.g.move.48)..id(q7ec5.g.move.49.5), id(q7ec5.f.move.49)..id(q7ec5.f.move.50.5), id(q7ec5.g.move.50)..id(q7ec5.g.move.51.5), id(q7ec5.f.move.51)..id(q7ec5.f.move.55.5), id(q7ec5.g.move.52)..id(q7ec5.g.move.55), id(q7ec5.f.move.56)"
q7ec5.transaction.5,normal,5,6,"id(q7ec5.g.move.57), id(q7ec5.f.move.58), id(q7ec5.g.move.58.5), id(q7ec5.f.move.59.5), id(q7ec5.g.move.59)..id(q7ec5.g.move.60.5), id(q7ec5.f.move.60)..id(q7ec5.f.move.61.5), id(q7ec5.g.move.61), id(q7ec5.f.move.62), id(q7ec5.g.move.62.5), id(q7ec5.f.move.63.5), id(q7ec5.g.move.63), id(q7ec5.f.move.64), id(q7ec5.g.move.64.5), id(q7ec5.f.move.66.5), id(q7ec5.g.move.65)..id(q7ec5.g.move.66), id(q7ec5.f.move.67), id(q7ec5.g.move.67.5), id(q7ec5.f.move.68.5), id(q7ec5.g.move.68), id(q7ec5.f.move.69), id(q7ec5.g.move.69.5), id(q7ec5.f.move.70.5), id(q7ec5.g.move.70)..id(q7ec5.g.move.71.5), id(q7ec5.f.move.71), id(q7ec5.g.move.72), id(q7ec5.f.move.73.5), id(q7ec5.g.move.72.5)..id(q7ec5.g.move.74.5), id(q7ec5.f.move.74)"
q7ec5.transaction.6,normal,6,7,"id(q7ec5.g.move.75), id(q7ec5.f.move.76)"
q7ec5.transaction.7,normal,7,8,"id(q7ec5.g.move.77)..id(q7ec5.g.move.79.5), id(q7ec5.f.move.79)..id(q7ec5.f.move.80.5), id(q7ec5.g.move.80)..id(q7ec5.g.move.81.5), id(q7ec5.f.move.81), id(q7ec5.g.move.82)"
q7ec5.transaction.8,irrelevant,,,"id(q7ec5.f.move.83), id(q7ec5.g.move.84), id(q7ec5.f.move.84.5), id(q7ec5.g.move.86.5), id(q7ec5.f.move.85)..id(q7ec5.f.move.86), id(q7ec5.g.move.87), id(q7ec5.f.move.89.5), id(q7ec5.g.move.87.4)..id(q7ec5.g.move.90.5), id(q7ec5.f.move.90)"
q7ec5.transaction.9,normal,8,9,"id(q7ec5.g.move.91), id(q7ec5.f.move.90.9), id(q7ec5.g.move.91.4), id(q7ec5.f.move.92.5), id(q7ec5.g.move.91.9)..id(q7ec5.g.move.92), id(q7ec5.f.move.93), id(q7ec5.g.move.93.5), id(q7ec5.f.move.94.5), id(q7ec5.g.move.94)..id(q7ec5.g.move.95.5), id(q7ec5.f.move.95)..id(q7ec5.f.move.97.5), id(q7ec5.g.move.96)..id(q7ec5.g.move.99.5), id(q7ec5.f.move.98)..id(q7ec5.f.move.102.5), id(q7ec5.g.move.100)..id(q7ec5.g.move.103.5), id(q7ec5.f.move.103)..id(q7ec5.f.move.105.5), id(q7ec5.g.move.104)..id(q7ec5.g.move.108.5), id(q7ec5.f.move.106)..id(q7ec5.f.move.109.5), id(q7ec5.g.move.109)..id(q7ec5.g.move.110.5), id(q7ec5.f.move.110), id(q7ec5.g.move.111)"
q7ec5.transaction.10,normal,9,10,"id(q7ec5.g.move.112), id(q7ec5.f.move.113)..id(q7ec5.f.move.115), id(q7ec5.g.move.115.5), id(q7ec5.f.move.116.5), id(q7ec5.g.move.116)..id(q7ec5.g.move.117.5), id(q7ec5.f.move.117), id(q7ec5.g.move.118), id(q7ec5.f.move.118.5), id(q7ec5.g.move.119.5), id(q7ec5.f.move.119)..id(q7ec5.f.move.121.5), id(q7ec5.g.move.120)..id(q7ec5.g.move.121), id(q7ec5.f.move.122)"
