transaction_id,type,map_start_point,map_end_point,children
q8ec8.transaction.1,normal,1,2,"id(q8ec8.g.move.1)..id(q8ec8.g.move.2.5), id(q8ec8.f.move.2)..id(q8ec8.f.move.4.5), id(q8ec8.g.move.3)..id(q8ec8.g.move.4), id(q8ec8.f.move.5)..id(q8ec8.f.move.7.5), id(q8ec8.g.move.6)..id(q8ec8.g.move.8.5), id(q8ec8.f.move.8)..id(q8ec8.f.move.10.5), id(q8ec8.g.move.9)..id(q8ec8.g.move.11.5), id(q8ec8.f.move.11), id(q8ec8.g.move.12)..id(q8ec8.g.move.12.5)"
q8ec8.transaction.2,normal,2,3,"id(q8ec8.g.move.13)..id(q8ec8.g.move.14.5), id(q8ec8.f.move.14)..id(q8ec8.f.move.14.4), id(q8ec8.g.move.15)..id(q8ec8.g.move.16.5), id(q8ec8.f.move.14.9)..id(q8ec8.f.move.17.5), id(q8ec8.g.move.17)..id(q8ec8.g.move.18.5), id(q8ec8.f.move.18)..id(q8ec8.f.move.19.5), id(q8ec8.g.move.19)..id(q8ec8.g.move.20.5), id(q8ec8.f.move.20)..id(q8ec8.f.move.21.5), id(q8ec8.g.move.21)..id(q8ec8.g.move.22.5), id(q8ec8.f.move.22)..id(q8ec8.f.move.23.5), id(q8ec8.g.move.23), id(q8ec8.f.move.24)"
q8ec8.transaction.3,normal,3,4,"id(q8ec8.g.move.25), id(q8ec8.f.move.26)"
q8ec8.transaction.4,normal,4,5,"id(q8ec8.g.move.27)..id(q8ec8.g.move.28.5), id(q8ec8.f.move.28)..id(q8ec8.f.move.30.5), id(q8ec8.g.move.29)..id(q8ec8.g.move.31.5), id(q8ec8.f.move.31)..id(q8ec8.f.move.32.5), id(q8ec8.g.move.32)..id(q8ec8.g.move.33.5), id(q8ec8.f.move.33)..id(q8ec8.f.move.35.5), id(q8ec8.g.move.34)..id(q8ec8.g.move.35), id(q8ec8.f.move.36)"
q8ec8.transaction.5,normal,5,6,"id(q8ec8.g.move.35.9)..id(q8ec8.g.move.38.5), id(q8ec8.f.move.38)..id(q8ec8.f.move.39.5), id(q8ec8.g.move.39)..id(q8ec8.g.move.41.5), id(q8ec8.f.move.40)..id(q8ec8.f.move.42.5), id(q8ec8.g.move.42)..id(q8ec8.g.move.44.5), id(q8ec8.f.move.43)..id(q8ec8.f.move.46.5), id(q8ec8.g.move.45)..id(q8ec8.g.move.48.5), id(q8ec8.f.move.47)..id(q8ec8.f.move.49.5), id(q8ec8.g.move.49)..id(q8ec8.g.move.50.5), id(q8ec8.f.move.50)..id(q8ec8.f.move.51.5), id(q8ec8.g.move.51), id(q8ec8.f.move.52)"
q8ec8.transaction.6,normal,6,7,"id(q8ec8.g.move.53)..id(q8ec8.g.move.55.5), id(q8ec8.f.move.55)..id(q8ec8.f.move.56.5), id(q8ec8.g.move.56)..id(q8ec8.g.move.57.5), id(q8ec8.f.move.57)..id(q8ec8.f.move.59.5), id(q8ec8.g.move.58)..id(q8ec8.g.move.60.5), id(q8ec8.f.move.60)..id(q8ec8.f.move.61.5), id(q8ec8.g.move.61)..id(q8ec8.g.move.62.5), id(q8ec8.f.move.62)..id(q8ec8.f.move.63.5), id(q8ec8.g.move.63)..id(q8ec8.g.move.64.5), id(q8ec8.f.move.64), id(q8ec8.g.move.65)"
q8ec8.transaction.7,normal,7,8,"id(q8ec8.g.move.66)..id(q8ec8.g.move.67.5), id(q8ec8.f.move.67)..id(q8ec8.f.move.69.5), id(q8ec8.g.move.68)..id(q8ec8.g.move.69), id(q8ec8.f.move.70)"
q8ec8.transaction.8,normal,8,9,"id(q8ec8.g.move.71)..id(q8ec8.g.move.72.5), id(q8ec8.f.move.72)..id(q8ec8.f.move.73.5), id(q8ec8.g.move.73)..id(q8ec8.g.move.74.5), id(q8ec8.f.move.74)..id(q8ec8.f.move.75.5), id(q8ec8.g.move.75)..id(q8ec8.g.move.76.5), id(q8ec8.f.move.76)..id(q8ec8.f.move.77.5), id(q8ec8.g.move.77)..id(q8ec8.g.move.78.5), id(q8ec8.f.move.78)..id(q8ec8.f.move.79.5), id(q8ec8.g.move.79)..id(q8ec8.g.move.80.5), id(q8ec8.f.move.80)..id(q8ec8.f.move.81.5), id(q8ec8.g.move.81)..id(q8ec8.g.move.82.5), id(q8ec8.f.move.82)..id(q8ec8.f.move.83.5), id(q8ec8.g.move.83)..id(q8ec8.g.move.84.5), id(q8ec8.f.move.84)..id(q8ec8.f.move.85.5), id(q8ec8.g.move.85)..id(q8ec8.g.move.85.9), id(q8ec8.f.move.86)"
q8ec8.transaction.9,normal,9,10,"id(q8ec8.g.move.87)..id(q8ec8.g.move.88.5), id(q8ec8.f.move.88)..id(q8ec8.f.move.89.5), id(q8ec8.g.move.89)..id(q8ec8.g.move.91.5), id(q8ec8.f.move.90)..id(q8ec8.f.move.92.5), id(q8ec8.g.move.92)..id(q8ec8.g.move.93.5), id(q8ec8.f.move.93)..id(q8ec8.f.move.95.5), id(q8ec8.g.move.94)..id(q8ec8.g.move.95), id(q8ec8.f.move.96)"
q8ec8.transaction.10,normal,10,11,"id(q8ec8.g.move.97)..id(q8ec8.g.move.99.5), id(q8ec8.f.move.98)..id(q8ec8.f.move.100.5), id(q8ec8.g.move.100)..id(q8ec8.g.move.101.5), id(q8ec8.f.move.101)..id(q8ec8.f.move.102.5), id(q8ec8.g.move.102)..id(q8ec8.g.move.103.5), id(q8ec8.f.move.103)..id(q8ec8.f.move.105.5), id(q8ec8.g.move.104)..id(q8ec8.g.move.105), id(q8ec8.f.move.106)"
q8ec8.transaction.11,normal,11,12,"id(q8ec8.g.move.107)..id(q8ec8.g.move.109.5), id(q8ec8.f.move.109)..id(q8ec8.f.move.110.5), id(q8ec8.g.move.110)..id(q8ec8.g.move.113.5), id(q8ec8.f.move.111)..id(q8ec8.f.move.115.5), id(q8ec8.g.move.114)..id(q8ec8.g.move.117.5), id(q8ec8.f.move.116)..id(q8ec8.f.move.116.5), id(q8ec8.g.move.118), id(q8ec8.f.move.117)"
q8ec8.transaction.12,normal,12,13,"id(q8ec8.g.move.119)..id(q8ec8.g.move.120.5), id(q8ec8.f.move.120)..id(q8ec8.f.move.123.5), id(q8ec8.g.move.121)..id(q8ec8.g.move.124.5), id(q8ec8.f.move.124)..id(q8ec8.f.move.125.5), id(q8ec8.g.move.125)..id(q8ec8.g.move.126.5), id(q8ec8.f.move.126), id(q8ec8.g.move.127)"
