transaction_id,type,map_start_point,map_end_point,children
q6ec2.transaction.1,normal,1,2,"id(q6ec2.g.move.1)..id(q6ec2.g.move.2), id(q6ec2.f.move.3)"
q6ec2.transaction.2,normal,2,3,"id(q6ec2.g.move.4)..id(q6ec2.g.move.5.5), id(q6ec2.f.move.5)..id(q6ec2.f.move.6.5), id(q6ec2.g.move.6)..id(q6ec2.g.move.7.5), id(q6ec2.f.move.7), id(q6ec2.g.move.8), id(q6ec2.f.move.9.5), id(q6ec2.g.move.8.5)..id(q6ec2.g.move.10.5), id(q6ec2.f.move.10), id(q6ec2.g.move.11), id(q6ec2.f.move.12.5), id(q6ec2.g.move.11.5)..id(q6ec2.g.move.13.5), id(q6ec2.f.move.13), id(q6ec2.g.move.14)..id(q6ec2.g.move.16), id(q6ec2.f.move.17.5), id(q6ec2.g.move.16.5)..id(q6ec2.g.move.18.5), id(q6ec2.f.move.18), id(q6ec2.g.move.19), id(q6ec2.f.move.21.5), id(q6ec2.g.move.20.5)..id(q6ec2.g.move.22.5), id(q6ec2.f.move.22)..id(q6ec2.f.move.23.5), id(q6ec2.g.move.23)..id(q6ec2.g.move.25.5), id(q6ec2.f.move.24)..id(q6ec2.f.move.27.5), id(q6ec2.g.move.26)..id(q6ec2.g.move.27), id(q6ec2.f.move.28)"
q6ec2.transaction.3,normal,3,4,"id(q6ec2.g.move.29)..id(q6ec2.g.move.31.5), id(q6ec2.f.move.30)..id(q6ec2.f.move.34.5), id(q6ec2.g.move.32)..id(q6ec2.g.move.36.5), id(q6ec2.f.move.35)..id(q6ec2.f.move.38.5), id(q6ec2.g.move.37)..id(q6ec2.g.move.39.5), id(q6ec2.f.move.39)..id(q6ec2.f.move.40.5), id(q6ec2.g.move.40)..id(q6ec2.g.move.41.5), id(q6ec2.f.move.41)..id(q6ec2.f.move.42.5), id(q6ec2.g.move.42), id(q6ec2.f.move.43)"
q6ec2.transaction.4,normal,4,5,"id(q6ec2.g.move.44)..id(q6ec2.g.move.47.5), id(q6ec2.f.move.46)..id(q6ec2.f.move.49.5), id(q6ec2.g.move.48)..id(q6ec2.g.move.52.5), id(q6ec2.f.move.50)..id(q6ec2.f.move.54.5), id(q6ec2.g.move.53)..id(q6ec2.g.move.55.5), id(q6ec2.f.move.55)..id(q6ec2.f.move.56.5), id(q6ec2.g.move.56)..id(q6ec2.g.move.57.5), id(q6ec2.f.move.57)..id(q6ec2.f.move.58.5), id(q6ec2.g.move.58)..id(q6ec2.g.move.59.5), id(q6ec2.f.move.59)..id(q6ec2.f.move.61.5), id(q6ec2.g.move.60)..id(q6ec2.g.move.62.5), id(q6ec2.f.move.62)"
q6ec2.transaction.5,normal,5,7,"id(q6ec2.g.move.63)..id(q6ec2.g.move.65.5), id(q6ec2.f.move.65), id(q6ec2.g.move.66), id(q6ec2.f.move.66.5), id(q6ec2.g.move.67.5), id(q6ec2.f.move.67)..id(q6ec2.f.move.68.5), id(q6ec2.g.move.68), id(q6ec2.f.move.69), id(q6ec2.g.move.69.5), id(q6ec2.f.move.70.5), id(q6ec2.g.move.70), id(q6ec2.f.move.71), id(q6ec2.g.move.71.5), id(q6ec2.f.move.72.5), id(q6ec2.g.move.72)..id(q6ec2.g.move.73.5), id(q6ec2.f.move.73)"
q6ec2.transaction.6,normal,7,8,"id(q6ec2.g.move.74)..id(q6ec2.g.move.75.5), id(q6ec2.f.move.75)..id(q6ec2.f.move.76.5), id(q6ec2.g.move.76), id(q6ec2.f.move.77), id(q6ec2.g.move.77.5), id(q6ec2.f.move.78.5), id(q6ec2.g.move.78), id(q6ec2.f.move.79)"
q6ec2.transaction.7,review,5,8,"id(q6ec2.f.move.80)..id(q6ec2.f.move.81.5), id(q6ec2.g.move.81), id(q6ec2.f.move.82), id(q6ec2.g.move.82.5), id(q6ec2.f.move.83.5), id(q6ec2.g.move.83)..id(q6ec2.g.move.85.5), id(q6ec2.f.move.84)..id(q6ec2.f.move.87.5), id(q6ec2.g.move.86)..id(q6ec2.g.move.87), id(q6ec2.f.move.88)..id(q6ec2.f.move.89.5), id(q6ec2.g.move.90.5), id(q6ec2.f.move.90)..id(q6ec2.f.move.91.5), id(q6ec2.g.move.91)..id(q6ec2.g.move.92.5), id(q6ec2.f.move.92), id(q6ec2.g.move.93), id(q6ec2.f.move.97.5), id(q6ec2.g.move.93.5)..id(q6ec2.g.move.98.5), id(q6ec2.f.move.98)..id(q6ec2.f.move.99.5), id(q6ec2.g.move.99)..id(q6ec2.g.move.102.5), id(q6ec2.f.move.100)..id(q6ec2.f.move.103.5), id(q6ec2.g.move.103), id(q6ec2.f.move.104), id(q6ec2.g.move.104.5), id(q6ec2.f.move.109.5), id(q6ec2.g.move.105)..id(q6ec2.g.move.109)"
q6ec2.transaction.8,review,5,6,"id(q6ec2.f.move.110)..id(q6ec2.f.move.113.5), id(q6ec2.g.move.111)..id(q6ec2.g.move.114.5), id(q6ec2.f.move.114)..id(q6ec2.f.move.116), id(q6ec2.g.move.115), id(q6ec2.f.move.116.4), id(q6ec2.g.move.117.5), id(q6ec2.f.move.116.5)..id(q6ec2.f.move.118.5), id(q6ec2.g.move.118)..id(q6ec2.g.move.119.5), id(q6ec2.f.move.119)..id(q6ec2.f.move.120.5), id(q6ec2.g.move.120), id(q6ec2.f.move.121), id(q6ec2.g.move.121.5), id(q6ec2.f.move.123.5), id(q6ec2.g.move.122)..id(q6ec2.g.move.124.5), id(q6ec2.f.move.124)..id(q6ec2.f.move.125.5), id(q6ec2.g.move.125)..id(q6ec2.g.move.129.5), id(q6ec2.f.move.126)..id(q6ec2.f.move.130.5), id(q6ec2.g.move.130), id(q6ec2.f.move.131)..id(q6ec2.f.move.133)"
q6ec2.transaction.9,review,5,6,"id(q6ec2.g.move.134)..id(q6ec2.g.move.135), id(q6ec2.f.move.136)..id(q6ec2.f.move.137), id(q6ec2.g.move.137.5), id(q6ec2.f.move.139.5), id(q6ec2.g.move.138)..id(q6ec2.g.move.141.5), id(q6ec2.f.move.140)..id(q6ec2.f.move.144.5), id(q6ec2.g.move.142)..id(q6ec2.g.move.145.5), id(q6ec2.f.move.145)..id(q6ec2.f.move.147.5), id(q6ec2.g.move.146)..id(q6ec2.g.move.148.5), id(q6ec2.f.move.148)..id(q6ec2.f.move.149.5), id(q6ec2.g.move.149), id(q6ec2.f.move.150), id(q6ec2.g.move.150.5), id(q6ec2.f.move.152.5), id(q6ec2.g.move.151)..id(q6ec2.g.move.153.5), id(q6ec2.f.move.153)..id(q6ec2.f.move.154.5), id(q6ec2.g.move.154), id(q6ec2.f.move.154.6)..id(q6ec2.f.move.155.2)"
q6ec2.transaction.10,review,7,8,"id(q6ec2.g.move.156)..id(q6ec2.g.move.159.5), id(q6ec2.f.move.155.9)..id(q6ec2.f.move.160.5), id(q6ec2.g.move.160), id(q6ec2.f.move.161)"
