transaction_id,type,map_start_point,map_end_point,children
q3ec6.transaction.1,normal,1,2,"id(q3ec6.g.move.1), id(q3ec6.f.move.2)"
q3ec6.transaction.2,normal,2,3,"id(q3ec6.g.move.3)..id(q3ec6.g.move.4.5), id(q3ec6.f.move.4)"
q3ec6.transaction.3,normal,3,4,"id(q3ec6.g.move.5)..id(q3ec6.g.move.6.5), id(q3ec6.f.move.6)..id(q3ec6.f.move.7.5), id(q3ec6.g.move.7), id(q3ec6.f.move.8)"
q3ec6.transaction.4,normal,4,5,"id(q3ec6.g.move.9)..id(q3ec6.g.move.10.5), id(q3ec6.f.move.10)..id(q3ec6.f.move.11.5), id(q3ec6.g.move.11)..id(q3ec6.g.move.12.5), id(q3ec6.f.move.12)..id(q3ec6.f.move.13.5), id(q3ec6.g.move.13)..id(q3ec6.g.move.14.5), id(q3ec6.f.move.14), id(q3ec6.g.move.15)"
q3ec6.transaction.5,normal,5,6,"id(q3ec6.g.move.16)..id(q3ec6.g.move.17.5), id(q3ec6.f.move.17), id(q3ec6.g.move.18)..id(q3ec6.g.move.18.5), id(q3ec6.f.move.19.5), id(q3ec6.g.move.19), id(q3ec6.f.move.20)"
q3ec6.transaction.6,normal,6,7,"id(q3ec6.g.move.22)..id(q3ec6.g.move.23.5), id(q3ec6.f.move.23), id(q3ec6.g.move.24), id(q3ec6.f.move.25.5), id(q3ec6.g.move.24.5)..id(q3ec6.g.move.25.4), id(q3ec6.f.move.26), id(q3ec6.g.move.25.9)"
q3ec6.transaction.7,normal,7,8,"id(q3ec6.f.move.28)..id(q3ec6.f.move.30.5), id(q3ec6.g.move.29)..id(q3ec6.g.move.31.5), id(q3ec6.f.move.31)..id(q3ec6.f.move.32.5), id(q3ec6.g.move.32)..id(q3ec6.g.move.33.5), id(q3ec6.f.move.33)..id(q3ec6.f.move.36.5), id(q3ec6.g.move.34)..id(q3ec6.g.move.37.5), id(q3ec6.f.move.37)..id(q3ec6.f.move.38.5), id(q3ec6.g.move.38)..id(q3ec6.g.move.39.5), id(q3ec6.f.move.39)..id(q3ec6.f.move.41.5), id(q3ec6.g.move.40)..id(q3ec6.g.move.41), id(q3ec6.f.move.42)"
q3ec6.transaction.8,normal,8,9,"id(q3ec6.g.move.44)..id(q3ec6.g.move.46), id(q3ec6.f.move.45)..id(q3ec6.f.move.47)"
q3ec6.transaction.9,normal,9,10,"id(q3ec6.g.move.48)..id(q3ec6.g.move.49.5), id(q3ec6.f.move.49)..id(q3ec6.f.move.50.5), id(q3ec6.g.move.50)..id(q3ec6.g.move.51.5), id(q3ec6.f.move.51)"
q3ec6.transaction.10,normal,10,11,"id(q3ec6.g.move.52)..id(q3ec6.g.move.54.5), id(q3ec6.f.move.53)..id(q3ec6.f.move.56.5), id(q3ec6.g.move.55)..id(q3ec6.g.move.56), id(q3ec6.f.move.57)"
q3ec6.transaction.11,normal,11,12,"id(q3ec6.g.move.58)..id(q3ec6.g.move.59.5), id(q3ec6.f.move.59)..id(q3ec6.f.move.62.5), id(q3ec6.g.move.60)..id(q3ec6.g.move.63.5), id(q3ec6.f.move.63)..id(q3ec6.f.move.64.5), id(q3ec6.g.move.64)..id(q3ec6.g.move.66.5), id(q3ec6.f.move.65)..id(q3ec6.f.move.68.5), id(q3ec6.g.move.67)..id(q3ec6.g.move.68), id(q3ec6.f.move.69)"
q3ec6.transaction.12,normal,12,13,"id(q3ec6.g.move.70)..id(q3ec6.g.move.71.5), id(q3ec6.f.move.71), id(q3ec6.g.move.72), id(q3ec6.f.move.72.5), id(q3ec6.g.move.73.5), id(q3ec6.f.move.73), id(q3ec6.g.move.74), id(q3ec6.f.move.75.5), id(q3ec6.g.move.74.5)..id(q3ec6.g.move.76.5), id(q3ec6.f.move.76)"
q3ec6.transaction.13,normal,13,14,"id(q3ec6.g.move.77), id(q3ec6.f.move.78)..id(q3ec6.f.move.81), id(q3ec6.g.move.81.5), id(q3ec6.f.move.82.5), id(q3ec6.g.move.82)..id(q3ec6.g.move.83.5), id(q3ec6.f.move.83), id(q3ec6.g.move.84)"
