transaction_id,type,map_start_point,map_end_point,children
q2ec2.transaction.1,normal,1,2,"id(q2ec2.g.move.1)..id(q2ec2.g.move.3.5), id(q2ec2.f.move.3)..id(q2ec2.f.move.4.5), id(q2ec2.g.move.4)..id(q2ec2.g.move.5.5), id(q2ec2.f.move.5)..id(q2ec2.f.move.6.5), id(q2ec2.g.move.6)..id(q2ec2.g.move.7.5), id(q2ec2.f.move.7)..id(q2ec2.f.move.8.5), id(q2ec2.g.move.8)..id(q2ec2.g.move.9.5), id(q2ec2.f.move.9), id(q2ec2.g.move.10), id(q2ec2.f.move.12.5), id(q2ec2.g.move.10.5)..id(q2ec2.g.move.14.5), id(q2ec2.f.move.13)..id(q2ec2.f.move.16.5), id(q2ec2.g.move.15)..id(q2ec2.g.move.19.5), id(q2ec2.f.move.17)..id(q2ec2.f.move.20.5), id(q2ec2.g.move.20)..id(q2ec2.g.move.21.5), id(q2ec2.f.move.21)..id(q2ec2.f.move.22.5), id(q2ec2.g.move.22), id(q2ec2.f.move.23)"
q2ec2.transaction.2,normal,2,3,"id(q2ec2.g.move.24)..id(q2ec2.g.move.27.5), id(q2ec2.f.move.26)..id(q2ec2.f.move.29.5), id(q2ec2.g.move.28)..id(q2ec2.g.move.29), id(q2ec2.f.move.30)"
q2ec2.transaction.3,normal,3,4,"id(q2ec2.g.move.31), id(q2ec2.f.move.32)..id(q2ec2.f.move.34)"
q2ec2.transaction.4,normal,4,5,"id(q2ec2.g.move.35)..id(q2ec2.g.move.36), id(q2ec2.f.move.37)"
q2ec2.transaction.5,normal,5,6,"id(q2ec2.g.move.38)..id(q2ec2.g.move.40.5), id(q2ec2.f.move.39)..id(q2ec2.f.move.42.5), id(q2ec2.g.move.41)..id(q2ec2.g.move.42), id(q2ec2.f.move.43)..id(q2ec2.f.move.45)"
q2ec2.transaction.6,normal,6,7,"id(q2ec2.g.move.46)..id(q2ec2.g.move.47.5), id(q2ec2.f.move.47)..id(q2ec2.f.move.49.5), id(q2ec2.g.move.48)..id(q2ec2.g.move.49), id(q2ec2.f.move.50)..id(q2ec2.f.move.53)"
q2ec2.transaction.7,normal,7,8,"id(q2ec2.g.move.54), id(q2ec2.f.move.55), id(q2ec2.g.move.55.5), id(q2ec2.f.move.56.5), id(q2ec2.g.move.56)..id(q2ec2.g.move.57.5), id(q2ec2.f.move.57)..id(q2ec2.f.move.58.5), id(q2ec2.g.move.58)..id(q2ec2.g.move.61.5), id(q2ec2.f.move.59)..id(q2ec2.f.move.62.5), id(q2ec2.g.move.62)..id(q2ec2.g.move.63.5), id(q2ec2.f.move.63)..id(q2ec2.f.move.64.5), id(q2ec2.g.move.64)..id(q2ec2.g.move.65.5), id(q2ec2.f.move.65)..id(q2ec2.f.move.66.5), id(q2ec2.g.move.66), id(q2ec2.f.move.67)"
q2ec2.transaction.8,normal,8,9,"id(q2ec2.g.move.68), id(q2ec2.f.move.69)"
q2ec2.transaction.9,normal,9,10,"id(q2ec2.g.move.70), id(q2ec2.f.move.71), id(q2ec2.g.move.71.5), id(q2ec2.f.move.73.5), id(q2ec2.g.move.72)"
q2ec2.transaction.10,normal,10,11,"id(q2ec2.g.move.73)..id(q2ec2.g.move.74.5), id(q2ec2.f.move.74)..id(q2ec2.f.move.75.5), id(q2ec2.g.move.75)..id(q2ec2.g.move.76.5), id(q2ec2.f.move.76)..id(q2ec2.f.move.77.5), id(q2ec2.g.move.77)..id(q2ec2.g.move.79.5), id(q2ec2.f.move.78)..id(q2ec2.f.move.80.5), id(q2ec2.g.move.80)..id(q2ec2.g.move.81.5), id(q2ec2.f.move.81)..id(q2ec2.f.move.85.5), id(q2ec2.g.move.82)..id(q2ec2.g.move.87.5), id(q2ec2.f.move.86)..id(q2ec2.f.move.88.5), id(q2ec2.g.move.88)..id(q2ec2.g.move.89.5), id(q2ec2.f.move.89)..id(q2ec2.f.move.90.5), id(q2ec2.g.move.90), id(q2ec2.f.move.91), id(q2ec2.g.move.91.5), id(q2ec2.f.move.92.5), id(q2ec2.g.move.92), id(q2ec2.f.move.93)"
q2ec2.transaction.11,normal,11,12,"id(q2ec2.g.move.94), id(q2ec2.f.move.95), id(q2ec2.g.move.95.5), id(q2ec2.f.move.96.5), id(q2ec2.g.move.96)..id(q2ec2.g.move.97.5), id(q2ec2.f.move.97)..id(q2ec2.f.move.98.5), id(q2ec2.g.move.98), id(q2ec2.f.move.99)"
q2ec2.transaction.12,normal,12,13,"id(q2ec2.g.move.100)..id(q2ec2.g.move.102.5), id(q2ec2.f.move.102)..id(q2ec2.f.move.103.5), id(q2ec2.g.move.103)..id(q2ec2.g.move.104.5), id(q2ec2.f.move.104), id(q2ec2.g.move.105), id(q2ec2.f.move.106.5), id(q2ec2.g.move.105.5)..id(q2ec2.g.move.106), id(q2ec2.f.move.107), id(q2ec2.g.move.107.5), id(q2ec2.f.move.108.5), id(q2ec2.g.move.108)..id(q2ec2.g.move.109.5), id(q2ec2.f.move.109)..id(q2ec2.f.move.110.5), id(q2ec2.g.move.110), id(q2ec2.f.move.111), id(q2ec2.g.move.111.5), id(q2ec2.f.move.112.5), id(q2ec2.g.move.112)..id(q2ec2.g.move.113.5), id(q2ec2.f.move.113)..id(q2ec2.f.move.115.5), id(q2ec2.g.move.114)..id(q2ec2.g.move.116.5), id(q2ec2.f.move.116)..id(q2ec2.f.move.117.5), id(q2ec2.g.move.117)..id(q2ec2.g.move.118.5), id(q2ec2.f.move.118)..id(q2ec2.f.move.119.5), id(q2ec2.g.move.119), id(q2ec2.f.move.120), id(q2ec2.g.move.120.5), id(q2ec2.f.move.122.5), id(q2ec2.g.move.121)..id(q2ec2.g.move.122), id(q2ec2.f.move.123)"
q2ec2.transaction.13,normal,13,14,"id(q2ec2.g.move.124)..id(q2ec2.g.move.124.4), id(q2ec2.f.move.125)..id(q2ec2.f.move.128.5), id(q2ec2.g.move.124.9)..id(q2ec2.g.move.128), id(q2ec2.f.move.129)..id(q2ec2.f.move.131)"
q2ec2.transaction.14,normal,14,15,"id(q2ec2.g.move.132)..id(q2ec2.g.move.133.5), id(q2ec2.f.move.133)..id(q2ec2.f.move.137.5), id(q2ec2.g.move.137), id(q2ec2.f.move.138)"
