transaction_id,type,map_start_point,map_end_point,children
q5ec5.transaction.1,normal,1,2,"id(q5ec5.g.move.1)..id(q5ec5.g.move.2), id(q5ec5.f.move.3), id(q5ec5.g.move.3.5), id(q5ec5.f.move.4.5), id(q5ec5.g.move.4)..id(q5ec5.g.move.5.5), id(q5ec5.f.move.5)..id(q5ec5.f.move.6.5), id(q5ec5.g.move.6)..id(q5ec5.g.move.6.9), id(q5ec5.f.move.7)..id(q5ec5.f.move.7.9), id(q5ec5.g.move.7.5), id(q5ec5.f.move.8.5), id(q5ec5.g.move.8)..id(q5ec5.g.move.9.5), id(q5ec5.f.move.9)..id(q5ec5.f.move.10.5), id(q5ec5.g.move.10), id(q5ec5.f.move.11), id(q5ec5.g.move.11.5), id(q5ec5.f.move.12.5), id(q5ec5.g.move.12)..id(q5ec5.g.move.13.5), id(q5ec5.f.move.13)..id(q5ec5.f.move.14.5), id(q5ec5.g.move.14)..id(q5ec5.g.move.15.5), id(q5ec5.f.move.15)..id(q5ec5.f.move.16.5), id(q5ec5.g.move.16), id(q5ec5.f.move.17)"
q5ec5.transaction.2,normal,2,3,"id(q5ec5.g.move.18)..id(q5ec5.g.move.19), id(q5ec5.f.move.20)..id(q5ec5.f.move.21), id(q5ec5.g.move.21.5), id(q5ec5.f.move.22.5), id(q5ec5.g.move.22)..id(q5ec5.g.move.23.5), id(q5ec5.f.move.23)..id(q5ec5.f.move.24.5), id(q5ec5.g.move.24)..id(q5ec5.g.move.25.5), id(q5ec5.f.move.25)..id(q5ec5.f.move.26.5), id(q5ec5.g.move.26)..id(q5ec5.g.move.27.5), id(q5ec5.f.move.27)..id(q5ec5.f.move.28.5), id(q5ec5.g.move.28)..id(q5ec5.g.move.29.5), id(q5ec5.f.move.29)..id(q5ec5.f.move.30.5), id(q5ec5.g.move.30)..id(q5ec5.g.move.31.5), id(q5ec5.f.move.31)..id(q5ec5.f.move.32.5), id(q5ec5.g.move.32)..id(q5ec5.g.move.33.5), id(q5ec5.f.move.33)..id(q5ec5.f.move.34.5), id(q5ec5.g.move.34)..id(q5ec5.g.move.35.5), id(q5ec5.f.move.35)..id(q5ec5.f.move.36.5), id(q5ec5.g.move.36)..id(q5ec5.g.move.37.5), id(q5ec5.f.move.37)"
q5ec5.transaction.3,normal,3,4,id(q5ec5.g.move.38)
q5ec5.transaction.4,review,2,4,"id(q5ec5.f.move.39)..id(q5ec5.f.move.40.5), id(q5ec5.g.move.40)..id(q5ec5.g.move.41.5), id(q5ec5.f.move.41)..id(q5ec5.f.move.43.5), id(q5ec5.g.move.42)..id(q5ec5.g.move.43), id(q5ec5.f.move.44), id(q5ec5.g.move.44.5), id(q5ec5.f.move.45.5), id(q5ec5.g.move.45)..id(q5ec5.g.move.46.5), id(q5ec5.f.move.46)..id(q5ec5.f.move.47.5), id(q5ec5.g.move.47)..id(q5ec5.g.move.48.5), id(q5ec5.f.move.48)"
q5ec5.transaction.5,normal,4,5,"id(q5ec5.g.move.49)..id(q5ec5.g.move.50.5), id(q5ec5.f.move.50)..id(q5ec5.f.move.52.5), id(q5ec5.g.move.51)..id(q5ec5.g.move.53.5), id(q5ec5.f.move.53)"
q5ec5.transaction.6,normal,5,6,"id(q5ec5.g.move.54)..id(q5ec5.g.move.56.5), id(q5ec5.f.move.55)"
q5ec5.transaction.7,normal,6,7,"id(q5ec5.g.move.57), id(q5ec5.f.move.57.5), id(q5ec5.g.move.57.4)..id(q5ec5.g.move.57.9), id(q5ec5.f.move.58), id(q5ec5.g.move.58.5), id(q5ec5.f.move.59.5), id(q5ec5.g.move.59)..id(q5ec5.g.move.60.5), id(q5ec5.f.move.60)..id(q5ec5.f.move.61.5), id(q5ec5.g.move.61)..id(q5ec5.g.move.62.5), id(q5ec5.f.move.62)..id(q5ec5.f.move.63.5), id(q5ec5.g.move.63)..id(q5ec5.g.move.66.5), id(q5ec5.f.move.64)..id(q5ec5.f.move.66)"
q5ec5.transaction.8,normal,7,8,"id(q5ec5.g.move.67)..id(q5ec5.g.move.68.5), id(q5ec5.f.move.68)..id(q5ec5.f.move.70.5), id(q5ec5.g.move.69)"
q5ec5.transaction.9,normal,8,9,"id(q5ec5.g.move.70), id(q5ec5.f.move.71), id(q5ec5.g.move.70.4), id(q5ec5.f.move.71.5), id(q5ec5.g.move.70.9)..id(q5ec5.g.move.72.5), id(q5ec5.f.move.72)..id(q5ec5.f.move.73.5), id(q5ec5.g.move.73)..id(q5ec5.g.move.74.5), id(q5ec5.f.move.74)..id(q5ec5.f.move.76.5), id(q5ec5.g.move.75)..id(q5ec5.g.move.77.5), id(q5ec5.f.move.77)..id(q5ec5.f.move.78.5), id(q5ec5.g.move.78)..id(q5ec5.g.move.79.5), id(q5ec5.f.move.79)..id(q5ec5.f.move.81.5), id(q5ec5.g.move.80)"
q5ec5.transaction.10,normal,9,10,"id(q5ec5.g.move.81)..id(q5ec5.g.move.82.5), id(q5ec5.f.move.82)..id(q5ec5.f.move.83.5), id(q5ec5.g.move.83)..id(q5ec5.g.move.84.5), id(q5ec5.f.move.84)..id(q5ec5.f.move.86.5), id(q5ec5.g.move.85)..id(q5ec5.g.move.87.5), id(q5ec5.f.move.87)..id(q5ec5.f.move.89.5), id(q5ec5.g.move.88)..id(q5ec5.g.move.89), id(q5ec5.f.move.90)"
