transaction_id,type,map_start_point,map_end_point,children
q3ec7.transaction.1,normal,1,2,"id(q3ec7.g.move.1)..id(q3ec7.g.move.2), id(q3ec7.f.move.3), id(q3ec7.g.move.3.5), id(q3ec7.f.move.4.5), id(q3ec7.g.move.4), id(q3ec7.f.move.5), id(q3ec7.g.move.5.5), id(q3ec7.f.move.6.5), id(q3ec7.g.move.6)..id(q3ec7.g.move.7.5), id(q3ec7.f.move.7)..id(q3ec7.f.move.8.5), id(q3ec7.g.move.8), id(q3ec7.f.move.9)"
q3ec7.transaction.2,normal,2,3,"id(q3ec7.g.move.10)..id(q3ec7.g.move.11), id(q3ec7.f.move.13), id(q3ec7.g.move.13.5), id(q3ec7.f.move.14.5), id(q3ec7.g.move.14)..id(q3ec7.g.move.14.4), id(q3ec7.f.move.15)..id(q3ec7.f.move.16.5), id(q3ec7.g.move.14.9)..id(q3ec7.g.move.17.5), id(q3ec7.f.move.17)..id(q3ec7.f.move.19.5), id(q3ec7.g.move.18)..id(q3ec7.g.move.21.5), id(q3ec7.f.move.20), id(q3ec7.g.move.22)..id(q3ec7.g.move.24.5), id(q3ec7.f.move.21)..id(q3ec7.f.move.27.5), id(q3ec7.g.move.25)..id(q3ec7.g.move.27), id(q3ec7.f.move.28), id(q3ec7.g.move.29.5), id(q3ec7.f.move.28.5)..id(q3ec7.f.move.29), id(q3ec7.g.move.30)..id(q3ec7.g.move.32)"
q3ec7.transaction.3,normal,3,4,"id(q3ec7.g.move.34), id(q3ec7.f.move.35), id(q3ec7.g.move.35.5), id(q3ec7.f.move.36.5), id(q3ec7.g.move.36)..id(q3ec7.g.move.37.5), id(q3ec7.f.move.37)..id(q3ec7.f.move.38.5), id(q3ec7.g.move.38)..id(q3ec7.g.move.39.5), id(q3ec7.f.move.39), id(q3ec7.g.move.40)"
q3ec7.transaction.4,normal,4,5,"id(q3ec7.g.move.41)..id(q3ec7.g.move.42.5), id(q3ec7.f.move.42)..id(q3ec7.f.move.43.5), id(q3ec7.g.move.43), id(q3ec7.f.move.44), id(q3ec7.g.move.44.5), id(q3ec7.f.move.45.5), id(q3ec7.g.move.45)..id(q3ec7.g.move.46.5), id(q3ec7.f.move.46)"
q3ec7.transaction.5,normal,5,6,"id(q3ec7.g.move.47), id(q3ec7.f.move.49.5), id(q3ec7.g.move.47.5)..id(q3ec7.g.move.50.5), id(q3ec7.f.move.50)..id(q3ec7.f.move.51.5), id(q3ec7.g.move.51)..id(q3ec7.g.move.53.5), id(q3ec7.f.move.52)..id(q3ec7.f.move.53)"
q3ec7.transaction.6,normal,6,7,"id(q3ec7.g.move.54)..id(q3ec7.g.move.55.5), id(q3ec7.f.move.57.5), id(q3ec7.g.move.56)..id(q3ec7.g.move.58.5), id(q3ec7.f.move.58)..id(q3ec7.f.move.59.5), id(q3ec7.g.move.59)..id(q3ec7.g.move.60.5), id(q3ec7.f.move.60)..id(q3ec7.f.move.61.5), id(q3ec7.g.move.61)..id(q3ec7.g.move.62.5), id(q3ec7.f.move.62)..id(q3ec7.f.move.63.5), id(q3ec7.g.move.63)..id(q3ec7.g.move.64.5), id(q3ec7.f.move.64)..id(q3ec7.f.move.66.5), id(q3ec7.g.move.65)..id(q3ec7.g.move.67.5), id(q3ec7.f.move.67)..id(q3ec7.f.move.70.5), id(q3ec7.g.move.68)..id(q3ec7.g.move.71.5), id(q3ec7.f.move.71)..id(q3ec7.f.move.72.5), id(q3ec7.g.move.72), id(q3ec7.f.move.73)"
q3ec7.transaction.7,normal,7,8,"id(q3ec7.f.move.74), id(q3ec7.g.move.75), id(q3ec7.f.move.79.5), id(q3ec7.g.move.76)..id(q3ec7.g.move.80.5), id(q3ec7.f.move.80)..id(q3ec7.f.move.81.5), id(q3ec7.g.move.81)..id(q3ec7.g.move.82.5), id(q3ec7.f.move.82)..id(q3ec7.f.move.83.5), id(q3ec7.g.move.83)..id(q3ec7.g.move.84.5), id(q3ec7.f.move.84)"
q3ec7.transaction.8,normal,8,9,"id(q3ec7.g.move.85), id(q3ec7.f.move.86), id(q3ec7.g.move.86.5), id(q3ec7.f.move.87.5), id(q3ec7.g.move.87)..id(q3ec7.g.move.88.5), id(q3ec7.f.move.88)..id(q3ec7.f.move.89.5), id(q3ec7.g.move.89)..id(q3ec7.g.move.90.5), id(q3ec7.f.move.90)..id(q3ec7.f.move.91.5), id(q3ec7.g.move.91)..id(q3ec7.g.move.92.5), id(q3ec7.f.move.92)..id(q3ec7.f.move.93.5), id(q3ec7.g.move.93), id(q3ec7.f.move.94)"
q3ec7.transaction.9,normal,9,10,"id(q3ec7.g.move.96)..id(q3ec7.g.move.100.5), id(q3ec7.f.move.98)..id(q3ec7.f.move.101.5), id(q3ec7.g.move.101)..id(q3ec7.g.move.104.5), id(q3ec7.f.move.102)..id(q3ec7.f.move.105.5), id(q3ec7.g.move.105), id(q3ec7.f.move.106)..id(q3ec7.f.move.108)"
q3ec7.transaction.10,normal,10,11,"id(q3ec7.g.move.109)..id(q3ec7.g.move.110.5), id(q3ec7.f.move.110), id(q3ec7.g.move.111), id(q3ec7.f.move.112.5), id(q3ec7.g.move.111.5)..id(q3ec7.g.move.112), id(q3ec7.f.move.113)"
q3ec7.transaction.11,normal,11,12,"id(q3ec7.g.move.114), id(q3ec7.f.move.115)"
q3ec7.transaction.12,normal,12,13,"id(q3ec7.g.move.116)..id(q3ec7.g.move.117.5), id(q3ec7.f.move.117)..id(q3ec7.f.move.118.5), id(q3ec7.g.move.118), id(q3ec7.f.move.119)"
