transaction_id,type,map_start_point,map_end_point,children
q4ec7.transaction.1,normal,1,2,"id(q4ec7.g.move.1)..id(q4ec7.g.move.4.5), id(q4ec7.f.move.2)..id(q4ec7.f.move.3.5), id(q4ec7.g.move.5)..id(q4ec7.g.move.6.5), id(q4ec7.f.move.4)..id(q4ec7.f.move.7.5), id(q4ec7.g.move.7)..id(q4ec7.g.move.8.5), id(q4ec7.f.move.8)..id(q4ec7.f.move.9.5), id(q4ec7.g.move.9)..id(q4ec7.g.move.10.5), id(q4ec7.f.move.10)..id(q4ec7.f.move.11.5), id(q4ec7.g.move.11)..id(q4ec7.g.move.12.5), id(q4ec7.f.move.12)..id(q4ec7.f.move.14.5), id(q4ec7.g.move.13), id(q4ec7.f.move.15)"
q4ec7.transaction.2,normal,2,3,"id(q4ec7.g.move.14)..id(q4ec7.g.move.15.5), id(q4ec7.f.move.15.9), id(q4ec7.g.move.16)"
q4ec7.transaction.3,normal,3,4,"id(q4ec7.g.move.17)..id(q4ec7.g.move.19.5), id(q4ec7.f.move.19)..id(q4ec7.f.move.22.5), id(q4ec7.g.move.20)..id(q4ec7.g.move.23.5), id(q4ec7.f.move.23)..id(q4ec7.f.move.25.5), id(q4ec7.g.move.24)..id(q4ec7.g.move.28.5), id(q4ec7.f.move.26)..id(q4ec7.f.move.29.5), id(q4ec7.g.move.29)..id(q4ec7.g.move.30.5), id(q4ec7.f.move.30)..id(q4ec7.f.move.31.5), id(q4ec7.g.move.31)..id(q4ec7.g.move.32.5), id(q4ec7.f.move.32)..id(q4ec7.f.move.33.5), id(q4ec7.g.move.33)..id(q4ec7.g.move.34.5), id(q4ec7.f.move.34)..id(q4ec7.f.move.35.5), id(q4ec7.g.move.35)..id(q4ec7.g.move.37.5), id(q4ec7.f.move.36)..id(q4ec7.f.move.38.5), id(q4ec7.g.move.38)..id(q4ec7.g.move.39.5), id(q4ec7.f.move.39)..id(q4ec7.f.move.40.5), id(q4ec7.g.move.40), id(q4ec7.f.move.41)"
q4ec7.transaction.4,normal,4,5,"id(q4ec7.g.move.42), id(q4ec7.f.move.43), id(q4ec7.g.move.43.5), id(q4ec7.f.move.45.5), id(q4ec7.g.move.44)..id(q4ec7.g.move.46.5), id(q4ec7.f.move.46)..id(q4ec7.f.move.47.5), id(q4ec7.g.move.47)..id(q4ec7.g.move.49.5), id(q4ec7.f.move.48)..id(q4ec7.f.move.52.5), id(q4ec7.g.move.50)..id(q4ec7.g.move.53.5), id(q4ec7.f.move.53)..id(q4ec7.f.move.57.5), id(q4ec7.g.move.54)..id(q4ec7.g.move.59.5), id(q4ec7.f.move.58)..id(q4ec7.f.move.61.5), id(q4ec7.g.move.60)..id(q4ec7.g.move.62.5), id(q4ec7.f.move.62)..id(q4ec7.f.move.63.5), id(q4ec7.g.move.63)..id(q4ec7.g.move.64.5), id(q4ec7.f.move.64)..id(q4ec7.f.move.65.5), id(q4ec7.g.move.65)..id(q4ec7.g.move.67.5), id(q4ec7.f.move.66)..id(q4ec7.f.move.69.5), id(q4ec7.g.move.68)..id(q4ec7.g.move.68.5), id(q4ec7.f.move.70)..id(q4ec7.f.move.71.5), id(q4ec7.g.move.69)..id(q4ec7.g.move.72.5), id(q4ec7.f.move.72)..id(q4ec7.f.move.73.5), id(q4ec7.g.move.73)..id(q4ec7.g.move.74.5), id(q4ec7.f.move.74)..id(q4ec7.f.move.75.5), id(q4ec7.g.move.75), id(q4ec7.f.move.76)"
q4ec7.transaction.5,normal,5,6,"id(q4ec7.g.move.77)..id(q4ec7.g.move.78.5), id(q4ec7.f.move.78)..id(q4ec7.f.move.79.5), id(q4ec7.g.move.79)..id(q4ec7.g.move.81.5), id(q4ec7.f.move.80)..id(q4ec7.f.move.83.5), id(q4ec7.g.move.82)..id(q4ec7.g.move.84.5), id(q4ec7.f.move.84)..id(q4ec7.f.move.85.5), id(q4ec7.g.move.85)..id(q4ec7.g.move.87.5), id(q4ec7.f.move.86)..id(q4ec7.f.move.89.5), id(q4ec7.g.move.88)..id(q4ec7.g.move.90.5), id(q4ec7.f.move.90)..id(q4ec7.f.move.91.5), id(q4ec7.g.move.91)..id(q4ec7.g.move.93.5), id(q4ec7.f.move.92)..id(q4ec7.f.move.95.5), id(q4ec7.g.move.94)..id(q4ec7.g.move.97.5), id(q4ec7.f.move.96)..id(q4ec7.f.move.98.5), id(q4ec7.g.move.98)..id(q4ec7.g.move.99.5), id(q4ec7.f.move.99)..id(q4ec7.f.move.100.5), id(q4ec7.g.move.100), id(q4ec7.f.move.101)"
q4ec7.transaction.6,normal,6,7,"id(q4ec7.g.move.102), id(q4ec7.f.move.103), id(q4ec7.g.move.103.5), id(q4ec7.f.move.104.5), id(q4ec7.g.move.104)..id(q4ec7.g.move.105.5), id(q4ec7.f.move.105)..id(q4ec7.f.move.106.5), id(q4ec7.g.move.106)..id(q4ec7.g.move.107.5), id(q4ec7.f.move.107)..id(q4ec7.f.move.108.5), id(q4ec7.g.move.108)..id(q4ec7.g.move.109.5), id(q4ec7.f.move.109)..id(q4ec7.f.move.114.5), id(q4ec7.g.move.110)..id(q4ec7.g.move.115.5), id(q4ec7.f.move.115)..id(q4ec7.f.move.118.5), id(q4ec7.g.move.116)..id(q4ec7.g.move.119.5), id(q4ec7.f.move.119)..id(q4ec7.f.move.120.5), id(q4ec7.g.move.120)..id(q4ec7.g.move.121.5), id(q4ec7.f.move.121)..id(q4ec7.f.move.122.5), id(q4ec7.g.move.122)..id(q4ec7.g.move.123.5), id(q4ec7.f.move.123)..id(q4ec7.f.move.124.5), id(q4ec7.g.move.124)..id(q4ec7.g.move.126.5), id(q4ec7.f.move.125)..id(q4ec7.f.move.127.5), id(q4ec7.g.move.127)..id(q4ec7.g.move.128.5), id(q4ec7.f.move.128)..id(q4ec7.f.move.130.5), id(q4ec7.g.move.129)..id(q4ec7.g.move.132.5), id(q4ec7.f.move.131)..id(q4ec7.f.move.133.5), id(q4ec7.g.move.133)..id(q4ec7.g.move.134.5), id(q4ec7.f.move.134)..id(q4ec7.f.move.135.5), id(q4ec7.g.move.135)..id(q4ec7.g.move.136.5), id(q4ec7.f.move.136)..id(q4ec7.f.move.138.5), id(q4ec7.g.move.137)"
q4ec7.transaction.7,normal,7,8,"id(q4ec7.g.move.138)..id(q4ec7.g.move.140.5), id(q4ec7.f.move.139)..id(q4ec7.f.move.141.5), id(q4ec7.g.move.141)..id(q4ec7.g.move.143.5), id(q4ec7.f.move.142)..id(q4ec7.f.move.146.5), id(q4ec7.g.move.144)..id(q4ec7.g.move.147.5), id(q4ec7.f.move.147)..id(q4ec7.f.move.150.5), id(q4ec7.g.move.148)..id(q4ec7.g.move.152.5), id(q4ec7.f.move.151)..id(q4ec7.f.move.153.5), id(q4ec7.g.move.153)..id(q4ec7.g.move.155.5), id(q4ec7.f.move.154)..id(q4ec7.f.move.156.5), id(q4ec7.g.move.156)..id(q4ec7.g.move.157.5), id(q4ec7.f.move.157)..id(q4ec7.f.move.158.5), id(q4ec7.g.move.158), id(q4ec7.f.move.159)"
q4ec7.transaction.8,normal,8,9,"id(q4ec7.g.move.160)..id(q4ec7.g.move.161.5), id(q4ec7.f.move.161), id(q4ec7.g.move.162)..id(q4ec7.g.move.162.5), id(q4ec7.f.move.163.5), id(q4ec7.g.move.163)..id(q4ec7.g.move.164.5), id(q4ec7.f.move.164)..id(q4ec7.f.move.165.5), id(q4ec7.g.move.165)..id(q4ec7.g.move.166.5), id(q4ec7.f.move.166)..id(q4ec7.f.move.167.5), id(q4ec7.g.move.167), id(q4ec7.f.move.168)"
q4ec7.transaction.9,normal,9,10,"id(q4ec7.g.move.169)..id(q4ec7.g.move.171.5), id(q4ec7.f.move.170)..id(q4ec7.f.move.173.5), id(q4ec7.g.move.172)..id(q4ec7.g.move.174.5), id(q4ec7.f.move.174), id(q4ec7.g.move.175)"
q4ec7.transaction.10,normal,10,11,"id(q4ec7.g.move.176), id(q4ec7.f.move.177), id(q4ec7.g.move.177.5), id(q4ec7.f.move.178.5), id(q4ec7.g.move.178)..id(q4ec7.g.move.179.5), id(q4ec7.f.move.179)..id(q4ec7.f.move.181.5), id(q4ec7.g.move.180)..id(q4ec7.g.move.181), id(q4ec7.f.move.182)"
