transaction_id,type,map_start_point,map_end_point,children
q7ec2.transaction.1,normal,1,2,"id(q7ec2.g.move.1)..id(q7ec2.g.move.3.5), id(q7ec2.f.move.3)..id(q7ec2.f.move.4.5), id(q7ec2.g.move.4), id(q7ec2.f.move.5), id(q7ec2.g.move.5.5), id(q7ec2.f.move.6.5), id(q7ec2.g.move.6)..id(q7ec2.g.move.7.5), id(q7ec2.f.move.7)..id(q7ec2.f.move.8.5), id(q7ec2.g.move.8), id(q7ec2.f.move.9)"
q7ec2.transaction.2,normal,2,3,"id(q7ec2.g.move.10)..id(q7ec2.g.move.12.5), id(q7ec2.f.move.12)..id(q7ec2.f.move.13.5), id(q7ec2.g.move.13)..id(q7ec2.g.move.15.5), id(q7ec2.f.move.14)..id(q7ec2.f.move.16.5), id(q7ec2.g.move.16)..id(q7ec2.g.move.17.5), id(q7ec2.f.move.17)..id(q7ec2.f.move.18.5), id(q7ec2.g.move.18)..id(q7ec2.g.move.20.5), id(q7ec2.f.move.19)..id(q7ec2.f.move.20), id(q7ec2.g.move.21)..id(q7ec2.g.move.23)"
q7ec2.transaction.3,normal,3,4,"id(q7ec2.g.move.24)..id(q7ec2.g.move.26.5), id(q7ec2.f.move.26)..id(q7ec2.f.move.28.5), id(q7ec2.g.move.27)..id(q7ec2.g.move.30.5), id(q7ec2.f.move.29)..id(q7ec2.f.move.32.5), id(q7ec2.g.move.31)..id(q7ec2.g.move.33.5), id(q7ec2.f.move.33)..id(q7ec2.f.move.35.5), id(q7ec2.g.move.34)..id(q7ec2.g.move.36.5), id(q7ec2.f.move.36)..id(q7ec2.f.move.37.5), id(q7ec2.g.move.37)..id(q7ec2.g.move.37.9), id(q7ec2.f.move.38)"
q7ec2.transaction.4,normal,4,5,"id(q7ec2.g.move.39)..id(q7ec2.g.move.40.9), id(q7ec2.f.move.41), id(q7ec2.g.move.41.5), id(q7ec2.f.move.42.5), id(q7ec2.g.move.42)..id(q7ec2.g.move.43.5), id(q7ec2.f.move.43), id(q7ec2.g.move.44)"
q7ec2.transaction.5,normal,5,6,"id(q7ec2.g.move.45)..id(q7ec2.g.move.47.5), id(q7ec2.f.move.47)..id(q7ec2.f.move.49.5), id(q7ec2.g.move.48)..id(q7ec2.g.move.50.5), id(q7ec2.f.move.50)"
q7ec2.transaction.6,normal,6,7,"id(q7ec2.g.move.51), id(q7ec2.f.move.53.5), id(q7ec2.g.move.51.4)..id(q7ec2.g.move.54.5), id(q7ec2.f.move.54)..id(q7ec2.f.move.56.5), id(q7ec2.g.move.55)..id(q7ec2.g.move.57.5), id(q7ec2.f.move.57)..id(q7ec2.f.move.58.5), id(q7ec2.g.move.58)..id(q7ec2.g.move.59.5), id(q7ec2.f.move.59)..id(q7ec2.f.move.61.5), id(q7ec2.g.move.60)..id(q7ec2.g.move.62.5), id(q7ec2.f.move.62)..id(q7ec2.f.move.63.5), id(q7ec2.g.move.63)..id(q7ec2.g.move.64.5), id(q7ec2.f.move.64)..id(q7ec2.f.move.65.5), id(q7ec2.g.move.65)..id(q7ec2.g.move.67.5), id(q7ec2.f.move.66)..id(q7ec2.f.move.68.5), id(q7ec2.g.move.68), id(q7ec2.f.move.69)"
q7ec2.transaction.7,normal,7,8,"id(q7ec2.g.move.70)..id(q7ec2.g.move.72.5), id(q7ec2.f.move.72)..id(q7ec2.f.move.76.5), id(q7ec2.g.move.73)..id(q7ec2.g.move.77.5), id(q7ec2.f.move.77)..id(q7ec2.f.move.78.5), id(q7ec2.g.move.78)..id(q7ec2.g.move.79.5), id(q7ec2.f.move.79)..id(q7ec2.f.move.80.5), id(q7ec2.g.move.80)..id(q7ec2.g.move.81.5), id(q7ec2.f.move.81)..id(q7ec2.f.move.82.5), id(q7ec2.g.move.82)..id(q7ec2.g.move.83.5), id(q7ec2.f.move.83)..id(q7ec2.f.move.85.5), id(q7ec2.g.move.84)..id(q7ec2.g.move.86.5), id(q7ec2.f.move.86)..id(q7ec2.f.move.88.5), id(q7ec2.g.move.87)..id(q7ec2.g.move.89.5), id(q7ec2.f.move.89)..id(q7ec2.f.move.90.5), id(q7ec2.g.move.90)..id(q7ec2.g.move.91.5), id(q7ec2.f.move.91)..id(q7ec2.f.move.92.5), id(q7ec2.g.move.92)..id(q7ec2.g.move.93.5), id(q7ec2.f.move.93)..id(q7ec2.f.move.94.5), id(q7ec2.g.move.94)..id(q7ec2.g.move.96.5), id(q7ec2.f.move.95)..id(q7ec2.f.move.97.5), id(q7ec2.g.move.97)..id(q7ec2.g.move.98.5), id(q7ec2.f.move.98)..id(q7ec2.f.move.99.5), id(q7ec2.g.move.99)..id(q7ec2.g.move.100.5), id(q7ec2.f.move.100)..id(q7ec2.f.move.102.5), id(q7ec2.g.move.101)..id(q7ec2.g.move.103.5), id(q7ec2.f.move.103)..id(q7ec2.f.move.104.5), id(q7ec2.g.move.104)..id(q7ec2.g.move.106.5), id(q7ec2.f.move.105)..id(q7ec2.f.move.107.5), id(q7ec2.g.move.107)..id(q7ec2.g.move.108.5), id(q7ec2.f.move.108)..id(q7ec2.f.move.109.5), id(q7ec2.g.move.109)..id(q7ec2.g.move.110.5), id(q7ec2.f.move.110)..id(q7ec2.f.move.111.5), id(q7ec2.g.move.111), id(q7ec2.f.move.112)..id(q7ec2.f.move.113), id(q7ec2.g.move.113.5), id(q7ec2.f.move.114.5), id(q7ec2.g.move.114), id(q7ec2.f.move.115), id(q7ec2.g.move.115.5), id(q7ec2.f.move.117.5), id(q7ec2.g.move.116)..id(q7ec2.g.move.120.5), id(q7ec2.f.move.118)..id(q7ec2.f.move.122.5), id(q7ec2.g.move.121)..id(q7ec2.g.move.123.5), id(q7ec2.f.move.123)"
q7ec2.transaction.8,normal,8,9,"id(q7ec2.g.move.124), id(q7ec2.f.move.128.5), id(q7ec2.g.move.125.5)..id(q7ec2.g.move.129.5), id(q7ec2.f.move.129)..id(q7ec2.f.move.131.5), id(q7ec2.g.move.130)..id(q7ec2.g.move.133.5), id(q7ec2.f.move.132)..id(q7ec2.f.move.135.5), id(q7ec2.g.move.134)..id(q7ec2.g.move.136.5), id(q7ec2.f.move.136)..id(q7ec2.f.move.139.5), id(q7ec2.g.move.137)..id(q7ec2.g.move.140.5), id(q7ec2.f.move.140)"
q7ec2.transaction.9,normal,9,10,"id(q7ec2.g.move.141)..id(q7ec2.g.move.144.5), id(q7ec2.f.move.144)..id(q7ec2.f.move.149.5), id(q7ec2.g.move.145)..id(q7ec2.g.move.151.5), id(q7ec2.f.move.150)"
q7ec2.transaction.10,review,8,9,"id(q7ec2.f.move.151)..id(q7ec2.f.move.153.5), id(q7ec2.g.move.152)..id(q7ec2.g.move.155.5), id(q7ec2.f.move.154)..id(q7ec2.f.move.156.5), id(q7ec2.g.move.156)..id(q7ec2.g.move.157.5), id(q7ec2.f.move.157)..id(q7ec2.f.move.160.5), id(q7ec2.g.move.158)..id(q7ec2.g.move.162.5), id(q7ec2.f.move.161)..id(q7ec2.f.move.163.5), id(q7ec2.g.move.163)..id(q7ec2.g.move.164.5), id(q7ec2.f.move.164)..id(q7ec2.f.move.165.5), id(q7ec2.g.move.165), id(q7ec2.f.move.166)"
q7ec2.transaction.11,normal,9,10,"id(q7ec2.g.move.167)..id(q7ec2.g.move.169.5), id(q7ec2.f.move.168)..id(q7ec2.f.move.172.5), id(q7ec2.g.move.170)..id(q7ec2.g.move.172), id(q7ec2.f.move.173), id(q7ec2.g.move.173.5), id(q7ec2.f.move.174.5), id(q7ec2.g.move.174)..id(q7ec2.g.move.175.5), id(q7ec2.f.move.175)..id(q7ec2.f.move.178.5), id(q7ec2.g.move.176)..id(q7ec2.g.move.179.5), id(q7ec2.f.move.179)..id(q7ec2.f.move.180.5), id(q7ec2.g.move.180)..id(q7ec2.g.move.182.4), id(q7ec2.f.move.181)..id(q7ec2.f.move.182.5), id(q7ec2.g.move.182.9)..id(q7ec2.g.move.183.5), id(q7ec2.f.move.183)..id(q7ec2.f.move.184.5), id(q7ec2.g.move.184)..id(q7ec2.g.move.186.5), id(q7ec2.f.move.185)..id(q7ec2.f.move.188.5), id(q7ec2.g.move.187)..id(q7ec2.g.move.189.5), id(q7ec2.f.move.189)..id(q7ec2.f.move.190.5), id(q7ec2.g.move.190)..id(q7ec2.g.move.191.5), id(q7ec2.f.move.191)..id(q7ec2.f.move.192.5), id(q7ec2.g.move.192), id(q7ec2.f.move.193), id(q7ec2.g.move.194)..id(q7ec2.g.move.195)"
q7ec2.transaction.12,normal,10,11,"id(q7ec2.g.move.196)..id(q7ec2.g.move.197.5), id(q7ec2.f.move.197)"
q7ec2.transaction.13,normal,11,12,id(q7ec2.g.move.198)
