transaction_id,type,map_start_point,map_end_point,children
q1ec4.transaction.1,normal,1,2,"id(q1ec4.g.move.1)..id(q1ec4.g.move.3.5), id(q1ec4.f.move.3), id(q1ec4.g.move.4)..id(q1ec4.g.move.5.5), id(q1ec4.f.move.4.5)..id(q1ec4.f.move.6.5), id(q1ec4.g.move.6), id(q1ec4.f.move.7)"
q1ec4.transaction.2,normal,2,3,"id(q1ec4.g.move.8)..id(q1ec4.g.move.11.5), id(q1ec4.f.move.9)..id(q1ec4.f.move.13.5), id(q1ec4.g.move.13), id(q1ec4.f.move.14), id(q1ec4.g.move.14.5), id(q1ec4.f.move.16.5), id(q1ec4.g.move.15)..id(q1ec4.g.move.19.5), id(q1ec4.f.move.17)..id(q1ec4.f.move.20.5), id(q1ec4.g.move.20)..id(q1ec4.g.move.21.5), id(q1ec4.f.move.21)..id(q1ec4.f.move.23.5), id(q1ec4.g.move.22)..id(q1ec4.g.move.24.5), id(q1ec4.f.move.24), id(q1ec4.g.move.25), id(q1ec4.f.move.26.5), id(q1ec4.g.move.25.5)..id(q1ec4.g.move.26), id(q1ec4.f.move.27)"
q1ec4.transaction.3,normal,3,4,"id(q1ec4.g.move.28)..id(q1ec4.g.move.30.5), id(q1ec4.f.move.30)..id(q1ec4.f.move.31.5), id(q1ec4.g.move.31), id(q1ec4.f.move.32)"
q1ec4.transaction.4,normal,4,5,"id(q1ec4.g.move.33)..id(q1ec4.g.move.35.5), id(q1ec4.f.move.35)..id(q1ec4.f.move.37.5), id(q1ec4.g.move.36)"
q1ec4.transaction.5,normal,5,6,"id(q1ec4.g.move.37)..id(q1ec4.g.move.38.5), id(q1ec4.f.move.38)"
q1ec4.transaction.6,normal,6,7,id(q1ec4.g.move.39)
q1ec4.transaction.7,review,4,7,"id(q1ec4.f.move.40)..id(q1ec4.f.move.42.5), id(q1ec4.g.move.41)..id(q1ec4.g.move.43.5), id(q1ec4.f.move.43)..id(q1ec4.f.move.44.5), id(q1ec4.g.move.44)..id(q1ec4.g.move.46.5), id(q1ec4.f.move.45)..id(q1ec4.f.move.47.5), id(q1ec4.g.move.47)..id(q1ec4.g.move.48.5), id(q1ec4.f.move.48)..id(q1ec4.f.move.49.5), id(q1ec4.g.move.49)..id(q1ec4.g.move.50.5), id(q1ec4.f.move.50)"
q1ec4.transaction.8,normal,7,8,"id(q1ec4.g.move.51), id(q1ec4.f.move.52.5), id(q1ec4.g.move.51.5)..id(q1ec4.g.move.53.5), id(q1ec4.f.move.53)..id(q1ec4.f.move.54.5), id(q1ec4.g.move.54)..id(q1ec4.g.move.55.5), id(q1ec4.f.move.55)"
q1ec4.transaction.9,normal,8,9,"id(q1ec4.g.move.56), id(q1ec4.f.move.57.5), id(q1ec4.g.move.56.5)..id(q1ec4.g.move.57), id(q1ec4.f.move.58), id(q1ec4.g.move.58.5), id(q1ec4.f.move.59.5), id(q1ec4.g.move.59), id(q1ec4.f.move.60), id(q1ec4.g.move.60.5), id(q1ec4.f.move.62.5), id(q1ec4.g.move.61)"
q1ec4.transaction.10,normal,9,10,"id(q1ec4.g.move.62)..id(q1ec4.g.move.63.5), id(q1ec4.f.move.63)..id(q1ec4.f.move.64.5), id(q1ec4.g.move.64)..id(q1ec4.g.move.65.5), id(q1ec4.f.move.65)"
q1ec4.transaction.11,normal,10,11,"id(q1ec4.g.move.66), id(q1ec4.f.move.68.5), id(q1ec4.g.move.66.5)..id(q1ec4.g.move.69.5), id(q1ec4.f.move.69)..id(q1ec4.f.move.71.5), id(q1ec4.g.move.70)..id(q1ec4.g.move.71), id(q1ec4.f.move.72)"
q1ec4.transaction.12,normal,11,12,"id(q1ec4.g.move.73)..id(q1ec4.g.move.74.5), id(q1ec4.f.move.74)"
q1ec4.transaction.13,normal,12,13,"id(q1ec4.g.move.75)..id(q1ec4.g.move.77.5), id(q1ec4.f.move.77)"
q1ec4.transaction.14,normal,13,14,"id(q1ec4.g.move.78), id(q1ec4.f.move.79.5), id(q1ec4.g.move.78.5)..id(q1ec4.g.move.80.5), id(q1ec4.f.move.80)..id(q1ec4.f.move.82.5), id(q1ec4.g.move.81)..id(q1ec4.g.move.82), id(q1ec4.f.move.83)"
q1ec4.transaction.15,normal,14,15,"id(q1ec4.g.move.84)..id(q1ec4.g.move.85.5), id(q1ec4.f.move.85)..id(q1ec4.f.move.86.5), id(q1ec4.g.move.86)..id(q1ec4.g.move.88.5), id(q1ec4.f.move.87)..id(q1ec4.f.move.89.5), id(q1ec4.g.move.89)..id(q1ec4.g.move.91.5), id(q1ec4.f.move.90)..id(q1ec4.f.move.92.5), id(q1ec4.g.move.92)..id(q1ec4.g.move.93.5), id(q1ec4.f.move.93)..id(q1ec4.f.move.94.5), id(q1ec4.g.move.94), id(q1ec4.f.move.95)"
