transaction_id,type,map_start_point,map_end_point,children
q8ec1.transaction.1,normal,1,2,"id(q8ec1.g.move.1)..id(q8ec1.g.move.1.5), id(q8ec1.f.move.3)..id(q8ec1.f.move.3.4), id(q8ec1.g.move.2)..id(q8ec1.g.move.4.5), id(q8ec1.f.move.3.9)..id(q8ec1.f.move.4), id(q8ec1.g.move.5)..id(q8ec1.g.move.6), id(q8ec1.f.move.6.5), id(q8ec1.g.move.6.1)..id(q8ec1.g.move.9.5), id(q8ec1.f.move.7)..id(q8ec1.f.move.9)"
q8ec1.transaction.2,normal,2,3,"id(q8ec1.g.move.10)..id(q8ec1.g.move.11.5), id(q8ec1.f.move.11)..id(q8ec1.f.move.12.5), id(q8ec1.g.move.12)..id(q8ec1.g.move.14.5), id(q8ec1.f.move.13)..id(q8ec1.f.move.15.5), id(q8ec1.g.move.15), id(q8ec1.f.move.16)"
q8ec1.transaction.3,normal,3,4,"id(q8ec1.g.move.17)..id(q8ec1.g.move.18.5), id(q8ec1.f.move.18), id(q8ec1.g.move.19)..id(q8ec1.g.move.21), id(q8ec1.f.move.21.5), id(q8ec1.g.move.22.5), id(q8ec1.f.move.22), id(q8ec1.g.move.23), id(q8ec1.f.move.23.5), id(q8ec1.g.move.24.5), id(q8ec1.f.move.24)..id(q8ec1.f.move.25.5), id(q8ec1.g.move.25), id(q8ec1.f.move.26), id(q8ec1.g.move.26.5), id(q8ec1.f.move.27.5), id(q8ec1.g.move.27)..id(q8ec1.g.move.30.5), id(q8ec1.f.move.28)..id(q8ec1.f.move.33.5), id(q8ec1.g.move.31), id(q8ec1.f.move.34), id(q8ec1.g.move.34.5), id(q8ec1.f.move.35.5), id(q8ec1.g.move.35)..id(q8ec1.g.move.36.5), id(q8ec1.f.move.36)..id(q8ec1.f.move.37.5), id(q8ec1.g.move.37)..id(q8ec1.g.move.40.5), id(q8ec1.f.move.38)..id(q8ec1.f.move.42.5), id(q8ec1.g.move.41)..id(q8ec1.g.move.43.5), id(q8ec1.f.move.43)..id(q8ec1.f.move.44.5), id(q8ec1.g.move.44), id(q8ec1.f.move.45), id(q8ec1.g.move.45.5), id(q8ec1.f.move.46.5), id(q8ec1.g.move.46)..id(q8ec1.g.move.47.5), id(q8ec1.f.move.47)"
q8ec1.transaction.4,normal,4,5,"id(q8ec1.g.move.48)..id(q8ec1.g.move.48.9), id(q8ec1.f.move.49), id(q8ec1.g.move.50.5), id(q8ec1.f.move.50)..id(q8ec1.f.move.51.5), id(q8ec1.g.move.51), id(q8ec1.f.move.52)"
q8ec1.transaction.5,normal,5,6,"id(q8ec1.g.move.53)..id(q8ec1.g.move.54.5), id(q8ec1.f.move.54)..id(q8ec1.f.move.55.5), id(q8ec1.g.move.55)..id(q8ec1.g.move.56.5), id(q8ec1.f.move.56), id(q8ec1.g.move.57), id(q8ec1.f.move.57.5), id(q8ec1.g.move.58.5), id(q8ec1.f.move.58)..id(q8ec1.f.move.59.5), id(q8ec1.g.move.59), id(q8ec1.f.move.60), id(q8ec1.g.move.61.5), id(q8ec1.f.move.60.5)..id(q8ec1.f.move.61), id(q8ec1.g.move.62)"
q8ec1.transaction.6,normal,6,7,"id(q8ec1.f.move.63)..id(q8ec1.f.move.64.5), id(q8ec1.g.move.64)..id(q8ec1.g.move.65.5), id(q8ec1.f.move.65)..id(q8ec1.f.move.66.5), id(q8ec1.g.move.66), id(q8ec1.f.move.67), id(q8ec1.g.move.67.5), id(q8ec1.f.move.68.5), id(q8ec1.g.move.68), id(q8ec1.f.move.69)"
q8ec1.transaction.7,normal,7,8,"id(q8ec1.g.move.71)..id(q8ec1.g.move.72.5), id(q8ec1.f.move.72)..id(q8ec1.f.move.73.5), id(q8ec1.g.move.73)..id(q8ec1.g.move.74.5), id(q8ec1.f.move.74)..id(q8ec1.f.move.75.5), id(q8ec1.g.move.75)..id(q8ec1.g.move.76.5), id(q8ec1.f.move.76)..id(q8ec1.f.move.77.5), id(q8ec1.g.move.77)..id(q8ec1.g.move.78.5), id(q8ec1.f.move.78)..id(q8ec1.f.move.79.5), id(q8ec1.g.move.79)..id(q8ec1.g.move.82.5), id(q8ec1.f.move.80)..id(q8ec1.f.move.80.5), id(q8ec1.g.move.83)..id(q8ec1.g.move.84.5), id(q8ec1.f.move.81)..id(q8ec1.f.move.85.5), id(q8ec1.g.move.85), id(q8ec1.f.move.86), id(q8ec1.g.move.86.5), id(q8ec1.f.move.87.5), id(q8ec1.g.move.87)..id(q8ec1.g.move.88.5), id(q8ec1.f.move.88)..id(q8ec1.f.move.89.5), id(q8ec1.g.move.89)..id(q8ec1.g.move.90.5), id(q8ec1.f.move.90)..id(q8ec1.f.move.92.5), id(q8ec1.g.move.91)..id(q8ec1.g.move.94.5), id(q8ec1.f.move.93)..id(q8ec1.f.move.95.5), id(q8ec1.g.move.95)..id(q8ec1.g.move.96.5), id(q8ec1.f.move.96), id(q8ec1.g.move.97)"
q8ec1.transaction.8,normal,8,9,"id(q8ec1.f.move.98), id(q8ec1.g.move.99), id(q8ec1.f.move.100.5), id(q8ec1.g.move.100)..id(q8ec1.g.move.101.5), id(q8ec1.f.move.101)..id(q8ec1.f.move.102.5), id(q8ec1.g.move.102)..id(q8ec1.g.move.104.5), id(q8ec1.f.move.103)..id(q8ec1.f.move.105.5), id(q8ec1.g.move.105)..id(q8ec1.g.move.107), id(q8ec1.f.move.106)"
q8ec1.transaction.9,normal,9,10,"id(q8ec1.g.move.108)..id(q8ec1.g.move.109.5), id(q8ec1.f.move.109)..id(q8ec1.f.move.110.5), id(q8ec1.g.move.110), id(q8ec1.f.move.111), id(q8ec1.g.move.111.5), id(q8ec1.f.move.113.5), id(q8ec1.g.move.112)..id(q8ec1.g.move.114.5), id(q8ec1.f.move.114)..id(q8ec1.f.move.115.5), id(q8ec1.g.move.115)..id(q8ec1.g.move.118.5), id(q8ec1.f.move.116)..id(q8ec1.f.move.119.5), id(q8ec1.g.move.119)..id(q8ec1.g.move.120.5), id(q8ec1.f.move.120)..id(q8ec1.f.move.123.5), id(q8ec1.g.move.121)..id(q8ec1.g.move.124.5), id(q8ec1.f.move.124)..id(q8ec1.f.move.125.5), id(q8ec1.g.move.125)..id(q8ec1.g.move.126.5), id(q8ec1.f.move.126)..id(q8ec1.f.move.127.5), id(q8ec1.g.move.127)..id(q8ec1.g.move.131.5), id(q8ec1.f.move.128)..id(q8ec1.f.move.132.5), id(q8ec1.g.move.132)..id(q8ec1.g.move.133.5), id(q8ec1.f.move.133)..id(q8ec1.f.move.134.5), id(q8ec1.g.move.134)..id(q8ec1.g.move.136.5), id(q8ec1.f.move.135)..id(q8ec1.f.move.138.5), id(q8ec1.g.move.137)..id(q8ec1.g.move.141.5), id(q8ec1.f.move.139)..id(q8ec1.f.move.143.5), id(q8ec1.g.move.142)..id(q8ec1.g.move.145.5), id(q8ec1.f.move.144)..id(q8ec1.f.move.148.5), id(q8ec1.g.move.146)..id(q8ec1.g.move.148), id(q8ec1.f.move.149)"
q8ec1.transaction.10,normal,10,11,"id(q8ec1.g.move.150)..id(q8ec1.g.move.151.5), id(q8ec1.f.move.151), id(q8ec1.g.move.152)..id(q8ec1.g.move.152.2), id(q8ec1.f.move.152.5), id(q8ec1.g.move.152.4)..id(q8ec1.g.move.152.9), id(q8ec1.f.move.153)..id(q8ec1.f.move.155.5), id(q8ec1.g.move.154)..id(q8ec1.g.move.158.5), id(q8ec1.f.move.156)..id(q8ec1.f.move.159.5), id(q8ec1.g.move.159)..id(q8ec1.g.move.161.5), id(q8ec1.f.move.160)..id(q8ec1.f.move.163.5), id(q8ec1.g.move.162)..id(q8ec1.g.move.163), id(q8ec1.f.move.164)"
