transaction_id,type,map_start_point,map_end_point,children
q8ec3.transaction.1,normal,1,2,"id(q8ec3.g.move.1), id(q8ec3.f.move.2), id(q8ec3.g.move.3.5), id(q8ec3.f.move.4.5), id(q8ec3.g.move.4), id(q8ec3.f.move.5), id(q8ec3.g.move.6.5), id(q8ec3.f.move.8.5), id(q8ec3.g.move.7)..id(q8ec3.g.move.9.5), id(q8ec3.f.move.9)..id(q8ec3.f.move.10.5), id(q8ec3.g.move.10)..id(q8ec3.g.move.11.5), id(q8ec3.f.move.11)..id(q8ec3.f.move.12.5), id(q8ec3.g.move.12)..id(q8ec3.g.move.14.5), id(q8ec3.f.move.13)..id(q8ec3.f.move.14)"
q8ec3.transaction.2,normal,2,3,"id(q8ec3.g.move.15), id(q8ec3.f.move.17.5), id(q8ec3.g.move.15.5)..id(q8ec3.g.move.18.5), id(q8ec3.f.move.18)..id(q8ec3.f.move.21.5), id(q8ec3.g.move.19)..id(q8ec3.g.move.22.5), id(q8ec3.f.move.22)..id(q8ec3.f.move.23.5), id(q8ec3.g.move.23)..id(q8ec3.g.move.26.5), id(q8ec3.f.move.24)..id(q8ec3.f.move.28.5), id(q8ec3.g.move.27)..id(q8ec3.g.move.29.5), id(q8ec3.f.move.29)..id(q8ec3.f.move.32.5), id(q8ec3.g.move.30)..id(q8ec3.g.move.34.5), id(q8ec3.f.move.33)..id(q8ec3.f.move.35.5), id(q8ec3.g.move.35)..id(q8ec3.g.move.36.5), id(q8ec3.f.move.36)..id(q8ec3.f.move.37.5), id(q8ec3.g.move.37)..id(q8ec3.g.move.38.5), id(q8ec3.f.move.38)..id(q8ec3.f.move.40.5), id(q8ec3.g.move.39)..id(q8ec3.g.move.41.5), id(q8ec3.f.move.41)..id(q8ec3.f.move.43.5), id(q8ec3.g.move.42)..id(q8ec3.g.move.44.5), id(q8ec3.f.move.44)..id(q8ec3.f.move.46.5), id(q8ec3.g.move.45), id(q8ec3.f.move.47)..id(q8ec3.f.move.48.5), id(q8ec3.g.move.46)..id(q8ec3.g.move.47.5), id(q8ec3.f.move.49)..id(q8ec3.f.move.49.4), id(q8ec3.g.move.48)..id(q8ec3.g.move.49.5), id(q8ec3.f.move.49.9)..id(q8ec3.f.move.50.5), id(q8ec3.g.move.50)..id(q8ec3.g.move.51.5), id(q8ec3.f.move.51)..id(q8ec3.f.move.52.5), id(q8ec3.g.move.52)..id(q8ec3.g.move.56.5), id(q8ec3.f.move.53)..id(q8ec3.f.move.57.5), id(q8ec3.g.move.57)..id(q8ec3.g.move.58.5), id(q8ec3.f.move.58)..id(q8ec3.f.move.59.5), id(q8ec3.g.move.59)..id(q8ec3.g.move.61.5), id(q8ec3.f.move.60)..id(q8ec3.f.move.62.5), id(q8ec3.g.move.62)..id(q8ec3.g.move.63.5), id(q8ec3.f.move.63)"
q8ec3.transaction.3,normal,3,4,"id(q8ec3.g.move.64)..id(q8ec3.g.move.65.5), id(q8ec3.f.move.65)..id(q8ec3.f.move.66.5), id(q8ec3.g.move.66), id(q8ec3.f.move.67)"
q8ec3.transaction.4,normal,4,5,"id(q8ec3.g.move.68)..id(q8ec3.g.move.69.5), id(q8ec3.f.move.69), id(q8ec3.g.move.70), id(q8ec3.f.move.70.5), id(q8ec3.g.move.71.5), id(q8ec3.f.move.71), id(q8ec3.g.move.72), id(q8ec3.f.move.74.5), id(q8ec3.g.move.72.5)..id(q8ec3.g.move.75.5), id(q8ec3.f.move.75)..id(q8ec3.f.move.77.5), id(q8ec3.g.move.76)..id(q8ec3.g.move.78.5), id(q8ec3.f.move.78)"
q8ec3.transaction.5,normal,5,6,"id(q8ec3.g.move.79)..id(q8ec3.g.move.80.5), id(q8ec3.f.move.80), id(q8ec3.g.move.81)"
q8ec3.transaction.6,normal,6,7,"id(q8ec3.g.move.82)..id(q8ec3.g.move.83.5), id(q8ec3.f.move.83), id(q8ec3.g.move.84), id(q8ec3.f.move.85.5), id(q8ec3.g.move.84.5)..id(q8ec3.g.move.85), id(q8ec3.f.move.86)"
q8ec3.transaction.7,normal,7,8,"id(q8ec3.g.move.87)..id(q8ec3.g.move.88.5), id(q8ec3.f.move.88)..id(q8ec3.f.move.89.5), id(q8ec3.g.move.89), id(q8ec3.f.move.90), id(q8ec3.g.move.90.5), id(q8ec3.f.move.91.5), id(q8ec3.g.move.91)..id(q8ec3.g.move.92.5), id(q8ec3.f.move.92), id(q8ec3.g.move.93), id(q8ec3.f.move.93.5), id(q8ec3.g.move.94.5), id(q8ec3.f.move.94), id(q8ec3.g.move.95), id(q8ec3.f.move.96.5), id(q8ec3.g.move.95.4)..id(q8ec3.g.move.97.5), id(q8ec3.f.move.97)..id(q8ec3.f.move.98.5), id(q8ec3.g.move.98)..id(q8ec3.g.move.99.5), id(q8ec3.f.move.99)..id(q8ec3.f.move.101.5), id(q8ec3.g.move.99.6)..id(q8ec3.g.move.102.5), id(q8ec3.f.move.102)..id(q8ec3.f.move.103.5), id(q8ec3.g.move.103)..id(q8ec3.g.move.104.5), id(q8ec3.f.move.104)..id(q8ec3.f.move.105.5), id(q8ec3.g.move.105)..id(q8ec3.g.move.106.5), id(q8ec3.f.move.106)..id(q8ec3.f.move.109.5), id(q8ec3.g.move.107)..id(q8ec3.g.move.110.5), id(q8ec3.f.move.110)..id(q8ec3.f.move.111.5), id(q8ec3.g.move.111)..id(q8ec3.g.move.112.5), id(q8ec3.f.move.112)..id(q8ec3.f.move.114.5), id(q8ec3.g.move.113)..id(q8ec3.g.move.114), id(q8ec3.f.move.115)..id(q8ec3.f.move.116.5), id(q8ec3.g.move.116)..id(q8ec3.g.move.118.5), id(q8ec3.f.move.117)..id(q8ec3.f.move.118)"
q8ec3.transaction.8,normal,8,9,"id(q8ec3.g.move.119), id(q8ec3.f.move.120.5), id(q8ec3.g.move.119.5)..id(q8ec3.g.move.121.5), id(q8ec3.f.move.121)..id(q8ec3.f.move.122.5), id(q8ec3.g.move.122)..id(q8ec3.g.move.123.5), id(q8ec3.f.move.123)"
q8ec3.transaction.9,normal,9,10,"id(q8ec3.g.move.124), id(q8ec3.f.move.125.5), id(q8ec3.g.move.124.5)..id(q8ec3.g.move.125), id(q8ec3.f.move.126)..id(q8ec3.f.move.127), id(q8ec3.g.move.127.5), id(q8ec3.f.move.128.5), id(q8ec3.g.move.128)..id(q8ec3.g.move.129.5), id(q8ec3.f.move.129), id(q8ec3.g.move.130), id(q8ec3.f.move.131.5), id(q8ec3.g.move.130.5)..id(q8ec3.g.move.132.5), id(q8ec3.f.move.132)..id(q8ec3.f.move.133.5), id(q8ec3.g.move.133), id(q8ec3.f.move.134)"
q8ec3.transaction.10,normal,10,11,"id(q8ec3.g.move.135)..id(q8ec3.g.move.136), id(q8ec3.f.move.137), id(q8ec3.g.move.137.5), id(q8ec3.f.move.138.5), id(q8ec3.g.move.138), id(q8ec3.f.move.139), id(q8ec3.g.move.139.5), id(q8ec3.f.move.140.5), id(q8ec3.g.move.140)..id(q8ec3.g.move.141.5), id(q8ec3.f.move.141)..id(q8ec3.f.move.142.5), id(q8ec3.g.move.142), id(q8ec3.f.move.143), id(q8ec3.g.move.143.5), id(q8ec3.f.move.144.5), id(q8ec3.g.move.144), id(q8ec3.f.move.145)..id(q8ec3.f.move.147.5), id(q8ec3.g.move.147), id(q8ec3.f.move.148)"
