transaction_id,type,map_start_point,map_end_point,children
q3ec2.transaction.1,normal,1,2,"id(q3ec2.g.move.1)..id(q3ec2.g.move.4.5), id(q3ec2.f.move.4), id(q3ec2.g.move.5), id(q3ec2.f.move.6.5), id(q3ec2.g.move.5.5)..id(q3ec2.g.move.6), id(q3ec2.f.move.7)"
q3ec2.transaction.2,normal,2,3,"id(q3ec2.g.move.8), id(q3ec2.f.move.9)"
q3ec2.transaction.3,normal,3,4,"id(q3ec2.g.move.10)..id(q3ec2.g.move.11.5), id(q3ec2.f.move.11)..id(q3ec2.f.move.12.5), id(q3ec2.g.move.12), id(q3ec2.f.move.13)"
q3ec2.transaction.4,normal,4,5,"id(q3ec2.g.move.14)..id(q3ec2.g.move.15.5), id(q3ec2.f.move.15)..id(q3ec2.f.move.17.5), id(q3ec2.g.move.16), id(q3ec2.f.move.18), id(q3ec2.g.move.18.5), id(q3ec2.f.move.22.5), id(q3ec2.g.move.19)..id(q3ec2.g.move.20)"
q3ec2.transaction.5,normal,5,6,"id(q3ec2.g.move.21)..id(q3ec2.g.move.22), id(q3ec2.f.move.23)"
q3ec2.transaction.6,normal,6,7,"id(q3ec2.g.move.24)..id(q3ec2.g.move.25.5), id(q3ec2.f.move.25)..id(q3ec2.f.move.27.5), id(q3ec2.g.move.26)..id(q3ec2.g.move.27), id(q3ec2.f.move.28)"
q3ec2.transaction.7,normal,7,8,"id(q3ec2.g.move.29), id(q3ec2.f.move.30)"
q3ec2.transaction.8,normal,8,9,"id(q3ec2.g.move.31)..id(q3ec2.g.move.32.5), id(q3ec2.f.move.32)..id(q3ec2.f.move.34.5), id(q3ec2.g.move.33)..id(q3ec2.g.move.34), id(q3ec2.f.move.35)"
q3ec2.transaction.9,normal,9,10,"id(q3ec2.g.move.36)..id(q3ec2.g.move.37.2), id(q3ec2.f.move.38), id(q3ec2.g.move.37.4)..id(q3ec2.g.move.37.9)"
q3ec2.transaction.10,normal,10,11,"id(q3ec2.g.move.39)..id(q3ec2.g.move.41.5), id(q3ec2.f.move.40)..id(q3ec2.f.move.42.5), id(q3ec2.g.move.42), id(q3ec2.f.move.43)"
q3ec2.transaction.11,normal,11,12,id(q3ec2.g.move.44)
q3ec2.transaction.12,normal,12,13,"id(q3ec2.g.move.45)..id(q3ec2.g.move.48.5), id(q3ec2.f.move.46)..id(q3ec2.f.move.52.5), id(q3ec2.g.move.49), id(q3ec2.f.move.53)..id(q3ec2.f.move.53.2), id(q3ec2.g.move.50.5), id(q3ec2.f.move.53.4), id(q3ec2.g.move.51)..id(q3ec2.g.move.52), id(q3ec2.f.move.53.9)"
q3ec2.transaction.13,normal,13,14,"id(q3ec2.g.move.54)..id(q3ec2.g.move.55), id(q3ec2.f.move.56)"
q3ec2.transaction.14,normal,14,15,"id(q3ec2.g.move.57), id(q3ec2.f.move.58)"
q3ec2.transaction.15,normal,15,16,"id(q3ec2.g.move.59)..id(q3ec2.g.move.60.5), id(q3ec2.f.move.60)..id(q3ec2.f.move.61.5), id(q3ec2.g.move.61), id(q3ec2.f.move.62)"
q3ec2.transaction.16,normal,16,17,"id(q3ec2.g.move.63), id(q3ec2.f.move.64)"
q3ec2.transaction.17,normal,17,18,"id(q3ec2.g.move.65)..id(q3ec2.g.move.66.5), id(q3ec2.f.move.66)..id(q3ec2.f.move.67.5), id(q3ec2.g.move.67), id(q3ec2.f.move.68)..id(q3ec2.f.move.69.5), id(q3ec2.g.move.69)"
q3ec2.transaction.18,normal,18,19,"id(q3ec2.f.move.70), id(q3ec2.g.move.70.5), id(q3ec2.f.move.71.5), id(q3ec2.g.move.71), id(q3ec2.f.move.72)"
q3ec2.transaction.19,normal,19,20,"id(q3ec2.g.move.73)..id(q3ec2.g.move.75.5), id(q3ec2.f.move.75)..id(q3ec2.f.move.76.5), id(q3ec2.g.move.76)..id(q3ec2.g.move.79.5), id(q3ec2.f.move.77)..id(q3ec2.f.move.80.5), id(q3ec2.g.move.80)..id(q3ec2.g.move.81.5), id(q3ec2.f.move.81)..id(q3ec2.f.move.82.5), id(q3ec2.g.move.82)..id(q3ec2.g.move.83.5), id(q3ec2.f.move.83), id(q3ec2.g.move.84), id(q3ec2.f.move.85.5), id(q3ec2.g.move.84.5)..id(q3ec2.g.move.85), id(q3ec2.f.move.86)"
