transaction_id,type,map_start_point,map_end_point,children
q7ec6.transaction.1,normal,1,2,"id(q7ec6.g.move.1)..id(q7ec6.g.move.3.5), id(q7ec6.f.move.3), id(q7ec6.g.move.4), id(q7ec6.f.move.5.5), id(q7ec6.g.move.4.4)..id(q7ec6.g.move.7.5), id(q7ec6.f.move.6)..id(q7ec6.f.move.11.5), id(q7ec6.g.move.8)..id(q7ec6.g.move.12.5), id(q7ec6.f.move.12)..id(q7ec6.f.move.15.5), id(q7ec6.g.move.13)..id(q7ec6.g.move.16.5), id(q7ec6.f.move.16)..id(q7ec6.f.move.18.5), id(q7ec6.g.move.17)..id(q7ec6.g.move.19.5), id(q7ec6.f.move.19)..id(q7ec6.f.move.20.5), id(q7ec6.g.move.20)..id(q7ec6.g.move.21.5), id(q7ec6.f.move.21)..id(q7ec6.f.move.22.5), id(q7ec6.g.move.22)..id(q7ec6.g.move.23.5), id(q7ec6.f.move.23)..id(q7ec6.f.move.25), id(q7ec6.g.move.24)..id(q7ec6.g.move.26), id(q7ec6.f.move.27.5), id(q7ec6.g.move.26.5)..id(q7ec6.g.move.27), id(q7ec6.f.move.28), id(q7ec6.g.move.28.5), id(q7ec6.f.move.30.5), id(q7ec6.g.move.29)..id(q7ec6.g.move.31.5), id(q7ec6.f.move.31), id(q7ec6.g.move.32), id(q7ec6.f.move.34.5), id(q7ec6.g.move.33)..id(q7ec6.g.move.37.5), id(q7ec6.f.move.35)..id(q7ec6.f.move.38.5), id(q7ec6.g.move.38), id(q7ec6.f.move.39)"
q7ec6.transaction.2,normal,2,3,"id(q7ec6.g.move.40)..id(q7ec6.g.move.41.5), id(q7ec6.f.move.41)..id(q7ec6.f.move.44.5), id(q7ec6.g.move.42)..id(q7ec6.g.move.45.5), id(q7ec6.f.move.45)..id(q7ec6.f.move.46.5), id(q7ec6.g.move.46)..id(q7ec6.g.move.47.5), id(q7ec6.f.move.47)..id(q7ec6.f.move.49.5), id(q7ec6.g.move.48)..id(q7ec6.g.move.50.5), id(q7ec6.f.move.50)..id(q7ec6.f.move.51.5), id(q7ec6.g.move.51)..id(q7ec6.g.move.52.5), id(q7ec6.f.move.52)"
q7ec6.transaction.3,normal,3,4,"id(q7ec6.g.move.53), id(q7ec6.f.move.55.5), id(q7ec6.g.move.53.5)..id(q7ec6.g.move.56.5), id(q7ec6.f.move.56)..id(q7ec6.f.move.57.5), id(q7ec6.g.move.57)..id(q7ec6.g.move.58.5), id(q7ec6.f.move.58)..id(q7ec6.f.move.59.5), id(q7ec6.g.move.59), id(q7ec6.f.move.60), id(q7ec6.g.move.60.5), id(q7ec6.f.move.61.5), id(q7ec6.g.move.61)..id(q7ec6.g.move.62.5), id(q7ec6.f.move.62)..id(q7ec6.f.move.63.5), id(q7ec6.g.move.63)..id(q7ec6.g.move.64.5), id(q7ec6.f.move.64)..id(q7ec6.f.move.66.5), id(q7ec6.g.move.65)..id(q7ec6.g.move.68.5), id(q7ec6.f.move.67)..id(q7ec6.f.move.68.1), id(q7ec6.g.move.69)..id(q7ec6.g.move.70.5), id(q7ec6.f.move.68.2)..id(q7ec6.f.move.68.4), id(q7ec6.g.move.71)..id(q7ec6.g.move.72.5), id(q7ec6.f.move.68.9)..id(q7ec6.f.move.73.5), id(q7ec6.g.move.73)..id(q7ec6.g.move.75.5), id(q7ec6.f.move.74)..id(q7ec6.f.move.74.5), id(q7ec6.g.move.76)..id(q7ec6.g.move.76.4), id(q7ec6.f.move.75)..id(q7ec6.f.move.77.5), id(q7ec6.g.move.76.5)..id(q7ec6.g.move.78.5), id(q7ec6.f.move.78)..id(q7ec6.f.move.79.5), id(q7ec6.g.move.79)..id(q7ec6.g.move.81.5), id(q7ec6.f.move.80)..id(q7ec6.f.move.83.5), id(q7ec6.g.move.82)..id(q7ec6.g.move.83), id(q7ec6.f.move.84)"
q7ec6.transaction.4,normal,4,6,"id(q7ec6.g.move.85)..id(q7ec6.g.move.86.5), id(q7ec6.f.move.86)..id(q7ec6.f.move.87.5), id(q7ec6.g.move.87)..id(q7ec6.g.move.88.5), id(q7ec6.f.move.88)..id(q7ec6.f.move.89.5), id(q7ec6.g.move.89)..id(q7ec6.g.move.90.5), id(q7ec6.f.move.90)..id(q7ec6.f.move.91.5), id(q7ec6.g.move.91)..id(q7ec6.g.move.92.5), id(q7ec6.f.move.92)..id(q7ec6.f.move.93.5), id(q7ec6.g.move.93)..id(q7ec6.g.move.97.5), id(q7ec6.f.move.94)..id(q7ec6.f.move.99.5), id(q7ec6.g.move.98)..id(q7ec6.g.move.100.5), id(q7ec6.f.move.100)..id(q7ec6.f.move.101.5), id(q7ec6.g.move.101)..id(q7ec6.g.move.104.5), id(q7ec6.f.move.102)..id(q7ec6.f.move.108.5), id(q7ec6.g.move.105)..id(q7ec6.g.move.109.5), id(q7ec6.f.move.109)..id(q7ec6.f.move.110.5), id(q7ec6.g.move.110)..id(q7ec6.g.move.112.5), id(q7ec6.f.move.111)..id(q7ec6.f.move.113.5), id(q7ec6.g.move.113)..id(q7ec6.g.move.115.5), id(q7ec6.f.move.114)..id(q7ec6.f.move.116.5), id(q7ec6.g.move.116)..id(q7ec6.g.move.120.5), id(q7ec6.f.move.117)..id(q7ec6.f.move.121.5), id(q7ec6.g.move.121)..id(q7ec6.g.move.122.5), id(q7ec6.f.move.122)..id(q7ec6.f.move.123.5), id(q7ec6.g.move.123)..id(q7ec6.g.move.124.5), id(q7ec6.f.move.124)..id(q7ec6.f.move.125.5), id(q7ec6.g.move.125)..id(q7ec6.g.move.127.5), id(q7ec6.f.move.126)..id(q7ec6.f.move.128.5), id(q7ec6.g.move.128)..id(q7ec6.g.move.130.5), id(q7ec6.f.move.129)..id(q7ec6.f.move.131.5), id(q7ec6.g.move.131)..id(q7ec6.g.move.132.5), id(q7ec6.f.move.132)..id(q7ec6.f.move.133.5), id(q7ec6.g.move.133)..id(q7ec6.g.move.134.5), id(q7ec6.f.move.134)..id(q7ec6.f.move.135.5), id(q7ec6.g.move.135)..id(q7ec6.g.move.136.5), id(q7ec6.f.move.136)..id(q7ec6.f.move.137.5), id(q7ec6.g.move.137)..id(q7ec6.g.move.138.5), id(q7ec6.f.move.138)..id(q7ec6.f.move.140.5), id(q7ec6.g.move.139)"
q7ec6.transaction.5,review,4,5,"id(q7ec6.g.move.140)..id(q7ec6.g.move.141.5), id(q7ec6.f.move.141)..id(q7ec6.f.move.142.5), id(q7ec6.g.move.142)..id(q7ec6.g.move.143.5), id(q7ec6.f.move.143)..id(q7ec6.f.move.145.5), id(q7ec6.g.move.144)..id(q7ec6.g.move.146.5), id(q7ec6.f.move.146)..id(q7ec6.f.move.147.5), id(q7ec6.g.move.147)..id(q7ec6.g.move.148.5), id(q7ec6.f.move.148)..id(q7ec6.f.move.149.5), id(q7ec6.g.move.149)..id(q7ec6.g.move.150.5), id(q7ec6.f.move.150), id(q7ec6.g.move.151)..id(q7ec6.g.move.152)"
q7ec6.transaction.6,review,5,6,"id(q7ec6.g.move.154)..id(q7ec6.g.move.155.5), id(q7ec6.f.move.153)..id(q7ec6.f.move.156.5), id(q7ec6.g.move.156)..id(q7ec6.g.move.157.5), id(q7ec6.f.move.157)..id(q7ec6.f.move.158.5), id(q7ec6.g.move.158)..id(q7ec6.g.move.160.5), id(q7ec6.f.move.159)..id(q7ec6.f.move.162.5), id(q7ec6.g.move.161)..id(q7ec6.g.move.163.5), id(q7ec6.f.move.163), id(q7ec6.g.move.164)..id(q7ec6.g.move.165.5), id(q7ec6.f.move.165)..id(q7ec6.f.move.167.5), id(q7ec6.g.move.166)..id(q7ec6.g.move.168.5), id(q7ec6.f.move.168)..id(q7ec6.f.move.169.5), id(q7ec6.g.move.169)..id(q7ec6.g.move.170.5), id(q7ec6.f.move.170)..id(q7ec6.f.move.171.5), id(q7ec6.g.move.171)..id(q7ec6.g.move.173.5), id(q7ec6.f.move.172)..id(q7ec6.f.move.174.5), id(q7ec6.g.move.174), id(q7ec6.f.move.175)"
q7ec6.transaction.7,normal,6,7,"id(q7ec6.g.move.176), id(q7ec6.f.move.177), id(q7ec6.g.move.177.5), id(q7ec6.f.move.179.5), id(q7ec6.g.move.178)..id(q7ec6.g.move.180.5), id(q7ec6.f.move.180)..id(q7ec6.f.move.181.5), id(q7ec6.g.move.181)..id(q7ec6.g.move.182.5), id(q7ec6.f.move.182)..id(q7ec6.f.move.184.5), id(q7ec6.g.move.183)..id(q7ec6.g.move.186.5), id(q7ec6.f.move.185)"
q7ec6.transaction.8,normal,7,8,"id(q7ec6.f.move.186)..id(q7ec6.f.move.189.5), id(q7ec6.g.move.187)..id(q7ec6.g.move.191.5), id(q7ec6.f.move.190)..id(q7ec6.f.move.193.5), id(q7ec6.g.move.192)..id(q7ec6.g.move.193), id(q7ec6.f.move.194)..id(q7ec6.f.move.197.5), id(q7ec6.g.move.196)..id(q7ec6.g.move.197), id(q7ec6.f.move.198)..id(q7ec6.f.move.198.9), id(q7ec6.g.move.198.5), id(q7ec6.f.move.200.5), id(q7ec6.g.move.199)..id(q7ec6.g.move.202), id(q7ec6.f.move.201)"
q7ec6.transaction.9,normal,8,9,"id(q7ec6.g.move.203)..id(q7ec6.g.move.204.5), id(q7ec6.f.move.204), id(q7ec6.g.move.205)..id(q7ec6.g.move.206), id(q7ec6.f.move.207.5), id(q7ec6.g.move.206.5)..id(q7ec6.g.move.208.5), id(q7ec6.f.move.208)..id(q7ec6.f.move.211.5), id(q7ec6.g.move.209)..id(q7ec6.g.move.212.5), id(q7ec6.f.move.212)..id(q7ec6.f.move.213.5), id(q7ec6.g.move.213), id(q7ec6.f.move.214)"
q7ec6.transaction.10,normal,9,10,"id(q7ec6.g.move.215)..id(q7ec6.g.move.216.5), id(q7ec6.f.move.216)..id(q7ec6.f.move.217.5), id(q7ec6.g.move.217), id(q7ec6.f.move.218), id(q7ec6.g.move.220), id(q7ec6.f.move.221.5), id(q7ec6.g.move.220.5)..id(q7ec6.g.move.222.5), id(q7ec6.f.move.222), id(q7ec6.g.move.223), id(q7ec6.f.move.224.5), id(q7ec6.g.move.223.5)..id(q7ec6.g.move.225.5), id(q7ec6.f.move.225)"
