transaction_id,type,map_start_point,map_end_point,children
q1ec2.transaction.1,normal,1,2,id(q1ec2.g.move.1)..id(q1ec2.g.move.4)
q1ec2.transaction.2,review,1,2,"id(q1ec2.f.move.5)..id(q1ec2.f.move.7.5), id(q1ec2.g.move.7)..id(q1ec2.g.move.8.5), id(q1ec2.f.move.8)..id(q1ec2.f.move.9.5), id(q1ec2.g.move.9)..id(q1ec2.g.move.10.5), id(q1ec2.f.move.10)..id(q1ec2.f.move.12.5), id(q1ec2.g.move.11)..id(q1ec2.g.move.15.5), id(q1ec2.f.move.13)..id(q1ec2.f.move.14.5), id(q1ec2.g.move.16)..id(q1ec2.g.move.18.1), id(q1ec2.f.move.15)..id(q1ec2.f.move.19.5), id(q1ec2.g.move.18.2)..id(q1ec2.g.move.20.5), id(q1ec2.f.move.20), id(q1ec2.g.move.21)..id(q1ec2.g.move.23.5), id(q1ec2.f.move.21.5)..id(q1ec2.f.move.23), id(q1ec2.g.move.24), id(q1ec2.f.move.24.5), id(q1ec2.g.move.25.5), id(q1ec2.f.move.25)..id(q1ec2.f.move.27.5), id(q1ec2.g.move.26)..id(q1ec2.g.move.28.5), id(q1ec2.f.move.28)..id(q1ec2.f.move.30.5), id(q1ec2.g.move.29)..id(q1ec2.g.move.31.5), id(q1ec2.f.move.31)..id(q1ec2.f.move.33.5), id(q1ec2.g.move.32)..id(q1ec2.g.move.34.5), id(q1ec2.f.move.34), id(q1ec2.g.move.35), id(q1ec2.f.move.37.5), id(q1ec2.g.move.35.5)..id(q1ec2.g.move.38.5), id(q1ec2.f.move.38)..id(q1ec2.f.move.39.5), id(q1ec2.g.move.39), id(q1ec2.f.move.40)"
q1ec2.transaction.3,normal,2,3,"id(q1ec2.g.move.41)..id(q1ec2.g.move.42.5), id(q1ec2.f.move.42)..id(q1ec2.f.move.44.5), id(q1ec2.g.move.43), id(q1ec2.f.move.45)"
q1ec2.transaction.4,normal,3,4,"id(q1ec2.g.move.44)..id(q1ec2.g.move.45.5), id(q1ec2.g.move.46)..id(q1ec2.g.move.47.5), id(q1ec2.f.move.47)..id(q1ec2.f.move.48.5), id(q1ec2.g.move.48), id(q1ec2.f.move.49), id(q1ec2.g.move.49.5), id(q1ec2.f.move.51.5), id(q1ec2.g.move.50)..id(q1ec2.g.move.53.5), id(q1ec2.f.move.52)..id(q1ec2.f.move.55.5), id(q1ec2.g.move.54), id(q1ec2.f.move.56)"
q1ec2.transaction.5,normal,4,5,"id(q1ec2.g.move.55), id(q1ec2.f.move.58), id(q1ec2.g.move.58.5), id(q1ec2.f.move.59.5), id(q1ec2.g.move.59)..id(q1ec2.g.move.60.5), id(q1ec2.f.move.60)..id(q1ec2.f.move.61.5), id(q1ec2.g.move.61)..id(q1ec2.g.move.62.5), id(q1ec2.f.move.62), id(q1ec2.g.move.63), id(q1ec2.f.move.63.5), id(q1ec2.g.move.64.5), id(q1ec2.f.move.64)..id(q1ec2.f.move.67.5), id(q1ec2.g.move.65)..id(q1ec2.g.move.67.2), id(q1ec2.f.move.68)"
q1ec2.transaction.6,normal,5,6,"id(q1ec2.g.move.70)..id(q1ec2.g.move.71.5), id(q1ec2.f.move.71)..id(q1ec2.f.move.72.5), id(q1ec2.g.move.72)..id(q1ec2.g.move.73.5), id(q1ec2.f.move.73)..id(q1ec2.f.move.74.5), id(q1ec2.g.move.74), id(q1ec2.f.move.75)"
q1ec2.transaction.7,normal,6,7,"id(q1ec2.g.move.76), id(q1ec2.f.move.77), id(q1ec2.g.move.77.5), id(q1ec2.f.move.78.5), id(q1ec2.g.move.78)..id(q1ec2.g.move.80.5), id(q1ec2.f.move.79)..id(q1ec2.f.move.80), id(q1ec2.g.move.81)..id(q1ec2.g.move.81.5), id(q1ec2.f.move.84.5), id(q1ec2.g.move.82), id(q1ec2.f.move.85)"
q1ec2.transaction.8,normal,7,8,"id(q1ec2.g.move.86)..id(q1ec2.g.move.87.5), id(q1ec2.f.move.87), id(q1ec2.g.move.88), id(q1ec2.f.move.89.5), id(q1ec2.g.move.88.5)..id(q1ec2.g.move.89), id(q1ec2.f.move.90)"
q1ec2.transaction.9,normal,8,9,"id(q1ec2.g.move.91)..id(q1ec2.g.move.92.5), id(q1ec2.f.move.92)"
q1ec2.transaction.10,normal,9,10,"id(q1ec2.g.move.93)..id(q1ec2.g.move.94.5), id(q1ec2.f.move.94)..id(q1ec2.f.move.96.5), id(q1ec2.g.move.95)..id(q1ec2.g.move.97.5), id(q1ec2.f.move.97)..id(q1ec2.f.move.98.5), id(q1ec2.g.move.98)..id(q1ec2.g.move.99.5), id(q1ec2.f.move.99)..id(q1ec2.f.move.100.5), id(q1ec2.g.move.100)..id(q1ec2.g.move.101.5), id(q1ec2.f.move.101)..id(q1ec2.f.move.103.5), id(q1ec2.g.move.102)..id(q1ec2.g.move.103), id(q1ec2.f.move.104), id(q1ec2.g.move.104.5), id(q1ec2.f.move.107.5), id(q1ec2.g.move.105)..id(q1ec2.g.move.107), id(q1ec2.f.move.108)"
