transaction_id,type,map_start_point,map_end_point,children
q5ec8.transaction.1,normal,1,2,"id(q5ec8.f.move.1)..id(q5ec8.f.move.2.5), id(q5ec8.g.move.2)..id(q5ec8.g.move.3.5), id(q5ec8.f.move.3), id(q5ec8.g.move.4), id(q5ec8.f.move.6.5), id(q5ec8.g.move.5.5)..id(q5ec8.g.move.6), id(q5ec8.f.move.7)..id(q5ec8.f.move.8), id(q5ec8.g.move.8.5), id(q5ec8.f.move.10.5), id(q5ec8.g.move.9)..id(q5ec8.g.move.11.5), id(q5ec8.f.move.11)..id(q5ec8.f.move.12.5), id(q5ec8.g.move.12)"
q5ec8.transaction.2,review,1,2,"id(q5ec8.f.move.13)..id(q5ec8.f.move.15.5), id(q5ec8.g.move.14)..id(q5ec8.g.move.17.5), id(q5ec8.f.move.16)..id(q5ec8.f.move.18.5), id(q5ec8.g.move.18)..id(q5ec8.g.move.19.5), id(q5ec8.f.move.19)..id(q5ec8.f.move.20.5), id(q5ec8.g.move.20)..id(q5ec8.g.move.21.5), id(q5ec8.f.move.21)..id(q5ec8.f.move.23.5), id(q5ec8.g.move.22)..id(q5ec8.g.move.25.5), id(q5ec8.f.move.24)..id(q5ec8.f.move.28.5), id(q5ec8.g.move.26)..id(q5ec8.g.move.29.5), id(q5ec8.f.move.29), id(q5ec8.g.move.30)..id(q5ec8.g.move.30.2)"
q5ec8.transaction.3,normal,2,3,id(q5ec8.g.move.30.9)
q5ec8.transaction.4,review,1,3,"id(q5ec8.f.move.31)..id(q5ec8.f.move.32.5), id(q5ec8.g.move.32)..id(q5ec8.g.move.33.5), id(q5ec8.f.move.33)..id(q5ec8.f.move.34.5), id(q5ec8.g.move.34)..id(q5ec8.g.move.35.5), id(q5ec8.f.move.35)"
q5ec8.transaction.5,normal,3,4,"id(q5ec8.g.move.36)..id(q5ec8.g.move.37.5), id(q5ec8.f.move.37)..id(q5ec8.f.move.38.5), id(q5ec8.g.move.38), id(q5ec8.f.move.39)"
q5ec8.transaction.6,normal,4,5,"id(q5ec8.g.move.40)..id(q5ec8.g.move.41.5), id(q5ec8.f.move.41)..id(q5ec8.f.move.42.5), id(q5ec8.g.move.42)..id(q5ec8.g.move.43.5), id(q5ec8.f.move.43)..id(q5ec8.f.move.45.5), id(q5ec8.g.move.44)..id(q5ec8.g.move.46.5), id(q5ec8.f.move.46)..id(q5ec8.f.move.48.5), id(q5ec8.g.move.47)..id(q5ec8.g.move.49.5), id(q5ec8.f.move.49)"
q5ec8.transaction.7,normal,5,6,"id(q5ec8.g.move.50)..id(q5ec8.g.move.51.5), id(q5ec8.f.move.51)"
q5ec8.transaction.8,normal,6,7,"id(q5ec8.g.move.52)..id(q5ec8.g.move.53.5), id(q5ec8.f.move.53)..id(q5ec8.f.move.54.5), id(q5ec8.g.move.54)..id(q5ec8.g.move.56.5), id(q5ec8.f.move.55)..id(q5ec8.f.move.57.5), id(q5ec8.g.move.57), id(q5ec8.f.move.58)"
q5ec8.transaction.9,normal,7,8,"id(q5ec8.g.move.59)..id(q5ec8.g.move.60.5), id(q5ec8.f.move.60)..id(q5ec8.f.move.61.5), id(q5ec8.g.move.61)..id(q5ec8.g.move.62.5), id(q5ec8.f.move.62)..id(q5ec8.f.move.63.5), id(q5ec8.g.move.63)..id(q5ec8.g.move.64.5), id(q5ec8.f.move.64)..id(q5ec8.f.move.65.5), id(q5ec8.g.move.65)..id(q5ec8.g.move.66.5), id(q5ec8.f.move.66)..id(q5ec8.f.move.67.5), id(q5ec8.g.move.67)..id(q5ec8.g.move.68.5), id(q5ec8.f.move.68)..id(q5ec8.f.move.70.5), id(q5ec8.g.move.69)..id(q5ec8.g.move.71.5), id(q5ec8.f.move.71)..id(q5ec8.f.move.72.5), id(q5ec8.g.move.72)..id(q5ec8.g.move.74.5), id(q5ec8.f.move.73)..id(q5ec8.f.move.75.5), id(q5ec8.g.move.75), id(q5ec8.f.move.76)..id(q5ec8.f.move.77), id(q5ec8.g.move.77.5), id(q5ec8.f.move.78.5), id(q5ec8.g.move.78)..id(q5ec8.g.move.79.5), id(q5ec8.f.move.79)"
q5ec8.transaction.10,normal,8,9,"id(q5ec8.g.move.80)..id(q5ec8.g.move.83.5), id(q5ec8.f.move.82)..id(q5ec8.f.move.85.5), id(q5ec8.g.move.84)..id(q5ec8.g.move.86.5), id(q5ec8.f.move.86)..id(q5ec8.f.move.87.5), id(q5ec8.g.move.87)..id(q5ec8.g.move.88.5), id(q5ec8.f.move.88)..id(q5ec8.f.move.89.5), id(q5ec8.g.move.89)..id(q5ec8.g.move.90.5), id(q5ec8.f.move.90), id(q5ec8.g.move.91)"
q5ec8.transaction.11,normal,9,10,"id(q5ec8.g.move.92)..id(q5ec8.g.move.93.5), id(q5ec8.f.move.93), id(q5ec8.g.move.94), id(q5ec8.f.move.94.5), id(q5ec8.g.move.95.5), id(q5ec8.f.move.95)..id(q5ec8.f.move.96.5), id(q5ec8.g.move.96), id(q5ec8.f.move.97)"
q5ec8.transaction.12,normal,10,11,"id(q5ec8.g.move.98)..id(q5ec8.g.move.100.5), id(q5ec8.f.move.100)..id(q5ec8.f.move.101.5), id(q5ec8.g.move.101), id(q5ec8.f.move.102)..id(q5ec8.f.move.103)"
q5ec8.transaction.13,normal,11,12,"id(q5ec8.g.move.104)..id(q5ec8.g.move.107.5), id(q5ec8.f.move.107)..id(q5ec8.f.move.109.5), id(q5ec8.g.move.108)..id(q5ec8.g.move.110.5), id(q5ec8.f.move.110)"
q5ec8.transaction.14,normal,12,13,"id(q5ec8.g.move.111)..id(q5ec8.g.move.114.5), id(q5ec8.f.move.112)..id(q5ec8.f.move.115.5), id(q5ec8.g.move.115)..id(q5ec8.g.move.118.5), id(q5ec8.f.move.116)..id(q5ec8.f.move.119.5), id(q5ec8.g.move.119)..id(q5ec8.g.move.120.5), id(q5ec8.f.move.120)..id(q5ec8.f.move.121.5), id(q5ec8.g.move.121)..id(q5ec8.g.move.122.5), id(q5ec8.f.move.122)..id(q5ec8.f.move.123.5), id(q5ec8.g.move.123), id(q5ec8.f.move.124)"
q5ec8.transaction.15,normal,13,14,"id(q5ec8.g.move.125)..id(q5ec8.g.move.126.5), id(q5ec8.f.move.126)..id(q5ec8.f.move.127.5), id(q5ec8.g.move.127), id(q5ec8.f.move.128)"
q5ec8.transaction.16,normal,14,15,"id(q5ec8.g.move.129), id(q5ec8.f.move.130), id(q5ec8.g.move.130.5), id(q5ec8.f.move.131.5), id(q5ec8.g.move.131)..id(q5ec8.g.move.132.5), id(q5ec8.f.move.132)..id(q5ec8.f.move.133.5), id(q5ec8.g.move.133)..id(q5ec8.g.move.134.5), id(q5ec8.f.move.134)..id(q5ec8.f.move.135.5), id(q5ec8.g.move.135)..id(q5ec8.g.move.137.5), id(q5ec8.f.move.136)"
q5ec8.transaction.17,normal,15,16,"id(q5ec8.f.move.137), id(q5ec8.g.move.138)..id(q5ec8.g.move.138.5), id(q5ec8.f.move.139.5), id(q5ec8.g.move.139)..id(q5ec8.g.move.140.5), id(q5ec8.f.move.140), id(q5ec8.g.move.141), id(q5ec8.f.move.142.5), id(q5ec8.g.move.141.5)..id(q5ec8.g.move.143.5), id(q5ec8.f.move.143)..id(q5ec8.f.move.144.5), id(q5ec8.g.move.144)..id(q5ec8.g.move.145.5), id(q5ec8.f.move.145)..id(q5ec8.f.move.146.5), id(q5ec8.g.move.146)..id(q5ec8.g.move.147.5), id(q5ec8.f.move.147)..id(q5ec8.f.move.149.5), id(q5ec8.g.move.148)..id(q5ec8.g.move.150.5), id(q5ec8.f.move.150)..id(q5ec8.f.move.152.5), id(q5ec8.g.move.151)..id(q5ec8.g.move.152), id(q5ec8.f.move.153)..id(q5ec8.f.move.154)"
q5ec8.transaction.18,normal,16,17,"id(q5ec8.g.move.155)..id(q5ec8.g.move.156.5), id(q5ec8.f.move.156)..id(q5ec8.f.move.157.5), id(q5ec8.g.move.157)..id(q5ec8.g.move.158.5), id(q5ec8.f.move.158)..id(q5ec8.f.move.159.5), id(q5ec8.g.move.159)..id(q5ec8.g.move.160.5), id(q5ec8.f.move.160)..id(q5ec8.f.move.161.5), id(q5ec8.g.move.161)..id(q5ec8.g.move.164.5), id(q5ec8.f.move.162)..id(q5ec8.f.move.165.5), id(q5ec8.g.move.165), id(q5ec8.f.move.166)"
