transaction_id,type,map_start_point,map_end_point,children
q5ec6.transaction.1,normal,1,2,"id(q5ec6.g.move.1)..id(q5ec6.g.move.2.5), id(q5ec6.f.move.2)..id(q5ec6.f.move.5.5), id(q5ec6.g.move.3)..id(q5ec6.g.move.6.5), id(q5ec6.f.move.6)"
q5ec6.transaction.2,normal,2,3,"id(q5ec6.g.move.7)..id(q5ec6.g.move.9.5), id(q5ec6.f.move.9)..id(q5ec6.f.move.13.5), id(q5ec6.g.move.10)..id(q5ec6.g.move.14.5), id(q5ec6.f.move.14)..id(q5ec6.f.move.15.5), id(q5ec6.g.move.15)..id(q5ec6.g.move.16.5), id(q5ec6.f.move.16)..id(q5ec6.f.move.20.5), id(q5ec6.g.move.17)..id(q5ec6.g.move.21.5), id(q5ec6.f.move.21)..id(q5ec6.f.move.22.5), id(q5ec6.g.move.22)..id(q5ec6.g.move.23.5), id(q5ec6.f.move.23)..id(q5ec6.f.move.25.5), id(q5ec6.g.move.24)..id(q5ec6.g.move.25), id(q5ec6.f.move.26)..id(q5ec6.f.move.27.5), id(q5ec6.g.move.27)..id(q5ec6.g.move.28.5), id(q5ec6.f.move.28)..id(q5ec6.f.move.30.5), id(q5ec6.g.move.29)..id(q5ec6.g.move.31.5), id(q5ec6.f.move.31)..id(q5ec6.f.move.33.5), id(q5ec6.g.move.32)..id(q5ec6.g.move.34.5), id(q5ec6.f.move.34)..id(q5ec6.f.move.35.5), id(q5ec6.g.move.35)..id(q5ec6.g.move.36.5), id(q5ec6.f.move.36)..id(q5ec6.f.move.37.5), id(q5ec6.g.move.37)..id(q5ec6.g.move.38.5), id(q5ec6.f.move.38), id(q5ec6.g.move.39)"
q5ec6.transaction.3,normal,3,4,id(q5ec6.g.move.40)..id(q5ec6.g.move.42)
q5ec6.transaction.4,normal,4,5,"id(q5ec6.g.move.43)..id(q5ec6.g.move.44.5), id(q5ec6.f.move.44)..id(q5ec6.f.move.47.5), id(q5ec6.g.move.45)..id(q5ec6.g.move.48.5), id(q5ec6.f.move.48)..id(q5ec6.f.move.49.5), id(q5ec6.g.move.49)..id(q5ec6.g.move.50.5), id(q5ec6.f.move.50)"
q5ec6.transaction.5,normal,5,6,"id(q5ec6.g.move.51)..id(q5ec6.g.move.53.5), id(q5ec6.f.move.53)..id(q5ec6.f.move.54.5), id(q5ec6.g.move.54)..id(q5ec6.g.move.55.5), id(q5ec6.f.move.55)..id(q5ec6.f.move.57.5), id(q5ec6.g.move.56)..id(q5ec6.g.move.58.5), id(q5ec6.f.move.58)..id(q5ec6.f.move.60.5), id(q5ec6.g.move.59)..id(q5ec6.g.move.61.5), id(q5ec6.f.move.61)"
q5ec6.transaction.6,normal,6,7,"id(q5ec6.g.move.62), id(q5ec6.f.move.63.5), id(q5ec6.g.move.62.5)..id(q5ec6.g.move.64.5), id(q5ec6.f.move.64), id(q5ec6.g.move.65), id(q5ec6.f.move.66.5), id(q5ec6.g.move.66)..id(q5ec6.g.move.67.5), id(q5ec6.f.move.67), id(q5ec6.g.move.68), id(q5ec6.f.move.70.5), id(q5ec6.g.move.68.5)..id(q5ec6.g.move.71.5), id(q5ec6.f.move.71)..id(q5ec6.f.move.73.5), id(q5ec6.g.move.72)..id(q5ec6.g.move.74.5), id(q5ec6.f.move.74)..id(q5ec6.f.move.75.5), id(q5ec6.g.move.75)..id(q5ec6.g.move.76.5), id(q5ec6.f.move.76)..id(q5ec6.f.move.78.5), id(q5ec6.g.move.77)..id(q5ec6.g.move.79.5), id(q5ec6.f.move.79)..id(q5ec6.f.move.81.5), id(q5ec6.g.move.80)..id(q5ec6.g.move.81), id(q5ec6.f.move.82)..id(q5ec6.f.move.83)"
q5ec6.transaction.7,normal,7,8,"id(q5ec6.g.move.84)..id(q5ec6.g.move.87.5), id(q5ec6.f.move.85)..id(q5ec6.f.move.88.5), id(q5ec6.g.move.88), id(q5ec6.f.move.89)..id(q5ec6.f.move.91.5), id(q5ec6.g.move.91), id(q5ec6.f.move.92), id(q5ec6.g.move.92.5), id(q5ec6.f.move.94.5), id(q5ec6.g.move.93)..id(q5ec6.g.move.96.5), id(q5ec6.f.move.95)..id(q5ec6.f.move.96), id(q5ec6.g.move.97), id(q5ec6.f.move.99.5), id(q5ec6.g.move.97.5)..id(q5ec6.g.move.100.5), id(q5ec6.f.move.100)..id(q5ec6.f.move.101.5), id(q5ec6.g.move.101), id(q5ec6.f.move.102), id(q5ec6.g.move.102.5), id(q5ec6.f.move.103.5), id(q5ec6.g.move.103), id(q5ec6.f.move.104)..id(q5ec6.f.move.105)"
q5ec6.transaction.8,normal,8,9,"id(q5ec6.g.move.106)..id(q5ec6.g.move.107.5), id(q5ec6.f.move.107), id(q5ec6.g.move.108)"
q5ec6.transaction.9,normal,9,10,"id(q5ec6.g.move.109), id(q5ec6.f.move.110.5), id(q5ec6.g.move.109.5)..id(q5ec6.g.move.111.5), id(q5ec6.f.move.111)..id(q5ec6.f.move.112.5), id(q5ec6.g.move.112)..id(q5ec6.g.move.113.5), id(q5ec6.f.move.113)..id(q5ec6.f.move.114.5), id(q5ec6.g.move.114)..id(q5ec6.g.move.115.5), id(q5ec6.f.move.115)..id(q5ec6.f.move.116.5), id(q5ec6.g.move.116)..id(q5ec6.g.move.117.5), id(q5ec6.f.move.117)"
q5ec6.transaction.10,normal,10,11,"id(q5ec6.g.move.118)..id(q5ec6.g.move.120.5), id(q5ec6.f.move.120)..id(q5ec6.f.move.122.5), id(q5ec6.g.move.121)..id(q5ec6.g.move.123.5), id(q5ec6.f.move.123)..id(q5ec6.f.move.127.5), id(q5ec6.g.move.124)..id(q5ec6.g.move.128.5), id(q5ec6.f.move.128)..id(q5ec6.f.move.129.5), id(q5ec6.g.move.129)..id(q5ec6.g.move.130.5), id(q5ec6.f.move.130), id(q5ec6.g.move.131)"
