transaction_id,type,map_start_point,map_end_point,children
q2ec5.transaction.1,normal,1,2,"id(q2ec5.g.move.1)..id(q2ec5.g.move.2), id(q2ec5.f.move.1.1)..id(q2ec5.f.move.3), id(q2ec5.g.move.3.5), id(q2ec5.f.move.4.5), id(q2ec5.g.move.4)..id(q2ec5.g.move.5.5), id(q2ec5.f.move.5)..id(q2ec5.f.move.6.5), id(q2ec5.g.move.6), id(q2ec5.f.move.7), id(q2ec5.g.move.7.5), id(q2ec5.f.move.9.5), id(q2ec5.g.move.8)..id(q2ec5.g.move.10.5), id(q2ec5.f.move.10)..id(q2ec5.f.move.12.5), id(q2ec5.g.move.11)..id(q2ec5.g.move.13.5), id(q2ec5.f.move.13), id(q2ec5.g.move.14)"
q2ec5.transaction.2,normal,2,3,"id(q2ec5.g.move.15)..id(q2ec5.g.move.18.5), id(q2ec5.f.move.17)..id(q2ec5.f.move.20.5), id(q2ec5.g.move.19)..id(q2ec5.g.move.21.5), id(q2ec5.f.move.21), id(q2ec5.g.move.22), id(q2ec5.f.move.23.5), id(q2ec5.g.move.22.5)..id(q2ec5.g.move.24.5), id(q2ec5.f.move.24)..id(q2ec5.f.move.24.1), id(q2ec5.g.move.25)..id(q2ec5.g.move.26.5), id(q2ec5.f.move.26)..id(q2ec5.f.move.27.5), id(q2ec5.g.move.27)..id(q2ec5.g.move.28.5), id(q2ec5.f.move.28), id(q2ec5.g.move.29)"
q2ec5.transaction.3,normal,3,4,"id(q2ec5.g.move.30)..id(q2ec5.g.move.32.5), id(q2ec5.f.move.32), id(q2ec5.g.move.33), id(q2ec5.f.move.32.4), id(q2ec5.g.move.33.5)..id(q2ec5.g.move.34.5), id(q2ec5.f.move.32.9)..id(q2ec5.f.move.35.5), id(q2ec5.g.move.35)..id(q2ec5.g.move.36.5), id(q2ec5.f.move.36)..id(q2ec5.f.move.38.5), id(q2ec5.g.move.37)..id(q2ec5.g.move.39.5), id(q2ec5.f.move.39)..id(q2ec5.f.move.40.5), id(q2ec5.g.move.40)..id(q2ec5.g.move.41.5), id(q2ec5.f.move.41)..id(q2ec5.f.move.43.5), id(q2ec5.g.move.42)..id(q2ec5.g.move.43), id(q2ec5.f.move.44)"
q2ec5.transaction.4,normal,4,5,"id(q2ec5.g.move.45)..id(q2ec5.g.move.46.5), id(q2ec5.f.move.46), id(q2ec5.g.move.47)"
q2ec5.transaction.5,normal,5,6,"id(q2ec5.g.move.48)..id(q2ec5.g.move.50.5), id(q2ec5.f.move.49)..id(q2ec5.f.move.50), id(q2ec5.g.move.51)..id(q2ec5.g.move.52)"
q2ec5.transaction.6,normal,6,7,"id(q2ec5.g.move.53)..id(q2ec5.g.move.58.5), id(q2ec5.f.move.55)..id(q2ec5.f.move.57.5), id(q2ec5.g.move.59), id(q2ec5.f.move.58)..id(q2ec5.f.move.61.5), id(q2ec5.g.move.60)..id(q2ec5.g.move.61), id(q2ec5.f.move.62)..id(q2ec5.f.move.65.5), id(q2ec5.g.move.63.5)..id(q2ec5.g.move.66.5), id(q2ec5.f.move.66)"
q2ec5.transaction.7,normal,7,8,"id(q2ec5.g.move.67)..id(q2ec5.g.move.68.5), id(q2ec5.f.move.68)..id(q2ec5.f.move.69.5), id(q2ec5.g.move.69)..id(q2ec5.g.move.71.5), id(q2ec5.f.move.70)..id(q2ec5.f.move.75.5), id(q2ec5.g.move.72)..id(q2ec5.g.move.76.5), id(q2ec5.f.move.76)..id(q2ec5.f.move.79.5), id(q2ec5.g.move.77)..id(q2ec5.g.move.80.5), id(q2ec5.f.move.80)..id(q2ec5.f.move.82.5), id(q2ec5.g.move.81)..id(q2ec5.g.move.83.5), id(q2ec5.f.move.83)..id(q2ec5.f.move.84.5), id(q2ec5.g.move.84), id(q2ec5.f.move.85)"
q2ec5.transaction.8,normal,8,9,"id(q2ec5.g.move.86)..id(q2ec5.g.move.88.5), id(q2ec5.f.move.88)..id(q2ec5.f.move.89.5), id(q2ec5.g.move.89), id(q2ec5.f.move.90), id(q2ec5.g.move.90.5), id(q2ec5.f.move.91.5), id(q2ec5.g.move.91)..id(q2ec5.g.move.92.5), id(q2ec5.f.move.92)..id(q2ec5.f.move.93.5), id(q2ec5.g.move.93)..id(q2ec5.g.move.94.5), id(q2ec5.f.move.94)..id(q2ec5.f.move.96.5), id(q2ec5.g.move.95)..id(q2ec5.g.move.97.5), id(q2ec5.f.move.97)..id(q2ec5.f.move.99.5), id(q2ec5.g.move.98)..id(q2ec5.g.move.100.5), id(q2ec5.f.move.100)..id(q2ec5.f.move.101.5), id(q2ec5.g.move.101), id(q2ec5.f.move.102), id(q2ec5.g.move.102.5), id(q2ec5.f.move.103.5), id(q2ec5.g.move.103)..id(q2ec5.g.move.104.5), id(q2ec5.f.move.104), id(q2ec5.g.move.105)"
q2ec5.transaction.9,normal,9,10,"id(q2ec5.f.move.106)..id(q2ec5.f.move.107.5), id(q2ec5.g.move.107)..id(q2ec5.g.move.108.5), id(q2ec5.f.move.108)..id(q2ec5.f.move.111.5), id(q2ec5.g.move.109)..id(q2ec5.g.move.113.5), id(q2ec5.f.move.112)..id(q2ec5.f.move.115.5), id(q2ec5.g.move.114)..id(q2ec5.g.move.115), id(q2ec5.f.move.116)"
q2ec5.transaction.10,normal,10,11,"id(q2ec5.g.move.117)..id(q2ec5.g.move.119.5), id(q2ec5.f.move.119)..id(q2ec5.f.move.123.5), id(q2ec5.g.move.120)..id(q2ec5.g.move.124.5), id(q2ec5.f.move.124)..id(q2ec5.f.move.128.5), id(q2ec5.g.move.125)..id(q2ec5.g.move.128), id(q2ec5.f.move.129)"
q2ec5.transaction.11,normal,11,12,"id(q2ec5.g.move.130)..id(q2ec5.g.move.131.5), id(q2ec5.f.move.131), id(q2ec5.g.move.132), id(q2ec5.f.move.132.5), id(q2ec5.g.move.133.5), id(q2ec5.f.move.133)..id(q2ec5.f.move.134.5), id(q2ec5.g.move.134), id(q2ec5.f.move.135), id(q2ec5.g.move.135.5), id(q2ec5.f.move.136.5), id(q2ec5.g.move.136), id(q2ec5.f.move.137), id(q2ec5.g.move.137.5), id(q2ec5.f.move.138.5), id(q2ec5.g.move.138)..id(q2ec5.g.move.139.5), id(q2ec5.f.move.139), id(q2ec5.g.move.140), id(q2ec5.f.move.141.5), id(q2ec5.g.move.141)..id(q2ec5.g.move.144.5), id(q2ec5.f.move.142)..id(q2ec5.f.move.145.5), id(q2ec5.g.move.145)..id(q2ec5.g.move.146.5), id(q2ec5.f.move.146)..id(q2ec5.f.move.147.5), id(q2ec5.g.move.147)..id(q2ec5.g.move.148.5), id(q2ec5.f.move.148)..id(q2ec5.f.move.150.5), id(q2ec5.g.move.149)..id(q2ec5.g.move.151.5), id(q2ec5.f.move.151), id(q2ec5.g.move.152)"
q2ec5.transaction.12,normal,12,13,"id(q2ec5.g.move.153)..id(q2ec5.g.move.154), id(q2ec5.f.move.155), id(q2ec5.g.move.155.5), id(q2ec5.f.move.157.5), id(q2ec5.g.move.156)..id(q2ec5.g.move.159.5), id(q2ec5.f.move.158)..id(q2ec5.f.move.163.5), id(q2ec5.g.move.160)..id(q2ec5.g.move.163), id(q2ec5.f.move.164)"
q2ec5.transaction.13,normal,13,14,"id(q2ec5.g.move.165)..id(q2ec5.g.move.168.5), id(q2ec5.f.move.167)..id(q2ec5.f.move.170.5), id(q2ec5.g.move.169)..id(q2ec5.g.move.171.5), id(q2ec5.f.move.171), id(q2ec5.g.move.172), id(q2ec5.f.move.174.5), id(q2ec5.g.move.172.5)..id(q2ec5.g.move.175.5), id(q2ec5.f.move.175)..id(q2ec5.f.move.176.5), id(q2ec5.g.move.176)..id(q2ec5.g.move.177.5), id(q2ec5.f.move.177)..id(q2ec5.f.move.179.5), id(q2ec5.g.move.178)..id(q2ec5.g.move.180.5), id(q2ec5.f.move.180)..id(q2ec5.f.move.180.9), id(q2ec5.g.move.181), id(q2ec5.f.move.183.5), id(q2ec5.g.move.181.5)..id(q2ec5.g.move.184.5), id(q2ec5.f.move.184)..id(q2ec5.f.move.185.5), id(q2ec5.g.move.185)..id(q2ec5.g.move.186.5), id(q2ec5.f.move.186)..id(q2ec5.f.move.187.5), id(q2ec5.g.move.187)..id(q2ec5.g.move.188.5), id(q2ec5.f.move.188)..id(q2ec5.f.move.190.5), id(q2ec5.g.move.189)..id(q2ec5.g.move.191.5), id(q2ec5.f.move.191), id(q2ec5.g.move.192)"
q2ec5.transaction.14,normal,14,15,"id(q2ec5.g.move.193)..id(q2ec5.g.move.195.5), id(q2ec5.f.move.194)..id(q2ec5.f.move.195), id(q2ec5.g.move.196), id(q2ec5.f.move.197.5), id(q2ec5.g.move.197)..id(q2ec5.g.move.198.5), id(q2ec5.f.move.198)..id(q2ec5.f.move.199.5), id(q2ec5.g.move.199)..id(q2ec5.g.move.199.9), id(q2ec5.f.move.200)..id(q2ec5.f.move.203.5), id(q2ec5.g.move.203)..id(q2ec5.g.move.206.5), id(q2ec5.f.move.204)..id(q2ec5.f.move.207.5), id(q2ec5.g.move.207), id(q2ec5.f.move.208)"
q2ec5.transaction.15,normal,15,16,"id(q2ec5.g.move.209)..id(q2ec5.g.move.211.5), id(q2ec5.f.move.211)..id(q2ec5.f.move.212.5), id(q2ec5.g.move.212)..id(q2ec5.g.move.213.5), id(q2ec5.f.move.213)..id(q2ec5.f.move.215.5), id(q2ec5.g.move.214)..id(q2ec5.g.move.215), id(q2ec5.f.move.216)..id(q2ec5.f.move.217)"
