transaction_id,type,map_start_point,map_end_point,children
q3ec5.transaction.1,normal,1,2,"id(q3ec5.g.move.1)..id(q3ec5.g.move.3.5), id(q3ec5.f.move.3), id(q3ec5.g.move.4), id(q3ec5.f.move.6.5), id(q3ec5.g.move.5.5)..id(q3ec5.g.move.7.5), id(q3ec5.f.move.7)..id(q3ec5.f.move.8.5), id(q3ec5.g.move.8)..id(q3ec5.g.move.10.5), id(q3ec5.f.move.9)..id(q3ec5.f.move.12.5), id(q3ec5.g.move.11)"
q3ec5.transaction.2,normal,2,3,"id(q3ec5.g.move.12)..id(q3ec5.g.move.13.5), id(q3ec5.f.move.13)..id(q3ec5.f.move.14.5), id(q3ec5.g.move.14)..id(q3ec5.g.move.15.5), id(q3ec5.f.move.15), id(q3ec5.g.move.16), id(q3ec5.f.move.19.5), id(q3ec5.g.move.17.5)..id(q3ec5.g.move.20.5), id(q3ec5.f.move.20), id(q3ec5.g.move.21), id(q3ec5.f.move.22.5), id(q3ec5.g.move.22)..id(q3ec5.g.move.23.5), id(q3ec5.f.move.23)..id(q3ec5.f.move.24.5), id(q3ec5.g.move.24)..id(q3ec5.g.move.26.5), id(q3ec5.f.move.25)..id(q3ec5.f.move.27.5), id(q3ec5.g.move.27)..id(q3ec5.g.move.28.5), id(q3ec5.f.move.28)..id(q3ec5.f.move.29.5), id(q3ec5.g.move.29), id(q3ec5.f.move.30)"
q3ec5.transaction.3,normal,3,4,"id(q3ec5.g.move.31)..id(q3ec5.g.move.33.5), id(q3ec5.f.move.33)..id(q3ec5.f.move.34.5), id(q3ec5.g.move.34), id(q3ec5.f.move.35), id(q3ec5.g.move.35.5), id(q3ec5.f.move.37.5), id(q3ec5.g.move.36)..id(q3ec5.g.move.38.5), id(q3ec5.f.move.38)..id(q3ec5.f.move.39.5), id(q3ec5.g.move.39)..id(q3ec5.g.move.41.5), id(q3ec5.f.move.40)"
q3ec5.transaction.4,normal,4,5,"id(q3ec5.g.move.42), id(q3ec5.f.move.43.5), id(q3ec5.g.move.42.5)..id(q3ec5.g.move.44.5), id(q3ec5.f.move.44)..id(q3ec5.f.move.45.5), id(q3ec5.g.move.45), id(q3ec5.f.move.46)..id(q3ec5.f.move.47)"
q3ec5.transaction.5,normal,5,6,"id(q3ec5.g.move.48)..id(q3ec5.g.move.53.5), id(q3ec5.f.move.50)..id(q3ec5.f.move.51.5), id(q3ec5.g.move.54), id(q3ec5.f.move.52)"
q3ec5.transaction.6,normal,6,7,"id(q3ec5.g.move.54.9)..id(q3ec5.g.move.55.5), id(q3ec5.f.move.55), id(q3ec5.g.move.56), id(q3ec5.f.move.57.5), id(q3ec5.g.move.57), id(q3ec5.f.move.58), id(q3ec5.g.move.58.5), id(q3ec5.f.move.59.5), id(q3ec5.g.move.59), id(q3ec5.f.move.60), id(q3ec5.g.move.60.5), id(q3ec5.f.move.63.5), id(q3ec5.g.move.61)"
q3ec5.transaction.7,normal,7,8,"id(q3ec5.g.move.62)..id(q3ec5.g.move.65.5), id(q3ec5.f.move.64), id(q3ec5.g.move.66), id(q3ec5.f.move.71.5), id(q3ec5.g.move.67)"
q3ec5.transaction.8,normal,8,9,"id(q3ec5.g.move.69)..id(q3ec5.g.move.72.5), id(q3ec5.f.move.72)..id(q3ec5.f.move.73.5), id(q3ec5.g.move.73)..id(q3ec5.g.move.75.5), id(q3ec5.f.move.74)..id(q3ec5.f.move.76.5), id(q3ec5.g.move.76)..id(q3ec5.g.move.77.5), id(q3ec5.f.move.77)..id(q3ec5.f.move.81.5), id(q3ec5.g.move.78)..id(q3ec5.g.move.82.5), id(q3ec5.f.move.82)..id(q3ec5.f.move.84.5), id(q3ec5.g.move.83)..id(q3ec5.g.move.85.5), id(q3ec5.f.move.85)..id(q3ec5.f.move.87.5), id(q3ec5.g.move.86)..id(q3ec5.g.move.89.5), id(q3ec5.f.move.88)..id(q3ec5.f.move.89), id(q3ec5.g.move.90)"
q3ec5.transaction.9,normal,9,10,"id(q3ec5.g.move.91)..id(q3ec5.g.move.92.5), id(q3ec5.f.move.92)..id(q3ec5.f.move.93.5), id(q3ec5.g.move.93)..id(q3ec5.g.move.94.5), id(q3ec5.f.move.94)..id(q3ec5.f.move.95.5), id(q3ec5.g.move.95)..id(q3ec5.g.move.97.5), id(q3ec5.f.move.96)..id(q3ec5.f.move.100.5), id(q3ec5.g.move.98)..id(q3ec5.g.move.101.5), id(q3ec5.f.move.101)..id(q3ec5.f.move.103.5), id(q3ec5.g.move.102)..id(q3ec5.g.move.104.5), id(q3ec5.f.move.104)..id(q3ec5.f.move.105.5), id(q3ec5.g.move.105), id(q3ec5.f.move.106)"
q3ec5.transaction.10,normal,10,11,"id(q3ec5.g.move.107)..id(q3ec5.g.move.107.5), id(q3ec5.f.move.109)..id(q3ec5.f.move.109.5), id(q3ec5.g.move.108)..id(q3ec5.g.move.111.5), id(q3ec5.f.move.110)..id(q3ec5.f.move.113.5), id(q3ec5.g.move.112)..id(q3ec5.g.move.114.5), id(q3ec5.f.move.114)"
