transaction_id,type,map_start_point,map_end_point,children
q7ec7.transaction.1,normal,1,2,"id(q7ec7.g.move.1)..id(q7ec7.g.move.3), id(q7ec7.f.move.4), id(q7ec7.g.move.4.5), id(q7ec7.f.move.6.5), id(q7ec7.g.move.5)..id(q7ec7.g.move.6), id(q7ec7.f.move.7), id(q7ec7.g.move.7.5), id(q7ec7.f.move.9.5), id(q7ec7.g.move.8)..id(q7ec7.g.move.9), id(q7ec7.f.move.10)"
q7ec7.transaction.2,normal,2,3,"id(q7ec7.f.move.11)..id(q7ec7.f.move.13.5), id(q7ec7.g.move.12)..id(q7ec7.g.move.14.5), id(q7ec7.f.move.14)..id(q7ec7.f.move.17.5), id(q7ec7.g.move.15)..id(q7ec7.g.move.18.5), id(q7ec7.f.move.18)..id(q7ec7.f.move.19.5), id(q7ec7.g.move.19)..id(q7ec7.g.move.20.5), id(q7ec7.f.move.20)..id(q7ec7.f.move.21.5), id(q7ec7.g.move.21)..id(q7ec7.g.move.23.5), id(q7ec7.f.move.22)..id(q7ec7.f.move.26.5), id(q7ec7.g.move.24)..id(q7ec7.g.move.26), id(q7ec7.f.move.27)"
q7ec7.transaction.3,normal,3,4,"id(q7ec7.g.move.28)..id(q7ec7.g.move.29.5), id(q7ec7.f.move.29)..id(q7ec7.f.move.30.5), id(q7ec7.g.move.30), id(q7ec7.f.move.31)"
q7ec7.transaction.4,normal,4,5,"id(q7ec7.g.move.32)..id(q7ec7.g.move.33), id(q7ec7.f.move.34), id(q7ec7.g.move.34.5), id(q7ec7.f.move.39.5), id(q7ec7.g.move.35)..id(q7ec7.g.move.37)"
q7ec7.transaction.5,normal,5,6,"id(q7ec7.g.move.38)..id(q7ec7.g.move.40.5), id(q7ec7.f.move.40)..id(q7ec7.f.move.44.5), id(q7ec7.g.move.41)..id(q7ec7.g.move.46.5), id(q7ec7.f.move.45)..id(q7ec7.f.move.47.5), id(q7ec7.g.move.47)..id(q7ec7.g.move.48.5), id(q7ec7.f.move.48)..id(q7ec7.f.move.49.5), id(q7ec7.g.move.49)..id(q7ec7.g.move.50.5), id(q7ec7.f.move.50)..id(q7ec7.f.move.53.5), id(q7ec7.g.move.51)..id(q7ec7.g.move.52), id(q7ec7.f.move.54)"
q7ec7.transaction.6,normal,6,7,"id(q7ec7.g.move.53)..id(q7ec7.g.move.57.5), id(q7ec7.f.move.56)..id(q7ec7.f.move.58.5), id(q7ec7.g.move.58)..id(q7ec7.g.move.60.5), id(q7ec7.f.move.59)..id(q7ec7.f.move.61.5), id(q7ec7.g.move.61)..id(q7ec7.g.move.62.5), id(q7ec7.f.move.62)..id(q7ec7.f.move.63.5), id(q7ec7.g.move.63), id(q7ec7.f.move.64), id(q7ec7.g.move.64.5), id(q7ec7.f.move.65.5), id(q7ec7.g.move.65)..id(q7ec7.g.move.66.5), id(q7ec7.f.move.66)..id(q7ec7.f.move.68.5), id(q7ec7.g.move.67)..id(q7ec7.g.move.68), id(q7ec7.f.move.69)"
q7ec7.transaction.7,normal,7,8,"id(q7ec7.g.move.70)..id(q7ec7.g.move.71.5), id(q7ec7.f.move.71)..id(q7ec7.f.move.72.5), id(q7ec7.g.move.72), id(q7ec7.f.move.73)"
q7ec7.transaction.8,normal,8,9,"id(q7ec7.g.move.74)..id(q7ec7.g.move.77.5), id(q7ec7.f.move.76)..id(q7ec7.f.move.82.5), id(q7ec7.g.move.78)..id(q7ec7.g.move.84.5), id(q7ec7.f.move.83)..id(q7ec7.f.move.86.5), id(q7ec7.g.move.85)..id(q7ec7.g.move.87.5), id(q7ec7.f.move.87), id(q7ec7.g.move.88)..id(q7ec7.g.move.88.5), id(q7ec7.f.move.90.5), id(q7ec7.g.move.89)"
q7ec7.transaction.9,normal,9,10,"id(q7ec7.g.move.90)..id(q7ec7.g.move.93.5), id(q7ec7.f.move.91)..id(q7ec7.f.move.95.5), id(q7ec7.g.move.94)..id(q7ec7.g.move.97.5), id(q7ec7.f.move.96)..id(q7ec7.f.move.98.5), id(q7ec7.g.move.98), id(q7ec7.f.move.99), id(q7ec7.g.move.99.5), id(q7ec7.f.move.101.5), id(q7ec7.g.move.100)..id(q7ec7.g.move.103.5), id(q7ec7.f.move.102)..id(q7ec7.f.move.104.5), id(q7ec7.g.move.104), id(q7ec7.f.move.105)"
q7ec7.transaction.10,normal,10,11,"id(q7ec7.g.move.106)..id(q7ec7.g.move.107), id(q7ec7.f.move.108)..id(q7ec7.f.move.109), id(q7ec7.g.move.109.5), id(q7ec7.f.move.111.5), id(q7ec7.g.move.110)..id(q7ec7.g.move.111), id(q7ec7.f.move.112)"
q7ec7.transaction.11,normal,11,12,"id(q7ec7.g.move.113)..id(q7ec7.g.move.116.5), id(q7ec7.f.move.115), id(q7ec7.g.move.117)"
q7ec7.transaction.12,normal,12,13,"id(q7ec7.g.move.118)..id(q7ec7.g.move.120.5), id(q7ec7.f.move.120)..id(q7ec7.f.move.122), id(q7ec7.g.move.121)..id(q7ec7.g.move.123), id(q7ec7.f.move.127.5), id(q7ec7.g.move.124)..id(q7ec7.g.move.125)"
q7ec7.transaction.13,normal,13,14,"id(q7ec7.g.move.126)..id(q7ec7.g.move.128.5), id(q7ec7.f.move.128), id(q7ec7.g.move.129)..id(q7ec7.g.move.129.5), id(q7ec7.f.move.131.5), id(q7ec7.g.move.130)..id(q7ec7.g.move.132.5), id(q7ec7.f.move.132), id(q7ec7.g.move.133), id(q7ec7.f.move.134.5), id(q7ec7.g.move.133.5)..id(q7ec7.g.move.136.5), id(q7ec7.f.move.135)..id(q7ec7.f.move.137.5), id(q7ec7.g.move.137)..id(q7ec7.g.move.138.5), id(q7ec7.f.move.138)..id(q7ec7.f.move.141.5), id(q7ec7.g.move.139), id(q7ec7.f.move.142), id(q7ec7.g.move.142.5), id(q7ec7.f.move.143.5), id(q7ec7.g.move.143), id(q7ec7.f.move.144)"
