transaction_id,type,map_start_point,map_end_point,children
q4ec8.transaction.1,normal,1,2,"id(q4ec8.g.move.1)..id(q4ec8.g.move.6.5), id(q4ec8.f.move.5)..id(q4ec8.f.move.6), id(q4ec8.g.move.7)..id(q4ec8.g.move.8.5), id(q4ec8.f.move.9.5), id(q4ec8.g.move.9), id(q4ec8.f.move.10)"
q4ec8.transaction.2,normal,2,3,"id(q4ec8.g.move.12)..id(q4ec8.g.move.13.5), id(q4ec8.f.move.13)..id(q4ec8.f.move.17.5), id(q4ec8.g.move.14)..id(q4ec8.g.move.18.5), id(q4ec8.f.move.18)..id(q4ec8.f.move.19.5), id(q4ec8.g.move.19), id(q4ec8.f.move.20)"
q4ec8.transaction.3,normal,3,5,"id(q4ec8.g.move.21)..id(q4ec8.g.move.25.5), id(q4ec8.f.move.25)"
q4ec8.transaction.4,review,3,4,"id(q4ec8.g.move.26)..id(q4ec8.g.move.27.5), id(q4ec8.f.move.27)"
q4ec8.transaction.5,review,4,5,"id(q4ec8.g.move.28)..id(q4ec8.g.move.29), id(q4ec8.f.move.30)"
q4ec8.transaction.6,normal,5,6,"id(q4ec8.g.move.32)..id(q4ec8.g.move.33.5), id(q4ec8.f.move.33), id(q4ec8.g.move.34), id(q4ec8.f.move.35.5), id(q4ec8.g.move.35), id(q4ec8.f.move.36), id(q4ec8.g.move.36.5), id(q4ec8.f.move.37.5), id(q4ec8.g.move.37)..id(q4ec8.g.move.38.5), id(q4ec8.f.move.38)..id(q4ec8.f.move.39.5), id(q4ec8.g.move.39)..id(q4ec8.g.move.40.5), id(q4ec8.f.move.40)..id(q4ec8.f.move.41.5), id(q4ec8.g.move.41)..id(q4ec8.g.move.43.5), id(q4ec8.f.move.42)..id(q4ec8.f.move.44.5), id(q4ec8.g.move.46)..id(q4ec8.g.move.46.5), id(q4ec8.f.move.45)..id(q4ec8.f.move.47.5), id(q4ec8.g.move.47)..id(q4ec8.g.move.47.1), id(q4ec8.f.move.48)..id(q4ec8.f.move.49.5), id(q4ec8.g.move.49)..id(q4ec8.g.move.50.5), id(q4ec8.f.move.50), id(q4ec8.g.move.51), id(q4ec8.f.move.52.5), id(q4ec8.g.move.52), id(q4ec8.f.move.53)"
q4ec8.transaction.7,normal,6,7,"id(q4ec8.g.move.55)..id(q4ec8.g.move.57.5), id(q4ec8.f.move.56)..id(q4ec8.f.move.58.5), id(q4ec8.g.move.58)..id(q4ec8.g.move.60.5), id(q4ec8.f.move.59)..id(q4ec8.f.move.63.5), id(q4ec8.g.move.61)..id(q4ec8.g.move.64.5), id(q4ec8.f.move.64)..id(q4ec8.f.move.65.5), id(q4ec8.g.move.65)..id(q4ec8.g.move.66.5), id(q4ec8.f.move.66)..id(q4ec8.f.move.68.5), id(q4ec8.g.move.67)..id(q4ec8.g.move.70.5), id(q4ec8.f.move.69)..id(q4ec8.f.move.72.5), id(q4ec8.g.move.71)"
q4ec8.transaction.8,normal,7,8,"id(q4ec8.g.move.72)..id(q4ec8.g.move.73.5), id(q4ec8.f.move.73)..id(q4ec8.f.move.76.5), id(q4ec8.g.move.74)..id(q4ec8.g.move.77.5), id(q4ec8.f.move.77)..id(q4ec8.f.move.78.5), id(q4ec8.g.move.78)..id(q4ec8.g.move.79.5), id(q4ec8.f.move.79)..id(q4ec8.f.move.82.5), id(q4ec8.g.move.80)..id(q4ec8.g.move.84.5), id(q4ec8.f.move.83)..id(q4ec8.f.move.86.5), id(q4ec8.g.move.85)..id(q4ec8.g.move.86), id(q4ec8.f.move.87), id(q4ec8.g.move.88)"
q4ec8.transaction.9,review,6,8,"id(q4ec8.g.move.89)..id(q4ec8.g.move.91.5), id(q4ec8.f.move.91)..id(q4ec8.f.move.93.5), id(q4ec8.g.move.92)..id(q4ec8.g.move.94.5), id(q4ec8.f.move.94)..id(q4ec8.f.move.96.5), id(q4ec8.g.move.95)"
q4ec8.transaction.10,irrelevant,,,"id(q4ec8.f.move.97)..id(q4ec8.f.move.98.5), id(q4ec8.g.move.98)..id(q4ec8.g.move.99.5), id(q4ec8.f.move.99)..id(q4ec8.f.move.100.5), id(q4ec8.g.move.100)..id(q4ec8.g.move.101.5), id(q4ec8.f.move.101)"
