conversation_id,transaction_id,transaction_type,move_id,label,map_start_point,map_end_point,timed_units,timed_unit_type,timed_unit_start,timed_unit_end,eyecontact,familiar,map,quad,devscore,f_gaze_type,g_gaze_type
1,q6ec1.transaction.1,normal,q6ec1.g.move.1,ready,1,2,right,,0.0594,0.2685,yes,yes,m15,6,38,,
1,q6ec1.transaction.1,normal,q6ec1.g.move.3.5,,1,2,,,2.9777,3.5029,yes,yes,m15,6,38,,
1,q6ec1.transaction.1,normal,q6ec1.f.move.3,acknowledge,1,2,okay,lowamp,3.4065,3.8739,yes,yes,m15,6,38,,
1,q6ec1.transaction.1,normal,q6ec1.f.move.4.5,,1,2,,,3.8739,14.365,yes,yes,m15,6,38,,
1,q6ec1.transaction.1,normal,q6ec1.g.move.4,instruct,1,2,down at the bottom of it bottom left of it follow the s-- line stream i presume it is to the top of the well,,3.5029,12.64,yes,yes,m15,6,38,,
1,q6ec1.transaction.1,normal,q6ec1.g.move.5.5,,1,2,,,12.64,14.3471,yes,yes,m15,6,38,,
1,q6ec1.transaction.1,normal,q6ec1.f.move.5,explain,1,2,i don't have a well,lowamp,14.365,15.3253,yes,yes,m15,6,38,,
1,q6ec1.transaction.1,normal,q6ec1.f.move.10.5,,1,2,,,15.3253,16.5374,yes,yes,m15,6,38,,
1,q6ec1.transaction.1,normal,q6ec1.g.move.6,query_yn,1,2,you don't have a stream,,14.3471,15.032,yes,yes,m15,6,38,,
1,q6ec1.transaction.1,normal,q6ec1.g.move.12.5,,1,2,,,16.7337,18.0457,yes,yes,m15,6,38,,
1,q6ec1.transaction.1,normal,q6ec1.f.move.11,ready,1,2,right,,16.5374,16.6906,yes,yes,m15,6,38,,
1,q6ec1.transaction.1,normal,q6ec1.f.move.12,explain,1,2,i've got the sandy shore and i've got a cross saying start,,16.6906,19.4442,yes,yes,m15,6,38,,
1,q6ec1.transaction.1,normal,q6ec1.g.move.13,acknowledge,1,2,right,,18.0457,18.3299,yes,yes,m15,6,38,,
1,q6ec1.transaction.2,review,q6ec1.g.move.15,ready,1,2,right okay,,19.5762,20.2132,yes,yes,m15,6,38,,
1,q6ec1.transaction.2,review,q6ec1.g.move.17.5,,1,2,,,22.8832,26.1096,yes,yes,m15,6,38,,
1,q6ec1.transaction.2,review,q6ec1.f.move.17,query_w,1,2,down the middle or straight,,22.4053,25.0157,yes,yes,m15,6,38,,
1,q6ec1.transaction.2,review,q6ec1.f.move.18.5,,1,2,,,25.0157,28.3556,yes,yes,m15,6,38,,
1,q6ec1.transaction.2,review,q6ec1.g.move.18,reply_w,1,2,slightly sloped slightly sloped that way,,26.1096,28.3951,yes,yes,m15,6,38,,
1,q6ec1.transaction.2,review,q6ec1.g.move.19.5,,1,2,,,28.3951,29.2412,yes,yes,m15,6,38,,
1,q6ec1.transaction.2,review,q6ec1.f.move.19,query_w,1,2,to the towards the west or east,,28.3556,32.3049,yes,yes,m15,6,38,,
1,q6ec1.transaction.2,review,q6ec1.f.move.22.5,,1,2,,,32.3049,33.5253,yes,yes,m15,6,38,,
1,q6ec1.transaction.2,review,q6ec1.g.move.20,reply_w,1,2,right,lowamp,29.2412,29.9676,yes,yes,m15,6,38,,
1,q6ec1.transaction.2,review,q6ec1.g.move.23.5,,1,2,,inbreath,32.948,33.9969,yes,yes,m15,6,38,,
1,q6ec1.transaction.2,review,q6ec1.f.move.23,acknowledge,1,2,right okay,,33.5253,34.0078,yes,yes,m15,6,38,,
1,q6ec1.transaction.2,review,q6ec1.f.move.24.5,,1,2,,,34.0078,34.0687,yes,yes,m15,6,38,,
1,q6ec1.transaction.2,review,q6ec1.g.move.24,instruct,1,2,but don't go down too far,,33.9969,35.1322,yes,yes,m15,6,38,,
1,q6ec1.transaction.2,review,q6ec1.f.move.25,query_yn,1,2,straight,lowamp,34.0687,34.7587,yes,yes,m15,6,38,,
1,q6ec1.transaction.2,review,q6ec1.f.move.29.5,,1,2,,,34.7587,38.4198,yes,yes,m15,6,38,,
1,q6ec1.transaction.2,review,q6ec1.g.move.27,reply_y,1,2,uh-huh,,35.1322,35.4788,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.g.move.28,ready,2,3,and then,,36.3514,36.88,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.g.move.30.5,,2,3,,nonvocal,37.9929,39.0218,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.f.move.30,reply_n,2,3,no,,38.4198,38.6421,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.f.move.32.5,,2,3,,,38.6421,42.5009,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.g.move.31,ready,2,3,right,,39.0218,39.1913,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.g.move.33.5,,2,3,,,42.1144,43.8115,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.f.move.33,reply_w,2,3,i don't have a stream,,42.5009,43.4363,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.f.move.34.5,,2,3,,,43.4363,44.9548,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.g.move.34,check,2,3,you don't have anything,lowamp,43.8116,44.705,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.g.move.35.5,,2,3,,inbreath,44.705,46.8626,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.f.move.35,align,2,3,are we talking about the top left,,44.9548,46.8939,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.f.move.36.5,,2,3,,laugh,46.8939,47.5807,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.g.move.36,reply_y,2,3,yes,,46.8626,47.7091,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.g.move.37.5,,2,3,,inbreath,47.7091,48.5548,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.f.move.37,acknowledge,2,3,right okay,,47.5807,48.2082,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.f.move.38.5,,2,3,,,48.2082,49.5899,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.g.move.38,check,2,3,do you have anything,,48.5548,49.3776,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.g.move.39.5,,2,3,,,49.3776,50.8653,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.f.move.39,reply_n,2,3,no nothing at all,,49.5899,50.7592,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.f.move.40.5,,2,3,,,50.7592,52.7371,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.g.move.40,query_yn,2,3,is your page just blank,,50.8653,51.8236,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.g.move.42.5,,2,3,,nonvocal,51.8236,56.0997,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.f.move.41,reply_n,2,3,no no,,52.7371,53.6759,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.f.move.44.5,,2,3,,,54.8222,60.4842,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.g.move.43,ready,2,3,okay,,56.0997,56.3481,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.g.move.45.5,,2,3,,,59.6211,61.0639,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.f.move.45,acknowledge,2,3,uh-huh,,60.4842,60.8251,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.f.move.46.5,,2,3,,,60.8251,75.247,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.g.move.46,instruct,2,3,and then slightly to the east that way and then turn to the west and like curve round like that except it'll be the other way,,61.0639,71.0714,yes,yes,m15,6,38,,
1,q6ec1.transaction.3,normal,q6ec1.f.move.47,acknowledge,2,3,okay,lowamp,75.247,75.7773,yes,yes,m15,6,38,,
1,q6ec1.transaction.4,normal,q6ec1.g.move.48,ready,3,4,and then,,76.5997,77.0862,yes,yes,m15,6,38,,
1,q6ec1.transaction.4,normal,q6ec1.g.move.49,instruct,3,4,after you finish the curve continue to the east,lowamp,78.144,81.6439,yes,yes,m15,6,38,,
1,q6ec1.transaction.5,normal,q6ec1.g.move.50,query_yn,4,5,do you have a house with local residents,,83.2728,84.9085,yes,yes,m15,6,38,,
1,q6ec1.transaction.5,normal,q6ec1.g.move.51.5,,4,5,,,84.9085,90.8152,yes,yes,m15,6,38,,
1,q6ec1.transaction.5,normal,q6ec1.f.move.51,check,4,5,under crane bay,lowamp,87.579,89.0333,yes,yes,m15,6,38,,
1,q6ec1.transaction.5,normal,q6ec1.f.move.52.5,,4,5,,,89.0333,93.5162,yes,yes,m15,6,38,,
1,q6ec1.transaction.5,normal,q6ec1.g.move.52,reply_y,4,5,yeah,lowamp,90.8152,91.2975,yes,yes,m15,6,38,,
1,q6ec1.transaction.5,normal,q6ec1.g.move.53.5,,4,5,,nonvocal,91.2975,95.9466,yes,yes,m15,6,38,,
1,q6ec1.transaction.5,normal,q6ec1.f.move.53,align,4,5,do you see this river coming down,,93.5162,95.1301,yes,yes,m15,6,38,,
1,q6ec1.transaction.5,normal,q6ec1.f.move.54.5,,4,5,,,95.1301,96.8824,yes,yes,m15,6,38,,
1,q6ec1.transaction.5,normal,q6ec1.g.move.54,check,4,5,the big river,,95.9466,96.6081,yes,yes,m15,6,38,,
1,q6ec1.transaction.5,normal,q6ec1.g.move.54.4,,4,5,,nonvocal,96.6081,99.6334,yes,yes,m15,6,38,,
1,q6ec1.transaction.5,normal,q6ec1.f.move.55,reply_y,4,5,yeah,,96.8824,97.1887,yes,yes,m15,6,38,,
1,q6ec1.transaction.5,normal,q6ec1.f.move.59.5,,4,5,,,98.7616,105.6587,yes,yes,m15,6,38,,
1,q6ec1.transaction.5,normal,q6ec1.g.move.54.9,reply_n,4,5,no,,99.6334,99.8337,yes,yes,m15,6,38,,
1,q6ec1.transaction.5,normal,q6ec1.g.move.59,reply_n,4,5,no,,103.2471,103.4549,yes,yes,m15,6,38,,
1,q6ec1.transaction.5,normal,q6ec1.g.move.59.4,,4,5,,,103.4549,105.398,yes,yes,m15,6,38,,
1,q6ec1.transaction.5,normal,q6ec1.g.move.59.9,uncodable,4,5,mm,,105.398,105.9482,yes,yes,m15,6,38,,
1,q6ec1.transaction.6,review,q6ec1.f.move.60,query_yn,1,15,are you going to the treasure,,105.6588,107.006,yes,yes,m15,6,38,,
1,q6ec1.transaction.6,review,q6ec1.f.move.64.5,,1,15,,,107.006,111.9993,yes,yes,m15,6,38,,
1,q6ec1.transaction.6,review,q6ec1.g.move.61,acknowledge,1,15,treasure,,107.9753,108.4598,yes,yes,m15,6,38,,
1,q6ec1.transaction.6,review,q6ec1.g.move.67.5,,1,15,,,111.8682,116.426,yes,yes,m15,6,38,,
1,q6ec1.transaction.6,review,q6ec1.f.move.65,reply_n,1,15,no,,111.9994,112.2678,yes,yes,m15,6,38,,
1,q6ec1.transaction.6,review,q6ec1.f.move.66,instruct,1,15,okay never mind,lowamp,113.2658,114.2797,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.f.move.67,query_yn,3,4,have you got hills,,114.529,115.368,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.f.move.68.5,,3,4,,,115.368,117.2958,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.g.move.68,reply_y,3,4,yeah,,116.4261,116.855,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.g.move.70.5,,3,4,,,116.855,119.2884,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.f.move.69,ready,3,4,right,,117.2958,117.5478,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.f.move.71.5,,3,4,,,119.1963,119.3314,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.g.move.71,reply_y,3,4,above the hills,,119.2884,120.1062,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.g.move.72.5,,3,4,,,120.1062,120.6872,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.f.move.72,query_yn,3,4,to the east of that or what,,119.3314,120.8927,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.f.move.74.5,,3,4,,,120.8927,125.6159,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.g.move.73,reply_y,3,4,to the east of that,,120.6872,121.7311,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.g.move.75.5,,3,4,,,123.7567,127.8114,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.f.move.75,query_yn,3,4,i'm just going straight down there then,,125.616,127.2366,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.f.move.78.5,,3,4,,,127.2366,132.0504,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.g.move.76,reply_n,3,4,no,,127.8114,128.0393,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.g.move.79.5,,3,4,,,131.2502,134.0977,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.f.move.79,reply_y,3,4,well sort yeah,,132.0504,133.1061,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.f.move.81.5,,3,4,,,133.1061,137.8277,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.g.move.80,ready,3,4,right,,134.0977,134.2986,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.g.move.84.5,,3,4,,,138.5205,143.947,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.f.move.82,query_w,3,4,how far down the page am i now,lowamp,137.8278,139.6402,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.f.move.85.5,,3,4,,,143.9584,145.0288,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.g.move.85,reply_w,3,4,ten centimetres,,143.947,144.8561,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.g.move.87.5,,3,4,,,144.8561,148.252,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.f.move.86,acknowledge,3,4,east,,145.0289,145.5921,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.f.move.89.5,,3,4,,,147.2489,153.7476,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.g.move.88,reply_y,3,4,east,,148.252,148.5402,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.g.move.89,clarify,3,4,to about couple centimetres off the top off the end of the hills,,148.5402,152.3397,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.f.move.90,explain,3,4,we've probably got different hills,,153.7476,154.8856,yes,yes,m15,6,38,,
1,q6ec1.transaction.7,review,q6ec1.f.move.92,acknowledge,3,4,okay that's me,,155.4159,156.4782,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.g.move.93,ready,4,5,and,,156.7182,156.8934,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.g.move.95.5,,4,5,,,158.8597,161.2214,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.f.move.95,acknowledge,4,5,mmhmm,,160.9594,161.3794,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.f.move.96.5,,4,5,,,161.3794,165.0848,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.g.move.96,instruct,4,5,back to the stream to where you c-- to where you cross the stream,,161.2214,163.9808,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.g.move.97.5,,4,5,,,163.9808,167.5529,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.f.move.97,check,4,5,this big thing,,165.0848,165.9906,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.g.move.98,query_yn,4,5,do you have like two black lines and then a big stream,,167.5529,170.2588,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.f.move.98.5,,4,5,,,165.9906,171.8734,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.g.move.101.5,,4,5,,,170.2588,179.0977,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.f.move.99,ready,4,5,right,,171.8734,171.9903,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.f.move.102.5,,4,5,,,178.6471,180.1863,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.g.move.102,reply_y,4,5,uh-huh,,179.0977,179.516,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.g.move.103.5,,4,5,,,179.516,184.5111,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.f.move.103,explain,4,5,and i've got one big sort river thing coming down and that's it,,180.1863,183.6108,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.f.move.104.5,,4,5,,,183.6109,184.9926,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.g.move.104,ready,4,5,right,,184.5111,184.8059,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.g.move.106,uncodable,4,5,s--,,184.8618,185.1039,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.f.move.105,explain,4,5,and then it splits into two,,184.9926,186.3776,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.g.move.106.4,,4,5,,,185.1039,186.124,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.f.move.106.5,,4,5,,,186.3777,187.855,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.g.move.106.9,align,4,5,you've got crane bay,,186.1241,187.5265,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.g.move.107.5,,4,5,,,187.5265,187.8081,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.f.move.107,reply_y,4,5,mmhmm,,187.855,188.1464,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.f.move.108.5,,4,5,,,188.1464,190.1059,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.g.move.108,align,4,5,at the top,,187.8082,188.564,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.g.move.109.5,,4,5,,,188.5641,190.9505,yes,yes,m15,6,38,,
1,q6ec1.transaction.8,normal,q6ec1.f.move.109,reply_y,4,5,yeah,lowamp,190.106,190.5377,yes,yes,m15,6,38,,
1,q6ec1.transaction.9,normal,q6ec1.g.move.110,uncodable,5,6,uh,,190.9505,191.5647,yes,yes,m15,6,38,,
1,q6ec1.transaction.9,normal,q6ec1.f.move.111.5,,5,6,,,190.5377,198.6141,yes,yes,m15,6,38,,
1,q6ec1.transaction.9,normal,q6ec1.g.move.110.4,,5,6,,,191.5648,193.1985,yes,yes,m15,6,38,,
1,q6ec1.transaction.9,normal,q6ec1.g.move.111,align,5,6,and you've got like the two bits round two lines round crane bay,lowamp,194.7713,198.1589,yes,yes,m15,6,38,,
1,q6ec1.transaction.9,normal,q6ec1.f.move.112,reply_y,5,6,uh-huh,,198.6141,198.9517,yes,yes,m15,6,38,,
1,q6ec1.transaction.9,normal,q6ec1.g.move.112.5,,5,6,,,198.1589,199.4682,yes,yes,m15,6,38,,
1,q6ec1.transaction.9,normal,q6ec1.f.move.113.5,,5,6,,,198.9518,207.7122,yes,yes,m15,6,38,,
1,q6ec1.transaction.9,normal,q6ec1.g.move.113,instruct,5,6,so you cross that go up go back up and cross that,,199.4682,204.8379,yes,yes,m15,6,38,,
1,q6ec1.transaction.9,normal,q6ec1.g.move.114.5,,5,6,,nonvocal,204.8379,210.3534,yes,yes,m15,6,38,,
1,q6ec1.transaction.9,normal,q6ec1.f.move.114,query_w,5,6,how far down the river bit,,207.7122,209.3536,yes,yes,m15,6,38,,
1,q6ec1.transaction.9,normal,q6ec1.g.move.115,reply_w,5,6,about two centimetres from where the two lines meet more sort come into one,,210.3534,217.0003,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.f.move.116,instruct,4,6,describe what you've got,,221.8997,222.9109,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.f.move.120.5,,4,6,,,222.9109,229.2992,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.g.move.117,ready,4,6,right,,224.222,224.469,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.g.move.122.5,,4,6,,,228.9256,230.6399,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.f.move.121,reply_y,4,6,i have,,229.2993,229.5843,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.f.move.126.5,,4,6,,,230.2956,240.424,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.g.move.123,instruct,4,6,right now go up to the left from that,,230.64,233.3969,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.g.move.128.5,,4,6,,,237.925,242.3272,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.f.move.127,query_yn,4,6,but i thought we're starting at the top,,240.4241,241.796,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.f.move.131.5,,4,6,,,243.773,245.9025,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.g.move.129,reply_y,4,6,yeah i know,,242.3272,242.8435,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.g.move.132.5,,4,6,,,245.4687,246.1571,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.f.move.132,acknowledge,4,6,oh alright okay,lowamp,245.9025,246.9178,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.f.move.135.5,,4,6,,,246.9178,252.4811,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.g.move.133,explain,4,6,on the page,,246.1571,246.6923,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.g.move.136.5,,4,6,,,251.4889,254.203,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.f.move.136,check,4,6,one bit goes up,,252.4811,253.4441,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.g.move.137,reply_w,4,6,it round crane bay,,254.203,255.4958,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.f.move.137.5,,4,6,,,253.4441,256.9706,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.g.move.139.5,,4,6,,nonvocal,255.4958,269.6263,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.f.move.138,explain,4,6,mine just goes straight up goes like that into crane bay,,256.9706,260.7452,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.f.move.139.9,query_yn,4,6,have you got bridges,,267.8055,268.7129,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.g.move.140,reply_n,4,6,no,,269.6263,269.8486,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.f.move.142.5,,4,6,,,268.7129,275.2241,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.g.move.141,explain,4,6,i don't have a bridge but maybe that's your bridge then that's how it's crossed,,269.8486,272.7801,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.g.move.143.5,,4,6,,,274.6715,277.8344,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.f.move.143,reply_w,4,6,up at the very very top at crane bay,,275.2241,277.3641,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.g.move.144,query_w,4,6,how many centimetres off the top of the page,lowamp,277.8344,279.5432,yes,yes,m15,6,38,,
1,q6ec1.transaction.10,review,q6ec1.g.move.145,explain,4,6,yeah that could be it,,281.8646,282.8611,yes,yes,m15,6,38,,
1,q6ec1.transaction.11,review,q6ec1.f.move.146,explain,4,5,but i've got a house just below that local residents,,283.8612,286.6181,yes,yes,m15,6,38,,
1,q6ec1.transaction.11,review,q6ec1.g.move.147,acknowledge,4,5,yeah,,286.7723,287.1546,yes,yes,m15,6,38,,
