conversation_id,transaction_id,transaction_type,move_id,label,map_start_point,map_end_point,timed_units,timed_unit_type,timed_unit_start,timed_unit_end,eyecontact,familiar,map,quad,devscore,f_gaze_type,g_gaze_type
7,q8nc7.transaction.1,normal,q8nc7.g.move.1,instruct,1,2,the start,,0.2305,0.9244,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.g.move.4.5,,1,2,,,2.8507,3.8264,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.f.move.3,reply_y,1,2,yeah,,2.5564,2.7747,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.f.move.5.5,,1,2,,,3.8639,4.7978,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.g.move.5,acknowledge,1,2,right okay,,3.8265,4.8526,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.f.move.6,acknowledge,1,2,okay,lowamp,4.7978,5.3049,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.f.move.8.5,,1,2,,,5.3049,15.38,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.g.move.7,instruct,1,2,you go ehm down the left-hand side of the extinct volcano 'til you're about a centimetre below it and then you go along the bottom of the page,,4.8527,13.4641,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.g.move.10.5,,1,2,,,15.7058,18.7401,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.f.move.9,acknowledge,1,2,right,,15.38,15.7274,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.f.move.11.5,,1,2,,,18.7861,19.5419,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.g.move.11,reply_y,1,2,uh-huh,,18.7401,19.2038,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.g.move.13.5,,1,2,,,19.2038,22.9238,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.f.move.12,acknowledge,1,2,right,,19.5419,19.7955,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.f.move.14.5,,1,2,,,22.7649,22.9739,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.g.move.14,reply_y,1,2,uh-huh,,22.9238,23.4774,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.g.move.15.5,,1,2,,,23.4774,25.2892,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.f.move.15,check,1,2,"that's about just down from the ""e"" down and along from the ""e""",,22.9739,27.2156,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.f.move.18.5,,1,2,,,27.2157,28.2932,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.g.move.16,uncodable,1,2,just,,25.2892,25.5535,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.g.move.18,reply_y,1,2,uh-huh that's right,,27.3903,28.2879,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.f.move.19,acknowledge,1,2,okay,,28.2932,28.6453,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.g.move.19.5,,1,2,,,28.2879,28.7035,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.f.move.21.5,,1,2,,,28.6453,31.7215,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.g.move.20,ready,1,2,and then,,28.7035,29.1523,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.g.move.21,query_yn,1,2,do you have a tribal settlement,,29.1523,30.6915,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.f.move.22,reply_n,1,2,no,,31.7215,32.0472,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.g.move.22.5,,1,2,,,30.6915,32.766,no,no,m13,8,47,,
7,q8nc7.transaction.1,normal,q8nc7.f.move.23.5,,1,2,,,32.0472,34.8752,no,no,m13,8,47,,
