conversation_id,transaction_id,transaction_type,move_id,label,map_start_point,map_end_point,timed_units,timed_unit_type,timed_unit_start,timed_unit_end,eyecontact,familiar,map,quad,devscore,f_gaze_type,g_gaze_type
6,q3ec6.transaction.1,normal,q3ec6.g.move.1,instruct,1,2,,lowamp,,,yes,no,m1,3,89,,
6,q3ec6.transaction.1,normal,q3ec6.f.move.2,acknowledge,1,2,mmhmm,,7.0146,8.0385,yes,no,m1,3,89,down,down
6,q3ec6.transaction.2,normal,q3ec6.g.move.3,instruct,2,3,come south due south to the bottom of the page,,8.8338,11.7458,yes,no,m1,3,89,down,down
6,q3ec6.transaction.2,normal,q3ec6.g.move.4.5,,2,3,,,11.7458,13.6024,yes,no,m1,3,89,down,down
6,q3ec6.transaction.2,normal,q3ec6.f.move.4,acknowledge,2,3,mmhmm,,12.776,13.4973,yes,no,m1,3,89,down,down
6,q3ec6.transaction.3,normal,q3ec6.g.move.5,instruct,3,4,go to the left of the page to about an inch from the end,,13.6025,16.7063,yes,no,m1,3,89,down,down
6,q3ec6.transaction.3,normal,q3ec6.g.move.6.5,,3,4,,,16.7063,19.2227,yes,no,m1,3,89,down,down
6,q3ec6.transaction.3,normal,q3ec6.f.move.6,check,3,4,over the banana tree,,17.4934,18.2247,yes,no,m1,3,89,down,down
6,q3ec6.transaction.3,normal,q3ec6.f.move.7.5,,3,4,,,18.2247,21.506,yes,no,m1,3,89,down,down
6,q3ec6.transaction.3,normal,q3ec6.g.move.7,reply_y,3,4,i suppose so yeah eh,,19.2227,21.1726,yes,no,m1,3,89,down,down
6,q3ec6.transaction.3,normal,q3ec6.f.move.8,acknowledge,3,4,mmhmm,,21.506,21.9382,yes,no,m1,3,89,down,down
6,q3ec6.transaction.4,normal,q3ec6.g.move.9,instruct,4,5,go north to the level of the footbridge,,22.1907,24.6146,yes,no,m1,3,89,down,down
6,q3ec6.transaction.4,normal,q3ec6.g.move.10.5,,4,5,,,24.6146,27.1581,yes,no,m1,3,89,down,down
6,q3ec6.transaction.4,normal,q3ec6.f.move.10,acknowledge,4,5,mmhmm,,27.131,27.4568,yes,no,m1,3,89,down,down
6,q3ec6.transaction.4,normal,q3ec6.f.move.11.5,,4,5,,,27.4568,33.0053,yes,no,m1,3,89,down,down
6,q3ec6.transaction.4,normal,q3ec6.g.move.11,instruct,4,5,go up and go across the footbridge and stop exactl-- right at the end edge of the footbridge,,27.1581,32.7379,yes,no,m1,3,89,down,down
6,q3ec6.transaction.4,normal,q3ec6.g.move.12.5,,4,5,,,32.7379,34.2102,yes,no,m1,3,89,down,up
6,q3ec6.transaction.4,normal,q3ec6.f.move.12,check,4,5,above the footbridge,,33.0053,33.9256,yes,no,m1,3,89,down,up
6,q3ec6.transaction.4,normal,q3ec6.f.move.13.5,,4,5,,,33.9256,35.5461,yes,no,m1,3,89,down,down
6,q3ec6.transaction.4,normal,q3ec6.g.move.13,clarify,4,5,o-- over the footbridge,,34.2102,35.3597,yes,no,m1,3,89,down,down
