conversation_id,transaction_id,transaction_type,move_id,label,map_start_point,map_end_point,timed_units,timed_unit_type,timed_unit_start,timed_unit_end,eyecontact,familiar,map,quad,devscore,f_gaze_type,g_gaze_type
4,q7nc4.transaction.1,normal,q7nc4.g.move.1,ready,1,2,right okay ehm right,,0.6848,3.0333,no,no,m1,7,35,,
4,q7nc4.transaction.1,normal,q7nc4.g.move.3.5,,1,2,,,9.518,10.7646,no,no,m1,7,35,,
4,q7nc4.transaction.1,normal,q7nc4.f.move.3,reply_y,1,2,yeah,,10.2757,10.4522,no,no,m1,7,35,,
4,q7nc4.transaction.1,normal,q7nc4.g.move.4,acknowledge,1,2,right,,10.7646,11.1662,no,no,m1,7,35,,
4,q7nc4.transaction.1,normal,q7nc4.f.move.5.5,,1,2,,,10.4522,14.1489,no,no,m1,7,35,,
4,q7nc4.transaction.1,normal,q7nc4.g.move.4.5,,1,2,,,11.1662,11.7511,no,no,m1,7,35,,
4,q7nc4.transaction.1,normal,q7nc4.g.move.6.5,,1,2,,,13.8848,14.5911,no,no,m1,7,35,,
4,q7nc4.transaction.1,normal,q7nc4.f.move.6,reply_y,1,2,yeah,,14.1489,14.4148,no,no,m1,7,35,,
4,q7nc4.transaction.1,normal,q7nc4.g.move.7,acknowledge,1,2,okay right,,14.5911,15.3358,no,no,m1,7,35,,
4,q7nc4.transaction.1,normal,q7nc4.f.move.10.5,,1,2,,,14.4149,29.242,no,no,m1,7,35,,
4,q7nc4.transaction.1,normal,q7nc4.g.move.7.5,,1,2,,,15.3358,16.905,no,no,m1,7,35,,
4,q7nc4.transaction.1,normal,q7nc4.g.move.12.5,,1,2,,,28.7167,33.3012,no,no,m1,7,35,,
4,q7nc4.transaction.1,normal,q7nc4.f.move.11,reply_n,1,2,eh no,,29.242,30.0337,no,no,m1,7,35,,
4,q7nc4.transaction.1,normal,q7nc4.f.move.14.5,,1,2,,,33.1445,37.1077,no,no,m1,7,35,,
4,q7nc4.transaction.1,normal,q7nc4.g.move.13,acknowledge,1,2,uh-huh,,33.3012,33.5837,no,no,m1,7,35,,
4,q7nc4.transaction.1,normal,q7nc4.g.move.15.5,,1,2,,,36.1137,38.5207,no,no,m1,7,35,,
4,q7nc4.transaction.1,normal,q7nc4.f.move.15,reply_w,1,2,a footbridge quite a bit over,,37.1077,38.769,no,no,m1,7,35,,
4,q7nc4.transaction.1,normal,q7nc4.f.move.18.5,,1,2,,,38.769,50.4654,no,no,m1,7,35,,
4,q7nc4.transaction.1,normal,q7nc4.g.move.16,acknowledge,1,2,right okay,,38.5207,39.6336,no,no,m1,7,35,,
4,q7nc4.transaction.1,normal,q7nc4.g.move.19.5,,1,2,,,50.0,52.0113,no,no,m1,7,35,,
4,q7nc4.transaction.1,normal,q7nc4.f.move.19,acknowledge,1,2,okay,,50.4654,50.8311,no,no,m1,7,35,,
4,q7nc4.transaction.1,normal,q7nc4.f.move.20.5,,1,2,,,50.8311,56.6091,no,no,m1,7,35,,
4,q7nc4.transaction.1,normal,q7nc4.g.move.20,instruct,1,2,move to the left about an inch and then drop down like almost at the side of the falls,,52.0113,56.4152,no,no,m1,7,35,,
4,q7nc4.transaction.1,normal,q7nc4.g.move.21.5,,1,2,,,56.4152,56.7487,no,no,m1,7,35,,
4,q7nc4.transaction.1,normal,q7nc4.f.move.21,acknowledge,1,2,right,,56.6091,56.9415,no,no,m1,7,35,,
4,q7nc4.transaction.2,normal,q7nc4.g.move.22,instruct,2,3,it goes into a curve d-- goes along the bottom of the page right to about an inch before the edge of the page and it curves right round it's almost like a kind square circle and it cuts along and it goes it goes up level with the footbridge and goes along the footbridge,,56.7487,72.7826,no,no,m1,7,35,,
4,q7nc4.transaction.2,normal,q7nc4.g.move.24.5,,2,3,,,73.9628,74.8803,no,no,m1,7,35,,
4,q7nc4.transaction.2,normal,q7nc4.f.move.24,check,2,3,goes along the foot bridge to the side of,,73.8331,75.8697,no,no,m1,7,35,,
4,q7nc4.transaction.2,normal,q7nc4.f.move.28.5,,2,3,,,75.8697,78.9744,no,no,m1,7,35,,
4,q7nc4.transaction.2,normal,q7nc4.g.move.25,reply_y,2,3,yeah,,74.8803,75.1754,no,no,m1,7,35,,
4,q7nc4.transaction.2,normal,q7nc4.g.move.29.5,,2,3,,,78.7634,79.6808,no,no,m1,7,35,,
4,q7nc4.transaction.2,normal,q7nc4.f.move.29,reply_y,2,3,right okay,,78.9744,79.596,no,no,m1,7,35,,
4,q7nc4.transaction.3,review,q7nc4.g.move.30,instruct,2,3,and then it jus--,,79.6809,80.2028,no,no,m1,7,35,,
4,q7nc4.transaction.3,review,q7nc4.g.move.31.5,,2,3,,,80.2028,81.6323,no,no,m1,7,35,,
4,q7nc4.transaction.3,review,q7nc4.f.move.31,query_yn,2,3,what about the banana tree does it come before the banana tree,,80.1297,82.8225,no,no,m1,7,35,,
4,q7nc4.transaction.3,review,q7nc4.f.move.34.5,,2,3,,laugh,82.8225,84.2544,no,no,m1,7,35,,
4,q7nc4.transaction.3,review,q7nc4.g.move.32,acknowledge,2,3,oh,,81.6323,82.0944,no,no,m1,7,35,,
4,q7nc4.transaction.3,review,q7nc4.g.move.36.5,,2,3,,laugh,84.299,85.3493,no,no,m1,7,35,,
4,q7nc4.transaction.3,review,q7nc4.f.move.35,acknowledge,2,3,right okay,,84.2544,85.039,no,no,m1,7,35,,
4,q7nc4.transaction.3,review,q7nc4.f.move.37.5,,2,3,,,85.039,87.3196,no,no,m1,7,35,,
4,q7nc4.transaction.3,review,q7nc4.g.move.37,query_w,2,3,where's the banana tree roughly,,85.3493,87.0536,no,no,m1,7,35,,
4,q7nc4.transaction.3,review,q7nc4.g.move.38.5,,2,3,,,87.0536,88.0751,no,no,m1,7,35,,
4,q7nc4.transaction.3,review,q7nc4.f.move.38,reply_w,2,3,it's just below the footbridge and along to my left slightly,,87.3196,92.8249,no,no,m1,7,35,,
4,q7nc4.transaction.3,review,q7nc4.f.move.41.5,,2,3,,,92.8249,93.6028,no,no,m1,7,35,,
4,q7nc4.transaction.3,review,q7nc4.g.move.39,uncodable,2,3,in,,88.0751,88.238,no,no,m1,7,35,,
4,q7nc4.transaction.3,review,q7nc4.g.move.42.5,,2,3,,,93.6403,95.6449,no,no,m1,7,35,,
4,q7nc4.transaction.3,review,q7nc4.f.move.42,reply_w,2,3,it's level with the cr-- the falls,,93.6028,95.3532,no,no,m1,7,35,,
4,q7nc4.transaction.3,review,q7nc4.f.move.44.5,,2,3,,,95.3532,99.8495,no,no,m1,7,35,,
4,q7nc4.transaction.3,review,q7nc4.g.move.43,acknowledge,2,3,right okay,,95.6449,96.3564,no,no,m1,7,35,,
4,q7nc4.transaction.3,review,q7nc4.g.move.46.5,,2,3,,,101.5984,101.9415,no,no,m1,7,35,,
4,q7nc4.transaction.3,review,q7nc4.f.move.45,acknowledge,2,3,round the outside of it right okay,,99.8495,101.5763,no,no,m1,7,35,,
4,q7nc4.transaction.3,review,q7nc4.f.move.47.5,,2,3,,,101.5763,102.6421,no,no,m1,7,35,,
4,q7nc4.transaction.3,review,q7nc4.g.move.47,align,2,3,okay,,101.9415,102.4934,no,no,m1,7,35,,
