conversation_id,transaction_id,transaction_type,move_id,label,map_start_point,map_end_point,timed_units,timed_unit_type,timed_unit_start,timed_unit_end,eyecontact,familiar,map,quad,devscore,f_gaze_type,g_gaze_type
5,q7ec5.transaction.1,normal,q7ec5.g.move.1,align,1.0,2.0,ready dave,,0.0,0.4491,yes,yes,m4,7,24,down,up
5,q7ec5.transaction.1,normal,q7ec5.f.move.2,reply_y,1.0,2.0,yeah,,1.3156,1.5849,yes,yes,m4,7,24,down,up
5,q7ec5.transaction.1,normal,q7ec5.f.move.2.9,instruct,1.0,2.0,fire away,,1.7844,2.1933,yes,yes,m4,7,24,down,up
5,q7ec5.transaction.1,normal,q7ec5.g.move.2.5,,1.0,2.0,,,0.4491,2.2457,yes,yes,m4,7,24,down,down
5,q7ec5.transaction.1,normal,q7ec5.f.move.4.5,,1.0,2.0,,,2.1933,6.767,yes,yes,m4,7,24,down,up
5,q7ec5.transaction.1,normal,q7ec5.g.move.3,ready,1.0,2.0,right,,2.2457,2.3645,yes,yes,m4,7,24,down,down
5,q7ec5.transaction.1,normal,q7ec5.g.move.5.5,,1.0,2.0,,,6.0689,7.9139,yes,yes,m4,7,24,down,down
5,q7ec5.transaction.1,normal,q7ec5.f.move.5,reply_y,1.0,2.0,certainly am,lowamp,6.767,7.8295,yes,yes,m4,7,24,down,down
5,q7ec5.transaction.1,normal,q7ec5.g.move.6,acknowledge,1.0,2.0,right,,7.9139,8.2264,yes,yes,m4,7,24,down,down
5,q7ec5.transaction.1,normal,q7ec5.f.move.7.5,,1.0,2.0,,,7.8295,17.7581,yes,yes,m4,7,24,down,down
5,q7ec5.transaction.1,normal,q7ec5.g.move.6.5,,1.0,2.0,,,8.2264,8.8631,yes,yes,m4,7,24,down,down
5,q7ec5.transaction.1,normal,q7ec5.g.move.9.5,,1.0,2.0,,inbreath,16.8601,20.4538,yes,yes,m4,7,24,down,up
5,q7ec5.transaction.1,normal,q7ec5.f.move.8,check,1.0,2.0,and go hang a big left right past it,,17.7581,19.904,yes,yes,m4,7,24,down,up
5,q7ec5.transaction.1,normal,q7ec5.f.move.9,acknowledge,1.0,2.0,right,,20.3894,20.7733,yes,yes,m4,7,24,down,down
5,q7ec5.transaction.1,normal,q7ec5.g.move.10,align,1.0,2.0,so you go so you're going east west then south down,lipsmack,20.4538,24.7257,yes,yes,m4,7,24,down,down
5,q7ec5.transaction.1,normal,q7ec5.f.move.10.5,,1.0,2.0,,,20.7733,24.4319,yes,yes,m4,7,24,down,down
5,q7ec5.transaction.1,normal,q7ec5.f.move.11,reply_y,1.0,2.0,yep,,24.4319,24.6929,yes,yes,m4,7,24,down,down
5,q7ec5.transaction.2,normal,q7ec5.g.move.12,query_yn,2.0,3.0,have you got a picnic site,,25.364,26.1004,yes,yes,m4,7,24,down,down
5,q7ec5.transaction.2,normal,q7ec5.g.move.14.5,,2.0,3.0,,nonvocal,26.1004,28.2913,yes,yes,m4,7,24,down,down
5,q7ec5.transaction.2,normal,q7ec5.f.move.13,reply_n,2.0,3.0,nope,,26.8222,27.3675,yes,yes,m4,7,24,down,down
5,q7ec5.transaction.2,normal,q7ec5.f.move.17.5,,2.0,3.0,,,28.9798,33.2966,yes,yes,m4,7,24,down,down
5,q7ec5.transaction.2,normal,q7ec5.g.move.15,acknowledge,2.0,3.0,right okay,,28.2913,28.8032,yes,yes,m4,7,24,down,down
5,q7ec5.transaction.2,normal,q7ec5.g.move.17,reply_w,2.0,3.0,it's about an inch is it below the s-- site of the forest fire and about an inch above the an inch and a half above the bottom of the the page,,29.3302,37.3554,yes,yes,m4,7,24,down,down
5,q7ec5.transaction.2,normal,q7ec5.f.move.18,acknowledge,2.0,3.0,an inch,,33.2966,33.7886,yes,yes,m4,7,24,down,down
5,q7ec5.transaction.2,normal,q7ec5.f.move.20.5,,2.0,3.0,,,33.7886,44.4335,yes,yes,m4,7,24,down,down
5,q7ec5.transaction.2,normal,q7ec5.g.move.19.5,,2.0,3.0,,,37.3554,37.5848,yes,yes,m4,7,24,down,down
5,q7ec5.transaction.2,normal,q7ec5.g.move.20,instruct,2.0,3.0,so you go south and then you go round the bottom of it so you go south and then east,lowamp,37.5848,44.9468,yes,yes,m4,7,24,down,down
5,q7ec5.transaction.2,normal,q7ec5.f.move.21,check,2.0,3.0,so i'm go--,,44.4336,44.8508,yes,yes,m4,7,24,down,down
5,q7ec5.transaction.2,normal,q7ec5.f.move.23,acknowledge,2.0,3.0,right,,49.8591,50.1633,yes,yes,m4,7,24,down,up
5,q7ec5.transaction.3,normal,q7ec5.g.move.24,instruct,3.0,4.0,f-- and you go east about from the side of the page going about th-- three inch,,50.2809,56.1968,yes,yes,m4,7,24,down,down
5,q7ec5.transaction.3,normal,q7ec5.g.move.26.5,,3.0,4.0,,,57.4036,58.7882,yes,yes,m4,7,24,down,down
5,q7ec5.transaction.3,normal,q7ec5.f.move.26,reply_y,3.0,4.0,mmhmm,,57.6849,58.142,yes,yes,m4,7,24,down,down
5,q7ec5.transaction.3,normal,q7ec5.g.move.27,explain,3.0,4.0,which is just to the it's to the right and below the site of the forest fire,,58.7882,64.8172,yes,yes,m4,7,24,down,down
