conversation_id,transaction_id,transaction_type,move_id,label,map_start_point,map_end_point,timed_units,timed_unit_type,timed_unit_start,timed_unit_end,eyecontact,familiar,map,quad,devscore,f_gaze_type,g_gaze_type
5,q2ec5.transaction.1,normal,q2ec5.g.move.1,ready,1,2,right mm,,0.0,0.8062,yes,no,m5,2,66,,
5,q2ec5.transaction.1,normal,q2ec5.g.move.2,query_yn,1,2,have you got a missionary camp down the bottom,,0.8062,2.5124,yes,no,m5,2,66,,
5,q2ec5.transaction.1,normal,q2ec5.f.move.1.1,ready,1,2,right,,0.0,0.3588,yes,no,m5,2,66,,
5,q2ec5.transaction.1,normal,q2ec5.f.move.3,reply_y,1,2,yes,lowamp,2.5968,3.2389,yes,no,m5,2,66,,
5,q2ec5.transaction.1,normal,q2ec5.g.move.3.5,,1,2,,,2.5124,3.0431,yes,no,m5,2,66,,
5,q2ec5.transaction.1,normal,q2ec5.f.move.4.5,,1,2,,,3.2389,4.4798,yes,no,m5,2,66,,
5,q2ec5.transaction.1,normal,q2ec5.g.move.4,query_yn,1,2,then that's where your start is,,3.0431,4.3091,yes,no,m5,2,66,,
5,q2ec5.transaction.1,normal,q2ec5.g.move.5.5,,1,2,,,4.3091,4.8534,yes,no,m5,2,66,,
5,q2ec5.transaction.1,normal,q2ec5.f.move.5,reply_y,1,2,mmhmm,,4.4798,4.7116,yes,no,m5,2,66,,
5,q2ec5.transaction.1,normal,q2ec5.f.move.6.5,,1,2,,outbreath,4.7116,5.0024,yes,no,m5,2,66,,
5,q2ec5.transaction.1,normal,q2ec5.g.move.6,acknowledge,1,2,right,,4.8534,5.0849,yes,no,m5,2,66,,
5,q2ec5.transaction.1,normal,q2ec5.f.move.7,reply_y,1,2,that's right,,5.0025,5.3945,yes,no,m5,2,66,,
5,q2ec5.transaction.1,normal,q2ec5.g.move.7.5,,1,2,,inbreath,5.0849,5.75,yes,no,m5,2,66,,
5,q2ec5.transaction.1,normal,q2ec5.f.move.9.5,,1,2,,,5.3945,16.6761,yes,no,m5,2,66,,
5,q2ec5.transaction.1,normal,q2ec5.g.move.8,ready,1,2,okay well,,5.75,6.3214,yes,no,m5,2,66,,
5,q2ec5.transaction.1,normal,q2ec5.g.move.10.5,,1,2,,inbreath,17.048,17.282,yes,no,m5,2,66,,
5,q2ec5.transaction.1,normal,q2ec5.f.move.10,acknowledge,1,2,right okay,,16.6761,17.2215,yes,no,m5,2,66,,
5,q2ec5.transaction.1,normal,q2ec5.f.move.12.5,,1,2,,,17.2215,20.7372,yes,no,m5,2,66,,
5,q2ec5.transaction.1,normal,q2ec5.g.move.11,align,1,2,okay,,17.282,17.612,yes,no,m5,2,66,,
5,q2ec5.transaction.1,normal,q2ec5.g.move.13.5,,1,2,,,20.6416,21.181,yes,no,m5,2,66,,
5,q2ec5.transaction.1,normal,q2ec5.f.move.13,acknowledge,1,2,right,,20.7372,21.2056,yes,no,m5,2,66,,
5,q2ec5.transaction.1,normal,q2ec5.g.move.14,align,1,2,okay,,21.181,21.5135,yes,no,m5,2,66,,
5,q2ec5.transaction.2,normal,q2ec5.g.move.15,ready,2,3,now,,21.8214,21.9772,yes,no,m5,2,66,,
5,q2ec5.transaction.2,normal,q2ec5.g.move.18.5,,2,3,,nonvocal,24.364,26.2821,yes,no,m5,2,66,,
5,q2ec5.transaction.2,normal,q2ec5.f.move.17,reply_n,2,3,no,,24.7214,25.0912,yes,no,m5,2,66,,
5,q2ec5.transaction.2,normal,q2ec5.f.move.20.5,,2,3,,,26.5311,27.9167,yes,no,m5,2,66,,
5,q2ec5.transaction.2,normal,q2ec5.g.move.19,acknowledge,2,3,alright that's probably,,26.2821,26.9111,yes,no,m5,2,66,,
5,q2ec5.transaction.2,normal,q2ec5.g.move.21.5,,2,3,,,27.9333,28.367,yes,no,m5,2,66,,
5,q2ec5.transaction.2,normal,q2ec5.f.move.21,reply_y,2,3,yeah that's probably about it,,27.9167,28.893,yes,no,m5,2,66,,
5,q2ec5.transaction.2,normal,q2ec5.g.move.22,acknowledge,2,3,mm yeah,,28.367,28.8935,yes,no,m5,2,66,,
5,q2ec5.transaction.2,normal,q2ec5.f.move.23.5,,2,3,,,28.893,33.8831,yes,no,m5,2,66,,
5,q2ec5.transaction.2,normal,q2ec5.g.move.22.5,,2,3,,inbreath,28.8935,29.2461,yes,no,m5,2,66,,
5,q2ec5.transaction.2,normal,q2ec5.g.move.24.5,,2,3,,,34.4809,36.6896,yes,no,m5,2,66,,
5,q2ec5.transaction.2,normal,q2ec5.f.move.24,explain,2,3,,,,,yes,no,m5,2,66,,
5,q2ec5.transaction.2,normal,q2ec5.f.move.24.1,,2,3,,,37.2313,38.5898,yes,no,m5,2,66,,
5,q2ec5.transaction.2,normal,q2ec5.g.move.25,acknowledge,2,3,right okay,,36.6897,37.4641,yes,no,m5,2,66,,
5,q2ec5.transaction.2,normal,q2ec5.g.move.26.5,,2,3,,,37.4641,40.3662,yes,no,m5,2,66,,
5,q2ec5.transaction.2,normal,q2ec5.f.move.26,explain,2,3,right nothing else kind down there,,38.5898,39.7923,yes,no,m5,2,66,,
