conversation_id,transaction_id,transaction_type,move_id,label,map_start_point,map_end_point,timed_units,timed_unit_type,timed_unit_start,timed_unit_end,eyecontact,familiar,map,quad,devscore,f_gaze_type,g_gaze_type
6,q5nc6.transaction.1,normal,q5nc6.g.move.1,ready,1,2,okay,,0.0,0.4683,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.g.move.6.5,,1,2,,,8.891,10.3195,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.f.move.3,uncodable,1,2,a--,,7.2695,7.3205,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.f.move.7.5,,1,2,,,10.2022,10.9242,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.g.move.7,check,1,2,right got start point,,10.3195,11.3396,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.f.move.8,reply_y,1,2,mmhmm,,10.9242,11.1882,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.g.move.10,acknowledge,1,2,right,,11.3396,11.4579,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.f.move.13.5,,1,2,,,11.1882,22.7162,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.g.move.10.5,,1,2,,,11.4579,12.5707,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.g.move.14.5,,1,2,,,23.2813,25.6397,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.f.move.14,acknowledge,1,2,right,,22.7162,23.5681,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.f.move.16.5,,1,2,,,23.5681,31.5023,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.g.move.15,ready,1,2,right,,25.6397,25.9857,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.g.move.17.5,,1,2,,,31.2211,34.0156,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.f.move.17,query_w,1,2,"is this before or after the backward ""s""",,31.5023,33.4503,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.f.move.18.5,,1,2,,,33.4503,35.1345,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.g.move.18,reply_w,1,2,this is before it,,34.0156,34.8396,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.g.move.19.5,,1,2,,inbreath,34.8396,35.2073,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.f.move.19,acknowledge,1,2,right,,35.1345,35.2968,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.f.move.20.5,,1,2,,,35.2968,36.1603,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.g.move.20,explain,1,2,"i'm explaining how to do the backward ""s""",,35.2074,36.8219,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.g.move.24.5,,1,2,,,36.8219,37.7568,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.f.move.21,ready,1,2,right,,36.1603,36.3506,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.f.move.27.5,,1,2,,,38.3971,52.9761,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.g.move.25,reply_y,1,2,s-- for a centimetre right,,37.7568,39.2542,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.g.move.28.5,,1,2,,,52.8961,54.0847,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.f.move.28,reply_y,1,2,yeah,,52.9761,53.3561,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.f.move.29.5,,1,2,,,53.3561,59.8046,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.g.move.29,instruct,1,2,and you're going by this time you should be just at the left-hand side at bottom of the cliffs,,54.0848,58.6512,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.g.move.30.5,,1,2,,,58.6512,60.4123,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.f.move.30,acknowledge,1,2,right,,59.8047,60.2567,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.f.move.31.5,,1,2,,outbreath,60.2567,61.0771,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.g.move.31,align,1,2,okay,,60.4123,60.8796,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.g.move.32.5,,1,2,,,60.8796,61.7516,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.f.move.32,reply_y,1,2,mmhmm,,61.0771,61.3327,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.f.move.33.5,,1,2,,,61.3327,66.9415,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.g.move.33,instruct,1,2,going to do a half circle you're going to do it towards the page,,61.7516,65.5084,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.g.move.34.5,,1,2,,,65.5084,68.5505,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.f.move.34,check,1,2,towards the end of the page,,66.9415,68.3595,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.f.move.35.5,,1,2,,,68.3595,69.3621,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.g.move.35,reply_y,1,2,mmhmm,,68.5505,68.7833,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.g.move.38.5,,1,2,,,74.8025,75.3638,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.f.move.36,ready,1,2,so,,69.3621,69.5821,no,yes,m3,5,65,,
6,q5nc6.transaction.1,normal,q5nc6.f.move.39.5,,1,2,,,75.784,76.0325,no,yes,m3,5,65,,
