move_id,label,rep,children
q4ec1.f.move.3.5,,none,id(q4ec1f.1)..id(q4ec1f.6)
q4ec1.f.move.4,query_w,none,id(q4ec1f.7)..id(q4ec1f.13)
q4ec1.f.move.5.5,,none,id(q4ec1f.14)..id(q4ec1f.16)
q4ec1.f.move.6,acknowledge,none,id(q4ec1f.17)
q4ec1.f.move.6.5,,none,id(q4ec1f.19)..id(q4ec1f.20)
q4ec1.f.move.7,query_w,none,id(q4ec1f.21)..id(q4ec1f.22)
q4ec1.f.move.8.5,,none,id(q4ec1f.24)..id(q4ec1f.27)
q4ec1.f.move.9,acknowledge,other,id(q4ec1f.28)..id(q4ec1f.31)
q4ec1.f.move.9.5,,none,id(q4ec1f.33)..id(q4ec1f.34)
q4ec1.f.move.10,query_w,none,id(q4ec1f.35)..id(q4ec1f.44)
q4ec1.f.move.12.5,,none,id(q4ec1f.45)..id(q4ec1f.60)
q4ec1.f.move.13,query_w,none,id(q4ec1f.61)..id(q4ec1f.72)
q4ec1.f.move.14.5,,none,id(q4ec1f.74)
q4ec1.f.move.15,acknowledge,none,id(q4ec1f.75)
q4ec1.f.move.16.5,,none,id(q4ec1f.77)..id(q4ec1f.82)
q4ec1.f.move.17,acknowledge,none,id(q4ec1f.83)
q4ec1.f.move.19.5,,none,id(q4ec1f.85)..id(q4ec1f.96)
q4ec1.f.move.20,acknowledge,none,id(q4ec1f.97)
q4ec1.f.move.21.5,,none,id(q4ec1f.99)..id(q4ec1f.103)
q4ec1.f.move.22,acknowledge,other,id(q4ec1f.104)..id(q4ec1f.108)
q4ec1.f.move.23.5,,none,id(q4ec1f.110)..id(q4ec1f.112)
q4ec1.f.move.24,check,none,id(q4ec1f.113)..id(q4ec1f.119)
q4ec1.f.move.26.5,,none,id(q4ec1f.120)..id(q4ec1f.126)
q4ec1.f.move.27,explain,none,id(q4ec1f.127)..id(q4ec1f.137)
q4ec1.f.move.28.5,,none,id(q4ec1f.138)
q4ec1.f.move.29,acknowledge,none,id(q4ec1f.139)..id(q4ec1f.142)
q4ec1.f.move.30.5,,none,id(q4ec1f.144)..id(q4ec1f.149)
q4ec1.f.move.31,explain,none,id(q4ec1f.150)..id(q4ec1f.156)
q4ec1.f.move.33.5,,none,id(q4ec1f.158)..id(q4ec1f.163)
q4ec1.f.move.34,check,none,id(q4ec1f.164)..id(q4ec1f.169)
q4ec1.f.move.35.5,,none,id(q4ec1f.170)
q4ec1.f.move.36,reply_y,none,id(q4ec1f.171)
q4ec1.f.move.38.5,,none,id(q4ec1f.173)..id(q4ec1f.177)
q4ec1.f.move.39,explain,none,id(q4ec1f.178)..id(q4ec1f.182)
q4ec1.f.move.40.5,,none,id(q4ec1f.184)..id(q4ec1f.187)
q4ec1.f.move.41,query_w,none,id(q4ec1f.188)..id(q4ec1f.194)
q4ec1.f.move.44.5,,none,id(q4ec1f.196)..id(q4ec1f.198)
q4ec1.f.move.45,acknowledge,other,id(q4ec1f.199)..id(q4ec1f.204)
q4ec1.f.move.46.5,,none,id(q4ec1f.206)..id(q4ec1f.209)
q4ec1.f.move.47,acknowledge,none,id(q4ec1f.210)
q4ec1.f.move.48.5,,none,id(q4ec1f.212)..id(q4ec1f.216)
q4ec1.f.move.49,explain,none,id(q4ec1f.217)..id(q4ec1f.227)
q4ec1.f.move.51.5,,none,id(q4ec1f.228)
q4ec1.f.move.52,explain,none,id(q4ec1f.229)..id(q4ec1f.232)
q4ec1.f.move.53.5,,none,id(q4ec1f.233)..id(q4ec1f.234)
q4ec1.f.move.54,check,none,id(q4ec1f.235)..id(q4ec1f.240)
q4ec1.f.move.57.5,,none,id(q4ec1f.242)..id(q4ec1f.245)
q4ec1.f.move.58,acknowledge,none,id(q4ec1f.246)
q4ec1.f.move.59.5,,none,id(q4ec1f.248)..id(q4ec1f.251)
q4ec1.f.move.60,check,none,id(q4ec1f.252)..id(q4ec1f.258)
q4ec1.f.move.62.5,,none,id(q4ec1f.260)..id(q4ec1f.261)
q4ec1.f.move.63,acknowledge,none,id(q4ec1f.262)
q4ec1.f.move.64.5,,none,id(q4ec1f.264)..id(q4ec1f.267)
q4ec1.f.move.65,acknowledge,none,id(q4ec1f.268)
q4ec1.f.move.66.5,,none,id(q4ec1f.270)..id(q4ec1f.275)
q4ec1.f.move.67,check,none,id(q4ec1f.276)..id(q4ec1f.291)
q4ec1.f.move.69.5,,none,id(q4ec1f.293)..id(q4ec1f.296)
q4ec1.f.move.70,query_w,none,id(q4ec1f.297)..id(q4ec1f.298)
q4ec1.f.move.72.5,,none,id(q4ec1f.300)..id(q4ec1f.304)
q4ec1.f.move.73,query_w,none,id(q4ec1f.305)..id(q4ec1f.308)
q4ec1.f.move.74.5,,none,id(q4ec1f.310)..id(q4ec1f.311)
q4ec1.f.move.75,acknowledge,other,id(q4ec1f.312)..id(q4ec1f.319)
q4ec1.f.move.76.5,,none,id(q4ec1f.321)..id(q4ec1f.327)
q4ec1.f.move.77,acknowledge,none,id(q4ec1f.328)
