move_id,label,rep,children
q1nc4.f.move.2.5,,none,id(q1nc4f.1)
q1nc4.f.move.3,acknowledge,none,id(q1nc4f.2)
q1nc4.f.move.4.5,,none,id(q1nc4f.4)
q1nc4.f.move.5,reply_y,other,id(q1nc4f.5)..id(q1nc4f.11)
q1nc4.f.move.5.5,,none,id(q1nc4f.12)
q1nc4.f.move.6,explain,none,id(q1nc4f.13)..id(q1nc4f.17)
q1nc4.f.move.8.5,,none,id(q1nc4f.19)..id(q1nc4f.21)
q1nc4.f.move.9,reply_n,none,id(q1nc4f.22)..id(q1nc4f.25)
q1nc4.f.move.14.5,,none,id(q1nc4f.27)..id(q1nc4f.31)
q1nc4.f.move.15,acknowledge,none,id(q1nc4f.32)
q1nc4.f.move.16,query_w,none,id(q1nc4f.34)..id(q1nc4f.36)
q1nc4.f.move.17.5,,none,id(q1nc4f.38)
q1nc4.f.move.18,acknowledge,none,id(q1nc4f.39)..id(q1nc4f.41)
q1nc4.f.move.19.5,,none,id(q1nc4f.42)
q1nc4.f.move.20,query_w,none,id(q1nc4f.43)..id(q1nc4f.57)
q1nc4.f.move.22.5,,none,id(q1nc4f.58)
q1nc4.f.move.23,acknowledge,none,id(q1nc4f.59)
q1nc4.f.move.24.5,,none,id(q1nc4f.61)..id(q1nc4f.62)
q1nc4.f.move.26,instruct,none,id(q1nc4f.63)..id(q1nc4f.68)
q1nc4.f.move.28.5,,none,id(q1nc4f.70)..id(q1nc4f.72)
q1nc4.f.move.29,ready,none,id(q1nc4f.73)
q1nc4.f.move.30,instruct,none,id(q1nc4f.75)..id(q1nc4f.82)
q1nc4.f.move.30.5,,none,id(q1nc4f.84)..id(q1nc4f.86)
q1nc4.f.move.31,check,none,id(q1nc4f.87)..id(q1nc4f.93)
q1nc4.f.move.32.5,,none,id(q1nc4f.95)
q1nc4.f.move.33,check,none,id(q1nc4f.96)
q1nc4.f.move.35.5,,none,id(q1nc4f.98)
q1nc4.f.move.36,acknowledge,none,id(q1nc4f.99)..id(q1nc4f.101)
q1nc4.f.move.37.5,,none,id(q1nc4f.102)
q1nc4.f.move.38,acknowledge,none,id(q1nc4f.103)..id(q1nc4f.105)
q1nc4.f.move.40.5,,none,id(q1nc4f.107)
q1nc4.f.move.41,reply_y,none,id(q1nc4f.108)
q1nc4.f.move.42.5,,none,id(q1nc4f.110)
q1nc4.f.move.43,acknowledge,none,id(q1nc4f.111)
q1nc4.f.move.44.5,,none,id(q1nc4f.113)
q1nc4.f.move.45,check,none,id(q1nc4f.114)..id(q1nc4f.118)
q1nc4.f.move.46.5,,none,id(q1nc4f.120)
q1nc4.f.move.47,acknowledge,none,id(q1nc4f.121)
q1nc4.f.move.48.5,,none,id(q1nc4f.123)..id(q1nc4f.125)
q1nc4.f.move.49,acknowledge,none,id(q1nc4f.126)..id(q1nc4f.128)
q1nc4.f.move.50.5,,none,id(q1nc4f.129)
q1nc4.f.move.51,reply_y,none,id(q1nc4f.130)..id(q1nc4f.132)
q1nc4.f.move.51.5,,none,id(q1nc4f.133)
q1nc4.f.move.52,check,none,id(q1nc4f.134)..id(q1nc4f.144)
q1nc4.f.move.54.5,,none,id(q1nc4f.146)..id(q1nc4f.148)
q1nc4.f.move.55,reply_y,none,id(q1nc4f.149)..id(q1nc4f.151)
q1nc4.f.move.56.5,,none,id(q1nc4f.152)..id(q1nc4f.153)
q1nc4.f.move.57,acknowledge,none,id(q1nc4f.154)
q1nc4.f.move.59.5,,none,id(q1nc4f.156)
q1nc4.f.move.60,acknowledge,none,id(q1nc4f.157)..id(q1nc4f.159)
q1nc4.f.move.62.5,,none,id(q1nc4f.160)
q1nc4.f.move.63,reply_y,none,id(q1nc4f.161)
q1nc4.f.move.63.5,,none,id(q1nc4f.163)
q1nc4.f.move.64,check,none,id(q1nc4f.164)..id(q1nc4f.169)
q1nc4.f.move.65.5,,none,id(q1nc4f.171)..id(q1nc4f.173)
q1nc4.f.move.66,check,none,id(q1nc4f.174)..id(q1nc4f.184)
q1nc4.f.move.67.5,,none,id(q1nc4f.186)
q1nc4.f.move.68,check,none,id(q1nc4f.187)..id(q1nc4f.192)
q1nc4.f.move.69.5,,none,id(q1nc4f.193)
q1nc4.f.move.70,acknowledge,none,id(q1nc4f.194)
q1nc4.f.move.71.5,,none,id(q1nc4f.195)
q1nc4.f.move.72,ready,none,id(q1nc4f.196)
q1nc4.f.move.73,explain,none,id(q1nc4f.198)..id(q1nc4f.203)
q1nc4.f.move.74.5,,none,id(q1nc4f.205)
q1nc4.f.move.75,ready,none,id(q1nc4f.206)
q1nc4.f.move.76,check,none,id(q1nc4f.207)
q1nc4.f.move.79.5,,none,id(q1nc4f.208)
q1nc4.f.move.80,reply_y,none,id(q1nc4f.209)..id(q1nc4f.211)
q1nc4.f.move.83.5,,none,id(q1nc4f.212)..id(q1nc4f.214)
q1nc4.f.move.84,query_yn,none,id(q1nc4f.215)..id(q1nc4f.228)
q1nc4.f.move.85.5,,none,id(q1nc4f.230)..id(q1nc4f.235)
q1nc4.f.move.86,reply_y,none,id(q1nc4f.236)
q1nc4.f.move.88.5,,none,id(q1nc4f.238)
q1nc4.f.move.89,reply_y,none,id(q1nc4f.239)
q1nc4.f.move.90.5,,none,id(q1nc4f.241)..id(q1nc4f.243)
q1nc4.f.move.91,reply_y,none,id(q1nc4f.244)..id(q1nc4f.246)
q1nc4.f.move.92.5,,none,id(q1nc4f.247)
q1nc4.f.move.93,reply_y,none,id(q1nc4f.248)
q1nc4.f.move.94.5,,none,id(q1nc4f.250)
q1nc4.f.move.95,reply_w,none,id(q1nc4f.251)..id(q1nc4f.267)
q1nc4.f.move.96.5,,none,id(q1nc4f.269)..id(q1nc4f.271)
