move_id,label,rep,children
q1ec2.f.move.4.5,,none,id(q1ec2f.1)..id(q1ec2f.5)
q1ec2.f.move.5,instruct,none,id(q1ec2f.6)..id(q1ec2f.13)
q1ec2.f.move.7.5,,none,id(q1ec2f.15)..id(q1ec2f.17)
q1ec2.f.move.8,check,none,id(q1ec2f.18)..id(q1ec2f.27)
q1ec2.f.move.9.5,,none,id(q1ec2f.29)
q1ec2.f.move.10,check,none,id(q1ec2f.30)..id(q1ec2f.33)
q1ec2.f.move.12.5,,none,id(q1ec2f.35)
q1ec2.f.move.13,acknowledge,none,id(q1ec2f.36)
q1ec2.f.move.14.5,,none,id(q1ec2f.38)..id(q1ec2f.39)
q1ec2.f.move.15,query_yn,none,id(q1ec2f.40)..id(q1ec2f.49)
q1ec2.f.move.19.5,,none,id(q1ec2f.50)
q1ec2.f.move.20,uncodable,none,id(q1ec2f.51)
q1ec2.f.move.21.5,,none,id(q1ec2f.53)
q1ec2.f.move.22,ready,none,id(q1ec2f.54)
q1ec2.f.move.23,align,none,id(q1ec2f.56)..id(q1ec2f.72)
q1ec2.f.move.24.5,,none,id(q1ec2f.74)..id(q1ec2f.75)
q1ec2.f.move.25,ready,none,id(q1ec2f.76)
q1ec2.f.move.25.1,,none,id(q1ec2f.78)..id(q1ec2f.80)
q1ec2.f.move.25.2,query_yn,none,id(q1ec2f.81)..id(q1ec2f.89)
q1ec2.f.move.27.5,,none,id(q1ec2f.90)..id(q1ec2f.92)
q1ec2.f.move.28,uncodable,none,id(q1ec2f.93)
q1ec2.f.move.30.5,,none,id(q1ec2f.95)..id(q1ec2f.101)
q1ec2.f.move.31,ready,none,id(q1ec2f.102)
q1ec2.f.move.31.1,,none,id(q1ec2f.104)
q1ec2.f.move.31.2,explain,none,id(q1ec2f.105)..id(q1ec2f.118)
q1ec2.f.move.33.5,,none,id(q1ec2f.120)..id(q1ec2f.122)
q1ec2.f.move.34,reply_n,none,id(q1ec2f.123)..id(q1ec2f.127)
q1ec2.f.move.37.5,,none,id(q1ec2f.128)..id(q1ec2f.133)
q1ec2.f.move.38,acknowledge,none,id(q1ec2f.134)
q1ec2.f.move.39.5,,none,id(q1ec2f.136)
q1ec2.f.move.40,acknowledge,none,id(q1ec2f.137)..id(q1ec2f.139)
q1ec2.f.move.41.5,,none,id(q1ec2f.140)
q1ec2.f.move.42,reply_y,none,id(q1ec2f.141)..id(q1ec2f.146)
q1ec2.f.move.44.5,,none,id(q1ec2f.147)
q1ec2.f.move.45,acknowledge,none,id(q1ec2f.148)
q1ec2.f.move.46.5,,none,id(q1ec2f.150)..id(q1ec2f.152)
q1ec2.f.move.47,ready,none,id(q1ec2f.153)..id(q1ec2f.156)
q1ec2.f.move.47.1,,none,id(q1ec2f.157)..id(q1ec2f.160)
q1ec2.f.move.47.2,reply_w,none,id(q1ec2f.161)..id(q1ec2f.188)
q1ec2.f.move.48.5,,none,id(q1ec2f.190)
q1ec2.f.move.49,acknowledge,none,id(q1ec2f.191)
q1ec2.f.move.51.5,,none,id(q1ec2f.193)..id(q1ec2f.199)
q1ec2.f.move.52,acknowledge,none,id(q1ec2f.200)..id(q1ec2f.206)
