move_id,label,rep,children
q8ec8.g.move.1,ready,none,id(q8ec8g.1)
q8ec8.g.move.1.1,,none,id(q8ec8g.3)..id(q8ec8g.5)
q8ec8.g.move.1.2,query_yn,none,id(q8ec8g.6)..id(q8ec8g.12)
q8ec8.g.move.2.5,,none,id(q8ec8g.14)
q8ec8.g.move.3,acknowledge,none,id(q8ec8g.15)..id(q8ec8g.16)
q8ec8.g.move.4,query_yn,none,id(q8ec8g.18)..id(q8ec8g.29)
q8ec8.g.move.6,ready,none,id(q8ec8g.29.1)..id(q8ec8g.34)
q8ec8.g.move.7,instruct,none,id(q8ec8g.36)..id(q8ec8g.57)
q8ec8.g.move.8.5,,none,id(q8ec8g.59)
q8ec8.g.move.9,instruct,none,id(q8ec8g.60)..id(q8ec8g.74)
q8ec8.g.move.11.5,,none,id(q8ec8g.76)
q8ec8.g.move.12,instruct,none,id(q8ec8g.77)..id(q8ec8g.83)
q8ec8.g.move.12.4,,none,id(q8ec8g.85)
q8ec8.g.move.12.5,instruct,none,id(q8ec8g.86)..id(q8ec8g.90)
q8ec8.g.move.12.9,,none,id(q8ec8g.92)..id(q8ec8g.94)
q8ec8.g.move.13,query_yn,none,id(q8ec8g.95)..id(q8ec8g.101)
q8ec8.g.move.14.5,,none,id(q8ec8g.103)
q8ec8.g.move.15,query_yn,none,id(q8ec8g.104)..id(q8ec8g.109)
q8ec8.g.move.16.5,,none,id(q8ec8g.111)..id(q8ec8g.113)
q8ec8.g.move.17,instruct,none,id(q8ec8g.114)..id(q8ec8g.128)
q8ec8.g.move.18.5,,none,id(q8ec8g.130)
q8ec8.g.move.19,instruct,none,id(q8ec8g.131)..id(q8ec8g.156)
q8ec8.g.move.20.5,,none,id(q8ec8g.158)
q8ec8.g.move.21,reply_w,none,id(q8ec8g.159)..id(q8ec8g.165)
q8ec8.g.move.22.5,,none,id(q8ec8g.167)
q8ec8.g.move.23,reply_y,none,id(q8ec8g.168)
q8ec8.g.move.24.5,,none,id(q8ec8g.170)
q8ec8.g.move.25,instruct,none,id(q8ec8g.171)..id(q8ec8g.186)
q8ec8.g.move.26.5,,none,id(q8ec8g.188)
q8ec8.g.move.27,instruct,none,id(q8ec8g.189)..id(q8ec8g.201)
q8ec8.g.move.28.5,,none,id(q8ec8g.202)..id(q8ec8g.203)
q8ec8.g.move.29,reply_y,none,id(q8ec8g.204)
q8ec8.g.move.29.5,,none,id(q8ec8g.206)
q8ec8.g.move.30,instruct,none,id(q8ec8g.207)..id(q8ec8g.208)
q8ec8.g.move.31.5,,none,id(q8ec8g.209)
q8ec8.g.move.32,instruct,none,id(q8ec8g.210)..id(q8ec8g.239)
q8ec8.g.move.33.5,,none,id(q8ec8g.241)
q8ec8.g.move.34,reply_y,none,id(q8ec8g.242)
q8ec8.g.move.34.5,,none,id(q8ec8g.244)
q8ec8.g.move.35,instruct,none,id(q8ec8g.245)..id(q8ec8g.249)
q8ec8.g.move.35.4,,none,id(q8ec8g.251)
q8ec8.g.move.35.9,ready,none,id(q8ec8g.252)
q8ec8.g.move.36.5,,none,id(q8ec8g.254)
q8ec8.g.move.37,query_yn,none,id(q8ec8g.255)..id(q8ec8g.259)
q8ec8.g.move.38.5,,none,id(q8ec8g.261)
q8ec8.g.move.39,instruct,none,id(q8ec8g.262)..id(q8ec8g.271)
q8ec8.g.move.41.5,,none,id(q8ec8g.273)
q8ec8.g.move.42,query_w,none,id(q8ec8g.274)..id(q8ec8g.278)
q8ec8.g.move.44.5,,none,id(q8ec8g.280)
q8ec8.g.move.45,clarify,none,id(q8ec8g.281)..id(q8ec8g.302)
q8ec8.g.move.45.5,,none,id(q8ec8g.304)
q8ec8.g.move.46,explain,none,id(q8ec8g.305)..id(q8ec8g.310)
q8ec8.g.move.48.5,,none,id(q8ec8g.312)
q8ec8.g.move.49,reply_w,none,id(q8ec8g.313)..id(q8ec8g.337)
q8ec8.g.move.50.5,,none,id(q8ec8g.339)
q8ec8.g.move.51,align,none,id(q8ec8g.340)..id(q8ec8g.343)
q8ec8.g.move.52.5,,none,id(q8ec8g.345)
q8ec8.g.move.53,ready,none,id(q8ec8g.346)
q8ec8.g.move.53.5,,none,id(q8ec8g.348)
q8ec8.g.move.54,query_yn,none,id(q8ec8g.349)..id(q8ec8g.353)
q8ec8.g.move.55.5,,none,id(q8ec8g.355)..id(q8ec8g.357)
q8ec8.g.move.56,query_yn,none,id(q8ec8g.358)..id(q8ec8g.362)
q8ec8.g.move.57.5,,none,id(q8ec8g.364)
q8ec8.g.move.58,ready,none,id(q8ec8g.365)
q8ec8.g.move.58.4,,none,id(q8ec8g.367)..id(q8ec8g.369)
q8ec8.g.move.58.9,instruct,none,id(q8ec8g.370)..id(q8ec8g.385)
q8ec8.g.move.59,align,none,id(q8ec8g.386)..id(q8ec8g.391)
q8ec8.g.move.60.5,,none,id(q8ec8g.393)
q8ec8.g.move.61,instruct,none,id(q8ec8g.394)..id(q8ec8g.404)
q8ec8.g.move.62.5,,none,id(q8ec8g.406)..id(q8ec8g.408)
