move_id,label,rep,children
q6ec1.f.move.2.5,,none,id(q6ec1f.1)..id(q6ec1f.4)
q6ec1.f.move.3,acknowledge,none,id(q6ec1f.5)..id(q6ec1f.6)
q6ec1.f.move.4.5,,none,id(q6ec1f.7)..id(q6ec1f.9)
q6ec1.f.move.5,explain,none,id(q6ec1f.10)..id(q6ec1f.16)
q6ec1.f.move.10.5,,none,id(q6ec1f.17)..id(q6ec1f.19)
q6ec1.f.move.11,ready,none,id(q6ec1f.20)
q6ec1.f.move.12,explain,none,id(q6ec1f.22)..id(q6ec1f.36)
q6ec1.f.move.16.5,,none,id(q6ec1f.38)
q6ec1.f.move.17,query_w,none,id(q6ec1f.39)..id(q6ec1f.46)
q6ec1.f.move.18.5,,none,id(q6ec1f.48)
q6ec1.f.move.19,query_w,none,id(q6ec1f.49)..id(q6ec1f.61)
q6ec1.f.move.22.5,,none,id(q6ec1f.63)
q6ec1.f.move.23,acknowledge,none,id(q6ec1f.64)..id(q6ec1f.65)
q6ec1.f.move.24.5,,none,id(q6ec1f.66)
q6ec1.f.move.25,query_yn,none,id(q6ec1f.67)..id(q6ec1f.69)
q6ec1.f.move.29.5,,none,id(q6ec1f.70)
q6ec1.f.move.30,reply_n,none,id(q6ec1f.71)
q6ec1.f.move.32.5,,none,id(q6ec1f.72)..id(q6ec1f.73)
q6ec1.f.move.33,reply_w,none,id(q6ec1f.74)..id(q6ec1f.78)
q6ec1.f.move.34.5,,none,id(q6ec1f.80)
q6ec1.f.move.35,align,none,id(q6ec1f.81)..id(q6ec1f.89)
q6ec1.f.move.36.5,,none,id(q6ec1f.91)..id(q6ec1f.92)
q6ec1.f.move.37,acknowledge,none,id(q6ec1f.93)..id(q6ec1f.95)
q6ec1.f.move.38.5,,none,id(q6ec1f.97)..id(q6ec1f.99)
q6ec1.f.move.39,reply_n,none,id(q6ec1f.100)..id(q6ec1f.105)
q6ec1.f.move.40.5,,none,id(q6ec1f.107)
q6ec1.f.move.41,reply_n,none,id(q6ec1f.108)..id(q6ec1f.110)
q6ec1.f.move.42,explain,none,id(q6ec1f.111)..id(q6ec1f.116)
q6ec1.f.move.44.5,,none,id(q6ec1f.118)..id(q6ec1f.121)
q6ec1.f.move.45,acknowledge,none,id(q6ec1f.122)
q6ec1.f.move.46.5,,none,id(q6ec1f.123)..id(q6ec1f.129)
q6ec1.f.move.47,acknowledge,none,id(q6ec1f.130)..id(q6ec1f.131)
q6ec1.f.move.50.5,,none,id(q6ec1f.132)..id(q6ec1f.136)
q6ec1.f.move.51,check,none,id(q6ec1f.137)..id(q6ec1f.141)
q6ec1.f.move.52.5,,none,id(q6ec1f.142)..id(q6ec1f.145)
q6ec1.f.move.53,align,none,id(q6ec1f.146)..id(q6ec1f.152)
q6ec1.f.move.54.5,,none,id(q6ec1f.154)..id(q6ec1f.156)
q6ec1.f.move.55,reply_y,none,id(q6ec1f.157)
q6ec1.f.move.55.5,,none,id(q6ec1f.159)
q6ec1.f.move.56,query_yn,none,id(q6ec1f.160)..id(q6ec1f.167)
q6ec1.f.move.59.5,,none,id(q6ec1f.168)..id(q6ec1f.170)
q6ec1.f.move.60,query_yn,none,id(q6ec1f.171)..id(q6ec1f.176)
q6ec1.f.move.64.5,,none,id(q6ec1f.178)..id(q6ec1f.182)
q6ec1.f.move.65,reply_n,none,id(q6ec1f.183)
q6ec1.f.move.65.5,,none,id(q6ec1f.185)..id(q6ec1f.187)
q6ec1.f.move.66,instruct,none,id(q6ec1f.188)..id(q6ec1f.193)
q6ec1.f.move.66.5,,none,id(q6ec1f.194)
q6ec1.f.move.67,query_yn,none,id(q6ec1f.195)..id(q6ec1f.198)
q6ec1.f.move.68.5,,none,id(q6ec1f.200)..id(q6ec1f.201)
q6ec1.f.move.69,ready,none,id(q6ec1f.202)
q6ec1.f.move.69.5,,none,id(q6ec1f.204)
q6ec1.f.move.70,query_yn,none,id(q6ec1f.205)..id(q6ec1f.211)
q6ec1.f.move.71.5,,none,id(q6ec1f.213)
q6ec1.f.move.72,query_yn,none,id(q6ec1f.214)..id(q6ec1f.222)
q6ec1.f.move.74.5,,none,id(q6ec1f.224)
q6ec1.f.move.75,query_yn,none,id(q6ec1f.225)..id(q6ec1f.232)
q6ec1.f.move.78.5,,none,id(q6ec1f.234)
q6ec1.f.move.79,reply_y,none,id(q6ec1f.235)..id(q6ec1f.238)
q6ec1.f.move.81.5,,none,id(q6ec1f.240)..id(q6ec1f.242)
q6ec1.f.move.82,query_w,none,id(q6ec1f.243)..id(q6ec1f.252)
q6ec1.f.move.83.5,,none,id(q6ec1f.253)..id(q6ec1f.258)
q6ec1.f.move.84,acknowledge,none,id(q6ec1f.259)
q6ec1.f.move.85.5,,none,id(q6ec1f.260)
q6ec1.f.move.86,acknowledge,none,id(q6ec1f.261)
q6ec1.f.move.86.5,,none,id(q6ec1f.263)
q6ec1.f.move.87,check,none,id(q6ec1f.264)..id(q6ec1f.268)
q6ec1.f.move.89.5,,none,id(q6ec1f.270)
q6ec1.f.move.90,explain,none,id(q6ec1f.271)..id(q6ec1f.276)
q6ec1.f.move.91.5,,none,id(q6ec1f.278)..id(q6ec1f.279)
q6ec1.f.move.92,acknowledge,none,id(q6ec1f.280)..id(q6ec1f.285)
q6ec1.f.move.94.5,,none,id(q6ec1f.287)..id(q6ec1f.290)
q6ec1.f.move.95,acknowledge,none,id(q6ec1f.291)
q6ec1.f.move.96.5,,none,id(q6ec1f.292)
q6ec1.f.move.97,check,none,id(q6ec1f.293)..id(q6ec1f.295)
q6ec1.f.move.98.5,,none,id(q6ec1f.297)..id(q6ec1f.299)
