move_id,label,rep,children
q7ec1.g.move.1,query_yn,none,id(q7ec1g.1)..id(q7ec1g.5)
q7ec1.g.move.3,acknowledge,none,id(q7ec1g.7)..id(q7ec1g.9)
q7ec1.g.move.3.5,,none,id(q7ec1g.10)..id(q7ec1g.14)
q7ec1.g.move.4,instruct,none,id(q7ec1g.15)..id(q7ec1g.34)
q7ec1.g.move.6.5,,none,id(q7ec1g.36)..id(q7ec1g.40)
q7ec1.g.move.7,clarify,none,id(q7ec1g.41)..id(q7ec1g.60)
q7ec1.g.move.7.5,,none,id(q7ec1g.61)..id(q7ec1g.65)
q7ec1.g.move.8,align,none,id(q7ec1g.66)
q7ec1.g.move.8.5,,none,id(q7ec1g.68)
q7ec1.g.move.9,clarify,none,id(q7ec1g.69)..id(q7ec1g.73)
q7ec1.g.move.11.5,,none,id(q7ec1g.74)
q7ec1.g.move.12,reply_y,none,id(q7ec1g.75)
q7ec1.g.move.12.5,,none,id(q7ec1g.77)
q7ec1.g.move.13,clarify,none,id(q7ec1g.78)..id(q7ec1g.83)
q7ec1.g.move.14.5,,none,id(q7ec1g.84)
q7ec1.g.move.15,clarify,none,id(q7ec1g.85)..id(q7ec1g.110)
q7ec1.g.move.16.5,,none,id(q7ec1g.112)..id(q7ec1g.115)
q7ec1.g.move.17,ready,none,id(q7ec1g.116)
q7ec1.g.move.17.5,,none,id(q7ec1g.118)..id(q7ec1g.122)
q7ec1.g.move.18,clarify,none,id(q7ec1g.123)..id(q7ec1g.130)
q7ec1.g.move.21.5,,none,id(q7ec1g.131)..id(q7ec1g.133)
q7ec1.g.move.22,acknowledge,other,id(q7ec1g.134)
q7ec1.g.move.22.5,,none,id(q7ec1g.136)..id(q7ec1g.137)
q7ec1.g.move.23,clarify,none,id(q7ec1g.138)..id(q7ec1g.148)
q7ec1.g.move.25.5,,none,id(q7ec1g.150)..id(q7ec1g.164)
q7ec1.g.move.26,clarify,none,id(q7ec1g.165)..id(q7ec1g.177)
q7ec1.g.move.27.5,,none,id(q7ec1g.179)..id(q7ec1g.182)
q7ec1.g.move.28,clarify,none,id(q7ec1g.183)..id(q7ec1g.195)
q7ec1.g.move.29.5,,none,id(q7ec1g.197)..id(q7ec1g.202)
q7ec1.g.move.30,ready,none,id(q7ec1g.203)..id(q7ec1g.205)
q7ec1.g.move.30.1,,none,id(q7ec1g.206)..id(q7ec1g.207)
q7ec1.g.move.30.2,instruct,none,id(q7ec1g.208)..id(q7ec1g.213)
q7ec1.g.move.30.4,,none,id(q7ec1g.214)..id(q7ec1g.218)
q7ec1.g.move.30.9,instruct,none,id(q7ec1g.219)..id(q7ec1g.227)
q7ec1.g.move.31.5,,none,id(q7ec1g.229)..id(q7ec1g.230)
q7ec1.g.move.32,clarify,other,id(q7ec1g.231)
q7ec1.g.move.33.5,,none,id(q7ec1g.233)..id(q7ec1g.237)
q7ec1.g.move.33.6,instruct,none,id(q7ec1g.238)..id(q7ec1g.243)
q7ec1.g.move.33.7,,none,id(q7ec1g.244)..id(q7ec1g.256)
q7ec1.g.move.34.2,instruct,none,id(q7ec1g.257)..id(q7ec1g.270)
q7ec1.g.move.34.4,,none,id(q7ec1g.272)..id(q7ec1g.277)
q7ec1.g.move.34.9,instruct,none,id(q7ec1g.278)..id(q7ec1g.283)
q7ec1.g.move.35.5,,none,id(q7ec1g.285)..id(q7ec1g.287)
q7ec1.g.move.36,instruct,none,id(q7ec1g.288)..id(q7ec1g.299.1)
q7ec1.g.move.37.5,,none,id(q7ec1g.301)..id(q7ec1g.309)
q7ec1.g.move.38,clarify,none,id(q7ec1g.310)..id(q7ec1g.336.1)
q7ec1.g.move.39.5,,none,id(q7ec1g.338)..id(q7ec1g.343)
q7ec1.g.move.40,acknowledge,none,id(q7ec1g.344)
q7ec1.g.move.40.5,,none,id(q7ec1g.346)
q7ec1.g.move.41,query_yn,none,id(q7ec1g.347)..id(q7ec1g.351.1)
q7ec1.g.move.44.5,,none,id(q7ec1g.353)..id(q7ec1g.356)
q7ec1.g.move.45,acknowledge,none,id(q7ec1g.357)
q7ec1.g.move.46,clarify,none,id(q7ec1g.359)..id(q7ec1g.371)
q7ec1.g.move.47.5,,none,id(q7ec1g.372)..id(q7ec1g.376)
q7ec1.g.move.48,clarify,none,id(q7ec1g.377)..id(q7ec1g.406)
q7ec1.g.move.49.5,,none,id(q7ec1g.408)..id(q7ec1g.415)
q7ec1.g.move.50,reply_y,other,id(q7ec1g.416)..id(q7ec1g.417)
q7ec1.g.move.50.5,,none,id(q7ec1g.419)..id(q7ec1g.420)
q7ec1.g.move.51,instruct,none,id(q7ec1g.421)..id(q7ec1g.440)
q7ec1.g.move.52.5,,none,id(q7ec1g.442)..id(q7ec1g.455)
q7ec1.g.move.53,instruct,none,id(q7ec1g.456)..id(q7ec1g.460)
q7ec1.g.move.54.5,,none,id(q7ec1g.462)..id(q7ec1g.464)
q7ec1.g.move.55,clarify,none,id(q7ec1g.465)..id(q7ec1g.471)
