move_id,label,rep,children
q4nc4.f.move.1.5,,none,id(q4nc4f.1)
q4nc4.f.move.2,reply_y,none,id(q4nc4f.2)..id(q4nc4f.3)
q4nc4.f.move.3,query_w,none,id(q4nc4f.4)..id(q4nc4f.7)
q4nc4.f.move.4.5,,none,id(q4nc4f.9)
q4nc4.f.move.5,query_w,none,id(q4nc4f.10)..id(q4nc4f.13)
q4nc4.f.move.6,explain,none,id(q4nc4f.15)..id(q4nc4f.27)
q4nc4.f.move.9,reply_y,none,id(q4nc4f.29)..id(q4nc4f.35)
q4nc4.f.move.10.5,,none,id(q4nc4f.37)..id(q4nc4f.43)
q4nc4.f.move.11,reply_y,none,id(q4nc4f.44)
q4nc4.f.move.14.6,,none,id(q4nc4f.46)
q4nc4.f.move.15.1,reply_y,none,id(q4nc4f.47)
q4nc4.f.move.15.5,,none,id(q4nc4f.48)
q4nc4.f.move.16,check,none,id(q4nc4f.49)..id(q4nc4f.64)
q4nc4.f.move.19.5,,none,id(q4nc4f.65)
q4nc4.f.move.20,check,none,id(q4nc4f.66)..id(q4nc4f.67)
q4nc4.f.move.21.5,,none,id(q4nc4f.68)
q4nc4.f.move.22,check,none,id(q4nc4f.69)..id(q4nc4f.77)
q4nc4.f.move.24.5,,none,id(q4nc4f.79)
q4nc4.f.move.25,acknowledge,none,id(q4nc4f.80)
q4nc4.f.move.27,reply_n,none,id(q4nc4f.82)..id(q4nc4f.90)
q4nc4.f.move.29.5,,none,id(q4nc4f.92)
q4nc4.f.move.30,ready,none,id(q4nc4f.93)
q4nc4.f.move.31,explain,none,id(q4nc4f.94)..id(q4nc4f.104)
q4nc4.f.move.35.5,,none,id(q4nc4f.106)..id(q4nc4f.107)
q4nc4.f.move.36,reply_y,none,id(q4nc4f.108)
q4nc4.f.move.38.5,,none,id(q4nc4f.110)..id(q4nc4f.112)
q4nc4.f.move.39,check,none,id(q4nc4f.113)..id(q4nc4f.118)
q4nc4.f.move.41,check,none,id(q4nc4f.119)..id(q4nc4f.124)
q4nc4.f.move.43.5,,none,id(q4nc4f.126)
q4nc4.f.move.44,check,none,id(q4nc4f.127)..id(q4nc4f.135)
q4nc4.f.move.47.5,,none,id(q4nc4f.137)
q4nc4.f.move.48,check,other,id(q4nc4f.138)..id(q4nc4f.140)
q4nc4.f.move.49.5,,none,id(q4nc4f.142)
q4nc4.f.move.50,check,none,id(q4nc4f.143)..id(q4nc4f.161)
