move_id,label,rep,children
q7nc8.g.move.0.5,,none,id(q7nc8g.1)
q7nc8.g.move.1,align,none,id(q7nc8g.2)..id(q7nc8g.4)
q7nc8.g.move.2.5,,none,id(q7nc8g.6)
q7nc8.g.move.3,instruct,none,id(q7nc8g.7)..id(q7nc8g.15)
q7nc8.g.move.4.5,,none,id(q7nc8g.17)
q7nc8.g.move.5,ready,none,id(q7nc8g.18)..id(q7nc8g.24)
q7nc8.g.move.6,instruct,none,id(q7nc8g.26)..id(q7nc8g.32)
q7nc8.g.move.7.5,,none,id(q7nc8g.34)
q7nc8.g.move.8,reply_y,none,id(q7nc8g.35)
q7nc8.g.move.9.5,,none,id(q7nc8g.37)..id(q7nc8g.41)
q7nc8.g.move.10,instruct,none,id(q7nc8g.42)..id(q7nc8g.49)
q7nc8.g.move.11.5,,none,id(q7nc8g.51)
q7nc8.g.move.12,reply_n,none,id(q7nc8g.52)..id(q7nc8g.54)
q7nc8.g.move.13,clarify,none,id(q7nc8g.56)..id(q7nc8g.84)
q7nc8.g.move.15.5,,none,id(q7nc8g.86)..id(q7nc8g.90)
q7nc8.g.move.16,reply_y,none,id(q7nc8g.91)
q7nc8.g.move.16.5,,none,id(q7nc8g.93)..id(q7nc8g.94)
q7nc8.g.move.17,clarify,none,id(q7nc8g.95)..id(q7nc8g.110)
q7nc8.g.move.20.5,,none,id(q7nc8g.112)..id(q7nc8g.114)
q7nc8.g.move.21,instruct,none,id(q7nc8g.115)..id(q7nc8g.142)
q7nc8.g.move.23.5,,none,id(q7nc8g.144)..id(q7nc8g.149)
q7nc8.g.move.24,instruct,none,id(q7nc8g.150)..id(q7nc8g.153)
q7nc8.g.move.25.5,,none,id(q7nc8g.154)
q7nc8.g.move.26,instruct,none,id(q7nc8g.155)..id(q7nc8g.164)
q7nc8.g.move.28.5,,none,id(q7nc8g.166)..id(q7nc8g.167)
q7nc8.g.move.29,reply_n,none,id(q7nc8g.168)..id(q7nc8g.170)
q7nc8.g.move.30,reply_w,none,id(q7nc8g.171)..id(q7nc8g.179)
q7nc8.g.move.33.5,,none,id(q7nc8g.181)..id(q7nc8g.183)
q7nc8.g.move.34,instruct,none,id(q7nc8g.184)..id(q7nc8g.197)
q7nc8.g.move.35.5,,none,id(q7nc8g.199)
q7nc8.g.move.36,uncodable,none,id(q7nc8g.200)..id(q7nc8g.201)
q7nc8.g.move.36.1,,none,id(q7nc8g.203)..id(q7nc8g.204)
q7nc8.g.move.36.2,ready,none,id(q7nc8g.205)..id(q7nc8g.208)
q7nc8.g.move.36.4,,none,id(q7nc8g.210)
q7nc8.g.move.36.9,instruct,none,id(q7nc8g.211)..id(q7nc8g.213)
q7nc8.g.move.37.7,,none,id(q7nc8g.214)
q7nc8.g.move.38.2,acknowledge,none,id(q7nc8g.215)
q7nc8.g.move.38.4,,none,id(q7nc8g.217)..id(q7nc8g.219)
q7nc8.g.move.38.5,ready,none,id(q7nc8g.220)
q7nc8.g.move.38.9,,none,id(q7nc8g.221)..id(q7nc8g.225)
q7nc8.g.move.39,ready,none,id(q7nc8g.226)
q7nc8.g.move.39.9,instruct,none,id(q7nc8g.229)..id(q7nc8g.236)
q7nc8.g.move.40.5,,none,id(q7nc8g.237)..id(q7nc8g.239)
q7nc8.g.move.41,instruct,none,id(q7nc8g.240)..id(q7nc8g.245)
q7nc8.g.move.42.5,,none,id(q7nc8g.247)
q7nc8.g.move.43,instruct,none,id(q7nc8g.248)..id(q7nc8g.258)
q7nc8.g.move.44.5,,none,id(q7nc8g.260)..id(q7nc8g.262)
q7nc8.g.move.45,instruct,none,id(q7nc8g.263)..id(q7nc8g.272)
q7nc8.g.move.46.5,,none,id(q7nc8g.274)..id(q7nc8g.278)
q7nc8.g.move.47,ready,none,id(q7nc8g.279)..id(q7nc8g.280)
q7nc8.g.move.47.5,,none,id(q7nc8g.281)
q7nc8.g.move.48,query_yn,none,id(q7nc8g.282)..id(q7nc8g.289)
q7nc8.g.move.49.5,,none,id(q7nc8g.291)..id(q7nc8g.294)
q7nc8.g.move.50,acknowledge,none,id(q7nc8g.295)
q7nc8.g.move.51,instruct,none,id(q7nc8g.297)..id(q7nc8g.309)
q7nc8.g.move.52.5,,none,id(q7nc8g.311)..id(q7nc8g.312)
q7nc8.g.move.53,instruct,none,id(q7nc8g.313)..id(q7nc8g.326)
q7nc8.g.move.56.5,,none,id(q7nc8g.328)..id(q7nc8g.332)
q7nc8.g.move.57,instruct,none,id(q7nc8g.333)..id(q7nc8g.340)
q7nc8.g.move.58.5,,none,id(q7nc8g.342)..id(q7nc8g.345)
q7nc8.g.move.59,ready,none,id(q7nc8g.346)..id(q7nc8g.347)
q7nc8.g.move.60,query_yn,none,id(q7nc8g.349)..id(q7nc8g.353)
q7nc8.g.move.61.5,,none,id(q7nc8g.354)
q7nc8.g.move.62,ready,none,id(q7nc8g.355)
q7nc8.g.move.63,instruct,none,id(q7nc8g.357)..id(q7nc8g.370)
q7nc8.g.move.64.5,,none,id(q7nc8g.372)..id(q7nc8g.377)
q7nc8.g.move.65,instruct,none,id(q7nc8g.378)..id(q7nc8g.396)
q7nc8.g.move.66.5,,none,id(q7nc8g.398)..id(q7nc8g.400)
q7nc8.g.move.67,reply_y,none,id(q7nc8g.401)
q7nc8.g.move.68.5,,none,id(q7nc8g.403)
q7nc8.g.move.69,clarify,none,id(q7nc8g.404)..id(q7nc8g.412)
q7nc8.g.move.70.5,,none,id(q7nc8g.414)..id(q7nc8g.415)
q7nc8.g.move.71,ready,none,id(q7nc8g.416)..id(q7nc8g.417)
q7nc8.g.move.72,instruct,none,id(q7nc8g.419)..id(q7nc8g.425)
q7nc8.g.move.72.5,,none,id(q7nc8g.426)
q7nc8.g.move.73,query_yn,none,id(q7nc8g.427)..id(q7nc8g.432)
q7nc8.g.move.74.5,,none,id(q7nc8g.434)
q7nc8.g.move.75,acknowledge,none,id(q7nc8g.435)
q7nc8.g.move.75.5,,none,id(q7nc8g.437)
q7nc8.g.move.76,ready,none,id(q7nc8g.438)
q7nc8.g.move.77,instruct,none,id(q7nc8g.440)..id(q7nc8g.453)
q7nc8.g.move.78.5,,none,id(q7nc8g.455)..id(q7nc8g.457)
q7nc8.g.move.79,reply_y,none,id(q7nc8g.458)
q7nc8.g.move.81.5,,none,id(q7nc8g.460)..id(q7nc8g.462)
q7nc8.g.move.82,instruct,none,id(q7nc8g.463)..id(q7nc8g.490)
q7nc8.g.move.85.5,,none,id(q7nc8g.492)..id(q7nc8g.495)
q7nc8.g.move.86,reply_n,none,id(q7nc8g.496)
q7nc8.g.move.88.5,,none,id(q7nc8g.498)..id(q7nc8g.500)
q7nc8.g.move.89,reply_y,none,id(q7nc8g.501)
q7nc8.g.move.91.5,,none,id(q7nc8g.503)..id(q7nc8g.506)
q7nc8.g.move.92,reply_w,none,id(q7nc8g.507)..id(q7nc8g.522)
q7nc8.g.move.93.5,,none,id(q7nc8g.524)
q7nc8.g.move.94,ready,none,id(q7nc8g.525)..id(q7nc8g.526)
q7nc8.g.move.94.5,,none,id(q7nc8g.528)..id(q7nc8g.529)
q7nc8.g.move.95,instruct,none,id(q7nc8g.530)..id(q7nc8g.539)
q7nc8.g.move.96.5,,none,id(q7nc8g.541)..id(q7nc8g.543)
q7nc8.g.move.97,query_yn,none,id(q7nc8g.544)..id(q7nc8g.549)
q7nc8.g.move.98.5,,none,id(q7nc8g.551)
q7nc8.g.move.99,ready,none,id(q7nc8g.552)
q7nc8.g.move.100,instruct,none,id(q7nc8g.554)..id(q7nc8g.572)
q7nc8.g.move.103.5,,none,id(q7nc8g.574)..id(q7nc8g.576)
q7nc8.g.move.104,instruct,none,id(q7nc8g.577)..id(q7nc8g.589)
q7nc8.g.move.104.4,,none,id(q7nc8g.591)..id(q7nc8g.593)
q7nc8.g.move.104.9,ready,none,id(q7nc8g.594)..id(q7nc8g.596)
q7nc8.g.move.105.5,,none,id(q7nc8g.597)..id(q7nc8g.598)
q7nc8.g.move.106,instruct,none,id(q7nc8g.599)..id(q7nc8g.625)
q7nc8.g.move.107.5,,none,id(q7nc8g.627)..id(q7nc8g.629)
q7nc8.g.move.108,instruct,none,id(q7nc8g.630)..id(q7nc8g.652)
q7nc8.g.move.109.5,,none,id(q7nc8g.654)..id(q7nc8g.655)
q7nc8.g.move.110,instruct,none,id(q7nc8g.656)..id(q7nc8g.687)
q7nc8.g.move.110.6,,none,id(q7nc8g.689)..id(q7nc8g.690)
