move_id,label,rep,children
q5nc7.g.move.0.5,,none,id(q5nc7g.1)
q5nc7.g.move.1,ready,none,id(q5nc7g.2)..id(q5nc7g.4)
q5nc7.g.move.1.5,,none,id(q5nc7g.6)
q5nc7.g.move.2,instruct,none,id(q5nc7g.7)..id(q5nc7g.13)
q5nc7.g.move.3.5,,none,id(q5nc7g.15)..id(q5nc7g.17)
q5nc7.g.move.4,ready,none,id(q5nc7g.18)
q5nc7.g.move.4.5,,none,id(q5nc7g.19)
q5nc7.g.move.5,instruct,none,id(q5nc7g.20)..id(q5nc7g.45)
q5nc7.g.move.6.5,,none,id(q5nc7g.47)
q5nc7.g.move.7,instruct,none,id(q5nc7g.48)..id(q5nc7g.50)
q5nc7.g.move.8.5,,none,id(q5nc7g.51)
q5nc7.g.move.9,reply_n,none,id(q5nc7g.52)
q5nc7.g.move.10,clarify,none,id(q5nc7g.53)..id(q5nc7g.55)
q5nc7.g.move.11.5,,none,id(q5nc7g.57)..id(q5nc7g.59)
q5nc7.g.move.12,instruct,none,id(q5nc7g.60)..id(q5nc7g.72)
q5nc7.g.move.13.5,,none,id(q5nc7g.74)..id(q5nc7g.78)
q5nc7.g.move.14,reply_w,none,id(q5nc7g.79)..id(q5nc7g.83)
q5nc7.g.move.16.5,,none,id(q5nc7g.85)..id(q5nc7g.87)
q5nc7.g.move.17,ready,none,id(q5nc7g.88)
q5nc7.g.move.17.5,,none,id(q5nc7g.90)
q5nc7.g.move.18,instruct,none,id(q5nc7g.91)..id(q5nc7g.107.1)
q5nc7.g.move.19.5,,none,id(q5nc7g.109)..id(q5nc7g.110)
q5nc7.g.move.20,instruct,none,id(q5nc7g.111)..id(q5nc7g.116)
q5nc7.g.move.20.5,,none,id(q5nc7g.118)..id(q5nc7g.120)
q5nc7.g.move.21,ready,none,id(q5nc7g.121)
q5nc7.g.move.22,query_yn,none,id(q5nc7g.122)..id(q5nc7g.127)
q5nc7.g.move.25.5,,none,id(q5nc7g.129)
q5nc7.g.move.26,acknowledge,none,id(q5nc7g.130)..id(q5nc7g.132)
q5nc7.g.move.26.5,,none,id(q5nc7g.134)
q5nc7.g.move.27,query_yn,none,id(q5nc7g.135)..id(q5nc7g.148)
q5nc7.g.move.29.5,,none,id(q5nc7g.150)
q5nc7.g.move.30,acknowledge,none,id(q5nc7g.151)..id(q5nc7g.153)
q5nc7.g.move.31.5,,none,id(q5nc7g.154)
q5nc7.g.move.32,ready,none,id(q5nc7g.156)..id(q5nc7g.161)
q5nc7.g.move.33,instruct,none,id(q5nc7g.163)..id(q5nc7g.177)
q5nc7.g.move.34.5,,none,id(q5nc7g.178)
q5nc7.g.move.35,reply_y,none,id(q5nc7g.179)..id(q5nc7g.184)
q5nc7.g.move.36.5,,none,id(q5nc7g.186)..id(q5nc7g.188)
q5nc7.g.move.37,instruct,none,id(q5nc7g.189)..id(q5nc7g.193)
q5nc7.g.move.38.5,,none,id(q5nc7g.194)
q5nc7.g.move.39,instruct,none,id(q5nc7g.195)..id(q5nc7g.205)
q5nc7.g.move.40.5,,none,id(q5nc7g.207)..id(q5nc7g.209)
q5nc7.g.move.41,ready,none,id(q5nc7g.210)
q5nc7.g.move.42,query_yn,none,id(q5nc7g.211)..id(q5nc7g.216)
q5nc7.g.move.45.5,,none,id(q5nc7g.218)
q5nc7.g.move.46,ready,none,id(q5nc7g.219)..id(q5nc7g.223)
q5nc7.g.move.46.5,,none,id(q5nc7g.224)
q5nc7.g.move.47,reply_w,none,id(q5nc7g.225)..id(q5nc7g.251)
q5nc7.g.move.48.5,,none,id(q5nc7g.253)
