move_id,label,rep,children
q1ec2.g.move.1,ready,none,id(q1ec2g.1)
q1ec2.g.move.1.5,,none,id(q1ec2g.4)..id(q1ec2g.5)
q1ec2.g.move.2,instruct,none,id(q1ec2g.6)..id(q1ec2g.9)
q1ec2.g.move.2.5,,none,id(q1ec2g.11)
q1ec2.g.move.3,align,none,id(q1ec2g.12)
q1ec2.g.move.3.5,,none,id(q1ec2g.14)..id(q1ec2g.15)
q1ec2.g.move.4,instruct,none,id(q1ec2g.16)..id(q1ec2g.76)
q1ec2.g.move.6.5,,none,id(q1ec2g.78)..id(q1ec2g.79)
q1ec2.g.move.7,acknowledge,none,id(q1ec2g.80)
q1ec2.g.move.8.5,,none,id(q1ec2g.82)..id(q1ec2g.84)
q1ec2.g.move.9,reply_y,none,id(q1ec2g.85)
q1ec2.g.move.10.5,,none,id(q1ec2g.87)
q1ec2.g.move.11,reply_y,none,id(q1ec2g.88)
q1ec2.g.move.11.5,,none,id(q1ec2g.90)
q1ec2.g.move.12,clarify,none,id(q1ec2g.91)..id(q1ec2g.97)
q1ec2.g.move.15.5,,none,id(q1ec2g.99)
q1ec2.g.move.16,clarify,none,id(q1ec2g.100)..id(q1ec2g.106)
q1ec2.g.move.18.1,,none,id(q1ec2g.107)
q1ec2.g.move.18.2,ready,none,id(q1ec2g.108)
q1ec2.g.move.19,reply_w,none,id(q1ec2g.110)..id(q1ec2g.120)
q1ec2.g.move.20.5,,none,id(q1ec2g.122)
q1ec2.g.move.21,reply_w,none,id(q1ec2g.123)
q1ec2.g.move.23.5,,none,id(q1ec2g.124)..id(q1ec2g.128)
q1ec2.g.move.24,reply_y,none,id(q1ec2g.129)
q1ec2.g.move.25.5,,none,id(q1ec2g.131)..id(q1ec2g.133)
q1ec2.g.move.26,reply_n,none,id(q1ec2g.134)
q1ec2.g.move.27,clarify,none,id(q1ec2g.136)..id(q1ec2g.140)
q1ec2.g.move.28.5,,none,id(q1ec2g.142)
q1ec2.g.move.29,clarify,none,id(q1ec2g.143)..id(q1ec2g.152)
q1ec2.g.move.29.5,,none,id(q1ec2g.154)
q1ec2.g.move.30,align,none,id(q1ec2g.155)
q1ec2.g.move.31.5,,none,id(q1ec2g.157)..id(q1ec2g.158)
q1ec2.g.move.32,ready,none,id(q1ec2g.159)
q1ec2.g.move.32.5,,none,id(q1ec2g.161)
q1ec2.g.move.33,query_yn,none,id(q1ec2g.162)..id(q1ec2g.176)
q1ec2.g.move.34.5,,none,id(q1ec2g.178)..id(q1ec2g.179)
q1ec2.g.move.35,acknowledge,none,id(q1ec2g.180)
q1ec2.g.move.35.5,,none,id(q1ec2g.181)..id(q1ec2g.185)
q1ec2.g.move.36,ready,none,id(q1ec2g.186)
q1ec2.g.move.37,instruct,none,id(q1ec2g.188)..id(q1ec2g.200)
q1ec2.g.move.38.5,,none,id(q1ec2g.202)
q1ec2.g.move.39,instruct,none,id(q1ec2g.203)..id(q1ec2g.207)
q1ec2.g.move.40.5,,none,id(q1ec2g.209)
q1ec2.g.move.41,query_yn,none,id(q1ec2g.210)..id(q1ec2g.219)
q1ec2.g.move.42.5,,none,id(q1ec2g.221)..id(q1ec2g.222)
q1ec2.g.move.43,acknowledge,none,id(q1ec2g.223)
q1ec2.g.move.43.5,,none,id(q1ec2g.225)..id(q1ec2g.227)
q1ec2.g.move.44,instruct,none,id(q1ec2g.228)..id(q1ec2g.242)
q1ec2.g.move.45.5,,none,id(q1ec2g.244)
q1ec2.g.move.46,query_yn,none,id(q1ec2g.245)..id(q1ec2g.253)
q1ec2.g.move.47.5,,none,id(q1ec2g.255)
