move_id,label,rep,children
q5ec5.g.move.0.5,,none,id(q5ec5g.1)..id(q5ec5g.3)
q5ec5.g.move.1,ready,none,id(q5ec5g.4)..id(q5ec5g.6)
q5ec5.g.move.2,explain,none,id(q5ec5g.8)..id(q5ec5g.13.1)
q5ec5.g.move.3.5,,none,id(q5ec5g.14)..id(q5ec5g.15)
q5ec5.g.move.4,instruct,none,id(q5ec5g.16)..id(q5ec5g.38)
q5ec5.g.move.5.5,,none,id(q5ec5g.39)
q5ec5.g.move.6,instruct,none,id(q5ec5g.40)..id(q5ec5g.55)
q5ec5.g.move.6.4,,none,id(q5ec5g.56)
q5ec5.g.move.6.9,align,none,id(q5ec5g.57)..id(q5ec5g.63)
q5ec5.g.move.7.5,,none,id(q5ec5g.64)..id(q5ec5g.65)
q5ec5.g.move.8,explain,none,id(q5ec5g.66)..id(q5ec5g.81)
q5ec5.g.move.9.5,,none,id(q5ec5g.82)
q5ec5.g.move.10,align,none,id(q5ec5g.83)
q5ec5.g.move.11.5,,none,id(q5ec5g.85)..id(q5ec5g.86)
q5ec5.g.move.12,instruct,none,id(q5ec5g.87)..id(q5ec5g.93)
q5ec5.g.move.13.5,,none,id(q5ec5g.94)..id(q5ec5g.99)
q5ec5.g.move.14,instruct,none,id(q5ec5g.100)..id(q5ec5g.107)
q5ec5.g.move.15.5,,none,id(q5ec5g.108)
q5ec5.g.move.16,reply_y,none,id(q5ec5g.109)..id(q5ec5g.113)
q5ec5.g.move.17.5,,none,id(q5ec5g.114)..id(q5ec5g.116)
q5ec5.g.move.18,ready,none,id(q5ec5g.117)..id(q5ec5g.119)
q5ec5.g.move.19,query_yn,none,id(q5ec5g.120)..id(q5ec5g.127)
q5ec5.g.move.21.5,,none,id(q5ec5g.128)
q5ec5.g.move.22,instruct,none,id(q5ec5g.129)..id(q5ec5g.139)
q5ec5.g.move.23.5,,none,id(q5ec5g.140)..id(q5ec5g.141)
q5ec5.g.move.24,instruct,none,id(q5ec5g.142)..id(q5ec5g.148)
q5ec5.g.move.25.5,,none,id(q5ec5g.149)
q5ec5.g.move.26,query_yn,none,id(q5ec5g.150)..id(q5ec5g.155)
q5ec5.g.move.27.5,,none,id(q5ec5g.157)
q5ec5.g.move.28,query_yn,none,id(q5ec5g.158)..id(q5ec5g.167)
q5ec5.g.move.29.5,,none,id(q5ec5g.169)
q5ec5.g.move.30,instruct,none,id(q5ec5g.170)..id(q5ec5g.193)
q5ec5.g.move.31.5,,none,id(q5ec5g.194)
q5ec5.g.move.32,instruct,none,id(q5ec5g.195)..id(q5ec5g.206)
q5ec5.g.move.33.5,,none,id(q5ec5g.207)
q5ec5.g.move.34,reply_n,none,id(q5ec5g.208)..id(q5ec5g.213)
q5ec5.g.move.35.5,,none,id(q5ec5g.214)
q5ec5.g.move.36,explain,none,id(q5ec5g.215)..id(q5ec5g.223)
