move_id,label,rep,children
q2nc3.f.move.2.5,,none,id(q2nc3f.1)..id(q2nc3f.8)
q2nc3.f.move.3,reply_y,none,id(q2nc3f.9)
q2nc3.f.move.5.5,,none,id(q2nc3f.11)..id(q2nc3f.18)
q2nc3.f.move.6,reply_y,none,id(q2nc3f.19)
q2nc3.f.move.7.5,,none,id(q2nc3f.21)
q2nc3.f.move.8,reply_y,none,id(q2nc3f.22)
q2nc3.f.move.12.5,,none,id(q2nc3f.24)
q2nc3.f.move.13,acknowledge,none,id(q2nc3f.25)
q2nc3.f.move.15.5,,none,id(q2nc3f.27)
q2nc3.f.move.16,acknowledge,none,id(q2nc3f.28)
q2nc3.f.move.17.5,,none,id(q2nc3f.30)
q2nc3.f.move.18,acknowledge,none,id(q2nc3f.31)..id(q2nc3f.32)
q2nc3.f.move.19.5,,none,id(q2nc3f.34)..id(q2nc3f.36)
q2nc3.f.move.20,acknowledge,none,id(q2nc3f.37)..id(q2nc3f.39)
q2nc3.f.move.21.5,,none,id(q2nc3f.41)..id(q2nc3f.51)
q2nc3.f.move.22,reply_n,none,id(q2nc3f.52)..id(q2nc3f.55)
q2nc3.f.move.23.5,,none,id(q2nc3f.57)..id(q2nc3f.59)
q2nc3.f.move.24,acknowledge,none,id(q2nc3f.60)
q2nc3.f.move.26.5,,none,id(q2nc3f.62)..id(q2nc3f.68)
q2nc3.f.move.27,acknowledge,none,id(q2nc3f.69)
q2nc3.f.move.31.5,,none,id(q2nc3f.71)..id(q2nc3f.73)
q2nc3.f.move.32,query_yn,none,id(q2nc3f.74)..id(q2nc3f.79)
q2nc3.f.move.35.5,,none,id(q2nc3f.81)..id(q2nc3f.82)
q2nc3.f.move.36,reply_y,other,id(q2nc3f.83)..id(q2nc3f.88)
q2nc3.f.move.36.5,,none,id(q2nc3f.90)
q2nc3.f.move.37,explain,none,id(q2nc3f.91)..id(q2nc3f.99)
q2nc3.f.move.38.5,,none,id(q2nc3f.101)..id(q2nc3f.103)
q2nc3.f.move.39,ready,none,id(q2nc3f.104)
q2nc3.f.move.40,explain,none,id(q2nc3f.106)..id(q2nc3f.122)
q2nc3.f.move.43.5,,none,id(q2nc3f.124)
q2nc3.f.move.44,acknowledge,none,id(q2nc3f.125)
q2nc3.f.move.46.5,,none,id(q2nc3f.127)
q2nc3.f.move.47,acknowledge,none,id(q2nc3f.128)
q2nc3.f.move.48.5,,none,id(q2nc3f.130)
q2nc3.f.move.49,reply_y,none,id(q2nc3f.131)
q2nc3.f.move.51.5,,none,id(q2nc3f.133)
q2nc3.f.move.52,acknowledge,none,id(q2nc3f.134)..id(q2nc3f.135)
q2nc3.f.move.53.5,,none,id(q2nc3f.137)
q2nc3.f.move.54,acknowledge,none,id(q2nc3f.138)
q2nc3.f.move.57.5,,none,id(q2nc3f.139)..id(q2nc3f.145)
q2nc3.f.move.58,reply_y,none,id(q2nc3f.146)..id(q2nc3f.150)
q2nc3.f.move.61.5,,none,id(q2nc3f.152)
q2nc3.f.move.62,acknowledge,none,id(q2nc3f.153)
q2nc3.f.move.63.5,,none,id(q2nc3f.155)
q2nc3.f.move.64,acknowledge,none,id(q2nc3f.156)
q2nc3.f.move.65.5,,none,id(q2nc3f.158)
q2nc3.f.move.66,acknowledge,none,id(q2nc3f.159)
q2nc3.f.move.68.5,,none,id(q2nc3f.161)
q2nc3.f.move.69,reply_y,none,id(q2nc3f.162)..id(q2nc3f.166)
q2nc3.f.move.70.5,,none,id(q2nc3f.168)
q2nc3.f.move.71,reply_y,none,id(q2nc3f.169)
q2nc3.f.move.73.5,,none,id(q2nc3f.171)..id(q2nc3f.173)
q2nc3.f.move.74,acknowledge,none,id(q2nc3f.174)
q2nc3.f.move.75.5,,none,id(q2nc3f.176)
q2nc3.f.move.76,reply_w,none,id(q2nc3f.177)..id(q2nc3f.180)
q2nc3.f.move.77.5,,none,id(q2nc3f.181)
q2nc3.f.move.78,reply_y,none,id(q2nc3f.182)..id(q2nc3f.185)
