move_id,label,rep,children
q7nc1.f.move.2.5,,none,id(q7nc1f.1)..id(q7nc1f.3)
q7nc1.f.move.2.6,acknowledge,none,id(q7nc1f.4)
q7nc1.f.move.2.7,,none,id(q7nc1f.5)
q7nc1.f.move.3.2,acknowledge,none,id(q7nc1f.6)..id(q7nc1f.7)
q7nc1.f.move.3.4,,none,id(q7nc1f.8)
q7nc1.f.move.3.9,acknowledge,none,id(q7nc1f.9)..id(q7nc1f.11)
q7nc1.f.move.4.5,,none,id(q7nc1f.13)..id(q7nc1f.14)
q7nc1.f.move.5,check,none,id(q7nc1f.15)..id(q7nc1f.18)
q7nc1.f.move.6.5,,none,id(q7nc1f.20)
q7nc1.f.move.7,acknowledge,none,id(q7nc1f.21)..id(q7nc1f.23)
q7nc1.f.move.9,check,none,id(q7nc1f.25)..id(q7nc1f.33)
q7nc1.f.move.11,acknowledge,none,id(q7nc1f.35)
q7nc1.f.move.12.5,,none,id(q7nc1f.37)..id(q7nc1f.42)
q7nc1.f.move.13,acknowledge,none,id(q7nc1f.43)
q7nc1.f.move.14.5,,none,id(q7nc1f.45)
q7nc1.f.move.15,check,none,id(q7nc1f.46)..id(q7nc1f.49)
q7nc1.f.move.17.5,,none,id(q7nc1f.51)..id(q7nc1f.53)
q7nc1.f.move.18,check,none,id(q7nc1f.54)..id(q7nc1f.62)
q7nc1.f.move.19.5,,none,id(q7nc1f.63)..id(q7nc1f.65)
q7nc1.f.move.20,check,none,id(q7nc1f.66)..id(q7nc1f.67)
q7nc1.f.move.20.1,,none,id(q7nc1f.68)
q7nc1.f.move.20.2,acknowledge,none,id(q7nc1f.69)..id(q7nc1f.77)
q7nc1.f.move.20.4,,none,id(q7nc1f.79)..id(q7nc1f.81)
q7nc1.f.move.20.9,check,none,id(q7nc1f.82)..id(q7nc1f.97)
q7nc1.f.move.27.5,,none,id(q7nc1f.99)..id(q7nc1f.103)
q7nc1.f.move.28,acknowledge,none,id(q7nc1f.104)..id(q7nc1f.106)
q7nc1.f.move.30.5,,none,id(q7nc1f.108)
q7nc1.f.move.31,acknowledge,none,id(q7nc1f.109)
q7nc1.f.move.32.5,,none,id(q7nc1f.111)
q7nc1.f.move.33,acknowledge,none,id(q7nc1f.112)..id(q7nc1f.116)
q7nc1.f.move.36.5,,none,id(q7nc1f.117)
q7nc1.f.move.37,ready,none,id(q7nc1f.118)..id(q7nc1f.120)
q7nc1.f.move.37.4,,none,id(q7nc1f.122)..id(q7nc1f.123)
q7nc1.f.move.37.9,ready,none,id(q7nc1f.124)
q7nc1.f.move.38,query_yn,none,id(q7nc1f.125)..id(q7nc1f.132)
q7nc1.f.move.40.5,,none,id(q7nc1f.134)
q7nc1.f.move.41,explain,none,id(q7nc1f.135)..id(q7nc1f.145)
q7nc1.f.move.42.5,,none,id(q7nc1f.146)..id(q7nc1f.148)
q7nc1.f.move.43,query_yn,none,id(q7nc1f.149)..id(q7nc1f.157)
q7nc1.f.move.46.5,,none,id(q7nc1f.158)..id(q7nc1f.160)
q7nc1.f.move.47,check,none,id(q7nc1f.161)..id(q7nc1f.179)
q7nc1.f.move.49.5,,none,id(q7nc1f.181)
q7nc1.f.move.50,acknowledge,none,id(q7nc1f.182)
q7nc1.f.move.51.5,,none,id(q7nc1f.184)
q7nc1.f.move.52,uncodable,none,id(q7nc1f.185)
q7nc1.f.move.53.5,,none,id(q7nc1f.186)
q7nc1.f.move.54,acknowledge,none,id(q7nc1f.187)
q7nc1.f.move.55,explain,none,id(q7nc1f.188)..id(q7nc1f.202)
q7nc1.f.move.57.5,,none,id(q7nc1f.204)..id(q7nc1f.205)
q7nc1.f.move.58,check,none,id(q7nc1f.206)
q7nc1.f.move.59.5,,none,id(q7nc1f.208)
q7nc1.f.move.60,explain,none,id(q7nc1f.209)..id(q7nc1f.211)
q7nc1.f.move.64.5,,none,id(q7nc1f.212)
q7nc1.f.move.65,acknowledge,none,id(q7nc1f.213)
q7nc1.f.move.68.5,,none,id(q7nc1f.215)..id(q7nc1f.217)
q7nc1.f.move.69,explain,none,id(q7nc1f.218)..id(q7nc1f.220)
q7nc1.f.move.70.5,,none,id(q7nc1f.222)
q7nc1.f.move.71,explain,none,id(q7nc1f.223)..id(q7nc1f.239)
q7nc1.f.move.73.5,,none,id(q7nc1f.241)..id(q7nc1f.242)
q7nc1.f.move.74,check,none,id(q7nc1f.243)..id(q7nc1f.246)
q7nc1.f.move.74.5,,none,id(q7nc1f.248)
q7nc1.f.move.75,explain,none,id(q7nc1f.249)..id(q7nc1f.254)
q7nc1.f.move.79.5,,none,id(q7nc1f.255)
q7nc1.f.move.80,acknowledge,none,id(q7nc1f.256)
q7nc1.f.move.81,explain,none,id(q7nc1f.258)..id(q7nc1f.271)
q7nc1.f.move.85,align,none,id(q7nc1f.273)
q7nc1.f.move.86.5,,none,id(q7nc1f.275)..id(q7nc1f.278)
q7nc1.f.move.87,acknowledge,none,id(q7nc1f.279)
q7nc1.f.move.88.5,,none,id(q7nc1f.281)
q7nc1.f.move.89,check,none,id(q7nc1f.282)..id(q7nc1f.286)
q7nc1.f.move.90,explain,none,id(q7nc1f.287)..id(q7nc1f.305)
q7nc1.f.move.90.5,,none,id(q7nc1f.307)
q7nc1.f.move.91,acknowledge,none,id(q7nc1f.308)
q7nc1.f.move.94.5,,none,id(q7nc1f.310)..id(q7nc1f.312)
q7nc1.f.move.95,reply_y,none,id(q7nc1f.313)..id(q7nc1f.315)
q7nc1.f.move.97.5,,none,id(q7nc1f.316)
q7nc1.f.move.98,acknowledge,none,id(q7nc1f.317)
q7nc1.f.move.99.5,,none,id(q7nc1f.319)..id(q7nc1f.320)
q7nc1.f.move.100,reply_y,none,id(q7nc1f.321)..id(q7nc1f.322)
q7nc1.f.move.101.5,,none,id(q7nc1f.323)
q7nc1.f.move.102,acknowledge,none,id(q7nc1f.324)..id(q7nc1f.326)
q7nc1.f.move.105.5,,none,id(q7nc1f.327)..id(q7nc1f.329)
q7nc1.f.move.106,reply_w,none,id(q7nc1f.330)..id(q7nc1f.337)
q7nc1.f.move.107,ready,none,id(q7nc1f.338)
q7nc1.f.move.107.5,,none,id(q7nc1f.340)
q7nc1.f.move.108,explain,none,id(q7nc1f.341)..id(q7nc1f.358)
q7nc1.f.move.109.5,,none,id(q7nc1f.359)
q7nc1.f.move.110,explain,none,id(q7nc1f.360)..id(q7nc1f.366)
q7nc1.f.move.110.5,,none,id(q7nc1f.368)..id(q7nc1f.370)
q7nc1.f.move.111,reply_w,none,id(q7nc1f.371)..id(q7nc1f.391.1)
q7nc1.f.move.113.5,,none,id(q7nc1f.393)
q7nc1.f.move.114,acknowledge,none,id(q7nc1f.394)
q7nc1.f.move.115.5,,none,id(q7nc1f.395)..id(q7nc1f.396)
q7nc1.f.move.116,query_w,none,id(q7nc1f.397)..id(q7nc1f.414)
q7nc1.f.move.117.5,,none,id(q7nc1f.416)..id(q7nc1f.418)
q7nc1.f.move.118,check,none,id(q7nc1f.419)..id(q7nc1f.426)
q7nc1.f.move.119.5,,none,id(q7nc1f.427)
q7nc1.f.move.120,acknowledge,none,id(q7nc1f.428)..id(q7nc1f.430)
q7nc1.f.move.121.5,,none,id(q7nc1f.432)
q7nc1.f.move.122,acknowledge,none,id(q7nc1f.433)
q7nc1.f.move.122.5,,none,id(q7nc1f.435)
q7nc1.f.move.123,check,none,id(q7nc1f.436)..id(q7nc1f.442.1)
q7nc1.f.move.125.5,,none,id(q7nc1f.443)
q7nc1.f.move.126,query_w,none,id(q7nc1f.444)..id(q7nc1f.452)
q7nc1.f.move.128.5,,none,id(q7nc1f.453)
q7nc1.f.move.129,explain,none,id(q7nc1f.454)..id(q7nc1f.455)
q7nc1.f.move.130.5,,none,id(q7nc1f.457)..id(q7nc1f.461)
q7nc1.f.move.131,reply_y,none,id(q7nc1f.462)..id(q7nc1f.464)
q7nc1.f.move.131.5,,none,id(q7nc1f.465)
q7nc1.f.move.132,align,none,id(q7nc1f.466)..id(q7nc1f.476)
q7nc1.f.move.135.5,,none,id(q7nc1f.478)
q7nc1.f.move.136,acknowledge,none,id(q7nc1f.479)
