move_id,label,rep,children
q6nc4.g.move.1,ready,none,id(q6nc4g.1)
q6nc4.g.move.2,query_yn,none,id(q6nc4g.4)..id(q6nc4g.18)
q6nc4.g.move.3.5,,none,id(q6nc4g.19)
q6nc4.g.move.4,query_yn,none,id(q6nc4g.20)..id(q6nc4g.32)
q6nc4.g.move.6.5,,none,id(q6nc4g.35)..id(q6nc4g.36)
q6nc4.g.move.7,query_yn,none,id(q6nc4g.37)..id(q6nc4g.39)
q6nc4.g.move.8.5,,none,id(q6nc4g.40)
q6nc4.g.move.9,reply_y,none,id(q6nc4g.41)
q6nc4.g.move.10.5,,none,id(q6nc4g.43)..id(q6nc4g.46)
q6nc4.g.move.11,instruct,none,id(q6nc4g.47)..id(q6nc4g.59.1)
q6nc4.g.move.12.5,,none,id(q6nc4g.61)..id(q6nc4g.62)
q6nc4.g.move.13,instruct,none,id(q6nc4g.63)..id(q6nc4g.72)
q6nc4.g.move.14.5,,none,id(q6nc4g.74)..id(q6nc4g.76)
q6nc4.g.move.15,ready,none,id(q6nc4g.77)..id(q6nc4g.81)
q6nc4.g.move.16,query_yn,none,id(q6nc4g.83)..id(q6nc4g.88)
q6nc4.g.move.18.5,,none,id(q6nc4g.90)..id(q6nc4g.91)
q6nc4.g.move.19,check,none,id(q6nc4g.92)..id(q6nc4g.94)
q6nc4.g.move.20.5,,none,id(q6nc4g.95)..id(q6nc4g.97)
q6nc4.g.move.20.6,acknowledge,none,id(q6nc4g.98)
q6nc4.g.move.20.7,,none,id(q6nc4g.100)
q6nc4.g.move.21.2,ready,none,id(q6nc4g.101)
q6nc4.g.move.21.4,,none,id(q6nc4g.103)
q6nc4.g.move.21.5,acknowledge,other,id(q6nc4g.104)..id(q6nc4g.110)
q6nc4.g.move.21.9,,none,id(q6nc4g.112)..id(q6nc4g.114)
q6nc4.g.move.22,ready,none,id(q6nc4g.115)
q6nc4.g.move.23,instruct,none,id(q6nc4g.117)..id(q6nc4g.129)
q6nc4.g.move.23.5,,none,id(q6nc4g.130)..id(q6nc4g.131)
q6nc4.g.move.24,query_yn,none,id(q6nc4g.132)..id(q6nc4g.144)
q6nc4.g.move.25.5,,none,id(q6nc4g.146)..id(q6nc4g.148)
q6nc4.g.move.26,query_yn,none,id(q6nc4g.149)..id(q6nc4g.152)
q6nc4.g.move.29.5,,none,id(q6nc4g.154)..id(q6nc4g.155)
q6nc4.g.move.30,acknowledge,none,id(q6nc4g.156)..id(q6nc4g.158)
q6nc4.g.move.30.5,,none,id(q6nc4g.160)
q6nc4.g.move.31,explain,none,id(q6nc4g.161)..id(q6nc4g.174)
q6nc4.g.move.31.5,,none,id(q6nc4g.175)..id(q6nc4g.176)
q6nc4.g.move.32,query_yn,none,id(q6nc4g.177)..id(q6nc4g.188.1)
q6nc4.g.move.34.5,,none,id(q6nc4g.190)
q6nc4.g.move.35,acknowledge,none,id(q6nc4g.191)..id(q6nc4g.196)
q6nc4.g.move.35.5,,none,id(q6nc4g.198)
q6nc4.g.move.36,ready,none,id(q6nc4g.199)
