move_id,label,rep,children
q6nc5.f.move.1.5,,none,id(q6nc5f.1)..id(q6nc5f.2)
q6nc5.f.move.2,reply_y,none,id(q6nc5f.3)..id(q6nc5f.5)
q6nc5.f.move.4.5,,none,id(q6nc5f.7)
q6nc5.f.move.5,reply_y,other,id(q6nc5f.8)..id(q6nc5f.12)
q6nc5.f.move.6.5,,none,id(q6nc5f.14)
q6nc5.f.move.7,reply_y,none,id(q6nc5f.15)
q6nc5.f.move.9.5,,none,id(q6nc5f.17)
q6nc5.f.move.10,acknowledge,none,id(q6nc5f.18)
q6nc5.f.move.11.5,,none,id(q6nc5f.20)
q6nc5.f.move.12,check,other,id(q6nc5f.21)
q6nc5.f.move.13.5,,none,id(q6nc5f.23)
q6nc5.f.move.14,query_yn,none,id(q6nc5f.24)..id(q6nc5f.27)
q6nc5.f.move.15.5,,none,id(q6nc5f.29)
q6nc5.f.move.16,reply_y,none,id(q6nc5f.30)
q6nc5.f.move.17.5,,none,id(q6nc5f.32)
q6nc5.f.move.18,reply_y,none,id(q6nc5f.33)
q6nc5.f.move.18.5,,none,id(q6nc5f.35)
q6nc5.f.move.19,check,none,id(q6nc5f.36)..id(q6nc5f.39)
q6nc5.f.move.21.5,,none,id(q6nc5f.41)
q6nc5.f.move.22,acknowledge,none,id(q6nc5f.42)
q6nc5.f.move.24.5,,none,id(q6nc5f.44)
q6nc5.f.move.25,reply_w,none,id(q6nc5f.45)..id(q6nc5f.50)
q6nc5.f.move.27.5,,none,id(q6nc5f.52)..id(q6nc5f.53)
q6nc5.f.move.28,acknowledge,none,id(q6nc5f.54)
q6nc5.f.move.29.5,,none,id(q6nc5f.56)
q6nc5.f.move.30,check,none,id(q6nc5f.57)..id(q6nc5f.71)
q6nc5.f.move.32.5,,none,id(q6nc5f.73)
q6nc5.f.move.33,check,none,id(q6nc5f.74)..id(q6nc5f.79)
q6nc5.f.move.34.5,,none,id(q6nc5f.81)..id(q6nc5f.83)
