move_id,label,rep,children
q3ec6.g.move.0.5,,none,id(q3ec6g.1)
q3ec6.g.move.1,instruct,none,id(q3ec6g.2)..id(q3ec6g.30.1)
q3ec6.g.move.2.5,,none,id(q3ec6g.32)..id(q3ec6g.34)
q3ec6.g.move.3,instruct,none,id(q3ec6g.35)..id(q3ec6g.46)
q3ec6.g.move.4.5,,none,id(q3ec6g.48)
q3ec6.g.move.5,instruct,none,id(q3ec6g.49)..id(q3ec6g.66)
q3ec6.g.move.6.5,,none,id(q3ec6g.67)
q3ec6.g.move.7,reply_y,none,id(q3ec6g.68)..id(q3ec6g.77)
q3ec6.g.move.8.5,,none,id(q3ec6g.79)..id(q3ec6g.81)
q3ec6.g.move.9,instruct,none,id(q3ec6g.82)..id(q3ec6g.90)
q3ec6.g.move.10.5,,none,id(q3ec6g.91)
q3ec6.g.move.11,instruct,none,id(q3ec6g.92)..id(q3ec6g.116)
q3ec6.g.move.12.5,,none,id(q3ec6g.118)
q3ec6.g.move.13,clarify,none,id(q3ec6g.119)..id(q3ec6g.122)
q3ec6.g.move.14.5,,none,id(q3ec6g.124)
q3ec6.g.move.15,instruct,none,id(q3ec6g.125)..id(q3ec6g.132)
q3ec6.g.move.15.5,,none,id(q3ec6g.134)..id(q3ec6g.136)
q3ec6.g.move.16,explain,none,id(q3ec6g.137)..id(q3ec6g.148)
q3ec6.g.move.17.5,,none,id(q3ec6g.150)
q3ec6.g.move.18,align,none,id(q3ec6g.151)
q3ec6.g.move.18.5,,none,id(q3ec6g.153)
q3ec6.g.move.19,instruct,none,id(q3ec6g.154)..id(q3ec6g.215)
q3ec6.g.move.21.5,,none,id(q3ec6g.217)..id(q3ec6g.219)
q3ec6.g.move.22,instruct,none,id(q3ec6g.220)..id(q3ec6g.270)
q3ec6.g.move.23.5,,none,id(q3ec6g.272)
q3ec6.g.move.24,clarify,none,id(q3ec6g.273)..id(q3ec6g.285)
q3ec6.g.move.24.5,,none,id(q3ec6g.287)..id(q3ec6g.288)
q3ec6.g.move.25,instruct,none,id(q3ec6g.289)..id(q3ec6g.291)
q3ec6.g.move.25.4,,none,id(q3ec6g.292)
q3ec6.g.move.25.9,instruct,none,id(q3ec6g.293)..id(q3ec6g.331)
q3ec6.g.move.28.5,,none,id(q3ec6g.333)
q3ec6.g.move.29,acknowledge,other,id(q3ec6g.334)..id(q3ec6g.338)
q3ec6.g.move.29.5,,none,id(q3ec6g.338.1)..id(q3ec6g.340)
q3ec6.g.move.30,instruct,none,id(q3ec6g.341)..id(q3ec6g.345)
q3ec6.g.move.31.5,,none,id(q3ec6g.347)
q3ec6.g.move.32,instruct,none,id(q3ec6g.348)..id(q3ec6g.350)
q3ec6.g.move.33.5,,none,id(q3ec6g.351)..id(q3ec6g.353)
q3ec6.g.move.34,reply_y,none,id(q3ec6g.354)
q3ec6.g.move.35,clarify,none,id(q3ec6g.356)..id(q3ec6g.362)
q3ec6.g.move.36,instruct,none,id(q3ec6g.363)..id(q3ec6g.375)
q3ec6.g.move.37.5,,none,id(q3ec6g.377)
q3ec6.g.move.38,instruct,none,id(q3ec6g.378)..id(q3ec6g.386)
q3ec6.g.move.39.5,,none,id(q3ec6g.388)
q3ec6.g.move.40,reply_y,none,id(q3ec6g.389)
q3ec6.g.move.40.5,,none,id(q3ec6g.391)
q3ec6.g.move.41,clarify,none,id(q3ec6g.392)..id(q3ec6g.398)
q3ec6.g.move.43.5,,none,id(q3ec6g.400)..id(q3ec6g.402)
q3ec6.g.move.44,instruct,none,id(q3ec6g.403)..id(q3ec6g.446)
q3ec6.g.move.45.5,,none,id(q3ec6g.447)
q3ec6.g.move.46,align,none,id(q3ec6g.448)..id(q3ec6g.452)
q3ec6.g.move.47.5,,none,id(q3ec6g.454)
q3ec6.g.move.48,instruct,none,id(q3ec6g.455)..id(q3ec6g.464)
q3ec6.g.move.49.5,,none,id(q3ec6g.466)
q3ec6.g.move.50,align,none,id(q3ec6g.467)..id(q3ec6g.479)
q3ec6.g.move.51.5,,none,id(q3ec6g.481)
q3ec6.g.move.52,instruct,none,id(q3ec6g.482)..id(q3ec6g.518)
q3ec6.g.move.54.5,,none,id(q3ec6g.520)
q3ec6.g.move.55,reply_y,none,id(q3ec6g.523)..id(q3ec6g.528)
q3ec6.g.move.55.5,,none,id(q3ec6g.530)
q3ec6.g.move.56,explain,none,id(q3ec6g.531)..id(q3ec6g.534)
q3ec6.g.move.57.5,,none,id(q3ec6g.536)..id(q3ec6g.539)
