move_id,label,rep,children
q1nc6.g.move.1,ready,none,id(q1nc6g.1)
q1nc6.g.move.2,explain,none,id(q1nc6g.4)..id(q1nc6g.10)
q1nc6.g.move.3.5,,none,id(q1nc6g.12)..id(q1nc6g.13)
q1nc6.g.move.4,query_yn,none,id(q1nc6g.14)..id(q1nc6g.19)
q1nc6.g.move.5.5,,none,id(q1nc6g.20)
q1nc6.g.move.6,reply_y,none,id(q1nc6g.21)
q1nc6.g.move.7.5,,none,id(q1nc6g.23)..id(q1nc6g.24)
q1nc6.g.move.8,query_yn,none,id(q1nc6g.25)..id(q1nc6g.34)
q1nc6.g.move.9.5,,none,id(q1nc6g.35)..id(q1nc6g.37)
q1nc6.g.move.10,ready,none,id(q1nc6g.38)
q1nc6.g.move.11,explain,none,id(q1nc6g.40)..id(q1nc6g.49)
q1nc6.g.move.12,align,none,id(q1nc6g.51)
q1nc6.g.move.14.5,,none,id(q1nc6g.53)..id(q1nc6g.56)
q1nc6.g.move.15,reply_y,none,id(q1nc6g.57)
q1nc6.g.move.16.5,,none,id(q1nc6g.59)..id(q1nc6g.63)
q1nc6.g.move.17,reply_y,none,id(q1nc6g.64)
q1nc6.g.move.18,clarify,none,id(q1nc6g.66)..id(q1nc6g.90)
q1nc6.g.move.19,instruct,none,id(q1nc6g.92)..id(q1nc6g.106)
q1nc6.g.move.20.5,,none,id(q1nc6g.108)
q1nc6.g.move.21,align,none,id(q1nc6g.109)
q1nc6.g.move.21.5,,none,id(q1nc6g.111)
q1nc6.g.move.22,instruct,none,id(q1nc6g.112)..id(q1nc6g.125)
q1nc6.g.move.25.5,,none,id(q1nc6g.127)
q1nc6.g.move.26,reply_n,none,id(q1nc6g.128)
q1nc6.g.move.27,clarify,none,id(q1nc6g.130)..id(q1nc6g.149)
q1nc6.g.move.30,align,none,id(q1nc6g.151)
q1nc6.g.move.30.5,,none,id(q1nc6g.153)..id(q1nc6g.155)
q1nc6.g.move.31,explain,none,id(q1nc6g.156)..id(q1nc6g.173)
q1nc6.g.move.34,align,none,id(q1nc6g.175)
q1nc6.g.move.35.5,,none,id(q1nc6g.177)..id(q1nc6g.179)
q1nc6.g.move.36,instruct,none,id(q1nc6g.180)..id(q1nc6g.193)
q1nc6.g.move.37.5,,none,id(q1nc6g.195)..id(q1nc6g.198)
q1nc6.g.move.38,instruct,none,id(q1nc6g.199)..id(q1nc6g.206)
q1nc6.g.move.39.5,,none,id(q1nc6g.208)..id(q1nc6g.210)
q1nc6.g.move.40,check,none,id(q1nc6g.211)..id(q1nc6g.221)
q1nc6.g.move.43.5,,none,id(q1nc6g.223)
q1nc6.g.move.44,explain,none,id(q1nc6g.224)..id(q1nc6g.231)
q1nc6.g.move.45.5,,none,id(q1nc6g.232)
q1nc6.g.move.46,instruct,none,id(q1nc6g.233)..id(q1nc6g.254)
q1nc6.g.move.47,align,none,id(q1nc6g.256)
q1nc6.g.move.48.5,,none,id(q1nc6g.258)
q1nc6.g.move.49,instruct,none,id(q1nc6g.259)..id(q1nc6g.264)
q1nc6.g.move.50.5,,none,id(q1nc6g.266)..id(q1nc6g.268)
q1nc6.g.move.51,instruct,none,id(q1nc6g.269)..id(q1nc6g.284)
q1nc6.g.move.51.5,,none,id(q1nc6g.286)
q1nc6.g.move.52,align,none,id(q1nc6g.287)
q1nc6.g.move.54.5,,none,id(q1nc6g.289)..id(q1nc6g.291)
q1nc6.g.move.55,instruct,none,id(q1nc6g.292)..id(q1nc6g.301)
q1nc6.g.move.56.5,,none,id(q1nc6g.303)..id(q1nc6g.304)
q1nc6.g.move.57,acknowledge,none,id(q1nc6g.305)
q1nc6.g.move.58.5,,none,id(q1nc6g.307)
q1nc6.g.move.59,instruct,none,id(q1nc6g.308)..id(q1nc6g.312)
q1nc6.g.move.60.5,,none,id(q1nc6g.314)..id(q1nc6g.317)
q1nc6.g.move.61,instruct,none,id(q1nc6g.318)..id(q1nc6g.337)
q1nc6.g.move.62,align,none,id(q1nc6g.339)
q1nc6.g.move.62.5,,none,id(q1nc6g.341)..id(q1nc6g.343)
q1nc6.g.move.63,clarify,none,id(q1nc6g.344)..id(q1nc6g.364)
q1nc6.g.move.64.5,,none,id(q1nc6g.366)..id(q1nc6g.369)
q1nc6.g.move.65,instruct,none,id(q1nc6g.370)..id(q1nc6g.388)
q1nc6.g.move.66,align,none,id(q1nc6g.390)
q1nc6.g.move.67.5,,none,id(q1nc6g.392)
q1nc6.g.move.68,instruct,none,id(q1nc6g.393)..id(q1nc6g.399)
q1nc6.g.move.69.5,,none,id(q1nc6g.401)..id(q1nc6g.403)
q1nc6.g.move.70,query_yn,none,id(q1nc6g.404)..id(q1nc6g.412)
q1nc6.g.move.71.5,,none,id(q1nc6g.414)..id(q1nc6g.415)
